first_name,last_name,director_id
Hans Åke,Gabrielsson,d6190
Tomas,Ryberger,d17137
Johan von,Reybekiel,d16443
 Marcus Werner,Hed,d7831
Richard,Hobert,d8171
Staffan,Götestam,d7359
Simon,Sandquist,d17358
Mikael,Syrén,d19419
Fredde,Granberg,d6977
Joachim,Hedén,d7839
Christjan,Wegner,d20977
Gerard,Damiano,d4233
Andy,Jones,d9207
 Michael,Jones,d9199
Kelly,Dolen,d4740
Eun-Hyung,Park,d15058
Jayro,Bustamante,d2598
Takehiko,Shinjo,d18223
Micah,Magee,d12085
Diego,Quemada-Díez,d16025
 Fred C.,Newmeyer,d14250
Peter,Hayman,d7801
James Whitmore,Jr.,d9323
Jason,Lockhart,d11664
Karl Heinz,Martin,d12500
Jared,Leto,d11350
Markus,Dietrich,d4653
Peter,Lindholm,d11555
Christopher,Miles,d13236
Ernest,Day,d4365
Carlo,Mazzacurati,d12722
Étienne,Faure,d5500
Leo D.,Paur,d15215
Bryan,Tucker,d20165
 Luciano,Lucignani,d11830
Enzo Di,Gianni,d6514
Erik,Sharkey,d18055
Mårten,Knutsson,d10222
 Torkel,Knutsson,d10221
Liz,Marshall,d12459
Logan,Sekulow,d17897
Jonathan,Heap,d7820
Don,Mischer,d13378
D. Aaron,Hunter,d8562
Philippa,Lowthorpe,d11798
Sadyk,Sher-Niyaz,d18146
Ivan,Andonov,d444
Sundar,C.,d2668
Stere,Gulea,d7279
Sukumar,Sukumar,d19282
Abhishek,Jain,d8923
Noël,Burch,d2512
 Allan,Sekula,d17895
Joel,Steege,d18982
Filippos,Tsitos,d20137
Seth,Barrish,d1186
Clara,Kuperberg,d10596
 Julia,Kuperberg,d10595
Dean,Cundey,d4096
Giorgos,Servetas,d17977
Lewis,Abernathy,d28
Felix O.,Adlon,d105
 Percy,Adlon,d104
Tony,Craig,d3961
 Roberts,Gannaway,d6272
Matthias,Emcke,d5217
Cynthia,Beatt,d1320
Emmanuel,Klotz,d10182
 Albert,Pereira-Lazaro,d15340
Riad,Sattouf,d17465
Kyungmin,Woo,d21475
Giorgio,Ferroni,d5611
Hua-Tao,Teng,d19700
Cory,Krueckeberg,d10494
Anastasia,Pappas,d15021
Tawnia,McKiernan,d12892
Aik,Karapetian,d9551
Edoardo De,Angelis,d479
John,Mackie,d12044
Lisa R.,Cohen,d3593
Anthony,Howarth,d8408
Aneta,Kopacz,d10324
Tomasz,Sliwinski,d18559
Courtney,Daniels,d4246
Stefan,Liberski,d11483
Richard,Ramsey,d16159
Gert de,Graaff,d6943
Tim,Sutton,d19349
Nenad,Cicin-Sain,d3422
Charles De la,Tour,d20000
 Cy,Endfield,d5228
Ole,Giæver,d6640
 Marte,Vold,d20638
Will,Bakke,d976
Dinos,Katsouridis,d9632
Nicos,Perakis,d15333
Joanna,Hogg,d8229
Mohamed Amin,Benamraoui,d1441
Nour Eddine,Lakhmari,d10743
Maria,Beatty,d1322
Todd,Morris,d13719
Jacob,Roebuck,d16764
Robert,Angelo,d484
 Rob,Spera,d18855
Gianni,Siragusa,d18475
Matthew A.,Brown,d2398
Helmut,Dietl,d4651
Lav,Diaz,d4624
Su-jin,Lee,d11165
Michael,Maren,d12364
Duane,Journey,d9288
Cynthia,Wade,d20712
Peter,DeLuise,d4390
Mélanie,Laurent,d10951
Benjamín,Naishtat,d14039
Paul,Tibbitt,d19860
 Mike,Mitchell,d13393
Will,Canon,d2809
Obie,Benz,d1503
 Joshua,Waletzky,d20757
Keefe,Brasselle,d2223
 I. Robert,Levy,d11405
Vic,Losick,d11744
Louis,D'Esposito,d4179
Michael,French,d6033
Patric,Jean,d9015
Benoît,Pétré,d16011
 Deborah,Saïag,d17525
 Mika,Tard,d19582
 Isabelle,Vitari,d20612
Darrell,Moore,d13599
Ralph,Richardson,d16508
Kieron,Hawkes,d7775
James E.,Duff,d4935
Matt,Muir,d13818
Pierre,Falardeau,d5417
Jimmy,Zeilinger,d21893
Malcolm,Mcdonald,d12947
Todd,Portugal,d15773
Eric,Bernt,d1606
Tomu,Uchida,d20253
Barry,Pollack,d15688
Jimmy,Sangster,d17370
Robert S.,Baker,d968
 Monty,Berman,d1573
 Riku,Suokas,d19326
Olivier De,Plas,d15623
Rocco,Urbisci,d20304
Maurice,Barthélémy,d1213
Torun,Lian,d11477
Dong-won,Kim,d9971
Jacqueline Reem,Salloum,d17287
Elizabeth,Mitchell,d13398
 Brek,Taylor,d19635
Darragh,Byrne,d2646
Per,Berglund,d1540
 David Boone,Wilson,d21294
Robert,May,d12689
Paul,Cotter,d3892
Georg,Fenady,d5556
Rafael,Portillo,d15769
David,Sampliner,d17318
Ka-Fai,Wai,d20736
Sergey,Solovev,d18754
Daniel,Lambo,d10767
Vincenzo,Salemme,d17260
Aldo,Baglio,d919
 Giacomo,Poretti,d15757
 Giovanni,Storti,d19177
 Massimo,Venier,d20454
Lukasz,Palkowski,d14947
Cédric,Jimenez,d9093
Maurizio,Lucidi,d11829
 Guglielmo,Garroni,d6346
Massimo,Felisatti,d5546
Roman,Prygunov,d15931
Robert Ethan,Gunnerson,d7296
Tom,Hines,d8125
Masahiko,Murata,d13890
 Kazuchika,Kise,d10102
Jesse,Zwick,d22034
Tizuka,Yamasaki,d21628
Kiran,Rao,d16191
Aanand L.,Rai,d16115
Tomasz,Wasilewski,d20884
Angela,Sun,d19310
Fabrice,Gobert,d6698
Susumu,Kudo,d10525
Mario,Imperoli,d8713
Gianfranco,Pagani,d14911
Mario,Moroni,d13706
Gianni,Manera,d12252
Gianfranco,Piccioli,d15491
Christopher,Shelton,d18120
Joanna,Kos-Krauze,d10359
 Krzysztof,Krauze,d10441
Franco Lo,Cascio,d2974
 Angelo,Pannacciò,d14999
Shinji,Higuchi,d8081
 Isshin,Inudô,d8744
Stéphane,Lafleur,d10723
Eduardo,Coutinho,d3912
Leonardo,Favio,d5501
Alejo,Moguillansky,d13465
 Fia-Stina,Sandlund,d17354
Raya,Martin,d12506
Adam,Leon,d11278
Matthew,Thompson,d19815
Marika,Beiku,d1391
 Aleksandr,Gordon,d6856
Jake,Hoffman,d8206
Jessica,Goldberg,d6756
J.K.,Amalou,d334
Andrew Droz,Palermo(co-director),d14942
 Tracy Droz,Tragos(co-director),d20025
Jeff,Broadway,d2311
 André De,Toth,d19997
Tony,Oliver,d14706
 Ryuichi,Yagi,d21606
 Takashi,Yamazaki,d21636
Sean,Hogan,d8226
 Andrew,Parkinson,d15104
Chih-Hung,Kuei,d10531
Scott,Schirmer,d17623
Éric,Falardeau,d5418
Khwaja,Sarfraz,d17417
Jon,Watts,d20921
Marc,Fitoussi,d5728
Bernardo,Ruiz,d17067
Lorenzo,Gabriele,d6189
David,Delrieux,d4478
Christine,Carrière,d2930
Mikhaël,Hers,d8005
Noémie,Lvovsky,d11908
Adam,Carolla,d2896
 Kevin,Hench,d7923
Milan,Todorovic,d19928
Joshua,Rofé,d16779
Ric,Burns,d2561
Brian,Ivie,d8829
Mae Czarina,Cruz,d4049
Allen H.,Miner,d13339
Nicholas David,Lean,d11043
Jean-Jacques,Jauffret,d9003
Randall,Fried,d6053
Brett C.,Leonard,d11285
Hwi,Kim,d9981
Montgomery,Tully,d20180
Pat,Jackson,d8870
Drew,Maxwell,d12682
Andrew,Chapman,d3148
Liz,Tuccillo,d20157
Justin,Schwarz,d17768
Patrick,Jenkins,d9044
 Sam,Newfield,d14235
 Terence,Fisher,d5714
Kelly,Smith,d18644
Gabriel,London,d11694
To,Lung,d11878
Lisa,Langseth,d10853
Sonja,Prosenc,d15909
Sinisa,Gacic,d6192
Blaz,Zavrsnik,d21880
Bitte,Andersson,d440
Armagan,Ballantyne,d1019
Esa,Illi,d8691
Janez,Burger,d2519
Midi,Z,d21820
Lois,Patiño,d15184
 David,Johndrow,d9128
Denny,Tedesco,d19678
André van,Heerden,d7844
Leslee,Udwin,d20259
Kim,Bass,d1245
Mark Simon,Hewis,d8039
J. Christian,Ingvordsen,d8738
Vardis,Marinakis,d12382
Justin,Rhodes,d16469
Jean-Paul,Civeyrac,d3440
Morio,Asaka,d676
Brian,Hannant,d7576
Felix,Fuchssteiner,d6103
Craig William,Macneill,d12050
Anders,Helgeson,d7891
 Karin af,Klintberg,d10174
Levan,Akin,d184
Frank,Zappa,d21865
Saul,Swimmer,d19404
Dmitriy,Dyachenko,d5041
Hugh,Sullivan,d19296
Sharat,Katariya,d9620
Lisa,Ohlin,d14651
Thomas,Gilou,d6588
Toshiyuki,Kubooka,d10520
Thomas,Lilti,d11519
Lisa,Siwe,d18501
Chris,Prynoski,d15932
Edna Luise,Biesold,d1727
 Sarah-Violet,Bliss,d1865
 Gabrielle,Demeestere,d4485
 Alexis,Gambis,d6260
 Brooke,Goldfinch,d6767
 Shripriya,Mahesh,d12109
 Pamela,Romanowsky,d16819
 Bruce Thierry,Cheung,d3254
 Tine,Thomasen,d19794
 Virginia,Urreiztieta,d20308
 Omar Zúñiga,Hidalgo,d8072
Andrea Di,Stefano,d18993
Viktors,Ritelis,d16599
Stefan,Haupt,d7765
Masanori,Tominaga,d19952
Mischa,Kamp,d9480
Levan,Gabriadze,d6185
Marc,Bauder,d1269
Tsutomu,Hanabusa,d7543
Adam,MacDonald,d11981
Takaaki,Hirao,d8138
Daniel,Vance,d20369
Nicholas,Sgarro,d17999
Roberto,Mitrotti,d13415
William,Grefé,d7099
David,Paulsen,d15212
Steve,Wolsh,d21450
Ted,Geoghegan,d6435
Jordan,Leondopoulos,d11295
Gabrielle,Beaumont,d1329
Chuck,Vincent,d20577
Noboru,Ishiguro,d8777
 Carl,Macek,d12020
John,Terlesky,d19718
Sean,Branney,d2216
Eugene,Marner,d12418
Quentin,Masters,d12582
Robert Allen,Schnitzer,d17678
Clive,Rees,d16318
Joseph,Hahn,d7421
Sasha,Reuther,d16438
David,Hickson,d8070
Kristian,Fraga,d5931
Andy,Milligan,d13310
Kris,Elgstrand,d5171
 Dylan Akio,Smith,d18604
 John Mason,Kirby,d10079
Pete,Walker,d20775
Torsten C.,Fischer,d5708
Fabrizio De,Angelis,d480
Justin,Lo,d11652
Franco,Battiato,d1263
Jennifer,Devoldère,d4580
Jerome,Hellman,d7901
Nikolay,Lebedev,d11051
Camilo,Tavares,d19625
Rubén,Galindo,d6232
 Jaime Jiménez,Pons,d15723
Jan,Krüger,d10511
Dan,Carracino,d2918
 Kevin,Hanlon,d7566
Gernot,Roll,d16807
 Tom,Gerhardt(co-director),d6458
Etan,Cohen,d3586
Adam,Massey,d12572
Nitin,Kakkar,d9443
Damon,Gameau,d6262
Tommy,Krappweis,d10431
Ignacio F.,Iquino,d8751
Mario,Azzopardi,d858
Helmut,Krätzig,d10508
Luc,Vinciguerra,d20582
Tobi,Baumann,d1279
Jim,Torres,d19990
 Philip Einstein,Lipski,d11598
Florian,Gärtner,d7349
Alex,Schmidt,d17647
Florian David,Fitz,d5729
Gerald,Salmina,d17290
Torsten,Wacker,d20707
Libby,Spears,d18838
Sebastian,Niemann,d14317
Thilo,Rothkirch,d16978
Peter,Gersina,d6475
Robert,Wilde,d21230
Donovan,Cook,d3753
William R. Kowalchuk,Jr.,d9345
Oliver,Ziegenbalg,d21956
Leon,Joosen,d9258
 Aaron,Seelman,d17858
David,Sieveking,d18326
N/A,Morris,d13716
 Eberhard,Junkersdorf,d9380
 Jürgen,Richter,d16516
Matthias,Dinter,d4674
Akim,Isker,d8797
Lucien,Jean-Baptiste,d9019
Sven Unterwaldt,Jr.,d9340
Eon-hie,Lee,d11104
Michael,Karen,d9561
 Veit,Vollmer,d20649
Udo,Beissel,d1395
Joseph,Cates,d3014
Granz,Henman,d7938
David,Menkes,d13072
Christopher,Leone,d11298
 Kambuzia,Partovi,d15126
Rob,Burke,d2531
 Ronan,Burke,d2524
 Toby,Genkel(co-director),d6423
Ben,Gluck,d6691
Stefan,Prehn,d15851
 Jörg,Wagner,d20724
Seok-hoon,Lee,d11159
 Jerry,Jameson,d8942
Tom,Jeffrey,d9028
Timothy B.,Johnson,d9177
Vern,Piehl,d15514
Dean,Alioto,d259
Peter,Atencio,d739
Bernard,Salzmann,d17307
Byung-gil,Jung,d9366
In-je,Park,d15064
Mary,Mazzio,d12724
Anna,Mastro,d12587
Chris,Sparling,d18830
Rodrigo,Gudiño,d7240
Roy Hin Yeung,Chow,d3347
Alfred,Vohrer,d20633
Po-Cheung,Lee,d11151
Bobby,Roe,d16763
Alfredo,Montero,d13551
Graeme,Campbell,d2775
Greg,Francis,d5951
Jong-seok,Yoon,d21725
Jason,James,d8939
Ken,Ochiai,d14603
Matthew,Kowalchuk,d10399
Jon,Springer,d18903
Fernando,Coimbra,d3618
Takashi,Murakami,d13883
Inés María,Barrionuevo,d1184
Matías,Lucchesi,d11823
Jazmín,López,d11948
Alejandro,Fadel,d5404
John,Gianvito,d6518
Gustavo,Fontán,d5840
Dervis,Zaim,d21835
Seren,Yüce,d21818
Durul,Taylan,d19634
 Yagmur,Taylan,d19633
Sharon,Bar-Ziv,d1071
Izuru,Narushima,d14089
Nancy D.,Kates,d9623
Zane,Buzby,d2624
Lacey,Schwartz,d17758
 James,Adolphus(co-director),d109
Jennifer,Prediger,d15848
 Jess,Weixler,d21043
Micael,Preysler,d15871
Chris,Zonnas,d22001
Roger,Duchowny,d4927
Sandy,Wilson,d21318
Jeff,Werner,d21087
Alessandro,D'Alatri,d4166
Campbell,Ex,d5386
Robert,Sigl,d18331
Mark,Burton,d2580
 Richard,Starzak,d18969
Maya,Forbes,d5847
Aleksandr,Atanesyan,d734
Larry,Gross,d7184
Jose,Altonaga,d307
Gary,Troy,d20105
Joan,Darling,d4279
Paul,Madden,d12059
Patrick,Schulmann,d17730
Jeff,Kopas,d10325
Bud,Townsend,d20011
Robert,Freeman,d6016
Ian,Toynton,d20017
Jung-hwan,Kim,d9992
Nina,Brownfield-Berry,d2414
Michele,Josue,d9285
David Oliver,Pfeil,d15451
Sam,Auster,d795
David,Fisher,d5717
Benjamin,Guedj,d7242
Tom,Logan,d11679
 Hugh,Parks,d15106
John,Robins,d16680
Hugo,Alves,d321
 Mónica Santana,Baptista,d1069
 Hugo,Martins,d12527
 Tiago,Nunes,d14482
 Patricia,Raposo,d16199
 Rui Alexandre,Santos,d17388
Linda,Feferman,d5520
Stuart A.,Goldman,d6781
Richard,Brander,d2204
James,Ingrassia,d8736
Avery,Crounse,d4030
Ken,Blancato,d1847
Dimitri,Logothetis,d11681
Rudy,Poe,d15650
Ellen Goosenberg,Kent,d9820
Tony,Hadlock,d7395
 Jason,Heppler,d7963
 Jeremy,Neish,d14163
 Jared,Nelson,d14174
 Brian,Wiser,d21393
Nils,Timm,d19885
Kathleen,Marshall,d12458
Rob,Ashford,d698
 Beth,McCarthy-Miller,d12765
Nick,Morris,d13717
Barmak,Akram,d191
Matt,Shakman,d18017
Pierre,Isoard,d8803
Jim,Sotos,d18810
Henri,Sala,d17241
George,Dugdale,d4944
 Mark,Ezra,d5393
 Peter Mackenzie,Litten,d11612
Jeff A.,Ferrell,d5600
Howard,Avedis,d812
Joe,Ritter,d16602
Michael Paul,Girard,d6616
Gary,Graver,d7018
Randall M.,Badat,d889
David,Lewis,d11443
Peter,Maris,d12391
Gren,Wells,d21061
Miklós,Lente,d11270
David,Wechter,d20966
Inna,Evlannikova,d5378
 Svyatoslav,Ushakov,d20314
Sergio,Citti,d3436
Marcelo,Epstein,d5275
Joyce,Buñuel,d2626
Terry,Carr,d2915
Jorge Ramírez,Suárez,d19364
William,Olsen,d14728
Samuel,Bradford,d2168
Bruce A.,Block,d1871
Alan,Holleb,d8247
Andrew,Sugerman,d19267
James,Polakof,d15673
Jean,Pellerin,d15291
Neal E.,Fischer,d5706
 Del,Harvey,d7715
Janne,Kuusi,d10627
Roberto,Andò,d473
Bryn,Higgins,d8078
Bertrand,Normand,d14426
Andreas,Kleinert,d10156
Michalis,Konstantatos,d10312
David,Oelhoffen,d14618
Jeff,Radice,d16083
Donald,Driver,d4900
Charlotte,Brändström,d2462
Marc,Angelo,d482
Eleanor,Bergstein,d1549
Jane,Preston,d15865
Chris,Messina,d13132
Riley,Stearns,d18978
Jonas,Govaerts,d6930
Gracia,Querejeta,d16028
Basel,Owies,d14877
Vadim,Jendreyko,d9036
Petra,Seeger,d17856
Francesco,Munzi,d13877
Arto,Tuohimaa,d20189
Joseph,Kuo,d10591
Joel,Potrykus,d15792
Dan,Bush,d2591
Geralyn,Pezanoski,d15447
Tom,Raycove,d16265
Massimo,Coglitore,d3575
Masaaki,Taniguchi,d19562
Steven,Feinartz,d5531
Tomas Villum,Jensen,d9056
Brian,Horiuchi,d8336
Ismael,Rodríguez,d16762
Stéphane,Pachot,d14898
Julia St.,Vincent,d20578
 Edmond,O'Brien,d14518
 Fred C.,Newmeyer(co-director),d14252
Megan,Peterson(co-director),d15408
 John Douglas,Sinclair(co-director),d18435
Michael,Elliott,d5191
Cathryn,Michon,d13197
Tim,Kincaid,d10033
Houchang,Allahyari,d262
 Tom-Dariusch,Allahyari(co-director),d263
William L.,Nolte,d14403
 Ralph,Cooper,d3778
Mark,Monheim,d13530
Paul,Vecchiali,d20427
Stanley R.,Jaffe,d8912
Estela,Renner,d16412
Makoto,Nakamura,d14056
Gérard,Kikoïne,d9952
Ronnie,Thompson,d19818
 Jonathan,Ford,d5852
 Cellin,Gluck,d6690
Navdeep,Singh,d18449
 Aleksandr,Khramtsov,d9928
 Vadim,Sotskov,d18812
Andrew,Oudot,d14859
John,Bergin,d1539
Niki,Stein,d19005
Nick,Powell,d15816
 Nick,Powell,d15809
Roger,Weisberg,d21016
 Maria,Finitzo,d5681
 Vanessa,Roth,d16957
Ron,Winston,d21359
Arne,Mattsson,d12664
Arthur de,Pins,d15580
Piet De,Rycker,d17139
 Thilo,Rothkirch,d16977
Wagner de,Assis,d723
Pierre,Koralnik,d10334
Jean-Baptiste,Léonetti,d11941
Jori,Hulkkonen,d8518
 Jimi,Tenor,d19707
Bettina,Blümner,d1901
Markus,Imboden,d8711
Alexandra,Kondracke,d10297
Mark,Linfield,d11575
Jim,Weedon,d20971
Anand,Gandhi,d6266
Anthony,Powell,d15810
Marton,Jelinko,d9033
Ilkka,Järvi-Laturi,d9394
James D.,Cooper,d3782
Alberto,Arvelo,d670
Luke,Matheny,d12611
Josh,Oreck,d14779
Igal,Hecht,d7827
Dan,Fogelman,d5814
Pekka,Hyytiäinen,d8626
Mark,Kemble,d9781
Mary McDonagh,Murphy,d13916
Vaughn,Juares,d9347
Simone,Bartesaghi,d1210
 Philip,Kim(co-director),d10018
 Neil,Kinsella(co-director),d10071
Julia Patricia,Perez,d15353
Amy S.,Weber,d20950
Lucas,Jansen,d8967
 Adam,Kurland,d10605
Zak,Levitt,d11403
Phil,Hawkins,d7778
Mat,Hodgson,d8188
Martti,Helde,d7885
Yûichi,Satô,d17477
Eric,Lavaine,d10968
Keitarô,Motonaga,d13776
Carlos,Gaviria,d6378
Frédéric,Tcheng,d19667
Scott,Dow,d4859
Paul A.,Kaufman,d9659
Vivien Lesnik,Weisman,d21023
 Vivien Lesnik,Weisman,d21019
 Glenn,Weiss,d21025
Steve,Loter,d11747
Romain,Lévy,d11946
Takuya,Fukushima,d6133
Sherman A.,Rose,d16870
Ryan M.,Kennedy,d9812
 Lars,Gmehling(co-director),d6695
Masamitsu,Hidaka,d8071
Butch,Lukic,d11853
Robert,Michaels,d13182
Rolan,Bykov,d2640
Michael,Dunaway,d4960
 Tara,Wood(co-director),d21489
John,Mellencamp,d13028
Henry S.,Kesler,d9858
Nelson,George,d6441
James W.,Roberson,d16645
Javier,Setó,d17985
Laurence,Harvey,d7724
Rustam,Branaman,d2196
Brian,Clyde,d3540
Henry,Crum,d4044
Nailah,Jefferson,d9026
Byron,Chudnow,d3384
Kevin,McManus,d12916
 Matthew,McManus,d12915
Nathan,Scoggins,d17796
Rafa,Martínez,d12543
Shira,Piven,d15613
Luigi,Scattini,d17538
Arthur,Ripley,d16576
Pier Ludovico,Pavoni,d15224
Walter,Matthau,d12646
Ole,John,d9125
 Jørgen,Leth,d11347
Maro,Chermayeff,d3242
Bud,Clayman,d3496
 Glenn,Holsten,d8267
 Scott,Johnston,d9180
François,Leterrier,d11345
Francis,Leroi,d11327
 Iris,Letans,d11344
Bruno,Zincone,d21976
 Jean,Rollin,d16808
Bitto,Albertini,d213
Mario,Bianchi,d1706
John Mathew,Matthan,d12644
 Lisa,Leeman,d11183
Dan,Krauss,d10439
Desiree,Akhavan,d177
Dominga Sotomayor,Castillo,d3002
Babis,Makridis,d12159
Carlos,Vermut,d20478
Peter,Rosen,d16877
Jeremy,Degruson,d4435
Sang-yoon,Lim,d11523
Raimund,Huber,d8461
Michael,Berry,d1616
Suzi,Yoonessi,d21727
Valeri,Milev,d13240
Mario,Pinzauti,d15589
George,Martin,d12495
 Mario,Pinzauti,d15588
Aaron,Wilson,d21300
Padraig,Reynolds,d16455
Walter P.,Martishius,d12535
 William,Lau(co-director),d10930
Ezekiel,Norton,d14440
Eric,Fogel,d5812
Karen J.,Lloyd,d11647
Greg,Richardson,d16506
Gino,Nichele,d14279
Adam,Wood,d21480
Conrad,Helten,d7914
 Walter P.,Martishius,d12534
Kyran,Kelly,d9774
Bernard,Deyriès,d4594
John,Price,d15874
Sven,Methling,d13143
Aleksander,Bach,d877
Paul,Bernays,d1589
François,Lamoureux,d10779
 Pierre,Lamoureux,d10778
Bjorn,Opsahl,d14770
Chad,Callner,d2735
Evgeniy,Shelyakin,d18126
Bruce,Nyznik,d14506
Nick Remy,Matthews,d12652
Chaitanya,Tamhane,d19539
Salomé,Breziner,d2277
Steph,Green,d7068
Mevlut,Akkaya,d188
 Ron,Frank,d5964
Justin,Dillon,d4661
Dave,Schram,d17703
Lance,Edmands,d5106
Albert,Finney,d5690
Adam,Schomer,d17692
Jon,Monday,d13521
Håvard,Bustnes,d2601
Jean-Christophe,Klotz,d10184
Michael Lee,Nirenberg,d14353
R.D.,Braunstein,d2228
Joshua,Tickell,d19863
 Rebecca Harrell,Tickell,d19862
Gregory,Marquette,d12428
Matt,Myers,d13961
Liz,Miller,d13290
Mark,Edlitz,d5105
Grant,Hamilton,d7512
Garry,Beitel,d1396
Victoria,Bruce,d2431
 Karin,Hayes,d7794
Michael,Graziano,d7036
Charles,Shaw,d18083
Pete,McGrain,d12852
Paul,Lovelace,d11773
 Jessica,Wolfson,d21442
J.T.,Boone,d2020
 John,Craddock,d3951
Ben,Knight(co-director),d10208
 Travis,Rummel(co-director),d17077
Garin,Hovannisian,d8387
 Alec,Mouhibian,d13784
Jamie,Morgan,d13666
Mikhail,Shvejtser,d18281
Ariel,Kleiman,d10145
Antonio,Tublen,d20154
Jyri,Kähönen,d10667
Emmett,Callinan,d2733
Sophie,Huber,d8462
Juanfer,Andrés,d472
 Esteban,Roel,d16771
Gabriel,Mascaro,d12553
Benjamin,Caron,d2900
Sudabeh,Mortezai,d13740
Zak,Forsman,d5880
 Michal,Kosakowski,d10361
 Andreas,Marschall,d12441
Peter,Bull,d2501
Peter,Coe,d3560
 Terry,Hughes,d8493
Matt,Walsh,d20808
Andrés,Borghi,d2049
Taneli,Mustonen,d13946
Mark,Steensland,d18989
Pierre,Tchernia,d19669
Rok,Bicek,d1712
John Keith,Wasson,d20887
 Jane,Wells,d21056
David,Winning,d21353
 Terence,Young,d21754
Vitaliy,Melnikov,d13033
Kompin,Kemgumnird,d9782
Philip,Cox,d3943
 Hikaru,Toda(co-director),d19922
Diego,Rafecas,d16096
Timothy L.,Anderson,d438
Josef Kubota,Wladyka,d21418
Courteney,Cox,d3939
Matias,Lira,d11603
Marcello,Avallone,d805
Fred,Guiol,d7273
Edgar,Kennedy,d9807
Young-hoon,Park,d15079
Mariana,Rondón,d16842
Zatella,Beatty,d1325
Slawomir,Fabicki,d5399
Charles,Matton,d12662
Reginald,Barker,d1132
 Thomas H.,Ince,d8717
Shawn,Linden,d11553
 Hugh,Stewart,d19097
Erin Lee,Carr,d2911
Jace,Alexander,d237
Dearbhla,Walsh,d20804
Dragan,Bjelogrlic,d1795
Gabriel,Aghion,d123
Ryan,McGarry,d12836
Sean,Tiedeman,d19867
Gaël,Leiblang,d11213
Dave,Kellett,d9751
 Frederick,Schroeder,d17712
Rajat,Kapoor,d9536
Bruce,Neibaur,d14156
Xixi,Gao,d6284
Kim,Farrant,d5474
Bo,Mathorne,d12621
Christian,Clavier,d3490
Daniel,Lusko,d11896
Ryan,Smith,d18655
Alejandro,Doria,d4814
Antonia,Scarpa,d17535
Kathy,Brew(co-director),d2269
 Roberto,Guerra(co-director),d7249
Marlen,Khutsiev,d9932
Aleksandr,Proshkin,d15910
Dunya,Smirnova,d18593
Akçay,Karaazmak,d9543
Jason,Strouse,d19219
Rajkumar,Santoshi,d17394
Frank,Packard,d14901
Tal,Granit,d6988
 Sharon,Maymon,d12702
Alonso,Ruizpalacios,d17071
Henry,Hobson,d8173
Jean,LaFleur,d10689
Darren,Ashton,d703
John,Maclean,d12049
Peter,Monsaert,d13541
John,Kalangis,d9445
Ron,Carlson,d2875
Jason,Kovacsev(co-director),d10395
 Matt,Mamula(co-director),d12232
Giorgio,Capitani,d2826
Harry,Freeland,d6007
Erik Greenberg,Anjou,d495
Gillian,Laub,d10931
Sándor,Mihályfy,d13217
Katell,Quillévéré,d16034
Jody Lee,Lipes,d11585
Chris,Löfvén,d11955
Menelaos,Karamaghiolis,d9547
Kôichi,Chigira,d3277
Mario,Martone,d12538
Norman,Lee,d11150
Alessandro,Capone,d2829
Kabir,Sadanand,d17189
Brian,Katkin,d9625
Marcos,Zurinaga,d22022
Scott,Rodgers,d16736
Todd,Levin,d11386
Bin,Huang,d8451
 Wenjun,Yang,d21643
Wan,Laiming,d10736
Victor,Levin,d11387
Steve,Lickteig,d11488
José,Pinheiro,d15568
Pyotr,Todorovskiy,d19929
Andrey,Smirnov,d18591
Neil,Johnson,d9165
Gleb,Panfilov,d14988
Stanislav,Rostotskiy,d16954
Vasiliy,Shukshin,d18272
Ilya,Averbakh,d818
Mikhail,Segal,d17863
Aleksandr,Petrov,d15428
Aleksey,Uchitel,d20255
Maksim,Korostyshevsky,d10354
Steve,Wang,d20841
John,Baumgartner,d1283
Mel,Welles,d21049
 Aureliano,Luppi(co-director),d11889
Greg D.,Williams,d21259
 Andrea,Bianchi,d1700
James,Kelley,d9753
Michael,Hewitt(co-director),d8045
 Dermot,Lavery(co-director),d10973
Balaji,Sakthivel,d17239
Jeremy,Workman,d21516
David,Sandberg,d17335
Michael D.,Akers,d176
Jonathan,Gruber,d7209
 Ari Daniel,Pinchot,d15561
Aktan Arym,Kubat,d10515
Oleg,Fomin,d5829
Seong-hun,Kim,d10002
Tadashi,Sawashima,d17517
 Cliff,Owen,d14870
Nagesh,Kukunoor,d10549
Vikram,Bhatt,d1689
Ram Gopal,Varma,d20393
András,Jeles,d9032
Vladimir,Fetin,d5622
Mark,Zakharov,d21839
Bruce,Myles,d13969
 Michael,Pattinson,d15196
René Cardona,Jr.,d9334
Henri,Helman,d7907
Ernest,Pintoff,d15587
 Dibakar,Banerjee,d1048
 Karan,Johar,d9123
 Anurag,Kashyap,d9596
Neeraj,Vora,d20657
Rajiv,Rai,d16116
Apoorva,Lakhia,d10742
Robbie,Grewal,d7120
J.P.,Dutta,d5024
David Ryan,Keith,d9743
Neill,Fearnley,d5510
James,Crow,d4032
Eiji,Uchida,d20251
Bernard,Bellefroid,d1420
Paul,Devlin,d4579
Matthias,Luthardt,d11903
Pia,Marais,d12320
Ferenc,András,d471
Marita,Grabiak,d6944
Luca,Verdone,d20466
Maurizio,Ponzi,d15731
José María,Sánchez,d19442
Alessandro,Genovesi,d6425
Flavio,Mogherini,d13464
John,Carr,d2912
 Phillip,Marshak,d12447
 Jay,Schlossberg-Cohen,d17638
