first_name,last_name,director_id
 Todd,Wilderman(co-director),d21237
 Charles,Band,d1043
 John Carl,Buechler,d2487
 Steven,Ford,d5853
 Peter,Manoogian,d12294
 Ted,Nicolaou,d14307
 Rosemarie,Turko,d20198
Neal,Sundstrom,d19322
Sam,Fell,d5550
 Robert,Stevenhagen,d19075
Matt,Vancil,d20372
Ilya,Chaiken,d3081
Steven de,Jong,d9244
Stuart,Townsend,d20014
Oktay,Ortabasi,d14804
Nacho,Vigalondo,d20533
Abdellatif,Kechiche,d9723
 Eric,Simonson,d18408
Susan,Dynner,d5049
Magdalena,Piekorz,d15515
Jasmila,Zbanic,d21882
Patrick,Tatopoulos,d19614
Edvins,Snore,d18687
Jag,Mundhra,d13856
Roland,Mesa,d13125
Steve,Zacharias,d21824
Benjamin,Stoloff,d19143
John,Glenn,d6671
Oliver,Blackburn,d1813
Anno,Saul,d17480
Charles,Guard,d7234
 Thomas,Guard,d7233
Blutch,Blutch,d1893
 Charles,Burns,d2547
 Marie,Caillou,d2703
 Pierre Di,Sciullo,d17795
 Lorenzo,Mattotti,d12663
 Richard,McGuire,d12867
Pekka,Lehto,d11210
Cãlin Peter,Netzer,d14212
Brian,King,d10042
Tenny,Wright,d21550
J.-P.,Valkeapää,d20357
Arto,Halonen,d7485
Howard,McCain,d12745
Michael,Feifer,d5527
Sergio,Véjar,d20700
Laurie,Weltz,d21070
James,Watkins,d20906
Rupert,Wyatt,d21576
Nikos,Nikolaidis,d14332
Malgorzata,Szumowska,d19432
Yavuz,Turgul,d20194
Thor,Freudenthal,d6037
 Samuel,Fuller,d6140
Hiroshi,Saitô,d17222
Leila,Conners,d3714
 Nadia,Conners,d3713
Maciej,Slesicki,d18557
Dennis,Lee,d11101
Fuminori,Kizaki,d10125
Gale,Edwards,d5118
 Nick,Morris,d13710
Ross,Katz,d9642
Hesham,Issawi,d8810
Patrick,Keiller,d9740
John R.,Carter,d2949
Frederic,Golchan,d6737
Richard,Crudo,d4042
Pieter,Verhoeff,d20471
Pekka,Mandart,d12240
Cassandra,Nicolaou,d14308
Bryan,Goeres,d6718
Jeff,Balis,d1014
Roel,Reiné,d16379
Michael,Keusch,d9875
Dan,Eckman,d5091
Phil,Whitman,d21186
Detlev,Buck,d2475
Chad,Lowe,d11782
Sheldon,Wilson,d21319
Walter,Söderlund,d19447
Geoffrey,Smith,d18635
Naomi,Kawase,d9694
Dane,Cannon,d2802
Marcel,Pagnol,d14916
Charlie,Nguyen,d14266
Lukasz,Karwowski,d9588
Bob,Weinstein,d21006
 Harvey,Weinstein,d21003
Hiroshi,Ishikawa,d8785
Roger,Cardinal,d2846
Marc,Allégret,d283
Lee,Friedlander,d6061
Caroline,Suh,d19277
Vic,Armstrong,d626
Peter,Ustinov,d20320
Gregg,Kavet,d9675
 Andy,Robin,d16678
Gregg,Bishop,d1779
Peter,Cornwell,d3846
Dave,Edwards,d5117
Anna,Boden,d1916
 Ryan,Fleck,d5755
Ilana,Trachtman,d20023
Tony,Jaa,d8848
 Panna,Rittikrai,d16604
Niels Arden,Oplev,d14764
Ray,Cameron,d2755
Raman,Hui,d8512
Roy,Huggins,d8488
Andrzej,Celinski,d3055
 Hanna,Polak,d15671
Naoyuki,Tomomatsu,d19958
Jeff,Buhler,d2490
Eric,Amadio,d328
Vikram K.,Kumar,d10572
Rob,Letterman,d11353
Cristian,Nemescu,d14199
Franck,Mancuso,d12238
Nina,Paley,d14945
David,DeFalco,d4382
Roman,Zaluski,d21846
Rob,Schneider,d17673
Megan Simpson,Huberman,d8463
Nash,Edgerton,d5102
Scott L.,Flynn,d5805
Sacha,Gervasi,d6483
Stephen,Roberts,d16664
Ed,Blum,d1888
Mary Stuart,Masterson,d12583
Elissa,Down,d4866
Seth,Grossman,d7196
Auli,Mantila,d12308
Tomasz,Konecki,d10301
 Andrzej,Saramonowicz,d17410
Scarlet,Pimpernel,d15558
Frederick,Stephani,d19041
John,Shiban,d18176
Stefan,Marc,d12323
 W.C.,Fields,d5642
 Rouben,Mamoulian,d12230
Armand,Lohikoski,d11682
Simon,Boyes,d2151
 Adam,Mason,d12566
Armando,Iannucci,d8656
Brian,Goodman,d6834
Noel,Buckner,d2481
 Rob,Whittlesey,d21190
Dez,Vylenz,d20693
 Moritz,Winkler,d21338
Dan,Wolman,d21447
Sergio,Cabrera,d2682
Jacques,Mény,d13990
Nacer,Khemir,d9910
Matthiew,Klinck,d10166
Giulio,Base,d1237
Duncan,Jones,d9216
Paul,Marcus,d12352
C.B.,Rubin,d17034
Raj Kumar,Gupta,d7308
Maria,Speth,d18857
Paul,Crowder,d4033
 Murray,Lerner,d11320
 Parris,Patton,d15198
Kyu-dong,Min,d13333
Satoshi,Miki,d13227
Lewis D.,Collins,d3659
Godfrey,Cheshire,d3249
Jon,Hart,d7687
 Mathew,Kaufman,d9650
Cary Joji,Fukunaga,d6128
Jerry,Aronson,d646
Phil,Rosen,d16878
Derick,Martini,d12519
Ivan,Vyrypaev,d20694
Oskari,Pastila,d15158
Tudor,Giurgiu,d6635
Jay,Lowi,d11795
Leon,Jeannot,d9020
Tadeusz,Chmielewski,d3301
Chris,Fisher,d5715
Alastair,Fothergill,d5907
 Mark,Linfield,d11574
Armand,Schaefer,d17550
Jan,Harlan,d7629
Edward,Anderson,d413
Dave,Foley,d5819
Sergio,Garrone,d6345
Mack V.,Wright,d21545
Danny,Draven,d4886
Paris,Leonti,d11307
Robert,Sparr,d18831
Kyle,Newman,d14246
Michael,Keaton,d9721
Howard,Alk,d261
Stephen,Belber,d1401
Asger,Leth,d11348
 Milos,Loncarevic(co-director),d11692
Tom,Gustafson,d7321
Phil,Claydon,d3495
Jan,Batory,d1259
Sylwester,Checinski,d3198
Emmanuel,Mouret,d13790
Eric,Lartigau,d10907
Tom,O'Horgan,d14560
Fernando Di,Leo,d11274
 Fritz,Lang,d10826
Tomm,Coker,d3624
 David,Elliot,d5183
Dennis,Iliadis,d8686
Artur,Wiecek,d21204
N/A,Masayuki,d12551
 Bob,Peterson(co-director),d15407
Seiji,Mizushima,d13440
Damien Dante,Wayans,d20929
 Robert F.,Hill,d8092
 Frederick,Stephani,d19040
David,Hollander,d8246
Will,Gluck,d6693
Philippe,Lioret,d11582
Chandra,Barot,d1162
David,Moore,d13600
Jack,Webb,d20938
Randall,Rubin,d17037
 Jonathan,Schroder,d17709
Priyadarshan,Priyadarshan,d15896
Mari,Rantasila,d16188
Stephen,Bradley,d2173
Shûji,Iuchi,d8821
Serge,Korber,d10335
Jacek,Bromski,d2332
Hal,Haberman,d7382
 Jeremy,Passmore,d15156
Jonas,Elmer,d5207
Isabelle,Mergault,d13102
Siddharth,Anand,d388
Tommy,Wirkola,d21375
Arild,Fröhlich,d6099
Azazel,Jacobs,d8879
Karey,Kirkpatrick,d10097
Nick,Stillwell,d19117
Tim,Disney,d4691
Hiroshi,Nishitani,d14371
Hitoshi,Matsumoto,d12632
Clive,Gordon,d6867
Cyrus,Nowrasteh,d14465
Herbert L.,Strock,d19213
Malcolm,Ingram,d8731
Aarne,Tarkas,d19586
Steve,Barnett,d1151
Robert,Drew,d4895
Matt,Checkowski,d3199
 Kurt,Mattila,d12657
Luis García,Berlanga,d1564
Albert S.,Rogell,d16780
Sacha,Bennett,d1482
Laurie,Lynd,d11925
Carlton J.,Albright,d217
Louis,Feuillade,d5627
Suroosh,Alvi,d326
 Eddy,Moretti,d13656
Eric,Zala,d21841
Yann,Arthus-Bertrand,d666
Hasan,Karacadag,d9545
Sergei,Dvortsevoy,d5034
Raquel,Cepeda,d3059
Daniel,Barnz,d1157
Guy,Moshe,d13757
 Mike,Thurmeier(co-director),d19852
Özhan,Eren,d5284
 Murat,Saraçoglu,d17414
 Brad,Turner,d20199
Warwick,Thornton,d19833
Jan,Fethke,d5621
Per,Åhlin,d22054
Jeff,Broadstreet,d2310
John,Edginton,d5103
Jamie,Meltzer,d13040
Sabir,Khan,d9898
Hoite C.,Caston,d3007
Rajiv,Menon,d13081
Andy,Orjuela,d14785
Daniel,DelPurgatorio,d4447
 Mike,Smith,d18609
Iku,Suzuki,d19356
Marc,Webb,d20940
Kátia,Lund,d11869
 João Moreira,Salles,d17280
Gregory V.,Sherman,d18161
 Jeff,Sherman,d18153
Constantine,Nasr,d14093
Ivo,Caprino,d2835
Jan,Cvitkovic,d4145
Gerald,McMorrow,d12919
Perry,Lang,d10835
Marianna,Palka,d14946
Stevan,Riley,d16565
Alan G.,Parker,d15084
Mike,Robe,d16643
Hans,Horn,d8343
John,Ireland,d8755
 Edward,Sampson,d17319
See-Yuen,Ng,d14261
 Sammo Kam-Bo,Hung(co-director),d8540
Jens,Hoffmann,d8213
Su,Friedrich,d6073
 Bruno,Vailati,d20335
 Mario,Bava,d1288
Isidro,Ortiz,d14812
Eric,Mandelbaum,d12245
Lynn,Shelton,d18121
Björne,Larson,d10902
Jared,Drake,d4882
Michelle,Manning,d12292
Charles,Winkler,d21339
Harry L.,Fraser,d5994
 Kim,Gordon,d6858
 Spike,Jonze,d9253
 Dan,Koretzky,d10343
 Thurston,Moore,d13594
 Tom,Surgel,d19330
John,Hindman,d8121
Carl,Pierson,d15531
Marc de,Guerre,d7250
Max,Linder,d11554
Yariv,Mozer,d13802
Marcus,Dunstan,d4987
Christian-Jaque,Christian-Jaque,d3364
Craig,Singer,d18442
Richard,Dale,d4212
Neill,Blomkamp,d1877
Steve,Shill,d18185
Borja,Cobeaga,d3547
Richard,Berry,d1617
Martin,Provost,d15922
Sophie,Barthes,d1212
Lee,Harry,d7683
 Jen,Wan,d20822
 Zhuang Xiang,Zeng,d21913
Philippe,Falardeau,d5416
 Martin,Pasetta,d15138
Francesca,Joseph,d9275
Jake,Kennedy,d9808
Masayuki,Masayuki,d12550
 Hideaki,Anno,d504
Yoshiaki,Iwasaki,d8837
Ariane,Mnouchkine,d13445
Hiroshi,Shimizu,d18196
James,Cotten,d3891
Neal,Brennan,d2251
Krisztina,Goda,d6700
R.W.,Goodwin,d6843
Matt,Aselton,d690
Florian,Schwarz,d17766
Nicolai,Albrecht,d216
Shamim,Sarif,d17422
Zach,Cregger,d3979
 Trevor,Moore,d13596
Kevin,Rafferty,d16101
Jake,Clennell,d3511
Hee-il,Leesong,d11185
Toshio,Lee,d11166
Nicholas,Jasenovec,d8995
Mickey,Liddell,d11489
Hoyt,Yeatman,d21678
Richard,Sale,d17251
Alejandro,Chomski,d3320
Stephen,Higgins,d8080
 Nina Gilden,Seavey,d17839
Russell P.,Marleau,d12415
J.P.,McGowan,d12847
 Armand,Schaefer,d17548
Jon,Cassar,d2981
Timo,Koivusalo,d10261
Jon,Fauer,d5495
Tim,Iacofano,d8654
Lance,Hendrickson,d7931
 Troy,McCall,d12746
 Mike P.,Nelson,d14176
 Steven,Rhoden,d16466
 Ben,Trandem,d20032
 Richard,Boleslawski,d1957
Ralph,Hemecker,d7915
Kit,Ryan,d17125
Peter,Ettinger,d5351
Vicky,Jenson,d9058
Riccardo,Donna,d4771
 Olivier,Assayas,d720
 Bille,August,d781
 Jane,Campion,d2779
 Youssef,Chahine,d3077
 Kaige,Chen,d3208
 Michael,Cimino,d3427
 David,Cronenberg,d4010
 Jean-Pierre,Dardenne,d4273
 Manoel de,Oliveira,d14700
 Raymond,Depardon,d4526
 Atom,Egoyan,d5140
 Hsiao-Hsien,Hou,d8374
 Abbas,Kiarostami,d9934
 Takeshi,Kitano,d10115
 Andrey,Konchalovskiy,d10292
 David,Lynch,d11915
 Nanni,Moretti,d13657
 Roman,Polanski,d15674
 Raoul,Ruiz,d17066
 Elia,Suleiman,d19283
 Ming-liang,Tsai,d20124
 Kar-Wai,Wong,d21456
 Yimou,Zhang,d21931
Claudio,Fragasso,d5933
Don Hardy,Jr.,d9310
 Dana,Nachman,d14010
George,LaVoo,d10698
Vicente,Amorim,d374
Cher,Cher,d3240
 Nancy,Savoca,d17509
Jon,Else,d5209
Shane,Acker,d57
Susanna,Nicchiarelli,d14276
Gerald,Thomas,d19778
Ray,McKinnon,d12898
Colbert,Clark,d3457
Gareth,Carrivick,d2929
Arto,Koskinen,d10367
Fernando González,Molina,d13495
Julie,Shaw,d18087
Lauren,Montgomery,d13561
Geoffrey,O'Connor,d14539
Juanma Bajo,Ulloa,d20276
Juan Antonio,Bardem,d1105
Tony,Mitchell,d13408
Grant,Heslov,d8023
Chris,Bouchard,d2094
 Jean-Pierre,Gorin,d6886
Matt,Tyrnauer,d20239
Hank,Braxtan,d2235
James,Cruze,d4051
 Erich von,Stroheim,d19214
Charles,McDougall,d12817
Cherien,Dabis,d4190
Phil,Lord,d11730
 Christopher,Miller,d13258
Jeffrey,Bell,d1410
Robert,Kenner,d9815
Aristomenis,Tsirbas,d20136
Brandon,Camp,d2762
Juan Martínez,Moreno,d13650
Israel Adrián,Caetano,d2688
Oren,Peli,d15286
Hunter,Hill,d8098
 Perry,Moore,d13589
Mark,Hartley,d7700
Jack,Sher,d18145
Brillante,Mendoza,d13061
Lance,Hammer,d7522
Guru,Dutt,d5023
 Italo,Zingarelli,d21977
Prabhu,Deva,d4571
Louie,Psihoyos,d15937
Jamin,Winans,d21323
Wladyslaw,Starewicz,d18961
Tarik,Saleh,d17255
Neil,Thompson,d19816
Paul,Solet,d18739
Michael,Dougherty,d4837
Drew,Barrymore,d1197
Ricky,Gervais,d6482
 Matthew,Robinson,d16684
Nati,Baratz,d1076
Benny,Boom,d2015
Ruben,Fleischer,d5762
Kevin,Tancharoen,d19555
Brett,Simon,d18391
Luke,Ricci,d16481
Stewart,Hendler,d7929
Carlos,Cuarón,d4061
Andrew,Piddington,d15510
Anders,Østergaard,d22088
Peter,Billingsley,d1737
Phil,Traill,d20026
Pablo,Stoll,d19140
Adrián,Biniez,d1748
Vsevolod,Pudovkin,d15944
 Mikhail,Doller(co-director),d4744
Imtiaz,Ali,d256
Marcel,Sarmiento,d17432
 Gadi,Harel(co-director),d7621
Javier,Rebollo,d16286
Scott,Sublett,d19255
Morten,Lindberg,d11546
Alexander,Olch,d14681
Glenn,McQuaid,d12935
Peeter,Simm,d18386
 Andy,Warhol,d20863
Ritwik,Ghatak,d6496
Marguerite,Duras,d5006
Rick,Ernst,d5306
Harold,French,d6032
Anat,Baron,d1159
 Yvan,Attal,d755
 Randall,Balsmeyer,d1029
 Shunji,Iwai,d8834
 Wen,Jiang,d9089
 Shekhar,Kapur,d9540
 Joshua,Marston,d12472
 Natalie,Portman,d15771
 Brett,Ratner,d16228
Felix van,Groeningen,d7177
Scott,Mann,d12289
Mu,Fei,d5526
 Sidney,Lanfield,d10824
Octavio,Getino,d6487
 Fernando E.,Solanas,d18725
Antonio,Campos,d2785
Gregory,Connors,d3723
Lev,Kuleshov,d10551
Mark,Bussler,d2597
John,Borowski,d2059
Pilar,Miró,d13377
Keven,McAlester,d12735
Heddy,Honigmann,d8289
Jon,Wright,d21541
Peter,Ramsey,d16158
Nabil,Ayouch,d848
Marco,Risi,d16585
Feliks,Falk,d5425
Chris,Landreth,d10814
Christoph,Lauenstein,d10935
 Wolfgang,Lauenstein,d10934
 Naoyuki,Tomomatsu,d19957
Kevin,Greutert,d7119
Marcus H.,Rosenmüller,d16901
William,Witney,d21406
Jeff,Stilson,d19118
Robert,Siegel,d18315
Kwang-Hyun,Park,d15074
Jeff,Crook,d4015
 Josh,Crook,d4014
Carlo,Verdone,d20465
Robert,Vince,d20574
Carlos,Ávila,d22052
Bobby,Garabedian,d6285
Nelson Pereira dos,Santos,d17391
Jack,Chambers,d3093
Boris,Barnet,d1148
Humphrey,Jennings,d9051
Danièle,Huillet,d8514
 Jean-Marie,Straub,d19192
Charles,Swickard,d19401
 William S.,Hart,d7684
 Clifford,Smith,d18603
Sonia,Anderson,d434
Irving,Lerner,d11323
Nikolaus,Geyrhalter,d6493
Richard,Wallace,d20786
Neil,Mandt,d12249
Chester M.,Franklin,d5980
Peter,Sohn,d18716
Chris,Stenner,d19031
 Arvid,Uibel,d20267
 Heidi,Wittlinger,d21411
Lewis H.,Moomaw,d13579
Michael,Sucsy,d19259
Jean-Philippe,Duval,d5028
Olatunde,Osunsanmi,d14840
Bob,Misiorowski,d13385
Oren,Moverman,d13794
Todd,Kessler,d9863
Philippe,Martinez,d12518
Issa,López,d11947
Caroline,Zelder,d21897
Robert,Boris,d2051
Daniel,Monzón,d13575
Ian,Fitzgibbon,d5731
Marty,Feldman,d5543
Souleymane,Cissé,d3434
Jacques,Feyder,d5628
Kamal,Amrohi,d377
Roy,Burdine,d2513
 Lloyd,Goldfine(co-director),d6770
David,Soren,d18789
Jörn,Donner,d4780
Ferenc,Rófusz,d17154
Georges,Schwizgebel,d17780
Christopher,Denham,d4506
Alex,Rivera,d16609
50,Cent,d3057
Lee,Davis,d4340
Gitanjali,Rao,d16189
Aleksandr,Medvedkin,d12978
Joris,Ivens,d8827
Hollis,Frampton,d5940
Ken,Jacobs,d8883
Hans-Jürgen,Syberberg,d19409
Mario,Peixoto,d15281
 Alex,Mann,d12274
 Bradley,Raymond,d16266
 Bill,Speers,d18845
Jorge,Blanco,d1850
 Javier,Abad(co-director),d7
 Marcos,Martínez(co-director),d12544
Shaun,Monson,d13542
James,Mottern,d13777
Tom,Ford,d5860
Jeff,King,d10049
John,Webster,d20962
Lee Isaac,Chung,d3399
Thomas,Whelan,d21142
 Edgar G.,Ulmer,d20277
 Rochus,Gliese,d6679
 Curt,Siodmak,d18464
Mauritz,Stiller,d19113
Frédéric,Forestier,d5869
Jack,Smith,d18639
Alexander,Kluge,d10189
Mark,Donskoy,d4795
 Robert J.,Flaherty,d5744
Pedro,Costa,d3878
Jean-Marie,Straub,d19193
Claude,Autant-Lara,d800
Jaak,Kilmi,d9957
Norman,McLaren,d12904
J. Searle,Dawley,d4361
Peng-Yi,Chang,d3134
Ray,Cioni,d3431
 Kelli,Bixler,d1793
 Will,Vinton,d20589
Jose,Pozo,d15828
Álvaro Fernández,Armero,d609
Zbigniew,Rybczynski,d17136
Rob,Williams,d21273
Regardt van den,Bergh,d1535
R.,Balki,d1015
Cetre,Pegues,d15277
 Lewis T.,Powell,d15807
Steven,Sheil,d18111
Hanna,Sköld,d18542
Emily,Young,d21759
Scott,Cooper,d3787
Pierre,Richard,d16496
Yevgeny,Bauer,d1272
James,Westby,d21107
Peter N.,Alexander,d241
Jean-Marc,Piché,d15503
Jay,Delaney,d4452
Stephen,Berra,d1607
Frances H.,Flaherty,d5745
Helmut,Käutner,d10669
 Samad,Mardanov(co-director),d12358
Noel M.,Smith,d18652
David,Pastor,d15162
 Àlex,Pastor,d15160
Anil,Mehta,d12999
Klaus,Lemke,d11249
Basil,Wright,d21535
Willi,Forst,d5882
Oksana,Bychkova,d2631
Alexander E.,Sokoloff,d18721
Vlad,Yudin,d21790
 Jim,Wynorski,d21581
David,Auburn,d769
Danny,Lerner,d11322
Matthew,Chapman,d3153
Claudia,Llosa,d11641
Franny,Armstrong,d618
Shimon,Dotan,d4830
 Dolph,Lundgren,d11874
Andrew,Chiaramonte,d3271
Hunter,Weeks,d20972
Dan,Pita,d15603
 Mircea,Veroiu,d20486
Daniel,Alfredson,d249
 Ermanno,Olmi,d14717
Robert,Culp,d4086
Alberto,Cavallone,d3029
Joko,Anwar,d528
James,DeMonaco,d4395
Anders,Morgenthaler,d13673
Marwan,Hamed,d7497
Giacomo,Talamini,d19518
Albert,Serra,d17962
Coke,Sams,d17323
Michael W.,Watkins,d20907
Lisandro,Alonso,d291
Brian,Hecker,d7829
Christian,Petzold,d15442
João César,Monteiro,d13548
Akihiko,Shiota,d18229
Antonello,Grimaldi,d7153
Mircea,Veroiu,d20487
Guillaume,Ivernel,d8828
 Arthur,Qwak,d16061
Erica,Dunton,d4988
Kobi,Shely,d18125
Robert,Baca,d876
 Josh,Rizzo,d16622
Philippe,Muyl,d13950
Neil,Hardwick,d7611
Nahid,Persson,d15388
Natasha,Arthy,d667
Sacha,Guitry,d7276
 Thomas,Langmann,d10852
Hong-jin,Na,d14005
Randy,Olson,d14734
Katarzyna,Roslaniec,d16914
Vinko,Moderndorfer,d13456
Larry,Roemer,d16773
Sam,Taylor-Johnson,d19663
Ben,Niles,d14339
Oliver,Hodge,d8183
Mark A.,Lewis,d11451
Jukka,Kärkkäinen,d10668
Ben,Ramsey,d16157
Rajkumar,Hirani,d8135
Martin,Asphaug,d714
Kunal,Kohli,d10252
Scott,Stewart,d19108
Sebastián,Silva,d18351
Noah,Stern,d19063
Horatiu,Malaele,d12163
Donatello,Dubini,d4920
 Fosco,Dubini,d4919
Yuthlert,Sippapak,d18472
Dean,O'Flaherty,d14550
Bo,Zenga,d21915
Paul,Wilmshurst,d21293
Giovanni,Pastrone,d15163
Teruo,Ishii,d8783
Boris,Acosta,d63
Michael,Findlay,d5671
Susan,Buice,d2493
 Arin,Crumley,d4045
Kari,Väänänen,d20699
Nikolai,Müllerschön,d14001
Mario,Camus,d2789
Kristopher,Belman,d1428
David M.,Rosenthal,d16902
Quentin,Lee,d11152
James,Tinling,d19891
Tomoharu,Katsumata,d9635
Glenn,Ficarra,d5632
 John,Requa,d16424
Terrence,Martin,d12509
Jiang,Xiao,d21591
Barry,Primus,d15881
Paul,Seed,d17855
Rémi,Bezançon,d1670
Cheryl,Hines,d8122
Ti,West,d21106
Anil,Sharma,d18058
Radhika,Rao,d16193
 Vinay,Sapru,d17404
Özer,Kiziltan,d10127
 Tobe,Hooper,d8306
 Larry,Sulkis,d19285
Jonas,Barnes,d1145
 Michael,Manasseri,d12234
Chris Chan,Lee,d11095
James,Dodson,d4726
Rick,Jacobson,d8893
Tatia,Rosenthal,d16907
Tomm,Moore,d13617
 Nora,Twomey(co-director),d20234
Lee Toland,Krieger,d10465
Adam,Salky,d17276
Anees,Bazmee,d1304
Jaffar,Mahmood,d12110
Gary,Yates,d21669
Patrick,Alessandrin,d233
David,Betances,d1652
Anastasia,Lapsui,d10879
 Markku,Lehmuskallio,d11206
Andy,Bichlbaum,d1713
 Mike,Bonanno,d1976
 Kurt,Engfehr(co-director),d5242
Lixin,Fan,d5434
Aleksandr,Sery,d17978
Franck,Vestiel,d20496
James,Bonner,d2006
Billy,O'Brien,d14521
Luis,Piedrahita,d15513
 Rodrigo,Sopeña,d18782
Philippe,Aractingi,d548
Tommy,Wiseau,d21389
Jeff,Lew,d11429
Mikko,Niskanen,d14373
Leif,Erlsboe,d5302
Stéphane,Aubier,d768
 Vincent,Patar,d15165
Malcolm,Venville,d20458
Scandar,Copti,d3805
 Yaron,Shani,d18027
Milan,Konjevic,d10307
 Milan,Todorovic,d19925
Jim Field,Smith,d18642
Daniel,Barber,d1088
Kerry Anne,Mullaney,d13834
Gina,Kim,d9974
Hae-sung,Song,d18772
 Hae-sung,Song,d18771
Shirley,Clarke,d3475
Kevin,Hamedani,d7498
Tetsurô,Amino,d363
Teuvo,Tulio,d20176
Chris,Shadley,d18001
Havana,Marking,d12401
Joel,Bergvall,d1550
 Simon,Sandquist,d17356
David A.,Prior,d15893
Paolo,Cavara,d3031
 Gualtiero,Jacopetti,d8899
Chester,Erskine,d5313
John,Lemont,d11254
William,Klein,d10154
Philipp,Stölzl,d19243
Miguel,Sapochnik,d17403
Anthony,Quinn,d16038
Mark,Region,d16343
Tom,Donahue,d4756
 Paul,Hasegawa-Overacker,d7730
Kabir,Khan,d9894
Kevin,Heffernan,d7849
Dan,Mintz,d13362
Javor,Gardev,d6315
Phil,Roman,d16812
Joon-ik,Lee,d11133
Adam Jay,Epstein,d5272
 Andrew,Jacobson,d8888
Pablo,Proenza,d15903
Sam,Jaimes,d8922
John,Hyams,d8614
Shaad,Ali,d258
 Vicente,Aranda,d558
 John,Boorman,d2024
 Alain,Corneau,d3835
N/A,Costa-Gavras,d3882
 Francis,Girod,d6624
 Peter,Greenaway,d7074
 Lasse,Hallström,d7482
 Hugh,Hudson,d8478
 Gaston,Kaboré,d9403
 Cédric,Klapisch,d10133
 Bigas,Luna,d11862
 Sarah,Moon,d13581
 Lucian,Pintilie,d15583
 Helma,Sanders-Brahms,d17348
 Jerry,Schatzberg,d17568
 Nadine,Trintignant,d20083
 Fernando,Trueba,d20107
 Liv,Ullmann,d20273
 Jaco Van,Dormael,d4816
 Régis,Wargnier,d20861
 Yoshishige,Yoshida,d21733
 Merzak,Allouache,d280
 Gabriel,Axel,d833
 Michael,Haneke,d7556
 James,Ivory,d8831
 Patrice,Leconte,d11065
 Ismail,Merchant,d13093
 Claude,Miller,d13259
 Jacques,Rivette,d16617
Nia,Vardalos,d20384
Astra,Taylor,d19645
Minoru,Ôhara,d22067
Hippolyte,Girardot,d6617
Paul,Harather,d7601
Lee Bennett,Sobel,d18698
François,Bouvier,d2122
Gabriel,Cowan,d3921
Juraj,Herz,d8013
Peter,Stebbings,d18979
Linas,Phillips,d15472
Shashilal K.,Nair,d14037
Krishna,Vamshi,d20364
Ulrik Imtiaz,Rolfsen,d16806
Aziz,Mirza,d13375
 Karl,Malden,d12171
Saul,Blinkoff,d1864
 Elliot M.,Bour,d2105
Michael,Armstrong,d621
 Adrian,Hoven,d8389
Agnieszka,Wojtowicz-Vosloo,d21424
Gregory,Mackenzie,d12040
Daryl,Wein,d20994
Mark,Goffman,d6725
Johan,Renck,d16406
Yôhei,Fukuda,d6125
Jake,Goldberger,d6759
Omar,Majeed,d12128
Joonas,Berghäll,d1538
 Mika,Hotakainen,d8372
Javier,Fesser,d5618
Kevin,Booth,d2029
Joey,Stewart,d19102
Michael,Lander,d10800
Mack,Sennett,d17943
 Charles,Bennett,d1473
Floria,Sigismondi,d18330
Cãtãlin,Mitulescu,d13424
Lionel,Delplanque,d4476
Te-Sheng,Wei,d20981
Veikko,Aaltonen,d2
Ian,Poitier,d15664
Gabriel,Bologna,d1965
Dilip,Mehta,d13001
Aaron,Aites,d161
 Audrey,Ewell,d5382
Don,Hahn,d7419
José,Quintero,d16050
Michael,Eaton,d5078
 Timothy,Eaton,d5077
Adrian,Pennick,d15321
Anthony,Fabian,d5398
K.S.,Adiyaman,d95
Lance,Comfort,d3685
 Mutz,Greenbaum,d7076
 Victor,Hanbury,d7545
Brett,Harvey,d7719
Luca,Guadagnino,d7229
Stephen,Cragg,d3953
Steve,Jacobs,d8884
Gerald,Peary,d15256
 Bruce,Beresford,d1513
 Bill,Bryden,d2460
 Franc,Roddam,d16730
 Ken,Russell,d17086
 Charles,Sturridge,d19235
 Julien,Temple,d19691
Beth,Schacter,d17547
Howard E.,Baker,d962
Yorgos,Lanthimos,d10862
William,Wesley,d21094
Walerian,Borowczyk,d2058
R.D.,Robb,d16632
Martin,Kjellberg,d10128
 Nils,Wåhlin,d21585
Jonathan,Mossek,d13768
Wes,Llewellyn,d11639
Fredrik,Gertten,d6481
Mike,Million,d13312
Julie Anne,Robinson,d16694
Paul,Nicholas,d14283
Tom,Six,d18502
Tso-chi,Chang,d3136
Banksy,Banksy,d1063
Yasuharu,Hasebe,d7729
 John,Ford,d5851
Samuel,Maoz,d12315
John,Harlow,d7635
Joonas,Neuvonen,d14218
Jorma,Taccone,d19466
Philippe,Haïm,d7814
 Jee-woon,Kim,d9961
 Nonzee,Nimibutr,d14345
Radivoje,Andric,d467
Erin,Berry,d1614
John,Maringouin,d12383
Alberto,Cardone,d2852
Sam,Newfield,d14236
Ivan,Engler,d5245
 Ralph,Etter,d5350
Samuel,Bayer,d1299
Christopher,Morris,d13711
Christian,Molina,d13493
Dan,Merchant,d13095
Yosuke,Fujita,d6117
Janus,Metz,d13146
J,Blakeson,d1840
Keita,Amemiya,d351
 Shun'ichi,Hirano,d8136
 Ryûta,Miyake,d13428
 Hirohisa,Sasaki,d17441
 Kôsuke,Suzuki,d19353
 Keisuke,Toyoshima,d20020
 Akio,Yoshida,d21730
Saara,Cantell,d2812
Ray,Ashley,d702
