first_name,last_name,writer_id
Lawrence,Kasdan,w23927
Terry,Gilliam,w16675
 Tom,Stoppard,w46285
 Charles,McKeown,w31611
 David,Giler,w16641
 Ronald,Shusett,w44208
Luciano,Vincenzoni,w49706
 Sergio,Leone,w27815
 Agenore,Incrocci,w21855
 Luciano,Vincenzoni,w49705
Bruce,Robinson,w40498
Reginald,Rose,w40926
 Reginald,Rose,w40906
T.E.,Lawrence,w27195
 Robert,Bolt,w4925
 Michael,Wilson,w51501
 Anthony,Burgess,w6418
Harper,Lee,w27496
 Horton,Foote,w14692
 Michael,Herr,w20166
Sergio,Donati,w11921
 Dario,Argento,w1562
 Bernardo,Bertolucci,w4041
Wim,Wenders,w50846
 Peter,Handke,w19010
Graham,Greene,w17898
 Graham,Greene,w17886
Dan,O'Bannon,w35345
Sam,Raimi,w39087
 Ivan,Raimi,w39084
 Luc,Besson,w4079
 Robert,Garland,w16003
 Marilyn,Goldin,w17123
 Jacques,Mayol,w31153
 Marc,Perrier,w37348
Akira,Kurosawa,w26275
 Hideo,Oguni,w35667
 Masato,Ide,w21726
John,Woo,w51887
 Robert,Bloch,w4642
Dan,Aykroyd,w2111
 John,Landis,w26744
Francis Ford,Coppola,w9619
 Gustav,Hasford,w19502
Peter,Shaffer,w43536
 Peter,Shaffer,w43533
Frank S.,Nugent,w35269
 Maurice,Walsh,w50207
Harry,Grey,w18006
 Enrico,Medioli,w31807
 Franco,Arcalli,w1516
 Franco,Ferrini,w14107
 Stuart,Kaminsky,w23626
Jake,LaMotta,w26477
 Joseph,Carter,w7442
 Peter,Savage,w42426
 Mardik,Martin,w30630
Philip,Kaufman,w24093
 Tom,Wolfe,w51775
Arkadiy,Strugatskiy,w46429
 Boris,Strugatskiy,w46428
 Arkadiy,Strugatskiy,w46427
Wolfgang,Petersen,w37464
 Lothar G.,Buchheim,w6249
Colin,Higgins,w20362
Ingmar,Bergman,w3824
 Ingmar,Bergman,w3817
 Gale Anne,Hurd,w21471
Stephen,Sinclair,w44580
 Stephen,Sinclair,w44575
 Fran,Walsh,w50200
 Lincoln,Kirstein,w25107
 Peter,Burchard,w6394
 Robert Gould,Shaw,w43724
Tom,Stoppard,w46286
Joel,Coen,w8997
 Ethan,Coen,w8991
Tom,Schulman,w42930
Calder,Willingham,w51447
 Charles,Webb,w50542
Orson,Welles,w50791
 Whit,Masterson,w30867
Pierre,Boulle,w5256
 Carl,Foreman,w14745
Federico,Fellini,w13975
 Ennio,Flaiano,w14482
 Tullio,Pinelli,w37849
 Brunello,Rondi,w40823
Edmund H.,North,w35170
 Harry,Bates,w3063
 B.,Traven,w48348
Peter,Jackson,w22191
 Tony,Hiles,w20392
 Ken,Hammon,w18952
Bert,Kalmar,w23597
 Harry,Ruby,w41347
 Arthur,Sheekman,w43775
 Nat,Perrin,w37352
Savage Steve,Holland,w20792
 Stanley,Kubrick,w26080
 Diane,Johnson,w22810
Thea von,Harbou,w19146
 Fritz,Lang,w26785
 Scott,Spiegel,w45570
Paul,Brickhill,w5724
 James,Clavell,w8784
 W.R.,Burnett,w6486
Michael,Cimino,w8631
 Deric,Washburn,w50405
 Louis,Garfinkle,w15990
 Quinn K.,Redeker,w39574
Daniel,Odier,w35621
 Jean-Jacques,Beineix,w3408
 Jean Van,Hamme,w18940
Danny,Rubin,w41329
 Harold,Ramis,w39176
David Webb,Peoples,w37228
Richard,Condon,w9353
Allan,Moyle,w33727
 Joseph,Kesselring,w24585
Robert,Zemeckis,w52896
Fannie,Flagg,w14472
 Fannie,Flagg,w14471
 Carol,Sobieski,w45173
 Edmund H.,North,w35166
 Ladislas,Farago,w13712
 Omar N.,Bradley,w5440
Katsuhiro,Ôtomo,w53305
 Izô,Hashimoto,w19507
 Katsuhiro,Ôtomo,w53304
 Gregory,Widen,w51180
 Peter,Bellwood,w3499
 Larry,Ferguson,w14023
Donn,Pearce,w37021
 Frank,Pierson,w37771
 Donn,Pearce,w37014
Edmond,Rostand,w41122
Gene,Wilder,w51270
 Mary,Shelley,w43811
Su,Tong,w48171
 Ni,Zhen,w52965
Charles,Chaplin,w7977
 Lee,Blair,w4526
 Phil,Dike,w11655
 Sylvia,Moberly-Holland,w32910
 Norman,Wright,w52042
 Albert,Heath,w19756
 Bianca,Majolie,w29820
 Graham,Heid,w19831
 Perce,Pearce,w37019
 Carl,Fallberg,w13668
 William,Martin,w30647
 Leo,Thiele,w47666
 Robert,Sterner,w46076
 John,McLeish,w31652
 Campbell,Grant,w17693
 Arthur,Heinemann,w19866
Carl,Foreman,w14748
 John W.,Cunningham,w10313
William,Faulkner,w13830
 Leigh,Brackett,w5410
 Jules,Furthman,w15562
Daniel,Waters,w50451
Richard,Matheson,w30920
 Richard,Matheson,w30917
Lew,Wallace,w50153
 Karl,Tunberg,w48684
Christopher,Guest,w18325
 Michael,McKean,w31577
 Harry,Shearer,w43756
 Rob,Reiner,w39724
Ron,Fricke,w15239
 Godfrey,Reggio,w39656
 Michael,Hoenig,w20666
 Alton,Walpole,w50191
 Jacques,Ellul,w13072
 Ivan,Illich,w21810
 David,Monongye,w33101
 Guy,Debord,w11115
 Leopold,Kohr,w25496
Jeffrey,Boam,w4746
Jerzy,Kosinski,w25725
 Jerzy,Kosinski,w25723
John,Briley,w5769
Milan,Kundera,w26203
E.M.,Forster,w14799
Neal,Israel,w22046
 Neal,Israel,w22040
 Pj,Torokvei,w48220
Roger,Waters,w50453
 Roger,Waters,w50448
Reidar,Jönsson,w23460
 Lasse,Hallström,w18854
 Reidar,Jönsson,w23459
 Brasse,Brännström,w6206
 Per,Berglund,w3812
 Irving,Block,w4648
 Allen,Adler,w261
W.P.,Kinsella,w25045
 Gladys,Hill,w20403
 Rudyard,Kipling,w25051
L.M. Kit,Carson,w7430
 Sam,Shepard,w43845
 Walter,Donohue,w11979
Peter,Carey,w7218
 Wim,Wenders,w50845
 Solveig,Dommartin,w11900
 Michael,Almereyda,w819
Keoni,Waxman,w50514
John G.,Young,w52598
Jonathan,Bond,w4958
 Fred,Mata,w30893
 Dorrie Krum,Raymond,w39482
Louise J.,Kaplan,w23778
 Julie,Hébert,w21628
 Susan,Streitfeld,w46371
Larry,Bishop,w4418
Tom,Hughes,w21341
 Tom,Hughes,w21327
 Jon,Sherman,w43898
Andrea,Weiss,w50742
Herb,Gardner,w15967
 Herb,Gardner,w15956
Peter,Salmi,w41945
 Carl,Prechezer,w38449
 Peter,Salmi,w41943
 Tim,Veglio,w49346
 Vincent,Ward,w50333
John,Landis,w26747
John G.,Jones,w23031
 John G.,Jones,w22979
 Christopher,DeFaria,w10992
 Antonio,Toro,w48215
David,Ambrose,w956
Joshua Michael,Stern,w46059
Christopher,DeFaria,w10993
Tommy Lee,Wallace,w50157
 Hans,Holzer,w20873
Sandor,Stern,w46064
 Jay,Anson,w1349
Hans,Holzer,w20875
 Michael,Krueger,w26017
 Doug,Olson,w35841
 Norvell,Rose,w40905
Paul,Morrissey,w33568
Frank De,Felitta,w13967
 Frank De,Felitta,w13966
Mark,Frost,w15366
 Nicholas,Conde,w9346
 Evan,Hunter,w21431
Theodore,Simonson,w44529
 Kay,Linaker,w28365
 Irvine H.,Millgate,w32556
Jeffrey,Bloom,w4687
 Jeffrey,Bloom,w4681
 Steven,Nalevansky,w34342
 Patricia,Herskovic,w20191
 Joyce,Taylor,w47390
 Norman,Snider,w45121
 Val,Lewton,w28177
Bram,Stoker,w46214
 William,Hurlbut,w21476
Robert,Marasco,w30223
 William F.,Nolan,w35078
 Dan,Curtis,w10362
 Bernard,Rose,w40890
John D.,MacDonald,w29422
 James R.,Webb,w50545
 Lawrence D.,Cohen,w9052
DeWitt,Bodeen,w4780
Henrik,Galeen,w15737
Alberto,Alfieri,w683
 Augusto,Caminito,w6962
 Leandro,Lucchetti,w29083
David,Seltzer,w43320
Nick,Villiers,w49676
 Bob,Rafelson,w39032
 Nick,Villiers,w49675
 Alison,Cross,w10136
Christian,Forte,w14814
André,Cayatte,w7701
 Gérard,Oury,w36140
Lars von,Trier,w48425
 Peter,Asmussen,w1838
Ole,Bornedal,w5113
 Ole,Bornedal,w5112
Jan,Sardi,w42260
 Scott,Hicks,w20325
 Billy Bob,Thornton,w47857
Randy,Kornfield,w25690
Michelangelo,Antonioni,w1384
 Michelangelo,Antonioni,w1383
 Tonino,Guerra,w18299
Robert,Nathan,w34450
 Leonardo,Bercovici,w3728
 Nat,Mauldin,w31041
Lars Bill,Lundholm,w29177
 Hans Petter,Moland,w32997
 Peter,Tutein,w48787
Rémi,Waterhouse,w50443
 Michel,Fessler,w14135
 Eric,Vicaut,w49551
 Rémi,Waterhouse,w50441
Arthur,Miller,w32507
 Arthur,Miller,w32440
Dodie,Smith,w45026
Curzio,Malaparte,w29880
Jean-Pol,Fargeau,w13724
 Claire,Denis,w11296
Walter,Wager,w49981
 Harold,Livingston,w28607
 Alan Dean,Foster,w14841
 Leonard,Nimoy,w34974
 Nicholas,Meyer,w32204
 Denny Martin,Flinn,w14556
 William,Shatner,w43703
 Harve,Bennett,w3628
 Jack B.,Sowards,w45452
 Steve,Meerson,w31838
 Peter,Krikes,w25958
John,Fusco,w15574
 John,Fusco,w15571
Jim,Jacobs,w22216
 Warren,Casey,w7522
 Bronte,Woodard,w51924
 Allan,Carr,w7350
Ken,Finkleman,w14315
 Jim,Jacobs,w22204
Michael,Grais,w17646
 Mark,Victor,w49561
Albert,Pyun,w38824
Jon Robin,Baitz,w2351
 Jon Robin,Baitz,w2350
Dalton,Trumbo,w48535
 Ben,Perry,w37364
Peter,Benchley,w3550
 Carl,Gottlieb,w17475
 Peter,Benchley,w3547
 Howard,Sackler,w41720
 Guerdon,Trueblood,w48520
E. Jack,Kaplan,w23777
 Richard,Chapman,w7989
 E. Jack,Kaplan,w23765
 Peter,Tolan,w48091
Len,Brown,w6053
 Woody,Gelman,w16255
 Wally,Wood,w51908
 Bob,Powell,w38358
 Norman,Saunders,w42402
 Jonathan,Gems,w16264
Alexander,Payne,w36990
 Jim,Taylor,w47389
Cameron,Crowe,w10172
Phil Alden,Robinson,w40514
 Lawrence,Lasker,w26997
 Walter F.,Parkes,w36683
Dorothy,Allison,w797
 Anne,Meredith,w32074
Henry S.,Villard,w49657
 James,Nagel,w34245
 Dimitri,Villard,w49655
 Clancy,Sigal,w44310
 Anna Hamilton,Phelan,w37601
Scott,McPherson,w31729
 Scott,McPherson,w31726
Martin,Donovan,w11992
Robert,Daley,w10562
 Sidney,Lumet,w29150
Mike,Judge,w23347
 Joe,Stillman,w46170
 Brian,Mulroney,w33844
Ruth,Rendell,w39799
 Caroline,Eliacheff,w12970
Kevin,Williamson,w51434
James Fenimore,Cooper,w9586
 Paul,Perez,w37286
 Daniel,Moore,w33229
 Philip,Dunne,w12471
 Michael,Mann,w30119
 Christopher,Crowe,w10171
 Jim,Quinlan,w38924
Larry,McMurtry,w31690
Terry,George,w16336
Novalyne Price,Ellis,w13052
 Michael Scott,Myers,w34102
Albert,Brooks,w5922
André,Téchiné,w48848
 Michel,Alexandre,w670
 Pascal,Bonitzer,w4995
Tim,Rice,w40009
 Laura,Jones,w22982
Edward,Bond,w4956
 Donald G.,Payne,w36983
Murray,Lerner,w27877
Wayne,Beach,w3182
 David,Hodgin,w20643
Ralph,Ziman,w53012
 Patrick,Shai,w43568
Bima,Stagg,w45719
 Iain,Johnstone,w22928
Tom,Benedek,w3576
Jonathan,Brett,w5698
Michael,Rymer,w41595
Greg,Mellott,w31943
 Elliot,Tong,w48165
 Nick,Tramontane,w48321
Mark,Feldberg,w13936
 Mitchell,Klebanoff,w25197
Randy,Feldman,w13953
René,Belletto,w3477
 François,Dupeyron,w12494
Steven,Paul,w36926
 Ted,Allan,w735
 Susannah,York,w52487
 Steven,Paul,w36918
 Hank,Paul,w36916
Andrew,Birkin,w4383
 Ian,McEwan,w31438
Harry,Basil,w2998
 Rodney,Dangerfield,w10634
 Harry,Basil,w2997
E. Max,Frye,w15391
Barry,Berman,w3890
 Lesley,McNeil,w31710
 Eugene,Corr,w9710
Thomas,Kufus,w26107
 Stefan,Schwietert,w43042
Eliseo,Alberto,w565
 Tomás Gutiérrez,Alea,w616
 Juan Carlos,Tabío,w47001
Peter,Crabbe,w9956
 Andy,Rose,w40888
 Peter,Crabbe,w9954
Pavel,Taussig,w47340
 Zdenek,Sverák,w46752
Vondie,Curtis-Hall,w10381
Beth,Gage,w15666
 Eugene,Levy,w28070
Arif,Aliev,w715
 Sergei,Bodrov,w4792
 Boris,Giller,w16664
Todd,Graff,w17595
Eric,Bogosian,w4839
 Eric,Bogosian,w4838
Craig,Rosenberg,w40973
David Bar,Katz,w24042
 John,Leguizamo,w27616
 David Bar,Katz,w24022
Joan,Taylor,w47431
 Katherine,Reback,w39536
David,Baldacci,w2449
Elisa,Bell,w3454
 Bob,Ducsay,w12357
 Elisa,Bell,w3442
Stuart,Warmflash,w50364
Leslie,Dixon,w11764
David,Lynch,w29280
 Barry,Gifford,w16576
Gregory,Poirier,w38067
Joseph D.,Pistone,w37927
 Richard,Woodley,w51937
Merzak,Allouache,w800
 Caroline,Thivel,w47678
 J. Stanford,Parker,w36643
Mark,Christopher,w8522
 Tom,DeCerchio,w10984
 Tom,Donaghy,w11905
 Nickolas,Perry,w37379
Ken,Solarz,w45244
Art Edler,Brown,w6025
 Tracy,Fraim,w14944
Hervé,Palud,w36406
 Philippe,Bruneau,w6141
Helena,Kriel,w25957
 Mira,Nair,w34274
 Wajida,Tabassum,w46981
Howard,Stern,w46056
 Michael,Kalesniko,w23577
Theodore,Witcher,w51691
Leslie,Charteris,w8047
 Jonathan,Hensleigh,w20062
Peter,Høeg,w21639
Roddy,Doyle,w12179
 Roddy,Doyle,w12170
J.G.,Ballard,w2496
 David,Cronenberg,w10112
Greg,Mottola,w33681
Paul,Guay,w18278
Rolf de,Heer,w19806
 David Aaron,Cohen,w9039
 Vincent,Patrick,w36881
 Kevin,Jarre,w22469
Mark,Dindal,w11687
 Brian,McEntee,w31427
 Rick,Calabash,w6857
 David,Womersley,w51838
 Kelvin,Yasuda,w52351
 Roberts,Gannaway,w15875
 Cliff,Ruby,w41346
 Theresa,Cullen,w10281
 Cinco,Paul,w36913
Troy,Byer,w6691
Stavros,Kazantzidis,w24208
 Yael,Bergman,w3821
 Emma-Kate,Croghan,w10102
 Helen,Bandis,w2545
Shuki,Levy,w28092
 Shell,Danielson,w10655
 Haim,Saban,w41660
 Shuki,Levy,w28081
Leo,Tolstoy,w48123
Don,Jakoby,w22314
 Don,Jakoby,w22313
Sue,Miller,w32547
 Ken,Hixon,w20580
Hans,Bauer,w3107
 Jim,Cash,w7527
Tom,Jankiewicz,w22404
 Tom,Jankiewicz,w22403
 D.V.,DeVincentis,w11055
 Steve,Pink,w37863
 John,Cusack,w10391
Brian Fair,Berkey,w3859
Angus,Fraser,w15082
 Lynne,Stopkewich,w46284
 Barbara,Gowdy,w17548
Neville,Bolt,w4926
 Paula,Milne,w32596
David,Giles,w16645
 Martin,Meader,w31767
 Bruce,Beresford,w3747
 Betty,Jeffrey,w22559
Jim,McGlynn,w31497
Sylvia,Sichel,w44240
 Seth Zvi,Rosenfeld,w40990
Irakli,Kvirikadze,w26353
 André,Grall,w17647
 Nana,Dzhordzhadze,w12644
Robin,Schiff,w42673
 Robin,Schiff,w42670
Kaige,Chen,w8161
 Kei,Shu,w44170
 Anyi,Wang,w50258
Jerome,Armstrong,w1636
 Jerome,Armstrong,w1624
Peter,Duncan,w12445
Mike,Myers,w34111
Jonathan,Mostow,w33672
 Jonathan,Mostow,w33671
 Sam,Montgomery,w33174
Gregor,Nicholas,w34834
 Johanna,Pigott,w37798
Daniel,Taplitz,w47242
Mo,Ogrodnik,w35666
Brad,Mirman,w32717
L.A.,Puopolo,w38759
 Chris,Ceraso,w7748
Michael,Vickerman,w49557
 Hugh,Kelley,w24325
 Dennis K.,Law,w27145
 Ron,Law,w27150
 Chris,Law,w27143
 Jeremy,Law,w27147
Francis,Veber,w49324
 Robert Mark,Kamen,w23616
Philip,Goodhew,w17275
Anne,Meredith,w32077
Agnès,Varda,w49230
Terrence,McNally,w31699
 Terrence,McNally,w31695
Masayuki,Suo,w46649
Matthew,Horton,w21041
 Bayard,Johnson,w22800
Kevin,Allen,w775
 Paul,Durden,w12535
Robert,Gordon,w17396
Mark,Herman,w20130
Wallace,Shawn,w43739
 Wallace,Shawn,w43738
Jacques,Doillon,w11856
 Brune,Compagnon,w9318
Phyllis Reynolds,Naylor,w34496
 Dale,Rosenbloom,w40980
James,Duff,w12375
 James,Duff,w12373
James Hadley,Chase,w8058
 Robert,Mundi,w33857
 William,Brookfield,w5906
 Clare,Peploe,w37234
Sara,Bernstein,w3991
 Gregory,Bernstein,w3965
 Cliff,Gardner,w15950
 Sara,Bernstein,w3974
Gertrude Davies,Lintz,w28490
 William,Joyce,w23175
Gretchen,Dyer,w12626
Sei,Shonagon,w44116
 Peter,Greenaway,w17862
Laetitia,Masson,w30849
 Jan de,Bont,w5014
 Randall,McCormick,w31340
 Jeff,Nathanson,w34454
Robert,Patton-Spruill,w36905
 Emmett,Folgert,w14644
Adrienne,Shelly,w43815
Aaron,Reed,w39607
Dana,Lustig,w29228
 Annette Goliti,Gutierrez,w18496
Finn,Taylor,w47428
 Jeffrey D.,Brown,w5996
 Finn,Taylor,w47385
Saul,Turteltaub,w48781
Eirik,Ildahl,w21789
 Geir,Eriksen,w13313
 Theresa,Marie,w30360
 Don,McEnery,w31426
 Bob,Shaw,w43714
 John,Ramirez,w39172
 Tamara Lusher,Stocker,w46196
 Mark,Kennedy,w24441
Neal,Cassady,w7545
 Stephen,Kay,w24163
Yvonne,Rainer,w39094
Shin'ya,Tsukamoto,w48610
Cédric,Klapisch,w25171
Alberto,Moravia,w33332
Mike,Werb,w50861
 Michael,Colleary,w9199
Mohsen,Makhmalbaf,w29846
Jean-Marie Gustave Le,Clézio,w8925
 Tony,Gatlif,w16113
Ray,Villis,w49677
Lowell,Cunningham,w10323
Robert Nelson,Jacobs,w22219
David Michael,Wieger,w51197
James V.,Hart,w19382
 Michael,Goldenberg,w17103
 Carl,Sagan,w41765
 Ann,Druyan,w12297
Shirley,Barrett,w2850
Danielle,Alexandra,w669
 Danielle,Alexandra,w668
Robert E.,Howard,w21156
Jay,Ward,w50338
 Dana,Olsen,w35821
 Audrey,Wells,w50800
Philip,Eisner,w12924
Todd,McFarlane,w31451
 Alan B.,McElroy,w31421
 Mark A.Z.,Dippé,w11718
Kevin,DiCicco,w11514
 Paul,Tamasy,w47159
 Aaron,Mendelsohn,w31981
Arleen,Sorkin,w45390
 Paul,Slansky,w44794
 May,Quigley,w38914
 Arleen,Sorkin,w45388
 Glenn Gordon,Caron,w7322
Neil,LaBute,w26460
 Neil,LaBute,w26459
Brian,Helgeland,w19909
David,Klass,w25178
Louise,Simonson,w44528
 Jon,Bogdanove,w4817
Chris,Brancato,w5510
Bob,Mosher,w33634
 Joe,Connelly,w9384
 Brian,Levant,w27976
 Lon,Diamond,w11547
Donald A.,Wollheim,w51822
 Matthew,Robbins,w40373
 Guillermo del,Toro,w48216
Joel,Cohen,w9085
 Alec,Sokolow,w45225
Max D.,Adams,w218
 Max D.,Adams,w194
 Dick,Clement,w8825
 Ian La,Frenais,w15201
Andrew W.,Marlowe,w30482
Scott,Yagemann,w52195
Gus Van,Sant,w42171
Tony,Vitale,w49762
Miguel,Arteta,w1744
 Miguel,Arteta,w1743
 Matthew,Greenfield,w17910
Leslie,Cockburn,w8969
 Andrew,Cockburn,w8967
James,Ellroy,w13065
 Curtis,Hanson,w19097
Heinrich,Harrer,w19257
 Becky,Johnston,w22907
James,Patterson,w36898
 David,Klass,w25176
George Tillman,Jr.,w23285
Kevin,Corrigan,w9719
 Matthew,Harrison,w19338
Jane,Smiley,w44895
 Philip,Morton,w33611
John,Ridley,w40138
 John,Ridley,w40134
John Patrick,Kelley,w24333
Greg,Dinner,w11709
 Graham,Linehan,w28455
 Sabi H.,Shabtai,w43514
Kevin,Meyer,w32213
 Keith,Samples,w42039
Victor,Nunez,w35282
Rick,Moody,w33202
Pat,Bermel,w3902
 Jason,Schombing,w42855
 Evan,Tylor,w48820
Mark,Brown,w6056
 Mark,Brown,w6005
 Demetria,Johnson,w22808
Simon,Beaufoy,w3239
Martin,Sherman,w43916
Jeremy,Brock,w5827
Lois,Duncan,w12443
 Kevin,Williamson,w51428
Andrew,Neiderman,w34563
 Jonathan,Lemkin,w27722
Oren,Aviv,w2074
 Craig,Mazin,w31175
 Greg,Erb,w13286
Mark Haskell,Smith,w45051
Wendy,MacLeod,w29484
 Mark,Waters,w50446
 Carol,Doyle,w12161
Andrew,Niccol,w34824
Albert,Ash,w1791
 Tom,McLoughlin,w31661
 Dean R.,Koontz,w25623
 Tim,Willocks,w51458
Morgan J.,Freeman,w15169
Kasi,Lemmons,w27729
Len,Blum,w4714
Claire,Denis,w11298
 Jean-Pol,Fargeau,w13723
Rowan,Atkinson,w1910
 Richard,Curtis,w10369
 Robin,Driscoll,w12259
Robert Downey,Sr.,w45678
 Laura,Ernst,w13336
Tom,Matthews,w31011
 Tom,Matthews,w31005
 Eric,Williams,w51337
Mike,Figgis,w14223
Michael,Nicholson,w34864
Jonas,Pate,w36843
 Josh,Pate,w36840
Paul Thomas,Anderson,w1163
William,Kelley,w24335
 Pamela,Wallace,w50145
 Earl W.,Wallace,w50134
 William,Kelley,w24329
 Robert A.,Heinlein,w19870
Richard,Dooling,w12006
 Steven,Schwartz,w43011
Amy,Tan,w47177
 Amy,Tan,w47172
Alfredo,Septién,w43388
 Turi,Meyer,w32209
 Alfredo,Septién,w43387
 Alex,Zamm,w52768
Peter,Howitt,w21180
 Lawrence,Kasanoff,w23918
 Joshua,Wexler,w50960
 Brent V.,Friedman,w15272
 Bryce,Zabel,w52706
 Hossein,Amini,w1003
Eileen,Atkins,w1902
Wendy,Kesselman,w24584
Kenneth,Ross,w41085
Susan,Gauthier,w16144
 Eric,Tuchman,w48632
Robert,Farrar,w13778
 Robert,Farrar,w13777
 Howard,Franklin,w15043
 Joss,Whedon,w50993
Tony,Assenza,w1853
David,Franzoni,w15070
Robert,Duvall,w12592
Patrick,Amos,w1040
 Agnès,Merlet,w32103
 Christine,Miller,w32447
 Martin,Sherman,w43899
Ash,Baron-Cohen,w2798
Christian,Fournier,w14880
 Louis,Saia,w41785
Pat,McCabe,w31236
 Neil,Jordan,w23094
 Pat,McCabe,w31234
Samuel W.,Taylor,w47440
Jana,Howington,w21179
 Steve,LuKanic,w29050
Matt,Damon,w10612
 Ben,Affleck,w299
Kirby,Dick,w11577
Gilbert,Giles,w16646
 Goetz,Grossmann,w18180
 James Andrew,Pearson,w37043
Joel B.,Marsden,w30537
 Joel B.,Marsden,w30536
 Peter,Steinberg,w45939
Frank,Rehwaldt,w39671
 Greg,Walker,w50089
John,Berendt,w3743
 John Lee,Hancock,w18994
Adam,Rifkin,w40167
Stephen,Kijak,w24761
Elise,MacAdam,w29404
 Tom,Kalin,w23582
 Todd,Haynes,w19694
 Cindy,Sherman,w43891
 Elise,MacAdam,w29403
 Sara,Flanigan,w14496
 David,Rocksavage,w40591
William,Hoy,w21188
 Peter,Liapis,w28242
 Steve,Pesce,w37413
 Georges,Simenon,w44442
Russell,Banks,w2576
 Atom,Egoyan,w12860
Ted,Newsom,w34772
Bruce,Feirstein,w13925
Seth Michael,Donsky,w11997
Gaël,Morel,w33350
 Gaël,Morel,w33349
 Catherine,Corsini,w9731
Forrest,Carter,w7454
 Earl Hamner,Jr.,w23194
 Don,Sipes,w44654
 Richard,Friedenberg,w15254
David,Brin,w5775
Nick,Evans,w13494
Sharman,Macdonald,w29525
 Alan,Rickman,w40119
 Sharman,Macdonald,w29523
 Elmore,Leonard,w27792
 Tom,Sherohman,w43924
Alain,Berliner,w3877
 Chris Vander,Stappen,w45798
 Mitch,Glazer,w16876
Sean,McNamara,w31702
 Jeff,Phillips,w37640
Shane,Perez,w37300
Darin,Scott,w43123
Joseph,Dorman,w12048
Chris,Soth,w45410
Greg,Erb,w13287
Larry,Beinhart,w3411
 Hilary,Henkin,w20003
Alex,Proyas,w38655
 Alex,Proyas,w38654
 Lem,Dobbs,w11790
Virginia,Duigan,w12411
Manny,Coto,w9813
Dave,Chappelle,w8005
 Neal,Brennan,w5658
Nicholas,Kazan,w24199
Stefan,Schwartz,w43021
 Richard,Holmes,w20843
 Matt,Greenberg,w17869
Fernando,Gabeira,w15619
 Leopoldo,Serran,w43433
Spice,Girls,w16783
 Kim,Fuller,w15506
 Jamie,Curtis,w10363
Stephen,Sommers,w45326
Sean,Farley,w13748
Bret,Michaels,w32258
Charlie,Peters,w37452
Yuriy,Arabov,w1449
Ken,Sanzel,w42224
 Chloe,King,w24955
 Mark,Pavia,w36948
 Jack,O'Donnell,w35435
Hisashi,Saito,w41807
 Shin'ya,Tsukamoto,w48609
Millicent,Shelton,w43824
 Kurt,Wimmer,w51555
 Stephen,Hauser,w19578
Michael,Paxton,w36975
Ronan,Bennett,w3653
 Stephen,Rea,w39512
Roberto,Benabib,w3534
 E. Max,Frye,w15390
Mark,Andrus,w1251
 Mark,Andrus,w1249
 James L.,Brooks,w5912
Stephan,Chodorov,w8388
 Nina Gilden,Seavey,w43171
Lachy,Hulme,w21373
Robert,Benton,w3704
 Richard,Russo,w41503
 John,Pogue,w38055
Douglas,Kennedy,w24454
 Stephan,Elliott,w13025
Gilbert,Adair,w176
 Richard,Kwietniowski,w26369
Vicente,Leñero,w28191
 Najeeb,Mahfouz,w29756
Zalman,King,w25002
 Matt,George,w16321
Tim,Cahill,w6827
 Stephen,Judson,w23351
Jonathan,Darby,w10697
 Jonathan,Darby,w10696
 Jane,Rusconi,w41437
Josh,McKinney,w31624
 Gina,Goldman,w17141
 Wayne Allan,Rice,w40002
 Don,Stanford,w45763
 Randall,Wallace,w50146
Claude,Stanush,w45793
 Richard,Linklater,w28471
 Claude,Stanush,w45792
 Clark,Walker,w50081
Stephen,Peters,w37457
Laurie,Craig,w9971
Michael Grant,Jaffe,w22284
 Matthew,McDuffie,w31416
Takeshi,Kitano,w25138
Joe,Klein,w25226
Matthew,Weiss,w50749
M. Night,Shyamalan,w44222
Howard,Goldberg,w17077
James,Toback,w48034
Rick,Ramage,w39149
Stephen,McCauley,w31300
 Wendy,Wasserstein,w50422
Jim,Herzfeld,w20218
Jonah,Raskin,w39340
 Stephen,Gyllenhaal,w18553
Stephen,White,w51102
 Sheryl,Leach,w27267
 Dennis,DeShazer,w11049
 Stephen,White,w51069
 Kathy,Parker,w36646
 Rachel,Ingalls,w21877
 Paul,Theroux,w47654
Irwin,Allen,w769
Ryne Douglas,Pearson,w37053
 Richard,Reitinger,w39758
 Dana,Stevens,w46094
Neil,Simon,w44505
 David,Seltzer,w43319
Spike,Lee,w27547
 Clyde,Hayes,w19664
 Terry,Williams,w51371
Robert,Wolterstorff,w51834
 Jorge,Guerricaechevarría,w18311
 Ray,Loriga,w28905
 Ruth,Rendell,w39798
Jake,Kasdan,w23925
Gary,Oldman,w35749
John,Johnson,w22873
Mary,Norton,w35186
 Gavin,Scott,w43108
 John,Kamps,w23647
Hal,Foster,w14851
 Michael Frost,Beckner,w3308
 Anthony,Hickox,w20318
 Carsten H.W.,Lorenz,w28892
Julie,Davis,w10906
David,DeCoteau,w10987
 Jerry,Goldberg,w17058
 Rondo,Mieczkowski,w32316
Juan José,Campanella,w6979
 José Pablo,Feinmann,w13918
 Lynn,Geller,w16244
 Larry,Golin,w17203
James,Frey,w15230
 James,Frey,w15224
Frank,Parkin,w36688
 Charlie,Peters,w37439
Fibe,Ma,w29380
Ferdinand,Bordewijk,w5079
 Laurens,Geels,w16214
 Mike van,Diem,w11621
 Ruud van,Megen,w31844
