,awards,imdb_id
34862,N/A,tt0037960
34863,N/A,tt4232610
34864,N/A,tt2987342
34865,1 win & 9 nominations.,tt3407428
34866,N/A,tt2187474
34867,N/A,tt2174736
34868,N/A,tt3236976
34869,N/A,tt1532515
34870,4 wins & 12 nominations.,tt4935446
34871,N/A,tt1354678
34872,N/A,tt0143088
34873,1 nomination.,tt0185534
34874,N/A,tt0078078
34875,2 wins & 3 nominations.,tt3148502
34876,Won 2 BAFTA Film Awards. Another 1 nomination.,tt2949338
34877,N/A,tt0034262
34878,N/A,tt0052275
34879,N/A,tt0045680
34880,N/A,tt0034886
34881,Won 1 Oscar. Another 1 nomination.,tt0035982
34882,N/A,tt0033558
34883,N/A,tt0166653
34884,9 wins & 7 nominations.,tt3300442
34885,N/A,tt5190958
34886,N/A,tt0048971
34887,N/A,tt0050704
34888,N/A,tt0047355
34889,8 wins & 14 nominations.,tt3822818
34890,Won 2 Primetime Emmys. Another 1 win & 7 nominations.,tt0071477
34891,1 win.,tt1522846
34892,Nominated for 1 Oscar. Another 2 wins & 4 nominations.,tt4908644
34893,N/A,tt2150511
34894,N/A,tt2075247
34895,N/A,tt1758563
34896,N/A,tt0361921
34897,N/A,tt0416046
34898,N/A,tt2221420
34899,N/A,tt0343112
34900,N/A,tt1202028
34901,N/A,tt3155794
34902,N/A,tt1754944
34903,2 wins & 4 nominations.,tt4934950
34904,N/A,tt0085316
34905,N/A,tt0084953
34906,1 win.,tt0241763
34907,N/A,tt0095857
34908,4 wins & 14 nominations.,tt3001638
34909,N/A,tt0097753
34910,N/A,tt0096189
34911,2 wins & 3 nominations.,tt0937378
34912,4 wins & 3 nominations.,tt0097292
34913,1 win.,tt0067178
34914,N/A,tt0124464
34915,5 wins & 13 nominations.,tt1093815
34916,N/A,tt0057219
34917,10 wins & 2 nominations.,tt4679210
34918,N/A,tt1386486
34919,8 wins.,tt3280150
34920,1 nomination.,tt1654725
34921,9 wins.,tt1673736
34922,3 nominations.,tt3529198
34923,1 win & 3 nominations.,tt4450396
34924,N/A,tt2363449
34925,N/A,tt5161392
34926,N/A,tt0067913
34927,N/A,tt0060937
34928,N/A,tt0059425
34929,N/A,tt0061582
34930,N/A,tt0062078
34931,N/A,tt0068566
34932,N/A,tt0071150
34933,N/A,tt0093533
34934,1 nomination.,tt2294819
34935,4 nominations.,tt2664880
34936,1 win & 1 nomination.,tt3748512
34937,2 nominations.,tt3698408
34938,1 win.,tt0078212
34939,1 nomination.,tt2304933
34940,5 wins & 6 nominations.,tt0431842
34941,7 wins & 5 nominations.,tt0273995
34942,N/A,tt0060084
34943,N/A,tt0071330
34944,N/A,tt0072785
34945,N/A,tt0074586
34946,N/A,tt0076877
34947,N/A,tt0062659
34948,1 win.,tt0064571
34949,N/A,tt0082451
34950,N/A,tt0089104
34951,N/A,tt0110207
34952,N/A,tt0063479
34953,N/A,tt0062429
34954,N/A,tt0063587
34955,N/A,tt0101835
34956,Nominated for 2 Primetime Emmys. Another 5 nominations.,tt4537842
34957,Nominated for 1 Primetime Emmy. Another 1 win & 6 nominations.,tt4147830
34958,5 nominations.,tt0164226
34959,9 wins & 21 nominations.,tt3685622
34960,3 nominations.,tt3433632
34961,1 nomination.,tt2094872
34962,3 wins & 3 nominations.,tt1702543
34963,N/A,tt2400256
34964,N/A,tt0830581
34965,N/A,tt2306687
34966,1 nomination.,tt0483200
34967,N/A,tt3530690
34968,29 wins & 31 nominations.,tt3754940
34969,N/A,tt0272018
34970,3 nominations.,tt0208993
34971,Won 1 Primetime Emmy. Another 3 wins & 18 nominations.,tt4718770
34972,N/A,tt0083325
34973,N/A,tt3121562
34974,N/A,tt0035361
34975,1 nomination.,tt0077699
34976,N/A,tt1894616
34977,N/A,tt0016627
34978,N/A,tt0044490
34979,N/A,tt0020987
34980,N/A,tt0037823
34981,N/A,tt3081268
34982,1 win & 1 nomination.,tt2419986
34983,N/A,tt0065010
34984,1 win.,tt1049956
34985,N/A,tt0040305
34986,1 win & 7 nominations.,tt0191076
34987,N/A,tt1641401
34988,N/A,tt0052570
34989,N/A,tt0111562
34990,Nominated for 1 Oscar. Another 2 nominations.,tt4661600
34991,6 wins & 6 nominations.,tt3616916
34992,1 win & 18 nominations.,tt3430416
34993,1 win & 6 nominations.,tt4035268
34994,1 win & 1 nomination.,tt3142872
34995,N/A,tt0067511
34996,2 nominations.,tt3638690
34997,N/A,tt0099826
34998,N/A,tt0060975
34999,1 nomination.,tt0187579
35000,3 nominations.,tt3698558
35001,2 wins.,tt0112326
35002,1 nomination.,tt0375100
35003,N/A,tt0105502
35004,1 nomination.,tt2947556
35005,N/A,tt0094730
35006,2 wins.,tt2175928
35007,6 wins & 2 nominations.,tt3801730
35008,2 wins & 3 nominations.,tt3966942
35009,8 wins & 8 nominations.,tt1998204
35010,N/A,tt0060672
35011,2 nominations.,tt4472596
35012,N/A,tt1265621
35013,N/A,tt2139851
35014,N/A,tt2325993
35015,N/A,tt3630556
35016,N/A,tt3488056
35017,N/A,tt3152098
35018,5 wins & 13 nominations.,tt4594834
35019,N/A,tt2332623
35020,N/A,tt0485774
35021,2 wins.,tt1754257
35022,2 nominations.,tt5145828
35023,1 win.,tt1833845
35024,N/A,tt0272183
35025,N/A,tt4400058
35026,N/A,tt4029998
35027,N/A,tt0021836
35028,N/A,tt0004194
35029,N/A,tt0006177
35030,N/A,tt1075380
35031,5 nominations.,tt0267601
35032,4 nominations.,tt0233600
35033,N/A,tt0063477
35034,1 win & 1 nomination.,tt0068178
35035,N/A,tt3504226
35036,N/A,tt0241715
35037,1 win.,tt1877727
35038,N/A,tt1155650
35039,N/A,tt1155651
35040,N/A,tt1155652
35041,N/A,tt1343089
35042,N/A,tt1345776
35043,N/A,tt5148864
35044,1 win & 2 nominations.,tt4644382
35045,N/A,tt1561457
35046,1 win & 6 nominations.,tt3859076
35047,1 win.,tt1445208
35048,N/A,tt1051981
35049,N/A,tt3993802
35050,N/A,tt0056103
35051,N/A,tt1910615
35052,N/A,tt0056104
35053,N/A,tt0200052
35054,N/A,tt0179901
35055,N/A,tt0073633
35056,N/A,tt0186532
35057,N/A,tt0068463
35058,N/A,tt0082904
35059,N/A,tt0109331
35060,1 win & 3 nominations.,tt3291148
35061,N/A,tt0044177
35062,1 nomination.,tt0041243
35063,N/A,tt0038205
35064,N/A,tt0039311
35065,N/A,tt0040809
35066,N/A,tt0040764
35067,N/A,tt1321862
35068,1 win & 5 nominations.,tt4967094
35069,2 wins & 8 nominations.,tt4788638
35070,2 wins & 2 nominations.,tt1821680
35071,Won 1 Oscar. Another 37 wins & 79 nominations.,tt1596363
35072,N/A,tt4076980
35073,1 win & 6 nominations.,tt0102932
35074,1 win & 1 nomination.,tt4270878
35075,N/A,tt3703148
35076,N/A,tt0498719
35077,N/A,tt0007338
35078,1 nomination.,tt1160313
35079,8 wins & 11 nominations.,tt4370256
35080,N/A,tt0867205
35081,N/A,tt1977903
35082,1 nomination.,tt0102475
35083,N/A,tt2479478
35084,N/A,tt2360334
35085,3 nominations.,tt4881242
35086,1 win & 4 nominations.,tt4553712
35087,1 win & 1 nomination.,tt2175672
35088,N/A,tt0073586
35089,2 wins & 1 nomination.,tt2880448
35090,N/A,tt5069564
35091,N/A,tt3921418
35092,N/A,tt0495241
35093,1 nomination.,tt3595848
35094,3 wins & 3 nominations.,tt4508712
35095,N/A,tt2346046
35096,1 win.,tt1535103
35097,N/A,tt4733536
35098,4 wins & 1 nomination.,tt3591436
35099,N/A,tt2414166
35100,8 wins.,tt3528756
35101,1 win.,tt0410214
35102,6 wins & 6 nominations.,tt2337981
35103,1 win & 1 nomination.,tt2241691
35104,2 nominations.,tt3542188
35105,N/A,tt5098836
35106,1 nomination.,tt2980554
35107,N/A,tt3508566
35108,N/A,tt0241524
35109,9 wins & 13 nominations.,tt4163138
35110,N/A,tt2322517
35111,N/A,tt2827708
35112,N/A,tt0114860
35113,N/A,tt0110573
35114,N/A,tt2773898
35115,3 wins & 2 nominations.,tt2082232
35116,2 nominations.,tt3228360
35117,N/A,tt1322355
35118,1 nomination.,tt2338424
35119,3 wins & 2 nominations.,tt2986300
35120,5 wins & 5 nominations.,tt0051530
35121,1 win.,tt0066511
35122,3 nominations.,tt0092800
35123,4 nominations.,tt0099430
35124,N/A,tt0097913
35125,1 win & 1 nomination.,tt0082752
35126,N/A,tt0205430
35127,N/A,tt0210209
35128,N/A,tt0256155
35129,1 win & 1 nomination.,tt0144039
35130,N/A,tt0089050
35131,N/A,tt0305556
35132,N/A,tt0127624
35133,5 wins & 1 nomination.,tt0427206
35134,1 win & 3 nominations.,tt0476576
35135,N/A,tt0484831
35136,Won 1 Primetime Emmy. Another 1 win & 4 nominations.,tt1369845
35137,N/A,tt0105551
35138,N/A,tt1183696
35139,1 nomination.,tt2966934
35140,N/A,tt1540052
35141,N/A,tt0475994
35142,N/A,tt0050604
35143,1 nomination.,tt3104572
35144,N/A,tt2071465
35145,1 win & 1 nomination.,tt0091035
35146,N/A,tt0343594
35147,N/A,tt0063854
35148,2 nominations.,tt2662228
35149,N/A,tt2297108
35150,N/A,tt2488366
35151,1 nomination.,tt0090982
35152,4 wins & 1 nomination.,tt0083872
35153,10 wins & 3 nominations.,tt0319736
35154,1 nomination.,tt2073661
35155,1 nomination.,tt2451550
35156,3 nominations.,tt1887748
35157,2 wins.,tt1723124
35158,N/A,tt1633329
35159,1 nomination.,tt1648201
35160,9 wins & 13 nominations.,tt1720114
35161,2 wins & 4 nominations.,tt3675486
35162,1 nomination.,tt1706433
35163,1 nomination.,tt1522296
35164,5 wins & 9 nominations.,tt1846526
35165,N/A,tt0368147
35166,N/A,tt0073640
35167,2 wins.,tt3212568
35168,3 nominations.,tt4337072
35169,1 win & 6 nominations.,tt3894188
35170,6 nominations.,tt1527835
35171,1 win & 1 nomination.,tt3893620
35172,1 win & 8 nominations.,tt2215267
35173,2 wins & 4 nominations.,tt1648099
35174,N/A,tt4382872
35175,Nominated for 1 Oscar. Another 1 nomination.,tt0073891
35176,N/A,tt0241446
35177,N/A,tt0078010
35178,Nominated for 1 Oscar. Another 27 wins & 3 nominations.,tt4171032
35179,4 wins & 5 nominations.,tt2016955
35180,N/A,tt0109627
35181,7 wins & 17 nominations.,tt1608290
35182,N/A,tt1528763
35183,N/A,tt1528764
35184,N/A,tt1147764
35185,N/A,tt5199588
35186,N/A,tt1658797
35187,N/A,tt0090003
35188,N/A,tt0098444
35189,N/A,tt0249261
35190,N/A,tt1552987
35191,N/A,tt2415496
35192,N/A,tt3286484
35193,N/A,tt3144582
35194,4 wins & 5 nominations.,tt2552394
35195,11 wins & 1 nomination.,tt1169834
35196,N/A,tt0840304
35197,2 wins.,tt3020666
35198,2 nominations.,tt4938602
35199,1 win & 3 nominations.,tt2282973
35200,5 wins & 1 nomination.,tt1233459
35201,1 win & 8 nominations.,tt0105385
35202,4 nominations.,tt0103045
35203,N/A,tt0067354
35204,N/A,tt0005622
35205,5 wins & 10 nominations.,tt3709678
35206,1 win & 3 nominations.,tt0277558
35207,1 nomination.,tt1602474
35208,N/A,tt0067924
35209,N/A,tt4973112
35210,3 nominations.,tt1292566
35211,N/A,tt1457726
35212,N/A,tt3030580
35213,2 wins & 2 nominations.,tt3777462
35214,N/A,tt3054798
35215,1 nomination.,tt4047752
35216,1 win & 5 nominations.,tt3620762
35217,N/A,tt0104115
35218,N/A,tt3377996
35219,1 nomination.,tt5272052
35220,2 nominations.,tt3028018
35221,4 wins & 4 nominations.,tt3462002
35222,N/A,tt0077429
35223,1 win & 3 nominations.,tt4206218
35224,1 nomination.,tt2799040
35225,1 win & 4 nominations.,tt3288948
35226,N/A,tt1502417
35227,3 nominations.,tt3505682
35228,1 nomination.,tt0039216
35229,3 nominations.,tt2386404
35230,N/A,tt0043852
35231,2 wins & 1 nomination.,tt2522328
35232,N/A,tt0070731
35233,1 win & 2 nominations.,tt0054640
35234,N/A,tt2243123
35235,1 win & 3 nominations.,tt0086631
35236,N/A,tt0082371
35237,N/A,tt0080964
35238,N/A,tt0081631
35239,1 win.,tt0080442
35240,1 win & 2 nominations.,tt1986161
35241,N/A,tt0109321
35242,N/A,tt0102655
35243,N/A,tt0192013
35244,3 wins.,tt3924144
35245,3 wins.,tt1920846
35246,6 wins.,tt1745701
35247,N/A,tt0076593
35248,N/A,tt0225394
35249,N/A,tt0258247
35250,N/A,tt3398252
35251,3 nominations.,tt2368817
35252,1 win.,tt0076052
35253,N/A,tt0038497
35254,N/A,tt0099496
35255,N/A,tt1680102
35256,8 wins & 9 nominations.,tt5049302
35257,N/A,tt5031892
35258,6 wins & 8 nominations.,tt1841584
35259,10 wins & 22 nominations.,tt3422094
35260,N/A,tt3212002
35261,3 wins & 1 nomination.,tt0943232
35262,5 wins & 4 nominations.,tt1385633
35263,N/A,tt0290321
35264,1 win & 3 nominations.,tt0406222
35265,N/A,tt3355014
35266,N/A,tt0084573
35267,N/A,tt0084079
35268,1 nomination.,tt3345472
35269,N/A,tt3345474
35270,N/A,tt2718314
35271,2 nominations.,tt2992894
35272,N/A,tt3946792
35273,N/A,tt0400913
35274,N/A,tt0161052
35275,N/A,tt0096318
35276,N/A,tt0094233
35277,N/A,tt0092144
35278,N/A,tt0086523
35279,N/A,tt0084845
35280,N/A,tt0083268
35281,N/A,tt0081665
35282,N/A,tt0079411
35283,N/A,tt0078143
35284,N/A,tt0076170
35285,N/A,tt0074818
35286,N/A,tt0073581
35287,N/A,tt3569544
35288,N/A,tt0380728
35289,2 wins & 4 nominations.,tt4667094
35290,1 win.,tt0049865
35291,5 wins & 7 nominations.,tt0105120
35292,N/A,tt0048981
35293,N/A,tt0049867
35294,N/A,tt0038794
35295,N/A,tt0040614
35296,N/A,tt0039015
35297,Nominated for 3 Oscars. Another 2 wins.,tt0035189
35298,N/A,tt0032746
35299,2 wins.,tt5016028
35300,N/A,tt0067532
35301,1 nomination.,tt0093312
35302,N/A,tt0094590
35303,N/A,tt1314218
35304,Won 2 Primetime Emmys. Another 2 wins & 3 nominations.,tt0308213
35305,N/A,tt0500144
35306,N/A,tt0349136
35307,1 nomination.,tt0788006
35308,1 win.,tt1548018
35309,N/A,tt0081915
35310,N/A,tt1756791
35311,Won 1 Primetime Emmy. Another 4 wins & 3 nominations.,tt0309150
35312,N/A,tt0182015
35313,N/A,tt5016760
35314,Nominated for 1 Oscar. Another 16 wins & 133 nominations.,tt4550098
35315,N/A,tt3501046
35316,2 nominations.,tt4254838
35317,Nominated for 1 BAFTA Film Award. Another 3 wins & 7 nominations.,tt4684410
35318,N/A,tt1025102
35319,1 nomination.,tt3004544
35320,12 wins & 3 nominations.,tt4413794
35321,N/A,tt3551400
35322,N/A,tt3201722
35323,1 win & 4 nominations.,tt1528854
35324,4 nominations.,tt1850457
35325,N/A,tt0461674
35326,1 nomination.,tt1018902
35327,3 nominations.,tt3626180
35328,N/A,tt5014528
35329,N/A,tt4767950
35330,N/A,tt5097970
35331,N/A,tt5033114
35332,N/A,tt4621642
35333,N/A,tt3602128
35334,N/A,tt4933782
35335,N/A,tt5056034
35336,N/A,tt5031014
35337,1 nomination.,tt5156770
35338,N/A,tt5182120
35339,N/A,tt5210048
35340,N/A,tt5204384
35341,N/A,tt5133810
35342,N/A,tt5133572
35343,N/A,tt4698718
35344,N/A,tt5210078
35345,N/A,tt4587740
35346,N/A,tt0138074
35347,9 wins & 21 nominations.,tt4603080
35348,1 win & 10 nominations.,tt2267968
35349,N/A,tt0159568
35350,N/A,tt0095262
35351,N/A,tt0095512
35352,1 win.,tt1177161
35353,N/A,tt0416080
35354,Nominated for 1 Primetime Emmy. Another 3 wins & 5 nominations.,tt4316236
35355,1 nomination.,tt0844347
35356,1 win.,tt1459998
35357,N/A,tt2360446
35358,5 wins.,tt0416881
35359,N/A,tt1330229
35360,1 win.,tt0456821
35361,N/A,tt0760185
35362,1 win.,tt1139641
35363,5 wins.,tt0810400
35364,N/A,tt1826714
35365,13 wins & 11 nominations.,tt1542840
35366,3 wins & 1 nomination.,tt0235452
35367,1 win & 3 nominations.,tt1897945
35368,N/A,tt1882164
35369,1 nomination.,tt1097268
35370,1 win.,tt0468652
35371,1 win.,tt1655400
35372,N/A,tt1233473
35373,N/A,tt1810510
35374,1 nomination.,tt1606595
35375,N/A,tt1872823
35376,N/A,tt1669801
35377,N/A,tt1603463
35378,2 nominations.,tt2095657
35379,2 nominations.,tt1032764
35380,1 win & 10 nominations.,tt0367174
35381,N/A,tt1954498
35382,6 wins & 2 nominations.,tt0464762
35383,2 wins & 18 nominations.,tt1078600
35384,N/A,tt1386449
35385,1 nomination.,tt0475557
35386,4 wins & 7 nominations.,tt2173264
35387,N/A,tt4276834
35388,1 nomination.,tt1330015
35389,1 win.,tt0872007
35390,1 nomination.,tt1646214
35391,N/A,tt0493567
35392,N/A,tt2652756
35393,N/A,tt2411024
35394,2 nominations.,tt2592336
35395,N/A,tt1818377
35396,1 win.,tt1665418
35397,N/A,tt2132405
35398,3 wins.,tt0104616
35399,N/A,tt3013126
35400,N/A,tt4280430
35401,1 nomination.,tt0448245
35402,N/A,tt0027967
35403,2 nominations.,tt4163644
35404,N/A,tt0098156
35405,N/A,tt0101309
35406,N/A,tt0091065
35407,N/A,tt0039320
35408,2 nominations.,tt5235348
35409,6 wins & 3 nominations.,tt3735302
35410,1 win.,tt0376827
35411,1 win.,tt0094134
35412,9 wins & 2 nominations.,tt0243222
35413,N/A,tt0076448
35414,N/A,tt2303112
35415,3 wins & 5 nominations.,tt2379436
35416,16 wins & 23 nominations.,tt4266638
35417,2 nominations.,tt0040087
35418,N/A,tt0031058
35419,N/A,tt0021633
35420,N/A,tt0027376
35421,1 win.,tt0034027
35422,N/A,tt0033169
35423,2 wins.,tt1734589
35424,8 wins & 4 nominations.,tt4419390
35425,2 wins & 7 nominations.,tt1554523
35426,N/A,tt1286126
35427,N/A,tt0079828
35428,1 nomination.,tt2064865
35429,1 nomination.,tt4012254
35430,2 nominations.,tt2994382
35431,2 nominations.,tt4737910
35432,17 wins & 29 nominations.,tt2734566
35433,1 win & 1 nomination.,tt1794725
35434,N/A,tt4779296
35435,N/A,tt3703908
35436,N/A,tt2102502
35437,N/A,tt2587914
35438,N/A,tt3473390
35439,N/A,tt1542488
35440,N/A,tt1172996
35441,1 nomination.,tt1684928
35442,N/A,tt2040537
35443,29 wins & 11 nominations.,tt3735246
35444,9 wins & 20 nominations.,tt2836260
35445,N/A,tt0071624
35446,N/A,tt2112277
35447,3 wins & 4 nominations.,tt3909336
35448,3 wins & 2 nominations.,tt2912144
35449,N/A,tt0054756
35450,4 wins & 8 nominations.,tt0430082
35451,1 win & 1 nomination.,tt3907790
35452,1 nomination.,tt3358470
35453,N/A,tt4040072
35454,N/A,tt0032742
35455,N/A,tt0034268
35456,N/A,tt0033648
35457,N/A,tt0038852
35458,3 wins & 5 nominations.,tt0049839
35459,2 wins & 1 nomination.,tt0056468
35460,2 nominations.,tt3504604
35461,1 win & 5 nominations.,tt1699225
35462,3 wins & 6 nominations.,tt4133088
35463,N/A,tt0038715
35464,3 nominations.,tt4146128
35465,14 wins & 19 nominations.,tt3284178
35466,4 wins & 3 nominations.,tt1723112
35467,9 wins & 2 nominations.,tt2361042
35468,N/A,tt4618398
35469,N/A,tt0071138
35470,11 nominations.,tt3271120
35471,7 wins & 5 nominations.,tt3922350
35472,N/A,tt0053640
35473,N/A,tt0077682
35474,1 nomination.,tt0795434
35475,7 wins & 1 nomination.,tt0101070
35476,N/A,tt4685096
35477,3 wins & 4 nominations.,tt0282628
35478,N/A,tt1143145
35479,8 wins & 22 nominations.,tt4701702
35480,N/A,tt0069316
35481,N/A,tt0063381
35482,3 wins & 8 nominations.,tt0989007
35483,5 wins & 1 nomination.,tt1735853
35484,4 nominations.,tt0895777
35485,16 wins & 8 nominations.,tt2139855
35486,1 win.,tt1522189
35487,11 wins & 8 nominations.,tt1483795
35488,N/A,tt0327002
35489,N/A,tt0187231
35490,N/A,tt4161962
35491,1 win.,tt1930308
35492,N/A,tt3573412
35493,N/A,tt2417134
35494,1 win.,tt1823059
35495,N/A,tt3421270
35496,3 nominations.,tt3717532
35497,N/A,tt1320113
35498,N/A,tt0907868
35499,N/A,tt1128079
35500,N/A,tt3358654
35501,N/A,tt1957996
35502,1 win.,tt0191066
35503,N/A,tt3063470
35504,4 wins & 4 nominations.,tt4935282
35505,N/A,tt1659611
35506,3 nominations.,tt4001992
35507,N/A,tt2601260
35508,1 win & 9 nominations.,tt0099127
35509,1 win & 4 nominations.,tt4819560
35510,N/A,tt0395677
35511,N/A,tt0492650
35512,7 nominations.,tt0430895
35513,4 nominations.,tt3094914
35514,N/A,tt1866931
35515,N/A,tt2002626
35516,N/A,tt3469386
35517,4 wins & 5 nominations.,tt1745713
35518,N/A,tt1649354
35519,3 nominations.,tt1159223
35520,1 nomination.,tt1985196
35521,1 win.,tt1068643
35522,5 wins & 8 nominations.,tt0215681
35523,N/A,tt1233482
35524,5 wins & 4 nominations.,tt1786668
35525,1 nomination.,tt1237958
35526,N/A,tt2714934
35527,9 wins & 5 nominations.,tt2390253
35528,N/A,tt1587422
35529,N/A,tt1260937
35530,6 wins & 19 nominations.,tt2319760
35531,N/A,tt1092006
35532,5 wins.,tt1427241
35533,N/A,tt3579990
35534,1 win & 2 nominations.,tt1493070
35535,N/A,tt2671776
35536,N/A,tt0151513
35537,5 wins & 2 nominations.,tt0249947
35538,N/A,tt0386124
35539,N/A,tt0291015
35540,4 wins & 1 nomination.,tt3949936
35541,1 nomination.,tt0083261
35542,1 win & 3 nominations.,tt1374989
35543,2 nominations.,tt0381842
35544,N/A,tt1535110
35545,N/A,tt2518848
35546,1 nomination.,tt0040097
35547,N/A,tt2622826
35548,N/A,tt0029924
35549,3 wins & 1 nomination.,tt0826039
35550,N/A,tt0012952
35551,N/A,tt0023878
35552,N/A,tt0026195
35553,N/A,tt0129672
35554,N/A,tt1787655
35555,N/A,tt0218891
35556,N/A,tt3252786
35557,N/A,tt0021807
35558,N/A,tt2504640
35559,N/A,tt0025303
35560,N/A,tt0060564
35561,N/A,tt0042783
35562,N/A,tt2559036
35563,N/A,tt2148433
35564,N/A,tt0114202
35565,1 win.,tt1698008
35566,5 nominations.,tt0080546
35567,N/A,tt0059390
35568,N/A,tt0023145
35569,N/A,tt1289432
35570,6 wins & 3 nominations.,tt0304389
35571,4 wins & 9 nominations.,tt1772947
35572,2 wins.,tt0789770
35573,N/A,tt1301308
35574,4 nominations.,tt1286784
35575,1 win & 3 nominations.,tt1194628
35576,2 wins & 1 nomination.,tt0808174
35577,1 win & 1 nomination.,tt0441694
35578,3 wins & 1 nomination.,tt0940723
35579,3 wins & 1 nomination.,tt0098615
35580,N/A,tt1538545
35581,1 win & 2 nominations.,tt1381112
35582,1 win & 1 nomination.,tt1506965
35583,2 wins & 7 nominations.,tt1817088
35584,N/A,tt0114577
35585,1 win.,tt1511329
35586,9 wins & 10 nominations.,tt1470860
35587,1 win & 4 nominations.,tt0473492
35588,1 win & 3 nominations.,tt2197849
35589,4 wins & 4 nominations.,tt0443352
35590,1 nomination.,tt0083307
35591,3 wins & 1 nomination.,tt1784458
35592,2 nominations.,tt1678044
35593,1 win & 3 nominations.,tt0204870
35594,2 nominations.,tt0426037
35595,1 win & 1 nomination.,tt0106218
35596,N/A,tt0480854
35597,1 win & 7 nominations.,tt1272041
35598,N/A,tt1757710
35599,4 wins & 2 nominations.,tt0314624
35600,2 wins & 2 nominations.,tt0330539
35601,2 wins & 9 nominations.,tt2123996
35602,2 wins & 1 nomination.,tt0467817
35603,1 win.,tt0472477
35604,1 nomination.,tt1081964
35605,3 wins & 5 nominations.,tt2365879
35606,1 nomination.,tt1731230
35607,2 wins.,tt0129222
35608,1 nomination.,tt2248805
35609,1 win.,tt0077449
35610,2 wins.,tt0101805
35611,2 nominations.,tt0129114
35612,2 nominations.,tt0272087
35613,1 nomination.,tt0228073
35614,1 win & 4 nominations.,tt1825974
35615,3 wins & 6 nominations.,tt1405808
35616,3 wins & 3 nominations.,tt0239593
35617,N/A,tt0085829
35618,2 wins.,tt1086214
35619,4 nominations.,tt0131278
35620,N/A,tt2572160
35621,N/A,tt0812265
35622,1 win & 1 nomination.,tt0086553
35623,N/A,tt0045339
35624,1 nomination.,tt1801071
35625,N/A,tt0044918
35626,N/A,tt0059206
35627,N/A,tt0052276
35628,6 wins & 1 nomination.,tt3001186
35629,N/A,tt1289430
35630,N/A,tt0068493
35631,N/A,tt0234748
35632,1 win.,tt1345505
35633,N/A,tt3867396
35634,2 wins & 4 nominations.,tt5290524
35635,N/A,tt0039676
35636,Nominated for 1 BAFTA Film Award. Another 1 nomination.,tt0042810
35637,N/A,tt0044967
35638,N/A,tt0049854
35639,N/A,tt0061662
35640,N/A,tt0028509
35641,2 wins.,tt2415372
35642,N/A,tt2974050
35643,N/A,tt3856042
35644,3 nominations.,tt1865368
35645,2 nominations.,tt3098874
35646,N/A,tt3142958
35647,N/A,tt1720044
35648,6 wins & 4 nominations.,tt2249712
35649,10 nominations.,tt3881700
35650,N/A,tt3463014
35651,1 win & 1 nomination.,tt1686327
35652,N/A,tt4306308
35653,2 nominations.,tt2381355
35654,2 wins & 6 nominations.,tt4935372
35655,1 nomination.,tt1602575
35656,N/A,tt2140037
35657,N/A,tt1454545
35658,1 win.,tt1847645
35659,N/A,tt1849755
35660,1 win & 2 nominations.,tt3790720
35661,1 win & 7 nominations.,tt4535650
35662,1 nomination.,tt4183692
35663,N/A,tt3268668
35664,N/A,tt4416518
35665,N/A,tt4642044
35666,2 nominations.,tt2141773
35667,N/A,tt3949586
35668,12 wins & 5 nominations.,tt4287610
35669,1 win & 5 nominations.,tt1037223
35670,3 nominations.,tt0104119
35671,5 wins & 4 nominations.,tt2091235
35672,1 nomination.,tt3387542
35673,3 wins & 11 nominations.,tt1438298
35674,N/A,tt3477480
35675,N/A,tt2261505
35676,N/A,tt2187203
35677,N/A,tt0127562
35678,N/A,tt0151666
35679,N/A,tt0053933
35680,2 nominations.,tt0220827
35681,6 nominations.,tt1369667
35682,N/A,tt2193782
35683,2 nominations.,tt1334470
35684,11 wins & 10 nominations.,tt1532957
35685,2 nominations.,tt1013542
35686,5 wins & 7 nominations.,tt2077833
35687,N/A,tt3034594
35688,N/A,tt2586682
35689,2 nominations.,tt3554418
35690,1 nomination.,tt0315642
35691,1 win & 6 nominations.,tt2905838
35692,2 wins & 8 nominations.,tt2379679
35693,N/A,tt0078474
35694,4 nominations.,tt0084096
35695,2 nominations.,tt4315956
35696,1 win & 2 nominations.,tt2326087
35697,1 win & 1 nomination.,tt0030652
35698,N/A,tt2087838
35699,14 wins & 16 nominations.,tt2642524
35700,N/A,tt2014268
35701,20 wins & 9 nominations.,tt3958072
35702,N/A,tt3249478
35703,1 win.,tt0784145
35704,2 wins & 2 nominations.,tt1206479
35705,N/A,tt0304072
35706,N/A,tt2403867
35707,Nominated for 1 Primetime Emmy. Another 4 wins & 5 nominations.,tt0167187
35708,N/A,tt1849027
35709,9 wins & 18 nominations.,tt1928329
35710,2 wins.,tt0826110
35711,N/A,tt1092385
35712,1 win.,tt0306474
35713,4 wins & 4 nominations.,tt3492436
35714,2 nominations.,tt3797004
35715,3 wins.,tt3853452
35716,4 wins.,tt0138810
35717,N/A,tt0097035
35718,N/A,tt3511596
35719,Nominated for 1 BAFTA Film Award. Another 1 nomination.,tt0042522
35720,N/A,tt0070327
35721,N/A,tt0068014
35722,2 nominations.,tt0064662
35723,N/A,tt0058285
35724,N/A,tt0050620
35725,N/A,tt0048188
35726,N/A,tt0047945
35727,N/A,tt0046147
35728,N/A,tt0078356
35729,N/A,tt0076869
35730,N/A,tt0071241
35731,5 wins & 1 nomination.,tt0070758
