awards,imdb_id
N/A,tt2328678
N/A,tt0133351
3 wins & 6 nominations.,tt0437856
Won 2 Golden Globes. Another 1 win & 6 nominations.,tt0092978
N/A,tt3014866
1 nomination.,tt1618442
4 wins & 14 nominations.,tt3850590
Won 1 Oscar. Another 16 wins & 37 nominations.,tt1386697
N/A,tt3416042
2 wins & 11 nominations.,tt0892332
N/A,tt3922754
N/A,tt0093546
N/A,tt1808518
1 nomination.,tt1734428
2 nominations.,tt1305890
3 nominations.,tt0476527
3 wins & 5 nominations.,tt3089778
1 win.,tt0006517
1 nomination.,tt0232002
N/A,tt0073706
3 wins & 16 nominations.,tt1628841
Nominated for 1 Oscar. Another 3 wins & 27 nominations.,tt2660888
N/A,tt0138986
Nominated for 1 Primetime Emmy. Another 1 win.,tt0119147
N/A,tt0205957
N/A,tt0075357
N/A,tt0083352
N/A,tt0199389
10 wins & 11 nominations.,tt0341266
2 wins & 3 nominations.,tt2585562
N/A,tt0266875
N/A,tt1301698
N/A,tt0476649
2 nominations.,tt0349333
N/A,tt0080827
1 nomination.,tt1433562
N/A,tt0897347
17 wins & 11 nominations.,tt1839596
13 wins & 15 nominations.,tt1230165
N/A,tt0207161
Nominated for 1 Oscar. Another 1 win & 1 nomination.,tt0066374
2 wins.,tt0410603
N/A,tt0400762
3 wins & 3 nominations.,tt1754000
N/A,tt0475217
N/A,tt0131110
3 nominations.,tt2427502
7 nominations.,tt2332883
N/A,tt3532608
1 win.,tt2124787
N/A,tt2769184
2 wins & 3 nominations.,tt1675197
1 nomination.,tt0473103
1 win.,tt2215457
1 nomination.,tt0464059
1 win & 28 nominations.,tt1386741
N/A,tt1355235
1 nomination.,tt0068941
1 nomination.,tt2364897
N/A,tt0875148
2 nominations.,tt0096282
1 nomination.,tt1692227
2 wins & 12 nominations.,tt3212392
17 wins & 14 nominations.,tt0425235
N/A,tt0197626
1 win & 2 nominations.,tt0443057
N/A,tt0239723
1 win.,tt0382711
2 wins & 2 nominations.,tt2952634
1 win & 2 nominations.,tt0089529
N/A,tt0078012
N/A,tt0069094
3 wins & 5 nominations.,tt0065662
N/A,tt0374212
N/A,tt2836376
N/A,tt4703660
N/A,tt3349884
N/A,tt3733678
N/A,tt3547900
3 wins & 1 nomination.,tt2062989
1 win.,tt0003471
N/A,tt0085665
1 win.,tt0173226
1 win & 4 nominations.,tt2338874
12 wins.,tt0492896
1 win & 5 nominations.,tt2841572
N/A,tt0074706
N/A,tt5309926
N/A,tt0431619
N/A,tt0110438
6 wins & 7 nominations.,tt0251756
N/A,tt0102701
N/A,tt0477857
4 wins & 1 nomination.,tt0211126
N/A,tt0201470
1 win & 1 nomination.,tt0098155
N/A,tt1616543
N/A,tt1866570
4 nominations.,tt1504261
N/A,tt0913262
N/A,tt0061450
N/A,tt0068161
N/A,tt0201060
N/A,tt0110577
4 wins & 2 nominations.,tt1155053
2 wins & 18 nominations.,tt1274295
16 wins & 10 nominations.,tt0296574
3 wins & 10 nominations.,tt2199711
15 wins & 14 nominations.,tt0488414
1 nomination.,tt0211934
1 nomination.,tt0136352
3 wins.,tt0220757
7 wins.,tt0099652
1 win & 2 nominations.,tt0495034
N/A,tt0104770
3 nominations.,tt2073070
6 wins & 33 nominations.,tt0284137
N/A,tt0080166
1 win.,tt0297814
5 wins & 13 nominations.,tt1836912
3 wins & 1 nomination.,tt0319020
N/A,tt0080156
3 wins & 15 nominations.,tt3495000
3 wins & 1 nomination.,tt0811066
2 wins & 17 nominations.,tt0151150
2 nominations.,tt0094374
N/A,tt0084921
1 win.,tt0364647
N/A,tt0076939
N/A,tt0077262
N/A,tt0079609
N/A,tt0080971
N/A,tt0079043
N/A,tt0080905
1 win & 1 nomination.,tt0290820
N/A,tt0086304
15 wins & 25 nominations.,tt1833673
N/A,tt1317478
N/A,tt0199813
3 wins & 14 nominations.,tt0441048
N/A,tt1754264
N/A,tt0067009
N/A,tt0293199
N/A,tt0473310
9 wins & 7 nominations.,tt2181831
2 wins & 7 nominations.,tt2932606
2 wins.,tt3471320
N/A,tt0426265
N/A,tt0246734
N/A,tt0991243
1 nomination.,tt3302706
N/A,tt0408730
7 wins & 2 nominations.,tt1469864
N/A,tt2193185
3 wins & 4 nominations.,tt2637276
N/A,tt1558575
N/A,tt1514425
N/A,tt0043953
1 win & 2 nominations.,tt2073679
1 win.,tt4203824
12 wins & 22 nominations.,tt3322420
N/A,tt2815072
1 win.,tt0341555
N/A,tt1727770
Nominated for 1 BAFTA Film Award. Another 4 wins & 24 nominations.,tt2293640
3 wins & 2 nominations.,tt2640474
N/A,tt0071274
N/A,tt0081439
N/A,tt0052906
N/A,tt0047835
2 nominations.,tt0050155
1 nomination.,tt0073451
1 nomination.,tt0065032
2 nominations.,tt0053879
N/A,tt2144007
N/A,tt0074087
1 win & 1 nomination.,tt3531852
2 wins & 7 nominations.,tt0154378
2 nominations.,tt1462050
4 wins & 6 nominations.,tt4024104
N/A,tt2463154
N/A,tt0049593
N/A,tt0430239
N/A,tt1730704
N/A,tt0174732
N/A,tt0111190
1 nomination.,tt0297120
N/A,tt0089984
1 win.,tt1018790
N/A,tt0433349
N/A,tt0102210
N/A,tt0760169
N/A,tt0114306
1 nomination.,tt0486761
N/A,tt0039750
3 nominations.,tt0336325
N/A,tt0186655
N/A,tt0954541
2 nominations.,tt1586740
1 nomination.,tt0167758
N/A,tt1038072
N/A,tt1129381
N/A,tt0382943
N/A,tt3307774
N/A,tt0844029
N/A,tt1259998
N/A,tt0186654
N/A,tt1204883
N/A,tt0800203
N/A,tt1270113
N/A,tt2493466
N/A,tt0419280
N/A,tt1291521
N/A,tt1087517
N/A,tt1094668
3 nominations.,tt0200755
2 wins.,tt0385890
N/A,tt0250990
1 win.,tt0918627
N/A,tt0405052
N/A,tt0436855
N/A,tt0115714
N/A,tt2279353
Nominated for 1 Golden Globe. Another 7 wins & 39 nominations.,tt1979388
6 wins & 24 nominations.,tt1355683
Won 1 Oscar. Another 7 wins & 32 nominations.,tt2379713
N/A,tt0099935
N/A,tt0086148
N/A,tt0068657
4 wins & 4 nominations.,tt0804492
N/A,tt0849470
N/A,tt0105717
N/A,tt0094786
9 wins & 6 nominations.,tt0082714
1 nomination.,tt0077734
4 wins.,tt0069235
1 nomination.,tt0065577
2 wins & 3 nominations.,tt0066988
3 wins.,tt0063288
1 nomination.,tt0060405
1 win & 1 nomination.,tt0066824
N/A,tt0056883
Won 1 Golden Globe. Another 1 win & 1 nomination.,tt0056995
N/A,tt0057274
2 wins & 3 nominations.,tt0055602
Nominated for 4 Golden Globes. Another 2 nominations.,tt0054678
N/A,tt0054442
6 wins & 3 nominations.,tt0054413
N/A,tt0054433
2 wins & 1 nomination.,tt0053032
N/A,tt0131097
1 nomination.,tt0046292
N/A,tt0048039
N/A,tt0050263
N/A,tt0047839
N/A,tt0903606
N/A,tt0102813
N/A,tt0081229
1 nomination.,tt0303929
N/A,tt1708497
N/A,tt1046245
N/A,tt1350512
1 nomination.,tt0117342
28 wins & 18 nominations.,tt3742378
N/A,tt0100265
N/A,tt1884369
1 nomination.,tt1670932
N/A,tt1554092
N/A,tt0165498
N/A,tt0900357
N/A,tt1865573
N/A,tt2381962
12 wins & 14 nominations.,tt1671616
8 nominations.,tt0848592
N/A,tt1986994
2 wins.,tt2449810
N/A,tt3557440
1 win.,tt3393070
N/A,tt3499424
1 win.,tt0380420
2 nominations.,tt0192618
1 win.,tt0057897
8 wins & 4 nominations.,tt1478804
N/A,tt0189072
2 nominations.,tt0166792
N/A,tt0369903
N/A,tt3025994
N/A,tt0800226
N/A,tt0299203
N/A,tt4296026
N/A,tt0498348
N/A,tt0094010
N/A,tt0166788
3 nominations.,tt0086412
1 win & 2 nominations.,tt0084150
1 nomination.,tt0084131
N/A,tt0071500
N/A,tt0363828
N/A,tt1190919
N/A,tt1662534
N/A,tt3514862
2 nominations.,tt3899796
1 win.,tt3086386
1 nomination.,tt4215766
1 nomination.,tt0151683
N/A,tt0078848
N/A,tt0067799
N/A,tt1097636
N/A,tt0189071
1 win & 1 nomination.,tt0253658
2 nominations.,tt0290057
N/A,tt0480461
N/A,tt1421378
1 nomination.,tt0357139
N/A,tt0433771
N/A,tt0189070
N/A,tt0867418
N/A,tt1295021
1 nomination.,tt0418141
N/A,tt2235542
2 nominations.,tt1777608
N/A,tt0191423
1 nomination.,tt2586070
1 nomination.,tt2162709
N/A,tt3043386
N/A,tt2948202
N/A,tt0192175
2 nominations.,tt0245380
N/A,tt0492878
N/A,tt0070641
N/A,tt0079463
1 nomination.,tt0138324
N/A,tt0061586
1 win & 1 nomination.,tt0040100
2 wins & 1 nomination.,tt0039682
Won 2 Primetime Emmys. Another 3 nominations.,tt0083909
1 win & 1 nomination.,tt0076206
2 wins & 1 nomination.,tt0066940
N/A,tt0067256
N/A,tt0070552
N/A,tt0199680
1 win.,tt0102629
Nominated for 2 Primetime Emmys. Another 1 nomination.,tt0473006
Nominated for 1 Primetime Emmy. Another 1 nomination.,tt3918650
1 nomination.,tt0484368
1 nomination.,tt2387443
N/A,tt0030128
N/A,tt1082588
1 win & 1 nomination.,tt0246641
Nominated for 2 Primetime Emmys. Another 1 nomination.,tt0246645
N/A,tt1260502
Nominated for 1 Primetime Emmy. Another 1 nomination.,tt0810895
N/A,tt0036933
1 win & 1 nomination.,tt3911200
N/A,tt0806102
N/A,tt1143143
N/A,tt2297894
N/A,tt0815456
N/A,tt1218030
N/A,tt0389074
N/A,tt0218388
1 win & 1 nomination.,tt1999192
5 nominations.,tt0164711
Nominated for 1 Oscar. Another 5 wins & 1 nomination.,tt1323941
1 win.,tt0048449
N/A,tt0820986
N/A,tt0039711
Won 4 Primetime Emmys. Another 4 wins & 8 nominations.,tt1474311
Nominated for 1 Primetime Emmy. Another 1 win & 1 nomination.,tt1020990
Nominated for 1 Primetime Emmy. Another 1 win & 1 nomination.,tt0318062
N/A,tt0035422
8 wins & 11 nominations.,tt1345777
7 wins & 14 nominations.,tt0267363
6 wins & 11 nominations.,tt1327035
1 nomination.,tt0466460
N/A,tt2338343
Won 1 Oscar. Another 1 win.,tt0024660
N/A,tt0808508
7 wins & 8 nominations.,tt0497365
2 wins.,tt1438214
7 nominations.,tt4319698
N/A,tt4209802
N/A,tt2461736
N/A,tt2058636
N/A,tt1295909
5 wins & 16 nominations.,tt0841150
5 wins & 7 nominations.,tt2855026
N/A,tt4086116
N/A,tt0395284
3 wins & 3 nominations.,tt0218440
N/A,tt0420076
N/A,tt0100448
N/A,tt0267536
N/A,tt1747967
N/A,tt0816671
1 nomination.,tt1296373
N/A,tt0085936
N/A,tt0400673
N/A,tt2301900
N/A,tt1161646
N/A,tt1293561
N/A,tt3234078
N/A,tt2637848
1 win & 1 nomination.,tt1980162
N/A,tt0094813
N/A,tt1930482
Nominated for 2 Oscars. Another 28 wins & 109 nominations.,tt2080374
3 wins & 20 nominations.,tt2884018
N/A,tt0055140
1 win & 1 nomination.,tt2325611
N/A,tt1726637
N/A,tt2628316
1 nomination.,tt2197088
N/A,tt1374990
N/A,tt1653874
N/A,tt0810990
18 wins & 8 nominations.,tt0128292
N/A,tt0066327
1 nomination.,tt0200208
N/A,tt0113112
N/A,tt3102360
N/A,tt0030448
1 win & 3 nominations.,tt1524930
1 win & 1 nomination.,tt2544120
4 wins & 3 nominations.,tt2428170
N/A,tt1637976
N/A,tt0051471
N/A,tt0208683
N/A,tt0051472
N/A,tt0041423
N/A,tt0167319
N/A,tt0167464
N/A,tt3257582
N/A,tt1468843
N/A,tt1226251
N/A,tt0875609
2 nominations.,tt3106120
N/A,tt0311146
N/A,tt0433537
N/A,tt2905674
N/A,tt3261302
N/A,tt2924442
N/A,tt3727824
N/A,tt4693418
1 nomination.,tt2334733
N/A,tt3816614
N/A,tt4145324
N/A,tt2937254
1 nomination.,tt3130734
1 nomination.,tt2967008
1 nomination.,tt2893490
5 wins & 4 nominations.,tt2048824
N/A,tt2547172
7 wins.,tt2828884
N/A,tt4442130
N/A,tt2758904
2 wins.,tt2950236
1 win & 4 nominations.,tt3336368
N/A,tt3033080
N/A,tt3564200
N/A,tt2784134
1 win & 2 nominations.,tt2673388
1 win.,tt0267817
1 nomination.,tt3717016
N/A,tt3103412
5 wins & 11 nominations.,tt3374816
N/A,tt3094236
N/A,tt3084028
N/A,tt3503840
N/A,tt1641841
N/A,tt4026600
N/A,tt1086363
N/A,tt0109433
N/A,tt0863093
N/A,tt1147760
7 wins & 5 nominations.,tt0117069
N/A,tt2290739
N/A,tt3382842
N/A,tt3593666
N/A,tt3133246
1 win.,tt2081274
N/A,tt1684548
1 win.,tt1322393
8 wins & 3 nominations.,tt2191612
N/A,tt0043325
N/A,tt1213917
N/A,tt0386095
1 win & 2 nominations.,tt0083102
3 wins & 1 nomination.,tt0407612
N/A,tt0452611
N/A,tt0444519
N/A,tt1698652
2 wins & 2 nominations.,tt0427461
N/A,tt0966582
3 wins.,tt0834541
1 nomination.,tt2062622
N/A,tt0910572
2 wins & 3 nominations.,tt2238839
N/A,tt3398066
N/A,tt1887746
N/A,tt3248600
N/A,tt2375844
N/A,tt4030442
1 nomination.,tt1629242
N/A,tt3266948
N/A,tt2123884
5 wins.,tt2122424
N/A,tt3013018
N/A,tt2267454
3 wins & 4 nominations.,tt3148348
1 nomination.,tt2145829
N/A,tt4257950
2 wins & 3 nominations.,tt2290113
N/A,tt0443334
N/A,tt3518096
4 nominations.,tt2790182
N/A,tt3525346
N/A,tt3563892
1 win.,tt2963344
N/A,tt0074853
N/A,tt0319371
N/A,tt0089010
N/A,tt0087480
N/A,tt0071717
N/A,tt0049642
1 win.,tt0455135
N/A,tt0024600
5 wins & 3 nominations.,tt0496325
1 win & 1 nomination.,tt2517558
N/A,tt0366919
N/A,tt1813757
N/A,tt0055294
1 nomination.,tt0409527
N/A,tt0067952
N/A,tt2577172
N/A,tt1321869
14 wins & 30 nominations.,tt2975590
3 wins.,tt2085783
1 win.,tt1822266
N/A,tt2196564
N/A,tt0233979
1 win & 1 nomination.,tt1590129
1 win & 1 nomination.,tt0249386
N/A,tt2355773
3 wins.,tt0396963
N/A,tt2321421
N/A,tt3446426
N/A,tt1906471
2 wins & 5 nominations.,tt1633989
2 wins & 7 nominations.,tt2991092
N/A,tt1018887
3 wins & 4 nominations.,tt2938416
N/A,tt0064334
Nominated for 1 BAFTA Film Award. Another 1 nomination.,tt0055827
N/A,tt0053348
2 nominations.,tt1534075
1 win.,tt0059631
1 win & 2 nominations.,tt3289126
N/A,tt2400002
N/A,tt0083824
N/A,tt2181959
1 win & 2 nominations.,tt3213622
N/A,tt3746298
N/A,tt3220528
2 wins & 3 nominations.,tt2242176
N/A,tt2559214
N/A,tt3462696
1 nomination.,tt2788556
N/A,tt2940280
3 wins.,tt1824904
N/A,tt2872724
N/A,tt3248132
N/A,tt3465074
N/A,tt0260320
1 win & 9 nominations.,tt1860238
2 wins & 1 nomination.,tt1700467
3 nominations.,tt0120805
7 nominations.,tt2542368
N/A,tt0100172
2 nominations.,tt1716753
N/A,tt2011972
N/A,tt0368197
N/A,tt0087746
1 nomination.,tt0113858
N/A,tt0107606
1 nomination.,tt0102484
N/A,tt0104942
N/A,tt0102489
N/A,tt0107631
4 wins.,tt0094407
N/A,tt1562899
N/A,tt2469760
3 wins & 2 nominations.,tt0309725
N/A,tt0858437
1 win & 1 nomination.,tt0099429
N/A,tt3520010
N/A,tt1672131
N/A,tt0136780
N/A,tt0471094
N/A,tt0184039
N/A,tt3661196
N/A,tt1663689
N/A,tt0961088
N/A,tt0105215
N/A,tt0241251
1 nomination.,tt2401147
N/A,tt3058618
N/A,tt3455826
N/A,tt2953240
N/A,tt3103284
N/A,tt2636814
N/A,tt1276106
N/A,tt2368537
N/A,tt0228711
N/A,tt0108283
1 win & 2 nominations.,tt0495023
1 win & 1 nomination.,tt0284028
N/A,tt0430457
5 nominations.,tt4340888
N/A,tt2739524
N/A,tt0153812
N/A,tt0335163
N/A,tt0117583
N/A,tt0104612
N/A,tt1063336
N/A,tt1082863
N/A,tt0835498
N/A,tt0807726
N/A,tt0114376
1 nomination.,tt1132288
2 wins & 1 nomination.,tt2290828
N/A,tt0117995
N/A,tt1480649
1 win.,tt1724982
N/A,tt1969149
N/A,tt1869315
N/A,tt0175694
N/A,tt0052233
N/A,tt0180207
N/A,tt0058419
N/A,tt0248568
N/A,tt0077735
N/A,tt0814365
N/A,tt0237680
N/A,tt0451033
Nominated for 2 Primetime Emmys. Another 2 wins & 1 nomination.,tt2095605
1 nomination.,tt1056101
1 win & 20 nominations.,tt1395054
2 wins & 7 nominations.,tt1602479
1 win & 1 nomination.,tt0100774
Nominated for 1 Oscar. Another 7 wins & 3 nominations.,tt0082095
8 wins & 15 nominations.,tt0452644
10 wins & 3 nominations.,tt0365479
N/A,tt0877349
N/A,tt2298304
15 wins & 14 nominations.,tt0449642
N/A,tt0039583
N/A,tt2391950
1 win & 1 nomination.,tt2176228
3 wins & 1 nomination.,tt0800199
3 wins & 4 nominations.,tt1508290
4 nominations.,tt1406160
N/A,tt0300957
1 win.,tt2184398
N/A,tt2289920
N/A,tt0046928
1 win & 1 nomination.,tt0333645
8 wins & 5 nominations.,tt1515205
1 win.,tt0403056
3 wins & 10 nominations.,tt0422458
2 nominations.,tt0421057
4 wins & 5 nominations.,tt2385195
1 win.,tt1618421
1 win.,tt2070883
5 wins & 3 nominations.,tt1090680
N/A,tt0050252
3 wins.,tt0871438
4 wins & 3 nominations.,tt2405372
N/A,tt0044621
N/A,tt1795050
N/A,tt0044085
N/A,tt1507351
3 wins & 8 nominations.,tt2664080
2 wins & 3 nominations.,tt0877621
1 win & 1 nomination.,tt0485061
5 wins.,tt2027091
3 nominations.,tt0366544
N/A,tt0065970
2 wins & 3 nominations.,tt4135218
N/A,tt0194119
2 nominations.,tt2448028
2 wins.,tt0495750
N/A,tt2359814
N/A,tt0051683
N/A,tt1258154
N/A,tt1010054
2 wins.,tt0449057
5 wins & 12 nominations.,tt3687186
4 wins & 1 nomination.,tt3341582
N/A,tt1337040
N/A,tt0029350
1 win.,tt0462703
1 nomination.,tt1366687
4 wins & 4 nominations.,tt1837574
2 nominations.,tt2468826
1 nomination.,tt0098165
N/A,tt0109421
1 win & 2 nominations.,tt1823096
Won 1 Oscar. Another 50 wins & 44 nominations.,tt2870648
N/A,tt0118686
2 nominations.,tt0113535
1 win & 13 nominations.,tt3511542
1 nomination.,tt0473028
1 nomination.,tt0168787
N/A,tt2228000
N/A,tt1274589
N/A,tt0079135
1 win & 1 nomination.,tt2245151
1 nomination.,tt0088200
1 win & 3 nominations.,tt0119923
2 wins & 4 nominations.,tt1587119
1 win.,tt0091106
2 nominations.,tt4692656
1 win & 2 nominations.,tt2027255
4 nominations.,tt0303151
N/A,tt0487176
1 nomination.,tt1722638
N/A,tt3108584
N/A,tt2342207
N/A,tt0049103
2 nominations.,tt3171886
N/A,tt0259017
N/A,tt0208037
N/A,tt0098089
N/A,tt0115788
N/A,tt2184207
N/A,tt0365797
N/A,tt2180168
5 wins.,tt0993755
5 wins.,tt1093374
2 wins & 3 nominations.,tt1198220
2 wins & 2 nominations.,tt2113809
N/A,tt0312612
N/A,tt0304636
N/A,tt1541123
N/A,tt2287663
N/A,tt0156391
N/A,tt1663673
N/A,tt2231138
N/A,tt0075345
1 win & 1 nomination.,tt0314226
N/A,tt0237765
N/A,tt0887143
N/A,tt0049095
N/A,tt0052338
3 wins.,tt1190905
N/A,tt0459437
N/A,tt0055508
3 wins & 2 nominations.,tt0114096
N/A,tt0038222
N/A,tt0125015
N/A,tt0075850
N/A,tt0207374
N/A,tt0132933
N/A,tt0067017
N/A,tt0068313
N/A,tt0065723
N/A,tt0064939
N/A,tt0064160
N/A,tt0061504
N/A,tt0058088
N/A,tt0052920
N/A,tt0061719
20 wins & 16 nominations.,tt0890885
1 win & 1 nomination.,tt3300572
3 wins & 2 nominations.,tt2558318
5 wins & 9 nominations.,tt2790236
N/A,tt0141871
N/A,tt1571730
N/A,tt0234512
N/A,tt0058025
N/A,tt0284060
N/A,tt0284061
1 win.,tt0058026
N/A,tt0370987
N/A,tt0497915
2 wins & 5 nominations.,tt2268016
N/A,tt0104149
N/A,tt0074289
9 wins & 7 nominations.,tt4741170
1 nomination.,tt3270108
1 nomination.,tt2828954
3 nominations.,tt0101548
1 win & 7 nominations.,tt0094841
2 nominations.,tt0091244
1 nomination.,tt0087310
3 wins & 1 nomination.,tt0086372
2 wins & 1 nomination.,tt0078963
1 win & 5 nominations.,tt0075364
N/A,tt0068868
3 wins & 1 nomination.,tt0067896
N/A,tt0064959
N/A,tt0059535
N/A,tt0059428
1 win & 1 nomination.,tt0057006
Nominated for 1 Golden Globe. Another 2 wins & 2 nominations.,tt0057532
3 wins.,tt0053724
2 wins.,tt0052073
N/A,tt0053710
N/A,tt2466212
1 win & 1 nomination.,tt1560720
1 win & 1 nomination.,tt2091343
N/A,tt1615902
1 nomination.,tt1675163
N/A,tt0116224
N/A,tt0026003
1 nomination.,tt0104365
N/A,tt2317171
1 win.,tt0138444
N/A,tt1262406
N/A,tt2704578
N/A,tt0472576
N/A,tt3902698
N/A,tt2585548
N/A,tt0078144
N/A,tt0131349
1 win & 2 nominations.,tt0107702
N/A,tt0156859
1 win & 1 nomination.,tt1612782
1 win & 2 nominations.,tt0371835
1 win.,tt2356500
N/A,tt0218121
N/A,tt0117794
N/A,tt3576038
1 win & 2 nominations.,tt3267194
1 nomination.,tt0787500
4 wins & 3 nominations.,tt1703231
N/A,tt0112674
3 wins & 3 nominations.,tt1288589
N/A,tt1727816
2 wins.,tt2014225
N/A,tt0085366
1 nomination.,tt0105527
N/A,tt0097707
2 wins & 1 nomination.,tt0826752
N/A,tt1130993
2 wins & 10 nominations.,tt0386669
1 nomination.,tt0107046
N/A,tt0095663
2 wins & 1 nomination.,tt2010976
N/A,tt3301196
N/A,tt0082134
1 win & 2 nominations.,tt1699128
N/A,tt0884038
Won 1 Oscar. Another 31 wins & 54 nominations.,tt3040964
N/A,tt1286785
3 wins & 5 nominations.,tt3819668
1 nomination.,tt0074475
N/A,tt0067104
N/A,tt0062829
3 nominations.,tt4274822
N/A,tt0197800
N/A,tt0167479
N/A,tt0071121
N/A,tt0041858
N/A,tt1137470
Won 1 Primetime Emmy. Another 6 wins & 5 nominations.,tt0074006
6 nominations.,tt1087832
N/A,tt0487037
4 wins & 7 nominations.,tt0929261
N/A,tt0476293
1 win & 2 nominations.,tt2979920
N/A,tt0051349
2 wins & 5 nominations.,tt1617145
2 wins.,tt1729615
N/A,tt0077225
N/A,tt0070026
N/A,tt0067526
N/A,tt0122247
N/A,tt0069794
N/A,tt0069547
7 wins.,tt1201135
N/A,tt0117077
N/A,tt2388759
N/A,tt0118827
3 wins & 1 nomination.,tt0138529
N/A,tt1995477
N/A,tt0071400
1 nomination.,tt1592265
1 nomination.,tt0795403
1 win & 1 nomination.,tt1825806
1 win & 1 nomination.,tt2146834
1 nomination.,tt0108135
2 wins & 3 nominations.,tt0981286
1 nomination.,tt1543566
2 wins & 1 nomination.,tt0246834
1 nomination.,tt1307897
1 win.,tt1243939
1 win.,tt1942972
2 nominations.,tt1331126
1 win.,tt3213222
1 nomination.,tt0411377
1 win & 2 nominations.,tt0480827
N/A,tt0768131
2 wins.,tt1303232
4 wins & 2 nominations.,tt4056808
Nominated for 1 Oscar. Another 2 wins & 1 nomination.,tt0071636
2 wins & 4 nominations.,tt0847759
7 wins & 5 nominations.,tt1638355
N/A,tt3470838
N/A,tt0460943
1 nomination.,tt2040367
1 nomination.,tt0102882
N/A,tt1242544
N/A,tt0313608
N/A,tt1951176
1 win & 2 nominations.,tt1703919
N/A,tt0223856
1 win & 1 nomination.,tt2011300
1 win.,tt0844474
1 win.,tt0416041
1 win.,tt1210355
N/A,tt4324302
N/A,tt0818602
2 wins.,tt1652361
1 win & 1 nomination.,tt0094827
N/A,tt1457759
2 wins & 4 nominations.,tt2338062
7 wins & 8 nominations.,tt1365598
N/A,tt0100633
2 nominations.,tt1145152
1 win.,tt0163318
1 win.,tt1001333
1 win & 1 nomination.,tt2140429
N/A,tt0072260
N/A,tt0116646
N/A,tt1670269
3 wins & 1 nomination.,tt2327541
3 wins & 1 nomination.,tt1390397
1 nomination.,tt2505376
N/A,tt1791681
2 nominations.,tt2140423
N/A,tt3799088
N/A,tt2466320
8 wins & 10 nominations.,tt2822400
2 wins & 1 nomination.,tt3339674
N/A,tt3895884
1 nomination.,tt3094252
3 wins & 17 nominations.,tt3488710
Nominated for 1 Oscar. Another 4 nominations.,tt4172430
N/A,tt2106651
1 nomination.,tt3098306
N/A,tt0198769
N/A,tt0075109
N/A,tt4382618
N/A,tt0108480
1 nomination.,tt3093520
1 nomination.,tt0961209
N/A,tt3137764
1 win & 1 nomination.,tt0294264
4 wins & 11 nominations.,tt2098628
N/A,tt0052606
N/A,tt0076127
N/A,tt0066886
N/A,tt0087022
1 win.,tt0097076
1 win & 2 nominations.,tt3121332
1 nomination.,tt4437046
N/A,tt0103878
N/A,tt0243604
N/A,tt0133314
N/A,tt1566948
6 wins & 2 nominations.,tt0256627
N/A,tt1753476
4 nominations.,tt1756415
N/A,tt1535429
4 wins & 11 nominations.,tt1002536
3 wins & 3 nominations.,tt1680089
4 wins & 8 nominations.,tt1261055
2 wins & 3 nominations.,tt1548559
4 nominations.,tt1904929
3 wins & 1 nomination.,tt1408062
1 win.,tt2550838
1 win & 3 nominations.,tt1724553
1 win & 3 nominations.,tt1964795
3 wins.,tt2043888
2 wins & 5 nominations.,tt1082007
3 wins & 3 nominations.,tt2006781
N/A,tt1513803
2 nominations.,tt1509743
2 wins & 5 nominations.,tt2076251
3 nominations.,tt1669625
2 wins & 10 nominations.,tt1065305
8 wins & 7 nominations.,tt1371700
2 wins & 2 nominations.,tt1680099
6 wins & 14 nominations.,tt1866205
N/A,tt1694539
N/A,tt1715356
3 wins & 2 nominations.,tt1900959
7 wins & 12 nominations.,tt1261056
7 wins & 8 nominations.,tt0415006
2 wins & 5 nominations.,tt1698566
3 wins & 2 nominations.,tt2299792
N/A,tt2166285
3 wins & 14 nominations.,tt1521090
2 wins & 3 nominations.,tt2226407
8 wins & 9 nominations.,tt2290789
N/A,tt2328487
N/A,tt2461908
7 wins & 14 nominations.,tt2370096
3 wins & 8 nominations.,tt2427968
5 nominations.,tt1680095
6 wins & 1 nomination.,tt2058597
N/A,tt3345966
N/A,tt2473532
4 nominations.,tt2636178
2 wins & 5 nominations.,tt2751576
N/A,tt2483050
2 wins & 6 nominations.,tt1951299
2 wins & 1 nomination.,tt2302531
N/A,tt3761504
6 nominations.,tt2767948
2 wins & 1 nomination.,tt2882850
1 nomination.,tt2447934
1 win.,tt2573226
2 nominations.,tt2997896
1 win & 1 nomination.,tt1523493
7 wins & 22 nominations.,tt3438354
N/A,tt3485114
2 nominations.,tt2401715
3 wins & 3 nominations.,tt1992156
1 nomination.,tt3628598
12 wins & 17 nominations.,tt1054677
N/A,tt3296204
11 wins & 7 nominations.,tt3078718
4 nominations.,tt2234543
2 wins.,tt2406992
N/A,tt3254706
1 win & 8 nominations.,tt2491500
17 wins & 13 nominations.,tt1365490
3 wins & 3 nominations.,tt2385784
8 wins & 7 nominations.,tt2418510
2 nominations.,tt2390283
1 nomination.,tt4065308
2 wins & 4 nominations.,tt3107708
N/A,tt1029364
2 wins & 20 nominations.,tt0402912
2 nominations.,tt0418259
20 wins & 25 nominations.,tt1351672
2 wins & 6 nominations.,tt0114368
6 wins & 13 nominations.,tt0102693
2 wins & 9 nominations.,tt1285243
4 wins & 5 nominations.,tt1523406
1 win & 3 nominations.,tt0382804
1 win & 7 nominations.,tt1509631
6 wins & 14 nominations.,tt0474917
17 wins & 28 nominations.,tt1075114
