awards,imdb_id
1 win.,tt0397103
N/A,tt0091027
5 wins & 6 nominations.,tt0356999
N/A,tt0064555
2 wins & 8 nominations.,tt0088001
Nominated for 1 Golden Globe. Another 1 nomination.,tt0070022
1 win.,tt0088855
Nominated for 2 Oscars. Another 13 wins & 2 nominations.,tt0076085
N/A,tt0036431
3 wins.,tt0261552
Won 1 Oscar. Another 9 wins & 1 nomination.,tt0093488
2 nominations.,tt0274155
N/A,tt0376717
N/A,tt0337881
Nominated for 1 Oscar. Another 3 nominations.,tt0076211
N/A,tt0043590
N/A,tt0066849
Nominated for 2 Oscars. Another 2 wins & 6 nominations.,tt0084591
N/A,tt0072245
2 wins.,tt0097195
2 wins & 1 nomination.,tt0106438
1 nomination.,tt0075753
3 wins & 1 nomination.,tt0064866
N/A,tt0058947
2 wins & 8 nominations.,tt0095217
2 wins & 4 nominations.,tt0074806
1 win & 3 nominations.,tt0071502
N/A,tt0063991
4 wins & 4 nominations.,tt0061613
1 nomination.,tt0235712
13 wins & 21 nominations.,tt0386342
1 win & 3 nominations.,tt0105097
1 nomination.,tt0033868
N/A,tt0072206
Nominated for 7 Oscars. Another 2 wins & 3 nominations.,tt0060491
N/A,tt0067610
10 wins & 12 nominations.,tt0219288
7 wins & 3 nominations.,tt0058003
N/A,tt0075165
3 wins.,tt0022183
N/A,tt0020475
2 wins & 2 nominations.,tt0088083
Nominated for 2 Primetime Emmys. Another 2 nominations.,tt0362389
1 nomination.,tt0040558
22 wins & 18 nominations.,tt0201631
1 win.,tt0084868
Nominated for 2 Oscars. Another 1 win.,tt0033238
Won 1 Oscar. Another 4 wins & 1 nomination.,tt0095341
Nominated for 1 Oscar. Another 6 wins & 1 nomination.,tt0066904
N/A,tt0086136
1 nomination.,tt0063821
Nominated for 1 Golden Globe. Another 3 nominations.,tt0057329
Won 1 Oscar. Another 1 win & 6 nominations.,tt0048317
1 win & 1 nomination.,tt0040497
N/A,tt0033388
2 nominations.,tt0073424
2 wins.,tt0056111
1 win.,tt0000417
22 wins & 6 nominations.,tt0331370
4 wins.,tt0075404
2 nominations.,tt0319970
1 nomination.,tt0055805
N/A,tt0384833
N/A,tt0287138
1 nomination.,tt0374584
N/A,tt0428144
1 nomination.,tt0350232
3 wins & 9 nominations.,tt0118020
8 wins & 3 nominations.,tt0100024
N/A,tt0039768
5 wins & 10 nominations.,tt0077318
7 wins.,tt0064975
3 wins.,tt0063876
N/A,tt0102288
1 win & 1 nomination.,tt0104373
9 wins & 10 nominations.,tt0155796
26 wins & 4 nominations.,tt0097694
3 wins & 18 nominations.,tt0338706
2 wins & 8 nominations.,tt0388838
5 wins & 4 nominations.,tt0325234
Won 5 Oscars. Another 2 wins & 7 nominations.,tt0037465
Won 1 Oscar. Another 3 nominations.,tt0033407
1 win & 10 nominations.,tt0371724
13 wins & 7 nominations.,tt0378215
2 wins & 5 nominations.,tt0405743
1 win & 1 nomination.,tt0085496
N/A,tt0078251
N/A,tt0072926
Nominated for 1 Oscar. Another 3 nominations.,tt0053957
2 nominations.,tt0067763
3 wins.,tt0072962
2 wins.,tt0345591
2 wins & 4 nominations.,tt0384806
1 win & 1 nomination.,tt0277909
5 wins & 4 nominations.,tt0275182
Nominated for 6 Primetime Emmys. Another 4 nominations.,tt0401504
N/A,tt0065597
N/A,tt0036260
1 nomination.,tt0041088
12 wins & 9 nominations.,tt0093258
Nominated for 2 BAFTA Film Awards. Another 4 wins.,tt0043809
8 wins & 6 nominations.,tt0384369
2 nominations.,tt0079180
6 wins & 8 nominations.,tt0355857
1 win.,tt0403537
N/A,tt0360216
N/A,tt0372334
3 nominations.,tt0362004
N/A,tt0398971
N/A,tt0192766
1 win & 3 nominations.,tt0391304
1 nomination.,tt0388183
N/A,tt0354595
N/A,tt0206113
Nominated for 1 Oscar. Another 3 wins & 10 nominations.,tt1016268
1 nomination.,tt0329774
N/A,tt0361498
5 wins & 14 nominations.,tt0320661
5 wins & 11 nominations.,tt0397065
Won 3 Oscars. Another 64 wins & 111 nominations.,tt0375679
3 nominations.,tt0347369
5 wins & 8 nominations.,tt0370986
N/A,tt0089601
N/A,tt0048233
Won 1 BAFTA Film Award. Another 2 nominations.,tt0059956
2 wins & 2 nominations.,tt0177747
1 win.,tt0066602
Nominated for 1 Oscar. Another 5 wins & 5 nominations.,tt0053602
Nominated for 1 Oscar. Another 3 wins & 5 nominations.,tt0063141
Won 1 Oscar. Another 1 win & 6 nominations.,tt0028216
1 win & 1 nomination.,tt0021571
1 nomination.,tt0045361
N/A,tt0021739
1 win & 2 nominations.,tt0085501
N/A,tt0031826
Won 1 Oscar. Another 6 wins & 5 nominations.,tt0040765
3 wins & 1 nomination.,tt0111341
N/A,tt0031754
15 wins & 2 nominations.,tt0413893
Won 2 BAFTA Film Awards. Another 3 wins & 4 nominations.,tt0064541
Won 1 Oscar. Another 1 win & 5 nominations.,tt0036022
1 win & 3 nominations.,tt0090248
N/A,tt0218864
7 wins & 4 nominations.,tt0387892
2 nominations.,tt0019777
Nominated for 1 Oscar. Another 15 wins.,tt0052654
2 wins & 2 nominations.,tt0263467
1 nomination.,tt0040740
Nominated for 1 Oscar. Another 10 wins & 20 nominations.,tt0093664
1 win & 6 nominations.,tt0245090
13 wins & 2 nominations.,tt0116767
N/A,tt0441758
2 wins & 1 nomination.,tt0332285
5 wins & 14 nominations.,tt0395173
1 win & 1 nomination.,tt0374273
10 wins & 3 nominations.,tt0280381
Nominated for 1 Golden Globe. Another 1 nomination.,tt0073109
N/A,tt0036983
4 wins & 4 nominations.,tt0096740
N/A,tt0007613
4 wins & 5 nominations.,tt0291832
3 wins & 2 nominations.,tt0292242
1 win & 5 nominations.,tt0342272
1 nomination.,tt0057254
1 nomination.,tt0370244
3 wins & 1 nomination.,tt0379357
1 nomination.,tt0342258
12 wins & 4 nominations.,tt0106305
18 wins & 8 nominations.,tt0119626
1 win & 2 nominations.,tt0074252
8 wins & 8 nominations.,tt0104782
1 nomination.,tt0099472
N/A,tt0031066
2 wins & 2 nominations.,tt0397619
Nominated for 1 Oscar. Another 25 wins & 56 nominations.,tt0121766
7 nominations.,tt0384642
1 win & 10 nominations.,tt0369735
Nominated for 1 Oscar. Another 1 win & 2 nominations.,tt0078736
1 win & 1 nomination.,tt0025037
8 wins & 3 nominations.,tt0379577
N/A,tt0365109
N/A,tt0032637
9 wins & 24 nominations.,tt0337721
Won 1 Oscar. Another 11 wins & 9 nominations.,tt0055913
Nominated for 3 Oscars. Another 1 nomination.,tt0029971
N/A,tt0086303
3 nominations.,tt0266408
1 nomination.,tt0270911
1 win & 2 nominations.,tt0411705
N/A,tt0037415
4 wins & 1 nomination.,tt0307213
8 wins & 4 nominations.,tt0393775
N/A,tt0035790
2 wins.,tt0035664
4 wins & 31 nominations.,tt0351283
41 wins & 15 nominations.,tt0381429
N/A,tt0071080
N/A,tt0106233
8 wins & 9 nominations.,tt0438205
N/A,tt0420952
3 nominations.,tt0449086
2 wins & 17 nominations.,tt0398165
3 wins & 3 nominations.,tt0384504
1 win & 1 nomination.,tt0119709
Nominated for 3 Oscars. Another 16 wins & 41 nominations.,tt0352248
1 win & 14 nominations.,tt0403508
1 win & 7 nominations.,tt0355702
1 win & 1 nomination.,tt0344604
N/A,tt0436727
9 wins & 18 nominations.,tt0356910
1 win & 10 nominations.,tt0424774
6 wins & 7 nominations.,tt0338095
1 win & 3 nominations.,tt0373908
13 wins & 27 nominations.,tt0437407
Nominated for 1 BAFTA Film Award. Another 16 wins & 2 nominations.,tt0103105
3 nominations.,tt0377084
11 wins & 9 nominations.,tt0388139
N/A,tt0106676
1 win & 4 nominations.,tt0135706
13 wins & 10 nominations.,tt0387914
2 wins.,tt0097444
Won 2 Oscars. Another 1 win & 5 nominations.,tt0038303
1 win & 9 nominations.,tt0411291
Nominated for 1 BAFTA Film Award. Another 1 nomination.,tt0058153
Won 2 Primetime Emmys. Another 1 nomination.,tt0184424
Nominated for 8 Oscars. Another 4 wins & 3 nominations.,tt0043949
Nominated for 1 Oscar. Another 1 nomination.,tt0045607
Nominated for 1 Oscar. Another 14 wins & 72 nominations.,tt0372784
1 win.,tt0362417
3 nominations.,tt0399102
9 wins & 17 nominations.,tt0344273
2 wins & 3 nominations.,tt0380623
9 wins & 20 nominations.,tt0382189
1 win & 1 nomination.,tt0382073
N/A,tt0405861
1 win.,tt0356443
6 wins & 9 nominations.,tt0384488
2 wins & 6 nominations.,tt0400497
2 wins & 2 nominations.,tt0381717
2 wins & 15 nominations.,tt0418819
2 wins & 13 nominations.,tt0374536
1 win & 3 nominations.,tt0436724
2 wins & 2 nominations.,tt0400420
1 nomination.,tt0275408
Nominated for 1 Oscar. Another 1 win & 1 nomination.,tt0026104
N/A,tt0062861
Nominated for 1 Oscar. Another 1 win & 1 nomination.,tt0028401
22 wins & 15 nominations.,tt0415978
4 wins & 13 nominations.,tt0395125
4 wins & 13 nominations.,tt0420251
N/A,tt0381270
3 nominations.,tt0380687
11 wins & 6 nominations.,tt0408777
Won 2 Oscars. Another 2 wins & 4 nominations.,tt0049778
Nominated for 3 Oscars. Another 6 wins & 14 nominations.,tt0078444
N/A,tt0043955
Nominated for 1 Oscar. Another 1 win.,tt0044896
N/A,tt0337945
N/A,tt0385990
N/A,tt0364079
1 nomination.,tt0365478
N/A,tt0069436
1 nomination.,tt0078133
Nominated for 1 Oscar. Another 9 wins.,tt0069035
N/A,tt0036582
N/A,tt0026129
1 win & 5 nominations.,tt0106613
5 nominations.,tt0104201
1 win & 1 nomination.,tt0043526
N/A,tt0071514
1 win & 2 nominations.,tt0108410
N/A,tt0185284
N/A,tt0101694
N/A,tt0030696
N/A,tt0167116
7 wins & 9 nominations.,tt0366287
6 wins & 4 nominations.,tt0072637
N/A,tt0031060
N/A,tt0071960
2 nominations.,tt0367188
N/A,tt0032284
N/A,tt0325596
Nominated for 3 Oscars. Another 14 wins & 44 nominations.,tt0407304
Nominated for 1 Oscar. Another 11 wins & 7 nominations.,tt0079596
N/A,tt0067148
Nominated for 3 Oscars. Another 4 nominations.,tt0060445
N/A,tt0061405
Won 1 Oscar. Another 21 wins & 15 nominations.,tt0428803
1 win & 1 nomination.,tt0407342
1 nomination.,tt0119429
N/A,tt0455507
N/A,tt0071221
2 nominations.,tt0376108
9 wins & 12 nominations.,tt0380485
12 nominations.,tt0103838
5 nominations.,tt0382628
Won 1 BAFTA Film Award. Another 20 wins & 13 nominations.,tt0411270
3 wins & 12 nominations.,tt0120667
Nominated for 1 Oscar. Another 17 wins & 12 nominations.,tt0436613
2 wins & 2 nominations.,tt0299478
2 wins.,tt0239509
11 wins & 11 nominations.,tt0396269
6 nominations.,tt0361693
N/A,tt0078924
Nominated for 3 Oscars. Another 2 wins & 1 nomination.,tt0073113
1 win & 1 nomination.,tt0098383
N/A,tt0122768
N/A,tt0037611
1 win & 4 nominations.,tt0409184
N/A,tt0122029
Nominated for 1 Oscar. Another 12 wins & 6 nominations.,tt0053856
1 win.,tt0363029
1 nomination.,tt0066154
Nominated for 1 Oscar. Another 1 win & 2 nominations.,tt0052296
Nominated for 2 Oscars. Another 1 nomination.,tt0044419
1 nomination.,tt0416499
11 wins & 7 nominations.,tt0357037
2 wins & 4 nominations.,tt0381637
N/A,tt0435100
8 wins & 3 nominations.,tt0118015
Won 1 Oscar. Another 25 wins & 46 nominations.,tt0410097
3 wins & 3 nominations.,tt0099740
Nominated for 1 Golden Globe. Another 1 win.,tt0060120
N/A,tt0034922
N/A,tt0330111
2 wins & 3 nominations.,tt0327753
1 win & 6 nominations.,tt0399201
1 win & 4 nominations.,tt0408524
10 wins & 5 nominations.,tt0395584
1 win & 5 nominations.,tt0403217
5 wins & 9 nominations.,tt0376800
1 nomination.,tt0405325
2 nominations.,tt0382992
1 nomination.,tt0417001
6 nominations.,tt0436078
Nominated for 1 Oscar. Another 2 nominations.,tt0090223
Nominated for 4 Oscars. Another 5 wins & 13 nominations.,tt0060453
3 nominations.,tt0105577
N/A,tt0066109
N/A,tt0025351
N/A,tt0116791
11 wins & 1 nomination.,tt0378897
4 nominations.,tt0104155
1 nomination.,tt0323630
N/A,tt0193364
9 wins & 9 nominations.,tt0379786
1 win.,tt0446320
Nominated for 1 Oscar. Another 3 wins & 3 nominations.,tt0095515
1 win & 1 nomination.,tt0417182
2 wins.,tt0073707
5 wins & 12 nominations.,tt0412019
1 win & 8 nominations.,tt0098019
10 wins & 3 nominations.,tt0140825
26 wins & 2 nominations.,tt0150992
1 win.,tt0023775
N/A,tt0045186
Nominated for 2 BAFTA Film Awards. Another 7 wins & 1 nomination.,tt0043362
Nominated for 1 Oscar. Another 2 wins & 3 nominations.,tt0043560
1 win & 2 nominations.,tt0368774
1 nomination.,tt0241073
N/A,tt0290747
N/A,tt0061398
5 wins & 14 nominations.,tt0377818
1 nomination.,tt0406650
2 nominations.,tt0371939
Nominated for 1 Oscar. Another 21 wins & 27 nominations.,tt0418773
3 wins & 10 nominations.,tt0367652
5 nominations.,tt0397101
5 wins & 9 nominations.,tt0430105
1 nomination.,tt0326905
2 wins & 2 nominations.,tt0348505
1 win & 2 nominations.,tt0381505
21 wins & 15 nominations.,tt0427312
18 wins & 1 nomination.,tt0077138
Nominated for 2 Golden Globes. Another 6 wins & 15 nominations.,tt0443518
N/A,tt0246404
N/A,tt0069121
N/A,tt0052619
N/A,tt0057542
N/A,tt0056579
N/A,tt0073600
1 win & 2 nominations.,tt0380164
1 win & 3 nominations.,tt0274659
1 win & 2 nominations.,tt0259127
N/A,tt0067900
6 wins & 6 nominations.,tt0317042
11 wins.,tt0378407
N/A,tt0089839
3 wins & 15 nominations.,tt0396184
N/A,tt0028517
1 win.,tt0361715
1 nomination.,tt0050126
4 wins & 4 nominations.,tt0424237
N/A,tt0032404
N/A,tt0047834
1 win.,tt0204058
N/A,tt0202623
10 wins & 7 nominations.,tt0332381
2 nominations.,tt0098453
N/A,tt0029120
1 win & 5 nominations.,tt0472536
Won 1 Primetime Emmy. Another 3 nominations.,tt0101550
Nominated for 3 Golden Globes. Another 3 wins & 7 nominations.,tt0077952
Nominated for 6 Golden Globes. Another 3 nominations.,tt0049830
4 wins & 5 nominations.,tt0291905
30 wins & 3 nominations.,tt0375611
10 wins & 19 nominations.,tt0405422
3 nominations.,tt0326036
N/A,tt0032356
1 win & 2 nominations.,tt0367153
2 wins & 9 nominations.,tt0421239
N/A,tt0363768
N/A,tt0051899
8 wins & 34 nominations.,tt0347473
12 wins.,tt0112870
Nominated for 2 BAFTA Film Awards. Another 6 wins & 5 nominations.,tt0089052
1 win.,tt0387233
Nominated for 4 Oscars. Another 1 win & 1 nomination.,tt0044937
26 wins & 34 nominations.,tt0387898
27 wins & 4 nominations.,tt0113918
4 wins & 1 nomination.,tt0133385
N/A,tt0051816
3 wins & 3 nominations.,tt0374248
3 wins & 1 nomination.,tt0091341
23 wins & 8 nominations.,tt0117905
N/A,tt0403016
2 nominations.,tt0361089
4 wins & 5 nominations.,tt0355295
N/A,tt0035798
N/A,tt0034521
4 wins & 8 nominations.,tt0300270
2 wins & 4 nominations.,tt0378661
N/A,tt0401244
N/A,tt0402901
3 nominations.,tt0434424
N/A,tt0407732
Won 1 Oscar. Another 35 wins & 68 nominations.,tt0387131
N/A,tt0388482
N/A,tt0462333
1 win & 1 nomination.,tt0425123
Nominated for 1 Golden Globe. Another 4 wins & 5 nominations.,tt0377107
2 wins & 2 nominations.,tt0399295
N/A,tt0428251
N/A,tt0384286
7 wins & 4 nominations.,tt0404030
5 wins & 4 nominations.,tt0318761
4 wins & 2 nominations.,tt0429177
1 win.,tt0356159
2 wins & 1 nomination.,tt0291928
Won 2 Oscars. Another 4 nominations.,tt0029047
N/A,tt0025580
N/A,tt0119565
1 win.,tt0103243
4 wins & 1 nomination.,tt0385690
2 wins.,tt0085267
N/A,tt0086192
Nominated for 1 Primetime Emmy. Another 3 wins & 13 nominations.,tt0400063
N/A,tt0302361
N/A,tt0064026
2 wins & 1 nomination.,tt0095403
1 nomination.,tt0031514
N/A,tt0024183
7 wins & 21 nominations.,tt0386005
1 win & 1 nomination.,tt0028818
N/A,tt0031377
N/A,tt0032536
4 wins & 3 nominations.,tt0436971
N/A,tt0066612
1 win.,tt0063811
N/A,tt0066732
3 wins.,tt0058138
N/A,tt0059079
Won 1 Oscar. Another 1 win & 4 nominations.,tt0032671
3 nominations.,tt0419706
2 wins.,tt0421054
N/A,tt0348333
4 nominations.,tt0402022
2 wins & 1 nomination.,tt0087289
N/A,tt0103239
2 wins & 1 nomination.,tt0350261
1 win & 1 nomination.,tt0399327
3 wins & 1 nomination.,tt0430651
3 wins & 3 nominations.,tt0080149
1 win.,tt0025318
6 wins & 3 nominations.,tt0448267
2 wins & 2 nominations.,tt0283952
Nominated for 1 Oscar. Another 2 nominations.,tt0078952
4 wins & 9 nominations.,tt0331338
4 wins & 9 nominations.,tt0404032
2 wins & 6 nominations.,tt0408790
Nominated for 1 Oscar. Another 8 wins & 28 nominations.,tt0121164
3 wins.,tt0385002
Nominated for 2 Oscars. Another 37 wins & 78 nominations.,tt0399146
2 wins & 4 nominations.,tt0380599
3 nominations.,tt0388980
Won 1 Oscar. Another 58 wins & 86 nominations.,tt0379725
1 nomination.,tt0031983
N/A,tt0066767
N/A,tt0428725
N/A,tt0385700
1 win & 2 nominations.,tt0428430
2 wins & 6 nominations.,tt0403455
1 nomination.,tt0339642
1 win & 2 nominations.,tt0378109
1 win & 1 nomination.,tt0406158
5 wins & 2 nominations.,tt0366780
2 wins & 3 nominations.,tt0212292
8 wins & 2 nominations.,tt0375233
12 wins & 6 nominations.,tt0445161
1 nomination.,tt0376006
N/A,tt0109099
1 nomination.,tt0042477
N/A,tt0363276
1 nomination.,tt0397530
N/A,tt0036191
N/A,tt0095607
Won 1 Oscar. Another 38 wins & 25 nominations.,tt0312004
3 wins & 22 nominations.,tt0429078
5 wins & 16 nominations.,tt0373469
N/A,tt0370082
7 wins & 4 nominations.,tt0456912
2 wins & 2 nominations.,tt0472458
8 wins & 1 nomination.,tt0095467
N/A,tt0032194
1 nomination.,tt0454792
1 win & 6 nominations.,tt0402057
N/A,tt0367555
1 nomination.,tt0066516
3 wins & 3 nominations.,tt0100681
Nominated for 1 Oscar. Another 4 wins & 2 nominations.,tt0036891
1 win & 6 nominations.,tt0380389
1 win & 2 nominations.,tt0395543
5 wins & 2 nominations.,tt0424509
Won 5 Golden Globes. Another 57 wins & 42 nominations.,tt0318997
2 wins & 2 nominations.,tt0378793
N/A,tt0092240
4 wins & 4 nominations.,tt0417658
N/A,tt0072235
Won 1 Primetime Emmy. Another 2 nominations.,tt0099197
1 win & 7 nominations.,tt0377800
N/A,tt0027407
Nominated for 1 Golden Globe. Another 1 win & 6 nominations.,tt0388125
13 wins & 10 nominations.,tt0343221
2 wins.,tt0385751
Nominated for 2 Oscars. Another 3 nominations.,tt0056800
5 wins & 1 nomination.,tt0350774
4 wins & 4 nominations.,tt0363095
N/A,tt0067633
3 nominations.,tt0053054
Nominated for 1 Oscar. Another 23 wins & 47 nominations.,tt0367089
2 nominations.,tt0417217
1 win & 5 nominations.,tt0369053
2 wins & 1 nomination.,tt0436319
N/A,tt0472566
N/A,tt0025091
Won 3 Oscars. Another 138 wins & 128 nominations.,tt0388795
4 wins & 1 nomination.,tt0303307
2 wins & 4 nominations.,tt0368709
Nominated for 2 Oscars. Another 6 wins & 17 nominations.,tt0395972
2 wins.,tt0116851
Nominated for 6 Oscars. Another 38 wins & 121 nominations.,tt0433383
Nominated for 1 Oscar. Another 4 nominations.,tt0053001
1 win & 5 nominations.,tt0418647
21 wins & 8 nominations.,tt0245276
Nominated for 4 Oscars. Another 3 wins & 7 nominations.,tt0043465
13 wins & 30 nominations.,tt0421238
4 nominations.,tt0451069
3 wins & 2 nominations.,tt0338133
1 win & 2 nominations.,tt0389828
2 wins.,tt0432291
3 wins & 1 nomination.,tt0406038
1 nomination.,tt0443567
1 nomination.,tt0436686
N/A,tt0419922
1 win & 7 nominations.,tt0338427
N/A,tt0408961
2 wins & 10 nominations.,tt0373450
N/A,tt0302297
N/A,tt0447016
1 nomination.,tt0371257
2 wins & 1 nomination.,tt0391877
2 wins & 3 nominations.,tt0386140
5 nominations.,tt0325478
2 nominations.,tt0436629
N/A,tt0384680
4 wins & 8 nominations.,tt0432348
1 nomination.,tt0387514
2 wins.,tt0039871
Nominated for 1 Golden Globe. Another 1 win & 1 nomination.,tt0051196
16 wins & 28 nominations.,tt0330702
12 wins & 5 nominations.,tt0424272
N/A,tt0076591
2 wins & 3 nominations.,tt0116696
1 win.,tt0073036
1 win & 4 nominations.,tt0063678
12 wins & 23 nominations.,tt0382810
2 nominations.,tt0436058
Won 1 Oscar. Another 1 win & 9 nominations.,tt0041239
N/A,tt0067950
6 wins & 4 nominations.,tt0322420
1 win & 1 nomination.,tt0023551
1 win & 1 nomination.,tt0025862
Nominated for 1 Oscar. Another 4 nominations.,tt0054084
N/A,tt0402158
2 wins & 2 nominations.,tt0425661
1 nomination.,tt0047876
N/A,tt0073335
8 wins & 8 nominations.,tt0403360
1 win & 15 nominations.,tt0342735
N/A,tt0034379
9 wins & 10 nominations.,tt0420015
3 nominations.,tt0105450
N/A,tt0075909
Won 1 Oscar. Another 2 nominations.,tt0046806
1 win & 1 nomination.,tt0078771
25 wins & 14 nominations.,tt0407246
2 wins & 10 nominations.,tt0118635
N/A,tt0015532
1 nomination.,tt0068649
1 win.,tt0365686
1 win.,tt0267116
1 win & 2 nominations.,tt0228277
6 wins & 12 nominations.,tt0418763
1 win & 1 nomination.,tt0401787
1 win & 3 nominations.,tt0426155
4 wins & 15 nominations.,tt0371606
3 nominations.,tt0368222
5 wins & 1 nomination.,tt0419424
4 wins & 13 nominations.,tt0419677
Nominated for 1 Oscar. Another 6 wins & 11 nominations.,tt0424205
N/A,tt0065569
1 nomination.,tt0053677
Won 1 Oscar. Another 2 wins.,tt0041928
N/A,tt0065854
N/A,tt0062037
N/A,tt0058155
N/A,tt0069005
6 wins & 5 nominations.,tt0098532
5 wins & 1 nomination.,tt0103337
N/A,tt0119291
6 wins & 3 nominations.,tt0430308
N/A,tt0200768
3 nominations.,tt0433400
Won 1 Oscar. Another 13 wins & 28 nominations.,tt0365737
N/A,tt0087020
4 wins & 7 nominations.,tt0104350
5 wins & 2 nominations.,tt0105750
11 wins & 6 nominations.,tt0328132
N/A,tt0398017
N/A,tt0381966
Nominated for 4 Oscars. Another 13 wins & 54 nominations.,tt0414387
2 wins.,tt0337656
1 win.,tt0389957
N/A,tt0132213
3 wins & 26 nominations.,tt0416315
8 wins & 18 nominations.,tt0435625
1 nomination.,tt0044060
1 nomination.,tt0478044
N/A,tt0050407
Nominated for 1 Oscar. Another 13 wins & 42 nominations.,tt0330373
Nominated for 2 Primetime Emmys. Another 1 win & 4 nominations.,tt0271461
Won 1 Oscar. Another 44 wins & 46 nominations.,tt0358273
1 win & 21 nominations.,tt0294870
1 win.,tt0025929
20 wins & 21 nominations.,tt0317965
4 wins & 4 nominations.,tt0059619
2 wins & 3 nominations.,tt0406375
38 wins & 7 nominations.,tt0401085
1 win & 3 nominations.,tt0385056
N/A,tt0037963
N/A,tt0422528
1 nomination.,tt0387059
Nominated for 1 Golden Globe. Another 6 wins & 16 nominations.,tt0411195
2 nominations.,tt0400525
2 wins & 4 nominations.,tt0443295
1 nomination.,tt0426615
2 wins & 8 nominations.,tt0375920
N/A,tt0455475
1 win.,tt0078492
N/A,tt0045883
2 wins & 1 nomination.,tt0065143
N/A,tt0379306
N/A,tt0058409
5 wins & 2 nominations.,tt0368619
1 nomination.,tt0058073
4 wins & 1 nomination.,tt0071622
N/A,tt0321440
N/A,tt0077474
1 win & 2 nominations.,tt0411674
Nominated for 4 Oscars. Another 4 wins & 8 nominations.,tt0069303
Nominated for 1 Oscar. Another 11 wins & 30 nominations.,tt0416320
2 wins & 1 nomination.,tt0051983
1 win.,tt0039116
N/A,tt0058301
Nominated for 1 Oscar. Another 2 nominations.,tt0075925
1 win & 2 nominations.,tt0384929
3 wins & 2 nominations.,tt0436039
Nominated for 4 Oscars. Another 5 wins.,tt0029995
2 wins.,tt0337868
N/A,tt0040825
Nominated for 1 Oscar. Another 13 wins & 15 nominations.,tt0445620
N/A,tt0416891
Won 1 Oscar. Another 14 wins & 46 nominations.,tt0363771
Won 3 Oscars. Another 43 wins & 100 nominations.,tt0360717
Won 3 Oscars. Another 27 wins & 44 nominations.,tt0397535
Nominated for 1 Golden Globe. Another 4 wins & 7 nominations.,tt0356680
Nominated for 1 Golden Globe. Another 1 win & 9 nominations.,tt0417976
Nominated for 2 Oscars. Another 2 wins.,tt0039536
1 nomination.,tt0063801
Nominated for 1 Oscar. Another 7 wins & 3 nominations.,tt0321376
1 win & 4 nominations.,tt0285175
6 wins & 1 nomination.,tt0061847
8 wins & 1 nomination.,tt0349691
Nominated for 1 Oscar. Another 6 wins.,tt0050188
1 win & 1 nomination.,tt0346800
N/A,tt0048500
N/A,tt0051790
N/A,tt0247303
N/A,tt0085872
3 nominations.,tt0202559
Nominated for 1 Golden Globe. Another 3 wins & 3 nominations.,tt0077452
Nominated for 1 Golden Globe. Another 1 win & 5 nominations.,tt0365485
22 wins & 19 nominations.,tt0382806
N/A,tt0473107
N/A,tt0417395
1 nomination.,tt0090568
N/A,tt0041172
Won 1 Golden Globe. Another 2 nominations.,tt0047349
N/A,tt0392465
1 nomination.,tt0067535
Nominated for 3 Oscars. Another 1 win & 6 nominations.,tt0069883
1 win.,tt0032676
11 wins & 6 nominations.,tt0103704
1 nomination.,tt0190268
1 nomination.,tt0269857
4 wins & 3 nominations.,tt0284815
2 wins.,tt0060474
N/A,tt0034277
5 wins & 8 nominations.,tt0419294
1 win & 1 nomination.,tt0041487
Won 1 Oscar. Another 6 wins & 8 nominations.,tt0046000
N/A,tt0323998
N/A,tt0220623
11 wins & 7 nominations.,tt0420509
N/A,tt0062657
N/A,tt0061709
Nominated for 5 Oscars. Another 13 wins & 65 nominations.,tt0408306
Nominated for 4 Golden Globes. Another 1 win & 13 nominations.,tt0395251
Nominated for 2 Oscars. Another 32 wins & 23 nominations.,tt0407265
N/A,tt0398375
1 win & 5 nominations.,tt0452598
7 nominations.,tt0369441
1 nomination.,tt0267891
5 wins & 3 nominations.,tt0402894
Nominated for 2 Oscars. Another 6 wins & 31 nominations.,tt0413015
2 nominations.,tt0384686
4 wins & 7 nominations.,tt0327643
7 wins & 1 nomination.,tt0070040
7 wins & 2 nominations.,tt0307913
8 wins & 4 nominations.,tt0084548
1 nomination.,tt0079807
1 nomination.,tt0205177
1 win & 1 nomination.,tt0066498
1 win & 2 nominations.,tt0384036
Nominated for 1 Oscar. Another 5 wins & 1 nomination.,tt0091455
1 win & 5 nominations.,tt0444653
5 wins & 17 nominations.,tt0451850
4 wins.,tt0175680
5 wins.,tt0041154
3 wins & 2 nominations.,tt0116075
Nominated for 3 Oscars. Another 1 win & 1 nomination.,tt0026266
12 wins & 3 nominations.,tt0116274
N/A,tt0063100
4 wins & 4 nominations.,tt0090163
N/A,tt0267129
1 win & 2 nominations.,tt0402348
N/A,tt0157007
N/A,tt0096769
Nominated for 1 Oscar. Another 6 wins & 30 nominations.,tt0402399
N/A,tt0370754
N/A,tt0080129
N/A,tt0037595
Nominated for 1 Oscar. Another 1 nomination.,tt0026983
Nominated for 1 Oscar. Another 1 nomination.,tt0041737
Nominated for 1 BAFTA Film Award. Another 1 win.,tt0042040
N/A,tt0041831
N/A,tt0046054
Nominated for 1 Oscar. Another 1 win & 1 nomination.,tt0057812
1 nomination.,tt0059673
Nominated for 1 Oscar. Another 6 wins & 2 nominations.,tt0073293
10 wins & 2 nominations.,tt0075793
5 wins & 2 nominations.,tt0444608
N/A,tt0017448
