,director_id,first_name,last_name
30793,d2559, Maya,Deren(co-director)
30794,d13098,Julian T.,Pinder
30796,d10948,Ivan,Mykolaichuk
30797,d16229,Murray,Siple
30798,d16494,Nick,Sherman
30800,d7236,Corinna,Belz
30801,d13913,Laila,Pakalnina
30811,d4892,Andrea,Kreuzhage
30813,d16201,Morten,Skallerud
30820,d5793,Benny,Zenga
30821,d12913,Josh,Johnson
30822,d19826,Stanislav,Govorukhin
30823,d4290,Agnès,Obadia
30827,d11458,Janis,Nords
30828,d4306,Aigars,Grauba
30832,d1423, Haroun,Tazieff(co-director)
30838,d21692,Winsor,McCay
30841,d13530,Kenneth,Thomas
30844,d19032,Sam,Cullman
30845,d1749, Jennifer,Grausman
30846,d2442, Mark,Becker(co-director)
30848,d11927,Jeremy,Summers
30849,d17372,Peter,Glantz
30850,d2807, Nick,Noe
30851,d22089,Øystein,Karlsen
30853,d9041,Evgeniy,Pashkevich
30854,d19316,Sean,Ackerman
30856,d11419,Jan,Komasa
30857,d13165,Juris,Podnieks
30861,d13166,Juris,Poskus
30862,d8043,Dean,Israelite
30865,d7431,Damon,Thomas
30871,d13183,Justin,Kelly
30874,d6155,Brett,Haley
30879,d16182,Mora,Stephens
30881,d18869,Rupert,Goold
30885,d6084,Brad,Besser
30889,d18993,Sacha,Jenkins
30893,d13797,Kristina,Goolsby
30894,d322, Ashley,York
30895,d21015,Tony,Vainuku
30896,d1076, Erika,Cohn(co-director)
30899,d14946,Mark,Cousins
30900,d14634,Mania,Akbari
30901,d2444, Mark,Cousins
30911,d11864,Jennifer,Phang
30912,d10963,Ivars,Seleckis
30913,d6322,Bryan,Buckley
30914,d4988,Andrew,Mogel
30915,d1658, Jarrad,Paul
30916,d14859,Marielle,Heller
30920,d16988,Patrick,Brice
30923,d6778,Chloé,Zhao
30925,d16592,Nikole,Beckwith
30926,d13779,Kris,Swanberg
30929,d16051,Mikkel,Munch-Fals
30930,d15770,Michael,Noer
30932,d21931,Yves,Hinant
30933,d1050, Eric,Cardot
30934,d896, Delphine,Lehericey
30935,d14344,Lorenzo,Garzella
30936,d1139, Filippo,Macelloni
30937,d16926,Paolo,Zucca
30940,d19029,Salvatore,Mereu
30945,d20292,Sébastien,Pilote
30947,d17140,Paul Magnus,Lundø
30950,d11143,Jacques,Rouffio
30952,d18578,Robert,Vernay
30958,d20565,Thom,Best
30959,d16958,Pat,Bermel
30961,d16993,Patrick,Dewolf
30964,d7869,David,Langlitz
30968,d14772,Marcos,Jorge
30974,d20171,Stéphane,Robelin
30977,d1103, Evan,Johnson(co-director)
30978,d7814,David,Grieco
30979,d11032,Jabbar,Raisani
30985,d14113,Leo C.,Popkin
30986,d3298, Russell,Rouse
30991,d16950,Pascal,Plisson
30992,d8291,Dominic,Polcino
30993,d1623, James,Purdum
30998,d19896,Stephanie,Spray
30999,d2900, Pacho,Velez
31001,d21141,Ulrich,Grossenbacher
31002,d751, Damaris,Lüthi
31006,d9490,Gabriel Rojas,Vera
31010,d18912,Ryan,Gosling
31019,d10826,Ilinca,Calugareanu
31027,d14545,Maccio,Capatonda
31028,d8473,Duilio,Coletti
31039,d9984,Gordon,Davidson
31040,d824, David,Greene
31041,d14853,Marie,Amachoukeli-Barsacq
31042,d688, Claire,Burger
31043,d3349, Samuel,Theis
31044,d6360,Burhan,Qurbani
31045,d18651,Rodolphe,Lauga
31046,d2394, Manu,Payet
31048,d8268,Dmitriy,Grachev
31053,d553, Carlo,Lizzani
31054,d1158, Francesco,Maselli
31055,d922, Dino,Risi
31056,d581, Cesare,Zavattini
31071,d10630,Hollingsworth,Morse
31075,d18032,Renato De,Maria
31076,d6856,Chris,Munger
31078,d13619,Kevin,Tomlinson
31081,d12695,Jonas,Quastel
31086,d13718,Kiur,Aarma
31087,d1412, Hardi,Volmer
31088,d13380,Katie,Wolfe
31089,d7463,Dan M.,Kinem
31090,d2286, Levi,Peretic
31091,d10758,Ian,Connacher
31093,d6417,Cameron,Cairnes
31094,d712, Colin,Cairnes
31095,d18068,Rezo,Chkheidze
31096,d14193,Levan,Koguashvili
31097,d8679,Eldar,Shengelaia
31099,d19234,Savva,Kulish
31100,d21327,Viktor,Tregubovich
31101,d21761,Yan,Frid
31102,d4517,Aleksandr,Pavlovskiy
31108,d18495,Robert L.,Lippert
31109,d8549,Eddie,Dew
31110,d2949, Paul,Landres
31121,d8101,Demofilo,Fidani
31125,d918, Diego,Spataro
31127,d14895,Mario,Siciliano
31136,d9830,Gianni,Crea
31138,d9888,Giorgio,Cristallini
31145,d19154,Santiago,Zannou
31148,d1817, Joanna,Romersa
31149,d15817,Michael,Salomon
31152,d15989,Mike,Elliott
31155,d12410,John H.,Auer
31157,d5246,Anthony Joseph,Giunta
31159,d21101,Tulio,Demicheli
31169,d17100,Paul,Golding
31171,d9105,Federico,Zampaglione
31178,d21477,Walter C.,Miller
31179,d13701,Kirill,Lavrov
31180,d1551, Ivan,Pyrev
31181,d2697, Mikhail,Ulyanov
31185,d6544,Cary,Medoway
31186,d10258,Hal,Masonberg
31188,d16409,Neus,Ballús
31189,d11571,Javier Ruiz,Caldera
31191,d8033,Dayyan,Eng
31192,d15439,Maurice,Lehmann
31199,d2550, Mauro,Bolognini
31200,d3033, Philippe de,Broca
31202,d1170, Franco,Indovina
31203,d2614, Michael,Pfleghar
31206,d4384,Alan,Deutsch
31208,d11409,Jan,Forsström
31210,d18378,Robert,Berger(co-director)
31211,d2925, Patrick,Daniels(co-director)
31212,d2073, Karlyn,Michelson(co-director)
31215,d3126, Reginald,Harkema
31217,d15354,Matthew,Avant
31218,d7990,David,Thacker
31222,d19381,Sebelin,Laurent
31223,d2501, Massine,Pierre
31227,d1689, Jazz,Boon(co-director)
31228,d4017, Yong-hwa,Kim(co-director)
31229,d4028, Young Kyun,Park(co-director)
31230,d3629, Tae-ra,Shin(co-director)
31251,d20204,Sung-bo,Shim
31252,d4688,Alexis,Durand-Brault
31254,d19161,Sara,Colangelo
31255,d14435,Lucio De,Caro
31257,d12575,John,Stimpson
31258,d16001,Mike,Malloy
31261,d9121,Fenar,Ahmad
31262,d16885,Pablo,Malo
31267,d15280,Matt,Adams
31270,d11907,Jeremy,Garelick
31274,d1871, John,Flynn
31275,d2252, Lawrence,Schiller
31276,d5610,Bala,
31277,d10972,Iván,Kapitány
31278,d3062, Péter,Rudolf
31279,d19941,Stephen,Lance
31280,d21165,Uwe,Heidschötter
31281,d1851, Johannes,Weiland
31282,d13641,Kiah,Roache-Turner
31283,d7760,David,Cross
31284,d8926,Erik,Leijonborg
31287,d4351,Alain,Darborg
31288,d14285,Lisa James,Larsson
31292,d10312,Hans Åke,Gabrielsson
31294,d20914,Tomas,Ryberger
31295,d12289,Johan von,Reybekiel
31296,d2418, Marcus Werner,Hed
31297,d18162,Richard,Hobert
31298,d19816,Staffan,Götestam
31299,d19712,Simon,Sandquist
31300,d15970,Mikael,Syrén
31303,d9403,Fredde,Granberg
31304,d12146,Joachim,Hedén
31305,d6959,Christjan,Wegner
31309,d9769,Gerard,Damiano
31310,d5106,Andy,Jones
31311,d2605, Michael,Jones
31312,d13471,Kelly,Dolen
31313,d9012,Eun-Hyung,Park
31317,d11611,Jayro,Bustamante
31323,d20358,Takehiko,Shinjo
31324,d15578,Micah,Magee
31325,d8227,Diego,Quemada-Díez
31332,d1195, Fred C.,Newmeyer
31336,d17385,Peter,Hayman
31337,d11365,James Whitmore,Jr.
31340,d11522,Jason,Lockhart
31345,d13328,Karl Heinz,Martin
31346,d11472,Jared,Leto
31347,d15071,Markus,Dietrich
31348,d17413,Peter,Lindholm
31352,d7016,Christopher,Miles
31356,d8949,Ernest,Day
31361,d6476,Carlo,Mazzacurati
31364,d22076,Étienne,Faure
31366,d14114,Leo D.,Paur
31367,d6340,Bryan,Tucker
31378,d2346, Luciano,Lucignani
31386,d8812,Enzo Di,Gianni
31387,d8933,Erik,Sharkey
31392,d16245,Mårten,Knutsson
31393,d3800, Torkel,Knutsson
31394,d14307,Liz,Marshall
31396,d14329,Logan,Sekulow
31398,d12717,Jonathan,Heap
31399,d8339,Don,Mischer
31404,d7358,D. Aaron,Hunter
31406,d17583,Philippa,Lowthorpe
31409,d19001,Sadyk,Sher-Niyaz
31411,d10933,Ivan,Andonov
31412,d20203,Sundar,C.
31413,d19966,Stere,Gulea
31415,d20197,Sukumar,
31416,d4153,Abhishek,Jain
31424,d16690,Noël,Burch
31425,d154, Allan,Sekula
31426,d12271,Joel,Steege
31427,d9172,Filippos,Tsitos
31430,d19468,Seth,Barrish
31441,d7088,Clara,Kuperberg
31442,d2014, Julia,Kuperberg
31443,d8037,Dean,Cundey
31445,d9896,Giorgos,Servetas
31447,d14199,Lewis,Abernathy
31451,d9117,Felix O.,Adlon
31452,d2977, Percy,Adlon
31454,d20976,Tony,Craig
31455,d3240, Roberts,Gannaway
31456,d15409,Matthias,Emcke
31457,d7330,Cynthia,Beatt
31463,d8789,Emmanuel,Klotz
31464,d79, Albert,Pereira-Lazaro
31465,d18073,Riad,Sattouf
31466,d13872,Kyungmin,Woo
31468,d9890,Giorgio,Ferroni
31469,d10686,Hua-Tao,Teng
31471,d7242,Cory,Krueckeberg
31473,d4859,Anastasia,Pappas
31474,d20429,Tawnia,McKiernan
31475,d4307,Aik,Karapetian
31476,d8584,Edoardo De,Angelis
31477,d12480,John,Mackie
31479,d14292,Lisa R.,Cohen
31480,d5245,Anthony,Howarth
31491,d5121,Aneta,Kopacz
31492,d20918,Tomasz,Sliwinski
31494,d7253,Courtney,Daniels
31495,d19857,Stefan,Liberski
31497,d18199,Richard,Ramsey
31500,d9794,Gert de,Graaff
31502,d20719,Tim,Sutton
31506,d16403,Nenad,Cicin-Sain
31509,d6645,Charles De la,Tour
31510,d739, Cy,Endfield
31513,d16730,Ole,Giæver
31514,d2474, Marte,Vold
31517,d21564,Will,Bakke
31521,d8250,Dinos,Katsouridis
31524,d16556,Nicos,Perakis
31525,d12162,Joanna,Hogg
31534,d16144,Mohamed Amin,Benamraoui
31535,d16687,Nour Eddine,Lakhmari
31536,d14819,Maria,Beatty
31537,d20803,Todd,Morris
31540,d11115,Jacob,Roebuck
31544,d18370,Robert,Angelo
31545,d3195, Rob,Spera
31549,d9834,Gianni,Siragusa
31552,d15349,Matthew A.,Brown
31554,d10457,Helmut,Dietl
31555,d14031,Lav,Diaz
31556,d20177,Su-jin,Lee
31559,d15746,Michael,Maren
31560,d8467,Duane,Journey
31561,d7333,Cynthia,Wade
31565,d17353,Peter,DeLuise
31568,d16246,Mélanie,Laurent
31569,d5784,Benjamín,Naishtat
31570,d17197,Paul,Tibbitt
31571,d2679, Mike,Mitchell
31572,d21565,Will,Canon
31578,d16702,Obie,Benz
31579,d1986, Joshua,Waletzky
31580,d13427,Keefe,Brasselle
31581,d1505, I. Robert,Levy
31582,d21263,Vic,Losick
31584,d14372,Louis,D'Esposito
31585,d15670,Michael,French
31590,d16971,Patric,Jean
31591,d5799,Benoît,Pétré
31592,d890, Deborah,Saïag
31593,d2665, Mika,Tard
31594,d1536, Isabelle,Vitari
31595,d7653,Darrell,Moore
31604,d17877,Ralph,Richardson
31607,d13649,Kieron,Hawkes
31610,d11247,James E.,Duff
31611,d15316,Matt,Muir
31612,d17643,Pierre,Falardeau
31614,d12114,Jimmy,Zeilinger
31616,d14607,Malcolm,Mcdonald
31617,d20806,Todd,Portugal
31624,d8829,Eric,Bernt
31625,d20947,Tomu,Uchida
31627,d5654,Barry,Pollack
31629,d12108,Jimmy,Sangster
31631,d18549,Robert S.,Baker
31632,d2724, Monty,Berman
31636,d3181, Riku,Suokas
31637,d16771,Olivier De,Plas
31638,d18633,Rocco,Urbisci
31641,d15433,Maurice,Barthélémy
31644,d21028,Torun,Lian
31645,d8372,Dong-won,Kim
31646,d11124,Jacqueline Reem,Salloum
31647,d8718,Elizabeth,Mitchell
31648,d468, Brek,Taylor
31649,d7652,Darragh,Byrne
31650,d17285,Per,Berglund
31661,d806, David Boone,Wilson
31662,d18519,Robert,May
31663,d17072,Paul,Cotter
31670,d9657,Georg,Fenady
31671,d17818,Rafael,Portillo
31673,d7961,David,Sampliner
31676,d13250,Ka-Fai,Wai
31677,d19441,Sergey,Solovev
31678,d7538,Daniel,Lambo
31679,d21366,Vincenzo,Salemme
31680,d4466,Aldo,Baglio
31681,d1309, Giacomo,Poretti
31682,d1322, Giovanni,Storti
31683,d2500, Massimo,Venier
31693,d14481,Lukasz,Palkowski
31695,d7348,Cédric,Jimenez
31699,d15452,Maurizio,Lucidi
31700,d1364, Guglielmo,Garroni
31701,d15250,Massimo,Felisatti
31706,d18737,Roman,Prygunov
31707,d18432,Robert Ethan,Gunnerson
31708,d20858,Tom,Hines
31709,d15217,Masahiko,Murata
31710,d2088, Kazuchika,Kise
31711,d11998,Jesse,Zwick
31712,d20759,Tizuka,Yamasaki
31713,d13694,Kiran,Rao
31714,d4095,Aanand L.,Rai
31731,d20920,Tomasz,Wasilewski
31732,d5132,Angela,Sun
31738,d9077,Fabrice,Gobert
31740,d20247,Susumu,Kudo
31741,d14886,Mario,Imperoli
31743,d9822,Gianfranco,Pagani
31744,d14890,Mario,Moroni
31745,d9832,Gianni,Manera
31747,d9824,Gianfranco,Piccioli
31749,d7037,Christopher,Shelton
31750,d12163,Joanna,Kos-Krauze
31751,d2181, Krzysztof,Krauze
31752,d9267,Franco Lo,Cascio
31753,d243, Angelo,Pannacciò
31754,d19584,Shinji,Higuchi
31755,d1545, Isshin,Inudô
31756,d20167,Stéphane,Lafleur
31758,d8598,Eduardo,Coutinho
31761,d14134,Leonardo,Favio
31765,d4487,Alejo,Moguillansky
31766,d1136, Fia-Stina,Sandlund
31767,d17975,Raya,Martin
31771,d4197,Adam,Leon
31773,d15402,Matthew,Thompson
31774,d14861,Marika,Beiku
31775,d98, Aleksandr,Gordon
31777,d11178,Jake,Hoffman
31778,d12001,Jessica,Goldberg
31780,d11009,J.K.,Amalou
31781,d4952,Andrew Droz,Palermo(co-director)
31782,d3805, Tracy Droz,Tragos(co-director)
31783,d11746,Jeff,Broadway
31795,d226, André De,Toth
31799,d21003,Tony,Oliver
31800,d3319, Ryuichi,Yagi
31801,d3639, Takashi,Yamazaki
31803,d19342,Sean,Hogan
31804,d206, Andrew,Parkinson
31806,d6762,Chih-Hung,Kuei
31807,d19295,Scott,Schirmer
31809,d22070,Éric,Falardeau
31810,d13634,Khwaja,Sarfraz
31812,d12678,Jon,Watts
31813,d14681,Marc,Fitoussi
31814,d5827,Bernardo,Ruiz
31815,d14343,Lorenzo,Gabriele
31816,d7768,David,Delrieux
31817,d6951,Christine,Carrière
31818,d16045,Mikhaël,Hers
31819,d16689,Noémie,Lvovsky
31820,d4177,Adam,Carolla
31821,d2134, Kevin,Hench
31822,d16063,Milan,Todorovic
31826,d12942,Joshua,Rofé
31827,d18076,Ric,Burns
31830,d6205,Brian,Ivie
31832,d14565,Mae Czarina,Cruz
31838,d4770,Allen H.,Miner
31839,d16428,Nicholas David,Lean
31843,d11674,Jean-Jacques,Jauffret
31846,d17907,Randall,Fried
31850,d6152,Brett C.,Leonard
31853,d10722,Hwi,Kim
31855,d16176,Montgomery,Tully
31859,d16961,Pat,Jackson
31860,d8452,Drew,Maxwell
31861,d4936,Andrew,Chapman
31862,d14311,Liz,Tuccillo
31866,d13198,Justin,Schwarz
31867,d17005,Patrick,Jenkins
31868,d3331, Sam,Newfield
31869,d3672, Terence,Fisher
31872,d13476,Kelly,Smith
31873,d9483,Gabriel,London
31875,d20763,To,Lung
31877,d14287,Lisa,Langseth
31879,d19761,Sonja,Prosenc
31880,d19729,Sinisa,Gacic
31881,d5979,Blaz,Zavrsnik
31882,d5957,Bitte,Andersson
31883,d5406,Armagan,Ballantyne
31884,d8974,Esa,Illi
31887,d11452,Janez,Burger
31889,d15931,Midi,Z
31890,d14330,Lois,Patiño
31892,d832, David,Johndrow
31894,d8136,Denny,Tedesco
31895,d5081,André van,Heerden
31897,d14159,Leslee,Udwin
31898,d13658,Kim,Bass
31899,d15044,Mark Simon,Hewis
31900,d10978,J. Christian,Ingvordsen
31904,d21215,Vardis,Marinakis
31905,d13196,Justin,Rhodes
31910,d11697,Jean-Paul,Civeyrac
31911,d16194,Morio,Asaka
31924,d6194,Brian,Hannant
31926,d9114,Felix,Fuchssteiner
31934,d7291,Craig William,Macneill
31935,d4874,Anders,Helgeson
31936,d2070, Karin af,Klintberg
31937,d14190,Levan,Akin
31938,d9337,Frank,Zappa
31940,d19228,Saul,Swimmer
31941,d8267,Dmitriy,Dyachenko
31945,d10699,Hugh,Sullivan
31947,d19524,Sharat,Katariya
31948,d14291,Lisa,Ohlin
31950,d20598,Thomas,Gilou
31954,d21040,Toshiyuki,Kubooka
31957,d20616,Thomas,Lilti
31959,d14293,Lisa,Siwe
31960,d6865,Chris,Prynoski
31981,d8581,Edna Luise,Biesold
31982,d3373, Sarah-Violet,Bliss
31983,d1226, Gabrielle,Demeestere
31984,d133, Alexis,Gambis
31985,d498, Brooke,Goldfinch
31986,d3464, Shripriya,Mahesh
31987,d2902, Pamela,Romanowsky
31988,d507, Bruce Thierry,Cheung
31989,d3739, Tine,Thomasen
31990,d3880, Virginia,Urreiztieta
31991,d2877, Omar Zúñiga,Hidalgo
31993,d4889,Andrea Di,Stefano
31996,d21328,Viktors,Ritelis
32001,d19853,Stefan,Haupt
32003,d15232,Masanori,Tominaga
32004,d16111,Mischa,Kamp
32008,d14192,Levan,Gabriadze
32009,d14668,Marc,Bauder
32010,d21097,Tsutomu,Hanabusa
32011,d4200,Adam,MacDonald
32012,d20339,Takaaki,Hirao
32013,d7583,Daniel,Vance
32016,d16445,Nicholas,Sgarro
32017,d18613,Roberto,Mitrotti
32018,d21625,William,Grefé
32021,d7933,David,Paulsen
32023,d20039,Steve,Wolsh
32024,d20444,Ted,Geoghegan
32027,d12788,Jordan,Leondopoulos
32029,d9500,Gabrielle,Beaumont
32030,d7061,Chuck,Vincent
32039,d16637,Noboru,Ishiguro
32040,d548, Carl,Macek
32041,d12583,John,Terlesky
32043,d19321,Sean,Branney
32045,d9002,Eugene,Marner
32054,d17769,Quentin,Masters
32056,d18366,Robert Allen,Schnitzer
32060,d7165,Clive,Rees
32067,d12861,Joseph,Hahn
32068,d19204,Sasha,Reuther
32069,d7833,David,Hickson
32070,d13786,Kristian,Fraga
32071,d5109,Andy,Milligan
32076,d13776,Kris,Elgstrand
32077,d972, Dylan Akio,Smith
32086,d1888, John Mason,Kirby
32087,d17315,Pete,Walker
32094,d21025,Torsten C.,Fischer
32096,d9080,Fabrizio De,Angelis
32097,d13190,Justin,Lo
32098,d9264,Franco,Battiato
32099,d11850,Jennifer,Devoldère
32100,d11934,Jerome,Hellman
32103,d16591,Nikolay,Lebedev
32105,d6428,Camilo,Tavares
32107,d18843,Rubén,Galindo
32108,d1595, Jaime Jiménez,Pons
32109,d11421,Jan,Krüger
32113,d7438,Dan,Carracino
32114,d2132, Kevin,Hanlon
32120,d9789,Gernot,Roll
32121,d3760, Tom,Gerhardt(co-director)
32123,d8989,Etan,Cohen
32126,d4203,Adam,Massey
32127,d16625,Nitin,Kakkar
32128,d7428,Damon,Gameau
32131,d20934,Tommy,Krappweis
32132,d10801,Ignacio F.,Iquino
32133,d14877,Mario,Azzopardi
32134,d10458,Helmut,Krätzig
32138,d14402,Luc,Vinciguerra
32139,d20766,Tobi,Baumann
32140,d12095,Jim,Torres
32145,d3027, Philip Einstein,Lipski
32146,d9192,Florian,Gärtner
32147,d4622,Alex,Schmidt
32148,d9188,Florian David,Fitz
32149,d9763,Gerald,Salmina
32150,d21027,Torsten,Wacker
32153,d14224,Libby,Spears
32154,d19372,Sebastian,Niemann
32155,d20561,Thilo,Rothkirch
32156,d17369,Peter,Gersina
32157,d18586,Robert,Wilde
32158,d8378,Donovan,Cook
32159,d21658,William R. Kowalchuk,Jr.
32160,d16763,Oliver,Ziegenbalg
32161,d14126,Leon,Joosen
32162,d11, Aaron,Seelman
32163,d7971,David,Sieveking
32166,d2735, Morris,
32171,d980, Eberhard,Junkersdorf
32172,d2047, Jürgen,Richter
32174,d15408,Matthias,Dinter
32175,d4320,Akim,Isker
32176,d14432,Lucien,Jean-Baptiste
32177,d20259,Sven Unterwaldt,Jr.
32179,d8815,Eon-hie,Lee
32181,d15716,Michael,Karen
32186,d3847, Veit,Vollmer
32192,d21132,Udo,Beissel
32197,d12849,Joseph,Cates
32199,d10024,Granz,Henman
32202,d7897,David,Menkes
32206,d7009,Christopher,Leone
32208,d2056, Kambuzia,Partovi
32221,d18305,Rob,Burke
32222,d3269, Ronan,Burke
32228,d3744, Toby,Genkel(co-director)
32229,d5709,Ben,Gluck
32231,d19860,Stefan,Prehn
32232,d2042, Jörg,Wagner
32235,d19400,Seok-hoon,Lee
32243,d1773, Jerry,Jameson
32247,d20862,Tom,Jeffrey
32262,d20735,Timothy B.,Johnson
32264,d21250,Vern,Piehl
32268,d8035,Dean,Alioto
32271,d17320,Peter,Atencio
32272,d5819,Bernard,Salzmann
32276,d6388,Byung-gil,Jung
32277,d10849,In-je,Park
32279,d15196,Mary,Mazzio
32282,d5174,Anna,Mastro
32283,d6878,Chris,Sparling
32284,d18659,Rodrigo,Gudiño
32285,d18827,Roy Hin Yeung,Chow
32286,d4711,Alfred,Vohrer
32288,d17706,Po-Cheung,Lee
32289,d6036,Bobby,Roe
32290,d4713,Alfredo,Montero
32292,d10005,Graeme,Campbell
32294,d10038,Greg,Francis
32295,d12765,Jong-seok,Yoon
32297,d11515,Jason,James
32298,d13497,Ken,Ochiai
32299,d15381,Matthew,Kowalchuk
32300,d12674,Jon,Springer
32301,d9134,Fernando,Coimbra
32302,d20353,Takashi,Murakami
32306,d10862,Inés María,Barrionuevo
32307,d15429,Matías,Lucchesi
32308,d11613,Jazmín,López
32309,d4477,Alejandro,Fadel
32310,d12395,John,Gianvito
32311,d10170,Gustavo,Fontán
32318,d8159,Dervis,Zaim
32320,d19408,Seren,Yüce
32321,d8488,Durul,Taylan
32322,d3994, Yagmur,Taylan
32326,d19527,Sharon,Bar-Ziv
32328,d10976,Izuru,Narushima
32332,d16289,Nancy D.,Kates
32337,d21994,Zane,Buzby
32343,d13906,Lacey,Schwartz
32344,d1604, James,Adolphus(co-director)
32346,d11865,Jennifer,Prediger
32347,d1779, Jess,Weixler
32348,d15577,Micael,Preysler
32349,d6896,Chris,Zonnas
32351,d18676,Roger,Duchowny
32352,d19121,Sandy,Wilson
32355,d11802,Jeff,Werner
32356,d4562,Alessandro,D'Alatri
32357,d6430,Campbell,Ex
32360,d18562,Robert,Sigl
32361,d14940,Mark,Burton
32362,d3168, Richard,Starzak
32363,d15500,Maya,Forbes
32364,d4499,Aleksandr,Atanesyan
32365,d13954,Larry,Gross
32366,d12827,Jose,Altonaga
32368,d9579,Gary,Troy
32369,d12153,Joan,Darling
32370,d17139,Paul,Madden
32371,d17027,Patrick,Schulmann
32373,d11767,Jeff,Kopas
32378,d6350,Bud,Townsend
32380,d18442,Robert,Freeman
32381,d10781,Ian,Toynton
32386,d13151,Jung-hwan,Kim
32387,d16607,Nina,Brownfield-Berry
32389,d15904,Michele,Josue
32390,d7925,David Oliver,Pfeil
32392,d19031,Sam,Auster
32394,d7796,David,Fisher
32395,d5770,Benjamin,Guedj
32398,d20870,Tom,Logan
32399,d1499, Hugh,Parks
32402,d12550,John,Robins
32403,d10701,Hugo,Alves
32404,d2752, Mónica Santana,Baptista
32405,d1501, Hugo,Martins
32406,d3719, Tiago,Nunes
32407,d2923, Patricia,Raposo
32408,d3292, Rui Alexandre,Santos
32409,d14247,Linda,Feferman
32410,d20130,Stuart A.,Goldman
32412,d18117,Richard,Brander
32413,d11278,James,Ingrassia
32414,d5567,Avery,Crounse
32415,d13483,Ken,Blancato
32416,d8243,Dimitri,Logothetis
32418,d18856,Rudy,Poe
32424,d8721,Ellen Goosenberg,Kent
32425,d20985,Tony,Hadlock
32426,d1665, Jason,Heppler
32427,d1766, Jeremy,Neish
32428,d1655, Jared,Nelson
32429,d496, Brian,Wiser
32430,d16603,Nils,Timm
32437,d13369,Kathleen,Marshall
32438,d18301,Rob,Ashford
32439,d408, Beth,McCarthy-Miller
32440,d16481,Nick,Morris
32441,d5638,Barmak,Akram
32443,d15330,Matt,Shakman
32444,d17650,Pierre,Isoard
32452,d12091,Jim,Sotos
32453,d10474,Henri,Sala
32456,d9684,George,Dugdale
32457,d2448, Mark,Ezra
32458,d2992, Peter Mackenzie,Litten
32460,d11733,Jeff A.,Ferrell
32461,d10653,Howard,Avedis
32462,d12235,Joe,Ritter
32463,d15788,Michael Paul,Girard
32464,d9548,Gary,Graver
32465,d17909,Randall M.,Badat
32469,d7879,David,Lewis
32470,d17425,Peter,Maris
32471,d10107,Gren,Wells
32473,d16057,Miklós,Lente
32475,d8007,David,Wechter
32476,d10859,Inna,Evlannikova
32477,d3617, Svyatoslav,Ushakov
32481,d19448,Sergio,Citti
32484,d14730,Marcelo,Epstein
32485,d12992,Joyce,Buñuel
32490,d20490,Terry,Carr
32492,d12819,Jorge Ramírez,Suárez
32493,d21653,William,Olsen
32494,d19094,Samuel,Bradford
32495,d6265,Bruce A.,Block
32503,d4389,Alan,Holleb
32504,d5022,Andrew,Sugerman
32508,d11325,James,Polakof
32511,d11640,Jean,Pellerin
32513,d16358,Neal E.,Fischer
32514,d894, Del,Harvey
32517,d11461,Janne,Kuusi
32519,d18597,Roberto,Andò
32520,d6344,Bryn,Higgins
32521,d5849,Bertrand,Normand
32522,d4908,Andreas,Kleinert
32523,d15874,Michalis,Konstantatos
32524,d7923,David,Oelhoffen
32528,d11786,Jeff,Radice
32529,d8355,Donald,Driver
32531,d6717,Charlotte,Brändström
32532,d14667,Marc,Angelo
32533,d8680,Eleanor,Bergstein
32536,d11445,Jane,Preston
32542,d6851,Chris,Messina
32546,d18280,Riley,Stearns
32547,d12689,Jonas,Govaerts
32549,d10004,Gracia,Querejeta
32550,d5666,Basel,Owies
32551,d21172,Vadim,Jendreyko
32553,d17511,Petra,Seeger
32554,d9226,Francesco,Munzi
32556,d5483,Arto,Tuohimaa
32557,d12870,Joseph,Kuo
32558,d12265,Joel,Potrykus
32561,d7437,Dan,Bush
32562,d9766,Geralyn,Pezanoski
32563,d20887,Tom,Raycove
32564,d15247,Massimo,Coglitore
32566,d15213,Masaaki,Taniguchi
32567,d20062,Steven,Feinartz
32570,d20915,Tomas Villum,Jensen
32571,d6203,Brian,Horiuchi
32573,d10917,Ismael,Rodríguez
32578,d20170,Stéphane,Pachot
32579,d13078,Julia St.,Vincent
32589,d988, Edmond,O'Brien
32592,d1196, Fred C.,Newmeyer(co-director)
32597,d15515,Megan,Peterson(co-director)
32598,d1863, John Douglas,Sinclair(co-director)
32599,d15660,Michael,Elliott
32602,d6563,Cathryn,Michon
32603,d20693,Tim,Kincaid
32604,d10650,Houchang,Allahyari
32605,d3775, Tom-Dariusch,Allahyari(co-director)
32609,d21640,William L.,Nolte
32610,d3085, Ralph,Cooper
32611,d15008,Mark,Monheim
32616,d17201,Paul,Vecchiali
32619,d19838,Stanley R.,Jaffe
32621,d8986,Estela,Renner
32622,d14597,Makoto,Nakamura
32625,d10210,Gérard,Kikoïne
32628,d18780,Ronnie,Thompson
32630,d1931, Jonathan,Ford
32632,d579, Cellin,Gluck
32639,d16354,Navdeep,Singh
32643,d100, Aleksandr,Khramtsov
32644,d3840, Vadim,Sotskov
32647,d5001,Andrew,Oudot
32648,d12320,John,Bergin
32649,d16572,Niki,Stein
32651,d16486,Nick,Powell
32652,d2810, Nick,Powell
32653,d18694,Roger,Weisberg
32654,d2422, Maria,Finitzo
32655,d3844, Vanessa,Roth
32661,d18770,Ron,Winston
32664,d5428,Arne,Mattsson
