,director_id,first_name,last_name
12464,d17849,Rajeev,Virani
12465,d8763,Emilio,Maillé
12467,d151, Allan,Dwan
12468,d3287, Roy William,Neill
12472,d5331,Antony,Cordier
12473,d21735,Xavier,Giannoli
12474,d15717,Michael,Katleman
12479,d20093,Steven R.,Monroe
12483,d17560,Philip,Gröning
12484,d10445,Heinz,Dunkhase
12485,d1171, Franco,Marazzi
12486,d9750,Georgia,Lee
12487,d5031,Andrew,Wilson
12488,d2361, Luke,Wilson
12490,d16641,Nobuhiro,Yamashita
12493,d21244,Vera,Chytilová
12494,d9472,Gabor,Csupo
12495,d9324,Frank,Sebastiano
12496,d7216,Conor,McMahon
12499,d12060,Jim,Hickey
12501,d16639,Nobuhiko,Ôbayashi
12502,d7146,Clayton,Jacobson
12504,d2934, Paul,Almond
12506,d8451,Drew,Heriot
12507,d12939,Joshua Michael,Stern
12508,d17050,Paul,Almond
12511,d20176,Su-chang,Kong
12512,d20242,Susannah,Grant
12515,d11509,Jason,Friedberg
12516,d12, Aaron,Seltzer
12525,d5938,Billy,Corben
12526,d20807,Todd,Robinson
12528,d1638, Jan,Pinkava(co-director)
12532,d9401,Fred,Wolf
12534,d1214, Frédéric,Auburtin
12535,d1036, Emmanuel,Benbihy
12536,d1369, Gurinder,Chadha
12537,d3620, Sylvain,Chomet
12540,d1535, Isabel,Coixet
12541,d3933, Wes,Craven
12542,d137, Alfonso,Cuarón
12543,d1386, Gérard,Depardieu
12544,d670, Christopher,Doyle
12546,d3878, Vincenzo,Natali
12547,d126, Alexander,Payne
12548,d512, Bruno,Podalydès
12549,d3913, Walter,Salles
12550,d2870, Oliver,Schmitz
12551,d2843, Nobuhiro,Suwa
12553,d3773, Tom,Tykwer
12554,d1370, Gus Van,Sant
12559,d4458,Alberto,Lattuada
12561,d15819,Michael,Sarne
12563,d15694,Michael,Hegner
12564,d2074, Karsten,Kiilerich
12565,d5391,Ariel,Vromen
12566,d17798,Rachid,Bouchareb
12568,d10147,Gulshat,Omarova
12570,d19682,Simon,Brand
12571,d9694,George,Harrison
12572,d1883, John,Lennon
12573,d2953, Paul,McCartney
12574,d3182, Ringo,Starr
12575,d399, Bernard,Knowles
12576,d6464,Carlene,Cordova
12578,d15981,Mike,Clattenburg
12584,d18376,Robert Ben,Garant
12586,d20193,Sue,Kramer
12587,d8861,Eric,Khoo
12591,d20052,Steven,Cantor(co-director)
12592,d2527, Matthew,Galkin(co-director)
12597,d15558,Menhaj,Huda
12598,d7916,David,Nelson
12600,d11301,James M.,Muro
12604,d7781,David E.,Durston
12606,d5811,Bernard,Girard
12611,d12250,Joel,Bender
12612,d16923,Paolo,Sorrentino
12618,d6818,Chris,Gerolmo
12621,d14806,Maren,Ade
12625,d6988,Christopher Dillon,Quinn
12626,d3781, Tommy,Walker(co-director)
12627,d11299,James,Longley
12629,d15907,Michele,Placido
12638,d18128,Richard,Compton
12640,d15499,Maya,Deren
12641,d122, Alexander,Hammid
12643,d12526,John,Penney
12645,d4539,Aleksey,Fedorchenko
12646,d15939,Miguel,Courtois
12648,d9378,Fred,Barzyk
12649,d853, David R.,Loxton
12650,d21276,Victor,Cook
12651,d3745, Toby,Shelton
12656,d16260,Nacho,Cerdà
12660,d20908,Tom,Vaughan
12667,d18830,Roy,London
12670,d6819,Chris,Gorak
12673,d17314,Pete,Travis
12677,d20034,Steve,Taylor
12680,d7748,David,Carreras
12681,d15559,Mennan,Yapo
12684,d20214,Sunu,Gonera
12686,d15163,Martin,Weisz
12687,d13606,Kevin,Munroe
12688,d5039,Andrey,Kravchuk
12692,d1550, Ivan,Passer
12697,d11527,Jason,Matzner
12702,d14926,Mark Anthony,Galluzzo
12704,d16271,Nae,Caranfil
12707,d21302,Vidhu Vinod,Chopra
12711,d3152, Richard,Fleischer
12715,d19257,Scott,Frank
12716,d12910,Josh,Gordon
12717,d3945, Will,Speck
12718,d10448,Helen,Ahlsson
12719,d2306, Lisa,Munthe
12720,d19167,Sara,Johnsen
12724,d19933,Stephen J.,Anderson
12725,d17168,Paul,Rachman
12727,d8000,David Von,Ancken
12732,d21204,Valérie,Lemercier
12738,d13891,Kôki,Mitani
12740,d380, Ben,Washam(co-director)
12741,d13437,Keiichi,Sugiyama
12746,d15312,Matt,Maiellaro
12747,d802, Dave,Willis
12750,d970, Dustin,Hoffman
12753,d21508,Wayne,Beach
12756,d8757,Emile de,Antonio
12760,d8547,Ed,Stone
12765,d19130,Sang-soo,Hong
12767,d21799,Yen-Ping,Chu
12771,d12725,Jonathan,Kasdan
12772,d8061,Debbie,Isitt
12774,d19983,Steve,Bendelack
12775,d10003,Grace,Lee
12776,d14111,Lenny,Abrahamson
12778,d10400,Harvey,Glazer
12779,d19311,Scott,Wiper
12782,d13708,Kirk R.,Thatcher
12785,d21671,William Tyler,Smith
12787,d18342,Rob,Stewart
12788,d7300,Cristian,Mungiu
12789,d11772,Jeff,Lipsky
12790,d9994,Gorô,Miyazaki
12793,d16026,Mike,White
12795,d6633,Charles,Binamé
12796,d13365,Katherine,Dieckmann
12800,d8428,Douglas,Mackinnon
12803,d5361,Apichatpong,Weerasethakul
12804,d4886,Andrea,Arnold
12809,d21104,Tung-Shing,Yee
12810,d19184,Sarah,Polley
12813,d8422,Douglas,Gordon
12814,d3032, Philippe,Parreno
12820,d19837,Stanley,Nelson
12825,d18490,Robert,Krause
12826,d6852,Chris,Miller
12827,d3094, Raman,Hui(co-director)
12835,d17500,Peter,Winther
12838,d18630,Robinson,Devor
12841,d20334,Taika,Waititi
12844,d16439,Nicholas,Mastandrea
12845,d13073,Julia,Loktev
12846,d19330,Sean,Ellis
12848,d7907,David,Moreau
12849,d3988, Xavier,Palud
12852,d2985, Peter,Djigirr
12853,d13660,Kim,Chapiron
12860,d10909,Isao,Yukisada
12861,d8876,Eric,Nicholas
12865,d10469,Henning,Schellerup
12867,d5504,Ash,Brannon
12868,d625, Chris,Buck
12871,d4943,Andrew,Currie
12872,d8298,Dominique,Abel
12873,d1140, Fiona,Gordon
12874,d513, Bruno,Romy
12875,d10381,Harry Morgan,Moses
12877,d17542,Phil,Tucker
12881,d15852,Michael,Traeger
12885,d17147,Paul Mayeda,Berges
12886,d6834,Chris,Kraus
12887,d5206,Annette K.,Olesen
12891,d6622,Chao-Bin,Su
12893,d4595,Alex,Holdridge
12894,d10372,Harry,Harris
12901,d20864,Tom,Kalin
12902,d7489,Dana,Ranga
12909,d21084,Tristram,Powell
12910,d16830,Oscar,Micheaux
12912,d19969,Sterling Van,Wagenen
12917,d18266,Ricki,Stern
12918,d256, Anne,Sundberg
12921,d18066,Reza,Bagher
12922,d4236,Adam,Yauch
12928,d6737,Cherie,Nowlan
12938,d17875,Ralph,Levy
12941,d19995,Steve,DiMarco
12942,d2969, Paul,Ziller
12944,d1213, Fruit,Chan
12945,d17362,Peter,Flinth
12946,d11900,Jeremy,Brock
12947,d14960,Mark,Fergus
12949,d15617,Michael,Caleo
12955,d22024,Zoe R.,Cassavetes
12964,d7831,David,Hewlett
12965,d20470,Tennyson,Bardwell
12966,d12279,Joey Lauren,Adams
12967,d4330,Akiva,Schaffer
12972,d7972,David,Silverman
12973,d6875,Chris,Sivertson
12976,d12660,Jon,Poll
12981,d19252,Scott,Dalton
12982,d2421, Margarita,Martinez
12985,d6416,Cam,Archer
12987,d15580,Micha X.,Peled
12988,d10138,Guillaume,Canet
12989,d4555,Aleksi,Salmenperä
12991,d21445,Vít,Klusák
12992,d1138, Filip,Remunda
12993,d7238,Corneliu,Porumboiu
12994,d9921,Giuseppe,Colizzi
12997,d7520,Daniel,Filho
12998,d21623,William,Girdler
13001,d4212,Adam,Ravetch
13002,d3372, Sarah,Robertson
13006,d7712,David,Arquette
13010,d21731,Xavier,Beauvois
13012,d8072,Deborah,Scranton
13015,d11277,James,Huth
13016,d14019,Laurent,Tirard
13018,d7894,David,Markey
13019,d8406,Doug,Lefler
13020,d17646,Pierre,Gill
13021,d16954,Pascale,Ferran
13028,d4599,Alex,Jones
13029,d9398,Fred,Savage
13031,d1620, James,McTeigue
13032,d17556,Philip G.,Atwell
13039,d13109,Julie,Delpy
13045,d19469,Seth,Gordon
13048,d19261,Scott,Glosserman
13052,d1391, H.C.,Potter
13055,d12314,John,August
13059,d11183,Jake,Paltrow
13060,d14729,Marcello,Fondato
13061,d10831,Illeana,Douglas
13062,d891, Deborra-Lee,Furness
13063,d3954, William,Garcia
13064,d2945, Paul,Holmes
13065,d2459, Mark,Palansky
13066,d711, Col,Spector
13067,d3741, Toa,Stappard
13068,d215, Andrew,Upton
13073,d11010,J.M.,Kenny
13075,d9922,Giuseppe De,Santis
13078,d20572,Thomas,Bangalter
13079,d1380, Guy-Manuel De,Homem-Christo
13083,d6650,Charles,Ferguson
13084,d8316,Don E.,FauntLeRoy
13088,d17860,Rakeysh Omprakash,Mehra
13092,d13549,Kern,Konwiser
13093,d856, David,Ren
13098,d10478,Henriette,Mantel
13099,d3560, Steve,Skrovan
13101,d15589,Michael,Arias
13102,d7973,David,Sington
13111,d7270,Craig,Gillespie
13112,d14977,Mark,Helfrich
13125,d20983,Tony,Gilroy
13132,d5688,Ben,Affleck
13135,d19245,Scott,Caan
13136,d10041,Greg,Glienna
13137,d12767,Jonny,Campbell
13138,d7472,Dan,Reed
13141,d8565,Edgar,Morin
13142,d1699, Jean,Rouch
13145,d6035,Bobby,Moresco
13148,d9840,Gideon,Raff
13149,d19040,Sam,Garbarski
13150,d21980,Zackary,Adler
13153,d21355,Vincent,Paronnaud
13154,d2440, Marjane,Satrapi
13155,d5288,Anton,Corbijn
13156,d18629,Robin,Swicord
13158,d4870,Anders,Banke
13161,d16852,Otto,Guerra
13168,d9321,Frank,Ryan
13169,d11761,Jeff,Garlin
13170,d18241,Rick,Caine
13171,d887, Debbie,Melnyk
13172,d12727,Jonathan,King
13177,d7522,Daniel G.,Karslake
13184,d17421,Peter,Madsen
13185,d1738, Jeffrey James,Varab(co-director)
13186,d19482,Seung-wan,Ryoo
13187,d4816,Amir,Bar-Lev
13192,d6436,Cao,Hamburger
13193,d15978,Mike,Cahill
13195,d19303,Scott,Thomas
13197,d3984, Woo-Ping,Yuen
13198,d11914,Jeremy,Kasten
13199,d15372,Matthew,Hastings
13202,d19700,Simon J.,Smith
13212,d7460,Dan,Klores
13213,d1142, Fisher,Stevens(co-director)
13215,d1033, Emilio,Fernández
13218,d12346,John,Coney
13223,d6733,Cheol-hie,Park
13228,d21958,Zach,Helm
13231,d6413,Calum,Grant
13232,d1978, Joshua Atesh,Litle
13237,d21505,Warren P.,Sonoda
13238,d4743,Alison,Eastwood
13239,d20442,Ted,Braun
13240,d20495,Terry,Green
13243,d11923,Jeremy,Saulnier
13246,d14443,Lucía,Puenzo
13249,d13110,Julie,Gavras
13252,d21734,Xavier,Gens
13254,d9258,Franck,Khalfoun
13256,d12177,Joby,Harold
13260,d8503,Dwayne,Carey-Hill
13261,d21624,William,Greaves
13264,d13952,Larry,Ferguson
13266,d10329,Hardy,Martins
13268,d12218,Joe,Lynch
13269,d10992,J.A.,Bayona
13274,d11239,James D.,Scurlock
13276,d11130,Jacques,Deray
13277,d16618,Nisha,Ganatra
13278,d4844,Ana,Clavell
13279,d1614, James Glenn,Dudelson
13280,d6974,Christophe,Honoré
13285,d20904,Tom,Thurman
13288,d17658,Pierre,Rehov
13292,d16812,Oren,Rudavsky
13293,d18255,Rick,Ray
13294,d9553,Gary,Hustwit
13296,d10268,Ham,Tran
13297,d6845,Chris,Martin
13298,d1894, John,Pilger
13299,d3397, Sean,Crotty
13301,d13243,K. Ryan,Jones
13302,d8612,Edward A.,Blatt
13304,d16661,Norifumi,Suzuki
13305,d17592,Philippe,Garrel
13307,d7645,Dario,Piana
13308,d12702,Jonathan,Berman
13310,d19632,Shôsuke,Murakami
13313,d15133,Martin,Hynes
13314,d16122,Mitchell,Altieri
13315,d3018, Phil,Flores
13319,d9976,Goran,Dukic
13320,d9417,Fredi M.,Murer
13323,d10910,Ishai,Setton
13331,d7202,Colin,Strause
13332,d1352, Greg,Strause
13334,d21628,William,Heins
13335,d3582, Strathford,Hamilton
13339,d10447,Heitor,Dhalia
13342,d10319,Hao,Ning
13343,d13201,Justin,Theroux
13351,d12330,John,Brahm
13352,d5902,Bill,Guttentag
13353,d765, Dan,Sturman
13356,d13993,Laura,Mañá
13357,d14475,Luiz Fernando,Carvalho
13358,d16448,Nicholas,Webster
13359,d6138,Breno,Silveira
13363,d9669,George,Bamber
13364,d4094,Aamir,Khan
13365,d166, Amole,Gupte
13366,d16727,Oldrich,Lipský
13367,d10737,Hyung-rae,Shim
13368,d12242,Joe,Swanberg
13369,d8819,Eran,Kolirin
13370,d19748,So Yong,Kim
13372,d2901, Paco,Plaza
13373,d9558,Gary,Lennon
13378,d12811,Jorge,Gaggero
13379,d13672,Kim Rossi,Stuart
13386,d4192,Adam,Green
13390,d4105,Aaron J.,Wiederspahn
13391,d8192,Diane,Crespo
13392,d3524, Stefan C.,Schaefer
13396,d3950, William A.,Wellman
13399,d10518,Herbert,Brenon
13403,d10395,Haruki,Kadokawa
13404,d20419,Tatsuo,Satô
13406,d16066,Miles,Brandman
13408,d8898,Eric,Valette
13409,d7782,David E.,Talbert
13418,d11773,Jeff,Lowell
13419,d20923,Tomek,Baginski
13421,d7736,David,Bruckner
13422,d755, Dan,Bush
13423,d1583, Jacob,Gentry
13428,d15146,Martin,McDonagh
13434,d4136,Abderrahmane,Sissako
13437,d21478,Walter,Carvalho
13438,d3356, Sandra,Werneck
13440,d16268,Nadine,Labaki
13442,d18203,Richard,Robbins
13443,d13086,Julian,Gilbey
13445,d12857,Joseph,Greco
13447,d15702,Michael Ian,Black
13450,d16125,Mitchell,Lichtenstein
13458,d15091,Marshall,Lewy
13459,d6562,Catherine,Owens
13460,d2460, Mark,Pellington
13461,d14389,Louise,Osmond
13462,d1774, Jerry,Rothwell
13463,d6390,Bård,Breien
13464,d16691,Noël,Coward
13466,d15713,Michael,Kang
13467,d10468,Henning,Carlsen
13471,d12231,Joe,Otting
13475,d12032,Jieho,Lee
13477,d14612,Malik,Bader
13478,d17979,Raymond,Depardon
13481,d12657,Jon M.,Chu
13484,d10736,Hyun-seung,Lee
13486,d7293,Craig,Zobel
13487,d6681,Charles Robert,Carner
13488,d13172,Justin,Chadwick
13489,d13537,Kent,Alterman
13490,d7966,David,Schwimmer
13493,d21525,Weijun,Chen
13495,d18554,Robert,Sarkies
13498,d12093,Jim,Strouse
13500,d15935,Miguel,Alexandre
13503,d20374,Talia,Lugacy
13508,d12104,Jimmy,Hayward
13509,d3556, Steve,Martino
13513,d19333,Sean,Fine
13514,d183, Andrea,Nix
13515,d14765,Marco,Schnabel
13519,d15021,Mark,Palansky
13520,d17225,Paulo,Morelli
13521,d6161,Brett,Morgen
13522,d18204,Richard,Roxburgh
13524,d17399,Peter,Joseph
13525,d13772,Kresten Vestbjerg,Andersen
13526,d3715, Thorbjørn,Christoffersen
13527,d3525, Stefan,Fjeldmark
13528,d19593,Shira,Geffen
13529,d1091, Etgar,Keret
13530,d7677,Dave,Bullock
13531,d22052,Áron,Gauder
13533,d10450,Helen,Hunt
13547,d14350,Lori,Silverbush
13548,d2629, Michael,Skolnik
13549,d14267,Lionel,Baier
13550,d10832,Ilmar,Raag
13555,d4107,Aaron,Katz
13558,d4640,Alexander,Gruszynski
13562,d10795,Ido,Haar
13563,d3837, Uri,Ackerman
13564,d4146,Abel,Gance
13567,d14701,Marc S.,Grenier
13568,d16980,Patricia,Riggen
13575,d7975,David,Smith
13578,d17331,Peter,Brosens
13579,d1784, Jessica,Woodworth
13581,d16634,Noam,Murro
13585,d16366,Ned,Farr
13586,d10899,Isaac,Florentine
13592,d9351,Frantisek,Vlácil
13595,d19569,Shi-Zheng,Chen
13596,d4133,Abby,Epstein
13598,d8984,Esteban,Sapir
13600,d21216,Vardit,Bilu
13601,d750, Dalia,Hager
13602,d20285,Szabolcs,Hajdu
13605,d19093,Samuel,Benchetrit
13607,d7353,César,Charlone
13608,d1041, Enrique,Fernández
13609,d4666,Alexandre,Bustillo
13610,d2028, Julien,Maury
13611,d11853,Jennifer,Flackett
13612,d2454, Mark,Levin
13613,d6540,Carter,Smith
13615,d11516,Jason,Kohn
13616,d16447,Nicholas,Stoller
13617,d7585,Daniel,Waters
13621,d12647,Jon,Hurwitz
13622,d1431, Hayden,Schlossberg
13624,d12147,Joachim,Lafosse
13627,d19508,Shane,Abbess
13628,d20500,Terry,Kinney
13630,d11015,J.P.,Schaefer
13635,d15533,Mekhi,Phifer
13640,d19978,Steve,Barker
13641,d5105,Andy,Hurst
13642,d5492,Arunas,Matelis
13653,d1271, George B.,Seitz
13659,d10225,Götz,Spielmann
13660,d12440,John,Jeffcoat
13661,d14716,Marcel,Langenegger
13662,d15754,Michael,McCullers
13666,d16336,Nathan,Frankowski
13667,d13013,Juan Carlos Cremata,Malberti
13668,d1527, Iraida Malberti,Cabrera
13669,d16399,Nelson,McCormick
13676,d10505,Henry,Miller
13677,d15545,Melissa,Martin
13679,d6239,Brian,Smrz
13682,d18386,Robert C.,Cooper
13683,d18407,Robert,Cuffley
13685,d5835,Bernie,Goldmann
13686,d2570, Melisa,Wallack
13690,d5029,Andrew,Waller
13691,d10360,Harris,Goldberg
13692,d4482,Alejandro,Monteverde
13698,d12909,Josh,Gilbert
13700,d12149,Joachim,Trier
13701,d20452,Ted,Tetzlaff
13703,d12682,Jonah,Markowitz
13704,d7287,Craig,Sheffer
13705,d19962,Stephen,Walker
13706,d3325, Sally,George
13707,d12943,Joshua,Seftel
13709,d10106,Gregory,Wilson
13710,d4124,Aaron,Woolf
13712,d5033,Andrews,Jenkins
13713,d6565,Cathy,Randall
13715,d8040,Dean,Hamilton
13716,d7506,Daniel,Bitton
13717,d20099,Steven,Sebring
13719,d17728,Pratibha,Parmar
13720,d17868,Ralph,Arlyck
13722,d1086, Ernst,Lubitsch
13726,d15244,Masayuki,Ochiai
13728,d15786,Michael Patrick,King
13729,d6319,Bryan,Bertino
13731,d6788,Chris,Bell
13732,d12729,Jonathan,Levine
13734,d14927,Mark,Atkins
13736,d1902, John,Stevenson
13737,d18344,Rob,VanAlkemade
13738,d13413,Kazuo,Hara
13740,d9931,Glauber,Rocha
13742,d13740,Koen,Mortier
13743,d17467,Peter Schønau,Fog
13751,d11635,Jean,Herman
13761,d5158,Ann,Hui
13766,d19993,Steve,Conrad
13768,d7599,Daniele,Luchetti
13771,d15601,Michael,Benveniste
13772,d1491, Howard,Ziehm
13782,d17175,Paul,Sapiano
13785,d6890,Chris,Waitt
13787,d3904, Wai Man,Yip(co-director)
13789,d1845, Joel David,Moore
13790,d8068,Deborah,Kampmeier
13796,d21942,Yôichi,Sai
13800,d17760,Q. Allan,Brocka
13802,d3897, Víctor,Erice
13803,d3932, Werner,Herzog
13804,d1797, Jim,Jarmusch
13805,d47, Aki,Kaurismäki
13811,d6811,Chris,Eigeman
13813,d15124,Martin,Gero
13814,d19176,Sarah,Gavron
13816,d18111,Richard,Berge
13817,d445, Bonni,Cohen
13818,d2822, Nicole,Newnham
13820,d350, Barnaby,Thompson
13824,d17321,Peter,Avanzino
13825,d11094,Jack,Woods
13826,d904, Dennis,Muren
13827,d2468, Mark Thomas,McGee(co-director)
13828,d17370,Peter,Gilbert
13829,d3553, Steve,James
13831,d21888,Yudai,Yamaguchi
13834,d13921,Lance,Bangs
13835,d812, David,Cross
13841,d21930,Yves,Boisset
13845,d6230,Brian,Pimental
13847,d17486,Peter,Tolan
13851,d21907,Yung,Chang
13852,d13191,Justin,McCarthy
13858,d5910,Bill,Maher
13865,d20331,Tahmineh,Milani
13866,d11593,Jay,Lee
13870,d14872,Marina,Zenovich
13871,d21728,Xan,Cassavetes
13875,d17625,Phyllida,Lloyd
13876,d13059,Jukka-Pekka,Siili
13877,d7632,Dany,Boon
13879,d19286,Scott,Prendergast
13882,d19856,Stefan,Krohmer
13884,d17313,Pete,Riski
13885,d70, Alan,Smithee
13886,d21708,Wolfgang,Murnberger
13888,d9254,Francisco,Vargas
13889,d20992,Tony,Krantz
13890,d4372,Alan,Ball
13893,d18059,Reshef,Levi
13897,d8833,Eric,Brevig
13899,d16636,Noboru,Iguchi
13902,d7351,Céline,Sciamma
13911,d16524,Nicolas,Klotz
13915,d4930,Andrew,Black
13917,d20096,Steven,Sawalich
13919,d13705,Kirk,DeMicco
13922,d15166,Martin,Wood
13924,d20831,Tom,Clegg
13927,d5384,Ari,Sandel
13928,d15919,Michèle,Ohayon
13929,d11779,Jeff,Nichols
13930,d17189,Paul,Soter
13932,d4768,Allen,Baron
13933,d18079,Ric Roman,Waugh
13936,d6801,Chris,Carter
13939,d16391,Neil,Young
13940,d385, Benjamin,Johnson
13943,d3643, Takeya,Nakamura
13944,d12066,Jim,Kammerud
13945,d493, Brian,Smith(co-director)
13948,d12081,Jim,Mickle
13949,d21882,Yu,Li
13950,d14703,Marc,Schölermann
13953,d21862,Yoshimitsu,Morita
13954,d18661,Rodrigo,Plá
13958,d21404,Vladimir,Bortko
13959,d7021,Christopher N.,Rowley
13964,d7254,Courtney,Hunt
13968,d21787,Yasuhiro,Aoki
13969,d1218, Futoshi,Higashide
13970,d3804, Toshiyuki,Kubooka
13971,d1479, Hiroshi,Morioka
13972,d1942, Jong-Sik,Nam
13973,d3472, Shôjirô,Nishimi
13974,d4045, Yûichirô,Hayashi(co-director)
13976,d13071,Julia,Kwan
13978,d12412,John H.,Lee
13982,d19373,Sebastian,Schipper
13987,d20896,Tom,Shankland
13989,d6091,Brad,Furman
13990,d6573,Cecilia,Miniucchi
13994,d20468,Tenney,Fairchild
13996,d9506,Gabylu,Lara
13997,d13163,Juraj,Jakubisko
13998,d6482,Carlos,Brooks
14003,d7680,Dave,Filoni
14005,d12965,José Luis,Guerín
14006,d19698,Simon,Hunter
14007,d6781,Chookiat,Sakveerakul
14008,d5379,Ari,Folman
14013,d9384,Fred,Durst
14019,d2705, Mimi,Maynard
14022,d83, Alberto,Lattuada
14027,d21442,Víctor,García
14035,d11824,Jeffrey,Nachmanoff
14036,d8059,Deb,Hagan
14037,d6445,Carl,Deal
14038,d3718, Tia,Lessin
14039,d8194,Diane,English
14041,d20867,Tom,Kuntz
14042,d2676, Mike,Maguire
14049,d10145,Guillermo,Arriaga
14053,d11549,Jason Todd,Ipson
14056,d6812,Chris,Eska
14058,d11991,Jesse V.,Johnson
14061,d19312,Scott Z.,Burns
14063,d18971,S. Sylvan,Simon
14064,d14099,Leigh,Scott
14065,d7580,Daniel Sánchez,Arévalo
14066,d12185,Jody,Hill
14067,d8607,Eduardo,Sánchez
14068,d11172,Jaime,Marques
14071,d12226,Joe,Menendez
14075,d11117,Jacob,Thuesen
14078,d15428,Matías,Bize
14079,d7267,Craig E.,Serling
14080,d10130,Gualtiero,Jacopetti
14081,d1172, Franco,Prosperi
14085,d7660,Darren,Grodsky
14086,d787, Danny,Jacobs
14091,d16922,Paolo,Mazzucato
14094,d12952,José Alvarenga,Jr.
14096,d9328,Frank,Sudol
14098,d19457,Sergio,Rezende
14101,d13761,Konstantin,Lopushanskiy
14103,d18373,Robert B.,Weide
14110,d1490, Howard,Smith
14111,d16948,Pascal,Laugier
14114,d12808,Jorge,Fernando
14115,d21093,Trygve Allister,Diesen
14116,d2352, Lucky,McKee
14117,d18982,Saam,Farahmand
14118,d3507, Soulwax,
14123,d18275,Rigoberto,Castañeda
14124,d19224,Saul,Dibb
14125,d15808,Michael,Roesch
14126,d3004, Peter,Scheerer
14128,d10603,Hiroyuki,Imaishi
14133,d4999,Andrew,O'Connor
14134,d20151,Stuart,Paton
14136,d21074,Tricia,Regan
14143,d9823,Gianfranco,Parolini
14144,d6702,Charlie,Kaufman
14148,d14665,Marc,Abraham
14152,d7513,Daniel,Cohen
14155,d18650,Rodney,McDonald
14157,d20997,Tony,Martin
14160,d2066, Kari,Juusonen
14161,d12374,John Erick,Dowdle
14162,d19586,Shinji,Sômai
14167,d20538,Theo,Avgerinos
14170,d6358,Buichi,Saitô
14172,d10983,J. Michael,Straczynski
14173,d3364, Sara,Barnes
14176,d14698,Marc,Rosenbush
14178,d14163,Leslie,Arliss
14181,d20799,Todd,Komarnicki
14192,d10562,Hideshi,Hino
14195,d2337, Loveleen,Tandan(co-director)
14197,d14561,Madonna,
14198,d17881,Ralph,Thomas
14201,d21251,Vernon,Keays
14203,d2275, Leos,Carax
14204,d2647, Michel,Gondry
14205,d21857,Yoshihiro,Nishimura
14206,d21241,Veljko,Bulajic
14209,d14542,Mabrouk El,Mechri
14211,d14590,Maja,Classen
14212,d12430,John,Howley
14217,d16140,Moacyr,Góes
14222,d7521,Daniel,Fridell
14223,d13054,Juha,Wuolijoki
14229,d7822,David,Hackl
14231,d18870,Rupert,Harvey
14233,d19317,Sean,Anders
14235,d20226,Susan,Montford
14240,d21512,Wayne,Coyne
14241,d456, Bradley,Beesley(co-director)
14242,d1291, George,Salisbury(co-director)
14243,d8875,Eric,Nazarian
14245,d15410,Matthias,Glasner
14249,d9063,F. Richard,Jones
14256,d10049,Greg,MacGillivray
14263,d20780,Toby,Wilkins
14264,d15390,Matthew,Ogens
14265,d12096,Jim Van,Bebber
14266,d13971,Lars,Becker
14268,d6383,Byron,Howard
14269,d649, Chris,Williams
14275,d16778,Olivier,Megaton
14281,d20994,Tony,Leondis
14284,d20016,Steve,McQueen
14287,d19315,Screaming Mad,George
14288,d3562, Steve,Wang
14289,d5607,Baillie,Walsh
14291,d10866,Iosif,Kheifits
14292,d18792,Roscoe 'Fatty',Arbuckle
14296,d540, Béla,Balázs
14297,d19775,Sophie,Fiennes
14301,d7888,David,Mackay
14308,d17526,Phil,Donahue
14309,d1024, Ellen,Spiro
14312,d19259,Scott,Galloway
14313,d473, Brent,Pierson
14314,d15797,Michael,Preece
14319,d8638,Edward,Neumeier
14320,d20764,Toa,Fraser
14327,d21803,Yesim,Ustaoglu
14330,d17613,Phillip,Badger
14336,d14679,Marc F.,Adler
14337,d1670, Jason,Maurer
14338,d4707,Alfred,Lot
14339,d4635,Alex van,Warmerdam
14340,d15219,Masahiro,Andô
14341,d17587,Philippe,Claudel
14342,d14324,Lodewijk,Crijns
14344,d11013,J.P.,Howell
14345,d19110,Sandor,Stern
14346,d21400,Vladan,Nikolic
14347,d8628,Edward H.,Griffith
14349,d9043,Evgeniy,Sherstobitov
14358,d270, Anthony,Veiller
14359,d16942,Pascal,Bonitzer
14365,d17764,Quan'an,Wang
14372,d4416,Alan,Spencer
14373,d11145,Jacques,Sarasin
14376,d12041,Jim,Brown
14378,d7899,David Michael,Latt
14379,d6398,C. Thomas,Howell
14380,d16808,Oren,Jacoby
14382,d22002,Zdravko,Sotra
14383,d10888,Irving,Cummings
14385,d5427,Arne,Johnson
14386,d3427, Shane,King
14387,d16418,Nic,Balthazar
14388,d5734,Ben,Rock
14389,d20782,Tod Harrison,Williams
14390,d11875,Jens,Jonsson
14395,d19349,Sean,McGinly
14396,d7099,Clark,Gregg
14399,d18114,Richard,Boden
14402,d13521,Kenneth,Glenaan
14404,d13837,Kurt,Kuenne
14405,d16479,Nick,Moore
14407,d2404, Marcel,Varnel
14413,d8853,Eric,Guirado
14414,d11044,Jack,Bernhard
14417,d18841,Ruben,Östlund
14419,d10260,Hal,Roach
14421,d1400, Hal,Roach
14424,d1692, Jean,Douchet
14425,d1709, Jean-Luc,Godard
14426,d1704, Jean-Daniel,Pollet
14427,d4070, Éric,Rohmer
14429,d16452,Nick,Bicanic
14430,d1660, Jason,Bourque
14432,d12653,Jon,Knautz
14433,d14021,Laurent de,Bartillat
14440,d5886,Bill,Berry
14445,d3755, Todd,Wilderman(co-director)
14450,d590, Charles,Band
14451,d1857, John Carl,Buechler
14452,d3566, Steven,Ford
