,imdb_id,director_id
883,tt0115680,d14781
884,tt0117718,d14071
885,tt0116225,d12341
886,tt0112767,d5145
887,tt0115632,d13097
888,tt0117918,d18767
889,tt0104109,d18722
890,tt0051980,d13442
891,tt0100840,d16538
892,tt0107575,d14139
893,tt0042054,d13158
894,tt0068646,d9235
895,tt0109255,d20299
896,tt0104558,d19839
897,tt0116985,d14286
898,tt0046468,d16049
899,tt0114474,d9875
900,tt0115736,d13920
901,tt0115736,d2296
902,tt0115836,d5463
903,tt0101692,d12553
904,tt0116745,d18367
905,tt0119214,d6983
906,tt0116934,d17471
907,tt0109066,d16091
908,tt0075169,d7571
909,tt0113542,d20703
910,tt0110693,d10975
911,tt0106544,d19839
912,tt0116418,d12080
913,tt0112607,d13313
914,tt0120004,d17393
915,tt0116654,d12387
916,tt0116654,d3167
917,tt0116311,d7901
918,tt0117965,d7859
919,tt0114592,d9584
920,tt0115725,d16673
921,tt0115783,d8951
922,tt0120271,d16469
923,tt0113596,d18821
924,tt0109001,d20541
925,tt0094822,d17815
926,tt0113253,d12199
927,tt0117991,d21064
928,tt0117093,d13455
929,tt0024252,d15482
930,tt1684935,d11417
931,tt0111019,d5079
932,tt0035896,d19071
933,tt0032904,d9682
934,tt0045152,d19830
935,tt0045152,d1260
936,tt0043278,d21363
937,tt0050419,d19830
938,tt0054698,d5974
939,tt0052357,d4704
940,tt0047396,d4704
941,tt0025316,d9279
942,tt0036855,d9682
943,tt0025164,d15041
944,tt0053125,d4704
945,tt0053604,d5950
946,tt0053291,d5950
947,tt0056923,d19830
948,tt0034583,d15638
949,tt0033870,d12436
950,tt0058385,d9682
951,tt0047437,d5950
952,tt0046250,d21678
953,tt0031580,d21485
954,tt0031580,d3949
955,tt0037059,d21363
956,tt0032138,d21279
957,tt0032138,d1274
958,tt0032138,d2577
959,tt0032138,d2856
960,tt0032138,d3171
961,tt0032138,d2155
962,tt0031381,d21279
963,tt0031381,d1274
964,tt0031381,d3336
965,tt0084370,d18109
966,tt0043014,d5950
967,tt0033467,d16822
968,tt0062622,d19833
969,tt0039428,d16124
970,tt0042192,d12871
971,tt0032143,d9682
972,tt0032976,d4704
973,tt0032484,d4704
974,tt0038787,d4704
975,tt0038109,d4704
976,tt0050105,d14116
977,tt0048728,d4704
978,tt0042451,d21363
979,tt0045537,d21363
980,tt0031725,d8963
981,tt0050658,d5950
982,tt0051658,d21363
983,tt0052126,d21363
984,tt0029843,d15638
985,tt0029843,d3958
986,tt0032762,d18811
987,tt0037008,d16854
988,tt0039420,d12871
989,tt0029162,d9279
990,tt0027125,d15041
991,tt0035446,d8963
992,tt0028010,d10091
993,tt0049261,d9737
994,tt0048028,d8693
995,tt0025878,d21452
996,tt0032599,d10661
997,tt0048960,d15586
998,tt0048960,d1869
999,tt0038650,d9279
1000,tt0031679,d9279
1001,tt0029947,d10661
1002,tt0034012,d9737
1003,tt0017350,d21294
1004,tt0036094,d21591
1005,tt0025586,d12350
1006,tt0038300,d5376
1007,tt0027893,d12350
1008,tt0032022,d6371
1009,tt0041509,d10502
1010,tt0039152,d11250
1011,tt0026029,d4704
1012,tt0038235,d14207
1013,tt0036241,d10662
1014,tt0036241,d1489
1015,tt0063350,d9660
1016,tt0043265,d12436
1017,tt0046414,d12436
1018,tt0051459,d18119
1019,tt0047162,d18119
1020,tt0033891,d9279
1021,tt0029855,d12350
1022,tt0029588,d21293
1023,tt0022879,d9277
1024,tt0027980,d8646
1025,tt0114007,d20529
1026,tt0093229,d7234
1027,tt0118927,d7654
1028,tt0048491,d12937
1029,tt0113730,d6859
1030,tt0117357,d18207
1031,tt0117669,d4764
1032,tt0116329,d6534
1033,tt0118742,d13935
1034,tt0116442,d4776
1035,tt0114354,d12892
1036,tt0117011,d18283
1037,tt0117039,d16383
1038,tt0117473,d4837
1039,tt0116635,d15360
1040,tt0115678,d6431
1041,tt0115678,d3523
1042,tt0116830,d21482
1043,tt0115847,d18511
1044,tt0117603,d9060
1045,tt0115438,d12423
1046,tt0115994,d17992
1047,tt0083587,d18051
1048,tt0116167,d12589
1049,tt0116259,d15588
1050,tt0116421,d12405
1051,tt0116000,d18503
1052,tt0115862,d11256
1053,tt0072653,d16682
1054,tt0047977,d16671
1055,tt0072951,d12429
1056,tt0064603,d18567
1057,tt0071607,d18567
1058,tt0050798,d18567
1059,tt0055277,d7987
1060,tt0054195,d7987
1061,tt0107131,d8501
1062,tt0053271,d6632
1063,tt0054357,d13481
1064,tt0059793,d18567
1065,tt0046672,d18147
1066,tt0106611,d12677
1067,tt0109127,d21613
1068,tt0042332,d7171
1069,tt0042332,d3940
1070,tt0042332,d1401
1071,tt0063819,d21711
1072,tt0038166,d16670
1073,tt0038166,d707
1074,tt0038166,d1575
1075,tt0038166,d424
1076,tt0038166,d1422
1077,tt0057546,d21711
1078,tt0041890,d10345
1079,tt0041890,d1401
1080,tt0102798,d13612
1081,tt0058331,d18567
1082,tt0033563,d19090
1083,tt0033563,d2852
1084,tt0033563,d3940
1085,tt0033563,d1575
1086,tt0033563,d424
1087,tt0033563,d373
1088,tt0033563,d1867
1089,tt0076538,d8312
1090,tt0066817,d18567
1091,tt0043274,d7171
1092,tt0043274,d3940
1093,tt0043274,d1401
1094,tt0082406,d20440
1095,tt0082406,d3160
1096,tt0082406,d301
1097,tt0116361,d15359
1098,tt0059742,d18587
1099,tt0095016,d12495
1100,tt0104692,d6159
1101,tt0118044,d16455
1102,tt0114597,d10784
1103,tt0117582,d6997
1104,tt0117589,d15999
1105,tt0117887,d20855
1106,tt0117924,d15798
1107,tt0117791,d11280
1108,tt0116928,d12846
1109,tt0116928,d3135
1110,tt0115640,d10548
1111,tt0116908,d18038
1112,tt0116409,d19932
1113,tt0116913,d4342
1114,tt0117958,d19988
1115,tt0117400,d10918
1116,tt0117202,d12494
1117,tt0116404,d19798
1118,tt0120107,d9718
1119,tt0116722,d15866
1120,tt0116242,d21719
1121,tt0115600,d14124
1122,tt0117509,d5676
1123,tt0117802,d8407
1124,tt0117665,d5652
1125,tt0117781,d15625
1126,tt0116714,d19296
1127,tt0115491,d20317
1128,tt0043140,d5218
1129,tt0029546,d15041
1130,tt0028757,d9737
1131,tt0039286,d8623
1132,tt0037101,d8623
1133,tt0044863,d12839
1134,tt0044863,d2796
1135,tt0109823,d4110
1136,tt0067992,d15540
1137,tt0111622,d11402
1138,tt0055018,d11051
1139,tt0070707,d21719
1140,tt0066808,d21719
1141,tt0095159,d6642
1142,tt0095159,d1858
1143,tt0079470,d20499
1144,tt0084865,d5974
1145,tt0068334,d15806
1146,tt0059243,d5974
1147,tt0061418,d5471
1148,tt0052027,d12578
1149,tt0052027,d1203
1150,tt0046912,d4704
1151,tt0113731,d9449
