,writer_id,first_name,last_name
27074,w45183,Akiva,Goldsman
27075,w8086, Dan,Brown
27078,w58250,Jeremy,Garelick
27079,w19127, Jay,Lavender
27080,w42733, Vince,Vaughn
27081,w19931, Jeremy,Garelick
27082,w19128, Jay,Lavender
27083,w61100,Kevin,Bernhardt
27084,w8152, Dan,Millman
27085,w46649,Anthony,Cipriano
27086,w68682,Richard E.,Grant
27087,w63693,Mark,Zakarin
27090,w22216, Jorgen,Klubien
27091,w8104, Dan,Fogelman
27092,w21391, John,Lasseter
27094,w24240, Kiel,Murray
27095,w33521, Phil,Lorin
27096,w22217, Jorgen,Klubien
27097,w39746, Steve,Purcell
27098,w61678,Larry,Clark
27099,w24842, Larry,Clark
27100,w28522, Matthew,Frost
27101,w55214,Guillermo Cabrera,Infante
27102,w64202,Matthew,Perniciaro
27103,w41350, Timm,Sharp
27104,w64599,Michael,Bregman
27105,w11121, Edwin,Torres
27106,w57444,Jan,Svankmajer
27107,w64757,Michael,Hogan
27108,w32582, Paul,Fix
27109,w14960, Gordon Ray,Young
27110,w52046,Douglas,Morrow
27111,w56353,Ian,Danby
27113,w41447, Tito,Carpi
27114,w11639, Enzo G.,Castellari
27117,w41351, Timo K.,Mukka
27118,w32129, Panu,Rajala
27119,w74925,Xiaoshuai,Wang
27122,w4750, Borden,Chase
27123,w63885,Mary,Harron
27124,w15330, Guinevere,Turner
27125,w48512,Bryan Edward,Hill
27126,w10019, Dolph,Lundgren
27127,w47866,Bill,Sherwood
27128,w51815,Don,DeLillo
27129,w72010,Steven,Bagatourian
27130,w3006, Aric,Avelino
27131,w68268,Randall,Miller
27132,w34552, Randall,Miller
27133,w20587, Jody,Savin
27134,w45680,Alex,Rose
27140,w30057, Mike,White
27141,w50841,David,Auburn
27142,w12175, Eun-Jeong,Kim
27143,w20191, Ji-na,Yeo
27145,w27707, Mark,O'Keefe
27146,w49131,Charles,O'Neal
27147,w9432, DeWitt,Bodeen
27148,w65209,Mike,Leigh
27150,w55013,Gouverneur,Morris
27151,w37167, Ruth,Wightman
27152,w45857,Aline Brosh,McKenna
27153,w25019, Lauren,Weisberger
27154,w72621,Ted,Elliott
27156,w40659, Ted,Elliott
27157,w40832, Terry,Rossio
27158,w39971, Stuart,Beattie
27159,w19169, Jay,Wolpert
27160,w64825,Michael,LeSieur
27163,w51858,Don,Payne
27164,w66561,Oscar,Brodney
27165,w7201, Cid Ricketts,Sumner
27168,w25510, Leslie,Charteris
27169,w63385,Mario,Caiano
27170,w92,  screenplay and,dialogue)
27171,w12367, Fabio De,Agostini
27174,w66599,Otar,Iosseliani
27175,w50415,Dan,Madigan
27177,w71934,Steve,Fisher
27179,w75175,Yuri,German
27180,w10949, Eduard,Volodarskiy
27181,w49437,Chris,Paine
27183,w36437, Rochus,Hahn
27184,w57787,Jean,Eustache
27185,w45203,Al,Gore
27188,w13138, Frank,Wead
27190,w54291,Gary Scott,Thompson
27191,w2205, Andrew W.,Marlowe
27195,w52171,E. Hunter,Willett
27196,w4284, Betty,Ulius
27197,w10624, E. Hunter,Willett
27198,w63789,Martin,Guigui
27200,w1405, Alexander,Knox
27201,w28132, Mary,McCarthy
27202,w39041, Sister,Kenny
27203,w27896, Martha,Ostenso
27204,w49710,Chuan,Lu
27205,w67350,Peter,Barsocchini
27206,w58306,Jerri,Nielsen
27207,w28165, Maryanne,Vollers
27208,w33334, Peter,Pruce
27209,w27232, Maria,Nation
27212,w48914,Caveh,Zahedi
27215,w520, Adriana,Rattes
27216,w14531, Gil Vicente,Tavares
27218,w47240,Ayad,Akhtar
27219,w22294, Joseph,Castelo
27220,w41606, Tom,Glynn
27222,w7684, Costa-Gavras,
27223,w19392, Jean-Claude,Grumberg
27224,w50094,Craig,Chester
27225,w52625,Elinor,Glyn
27226,w17792, Jack,Cunningham
27227,w57489,Jane Walker,Wood
27228,w39851, Steven,Manners
27229,w18897, Jane Walker,Wood
27230,w39850, Steven,Manners
27235,w13917, Geoffrey,Giuliano
27236,w12975, Frank,Budgen
27237,w40827, Terry,Rawlings
27238,w2542, Anna,Wohlin
27239,w69445,Robert,Rossen
27240,w260, Abem,Finkel
27241,w72040,Steven Hilliard,Stern
27242,w56192,Howard J.,Green
27243,w12709, Forrest,Wilson
27244,w26817, Manuel,Seff
27245,w49348,Chris,Chow
27247,w6570, Chi-long,To
27248,w62049,Leon,Gordon
27249,w8885, David Graham,Phillips
27250,w44580, Zelda,Sears
27251,w43246, Wanda,Tuchock
27252,w43248, Wanda,Tuchock
27254,w49434,Chris,Morgan
27257,w20265, Jim,Davis
27258,w70354,Sam,Dunn
27259,w37944, Scot,McFadyen
27260,w20143, Jessica Joy,Wise
27263,w63262,Marguerite,Roberts
27264,w13356, Frederick,Nebel
27265,w67662,Philip,Barry
27267,w74186,Vondie,Curtis-Hall
27268,w8528, Darin,Scott
27269,w29421, Michael,Mahern
27270,w63122,Marcello,Fondato
27271,w12812, Francesco,Scardamaglia
27273,w12813, Francesco,Scardamaglia
27275,w13076, Frank,Owen
27276,w43757, William,Marchant
27277,w45866,Alison,Murray
27278,w67775,Philippe,Mora
27279,w27145, Margaret,Carnegie
27280,w62182,Lew,Lipton
27281,w11978, Ernest,Pagano
27283,w35810, Robert E.,Hopkins
27284,w64664,Michael,Dougherty
27287,w29180, Michael,Dougherty
27288,w8131, Dan,Harris
27289,w20050, Jerry,Siegel
27290,w20740, Joe,Shuster
27291,w49664,Christopher,Marlowe
27292,w9738, Derek,Jarman
27293,w39526, Stephen,McBride
27294,w23861, Ken,Butler
27296,w62232,Lian,Lunson
27299,w70580,Sarah,Bird
27300,w4471, Billy,Kent
27301,w433, Adam,Wierzbianski
27302,w434, Adam,Wierzbianski
27303,w64550,Michael,Arndt
27307,w67931,Pjer,Zalica
27309,w13914, Geoffrey,Edwards
27311,w17736, J.T.,Petty
27312,w59594,Jon Mikl,Thor
27313,w59182,John,Hazlett
27314,w42934, Vivienne,Laxdal
27315,w64682,Michael,Fengler
27318,w54555,George St.,George
27319,w42222, Ugo,Liberatore
27320,w34855, Remigio Del,Grosso
27321,w14721, Giovanni,d'Eramo
27322,w14440, Gian Paolo,Callegari
27323,w55031,Graham,Greene
27324,w15027, Graham,Greene
27325,w25498, Lesley,Storm
27326,w43861, William,Templeton
27328,w27995, Martin,Rackin
27329,w10344, Dorothy,Atlas
27330,w2713, Anthony,Mann
27332,w21494, John Monks,Jr.
27333,w43514, Willard,Motley
27335,w15317, Guillermo,Arriaga
27336,w1133, Alejandro G.,Iñárritu
27339,w7804, Crosbie,Garstin
27340,w45960,Alvin,Sargent
27341,w26615, Madison,Jones
27342,w50573,Daniel,Musgrave
27343,w35116, Richard,Claus
27344,w7638, Cornelia,Funke
27347,w69578,Robin,Bhatt
27348,w37359, Sachin,Bhowmick
27349,w16719, Honey,Irani
27350,w643, Akarsh,Khurana
27351,w37750, Sanjay,Masoomm
27352,w34430, Rakesh,Roshan
27353,w71743,Stephen,Colbert
27354,w32552, Paul,Dinello
27355,w1888, Amy,Sedaris
27356,w30297, Mitch,Rouse
27357,w39412, Stephen,Colbert
27358,w32551, Paul,Dinello
27359,w1887, Amy,Sedaris
27361,w66259,Noel,Behn
27364,w61623,Lamar,Trotti
27365,w67667,Philip,Chidel
27366,w67485,Peter,Lance
27368,w16868, Hsiao-Hsien,Hou
27369,w62046,Leon,Capetanos
27370,w6176, Charles,Bail
27371,w25368, Leon,Capetanos
27372,w66858,Patrick,Creadon
27373,w6941, Christine,O'Malley
27377,w12476, Federico,Fellini
27384,w9563, Delmer,Daves
27385,w45916,Allen,Rivkin
27386,w32047, P.J.,Wolfson
27387,w18702, James Warner,Bellah
27391,w72460,Tae-yong,Kim
27392,w24653, Kyu-dong,Min
27393,w56741,J.C.,Pollock
27394,w17661, J.C.,Pollock
27395,w2349, Andy,Cheng
27396,w47813,Bill,Ewing
27398,w20280, Jim,Hanon
27399,w74611,William,Gibson
27401,w44837,Abby,Mann
27402,w36467, Roderick,Thorp
27403,w50403,Dan,Harmon
27404,w35629, Rob,Schrab
27406,w8127, Dan,Harmon
27407,w35630, Rob,Schrab
27408,w67617,Petr,Zelenka
27409,w33454, Petr,Zelenka
27410,w60676,Karolina,Frankowska
27411,w37225, Ryszard,Zatorski
27413,w46659,Anthony,Frewin
27414,w45822,Alfredo L. Del,Cueto
27415,w41834, Tomás Gutiérrez,Alea
27416,w34517, Ramón F.,Suárez
27417,w59183,John,Heffernan
27419,w8784, David,Dalessandro
27420,w21273, John,Heffernan
27424,w69076,Robert Ben,Garant
27426,w35708, Robert Ben,Garant
27427,w41079, Thomas,Lennon
27428,w30148, Milan,Trenc
27429,w46128,Andrea,Berloff
27430,w21455, John,McLoughlin
27431,w10302, Donna,McLoughlin
27432,w43692, William,Jimeno
27433,w1742, Allison,Jimeno
27434,w75263,Zach,Helm
27435,w59314,John,Meehan
27437,w27028, Marcia,Davenport
27438,w54638,Gerald,Green
27439,w35303, Richard,Murphy
27440,w14298, Gerald,Green
27441,w57478,Jane,Hinton
27444,w57212,James,Griffin
27445,w31916, Oscar,Kightley
27447,w2772, Anthony,Yerkovich
27449,w74500,Will,Rokos
27452,w19991, Jerome,Odlum
27454,w46530,Anna Laura,Braghetti
27455,w32141, Paola,Tavella
27456,w27049, Marco,Bellocchio
27457,w8407, Daniela,Ceselli
27458,w45253,Alain-Michel,Blanc
27459,w34279, Radu,Mihaileanu
27460,w44753,A.I.,Bezzerides
27461,w128, A.I.,Bezzerides
27462,w31071, Nicholas,Ray
27463,w14285, Gerald,Butler
27465,w74834,Wisit,Sasanatieng
27466,w58026,Jeff,Lowell
27467,w58907,John A.,Davis
27468,w21517, John,Nickle
27469,w47047,Arthur,Robison
27470,w37013, Rudolf,Schneider
27471,w52326,Edgar,Høyer
27472,w27286, Marie,Corelli
27473,w55946,Herman,Bang
27474,w40905, Thea von,Harbou
27475,w5731, Carl Theodor,Dreyer
27476,w47526,Ben,Markson
27478,w36872, Rosalind Keating,Shaffer
27479,w63773,Martin,Donovan
27480,w8134, Dan,Ireland
27481,w37160, Ruth,Sacks
27482,w11350, Elizabeth,Taylor
27483,w50151,Cristi,Puiu
27484,w34768, Razvan,Radulescu
27485,w48782,Carlos,Saura
27486,w59366,John,Palmer
27487,w9356, David,Weisman
27488,w13870, Genevieve,Charbon
27489,w21551, John,Palmer
27490,w7187, Chuck,Wein
27491,w9355, David,Weisman
27492,w35712, Robert,Benard
27493,w64239,Matti,Kassila
27494,w23254, Kaarlo,Nuorvala
27495,w29918, Mika,Waltari
27496,w65621,N. Richard,Nash
27497,w30596, N. Richard,Nash
27498,w63608,Mark,Neveldine
27499,w5158, Brian,Taylor
27501,w57549,Jarno,Laasala
27502,w22833, Jukka,Hilden
27503,w42175, Tuukka,Tiensuu
27506,w765, Alain,Godard
27507,w15816, Hans,Ruesch
27510,w6337, Charles,Nordhoff
27511,w18579, James Norman,Hall
27512,w48197,Brendan,Foley
27513,w65111,Mick,Rossi
27514,w38145, Sean,Stanek
27516,w46909,Armistead,Maupin
27517,w40791, Terry,Anderson
27518,w32454, Patrick,Stettner
27519,w3066, Armistead,Maupin
27523,w14954, Gordon,McDonell
27527,w29024, Meyer,Levin
27530,w61965,Leigh,Chapman
27531,w2883, Antonio,Santean
27532,w35415, Richard,Unekis
27535,w13584, Gabrielle,Lord
27536,w52090,Duane,Adler
27537,w28957, Melissa,Rosenberg
27538,w10527, Duane,Adler
27539,w44993,Adam,Rifkin
27540,w8713, David,Berenbaum
27541,w393, Adam,Rifkin
27542,w19028, Jason,Lethcoe
27543,w61982,Leila,Basen
27544,w1309, Alex,Epstein
27545,w32385, Patrick,Huard
27546,w24205, Kevin,Tierney
27547,w67078,Paul,Jarrico
27549,w69597,Robin,Nishi
27550,w28187, Masaaki,Yuasa
27551,w69185,Robert,Edwards
27552,w70148,Ryan,Fleck
27553,w2487, Anna,Boden
27556,w11536, Emmanuel,Carrère
27557,w52728,Elsa,Tang
27558,w43937, Wing-Fai,Wong
27559,w70488,Sandy,Shaw
27560,w40208, Susanne,Chan
27561,w37719, Sandy,Shaw
27563,w41412, Tin-suen,Chan
27567,w68405,Raymond,To
27568,w73483,Tony,Grisoni
27570,w30290, Mitch,Cullin
27571,w62180,Lew,Brown
27572,w25037, Laurence,Schwab
27574,w5415, Buddy G.,DeSylva
27575,w34691, Ray,Henderson
27578,w54982,Gordon,Chan
27579,w16621, Hing-Ka,Chan
27580,w32530, Paul,Clay
27582,w43094, Wai Chung,Kwok
27583,w71026,Seton I.,Miller
27584,w38420, Seton I.,Miller
27586,w59948,Joseph,Schrank
27587,w26453, Lynn,Root
27588,w59907,Joseph,Hergesheimer
27589,w10889, Edmund,Goulding
27590,w16400, Henry,King
27591,w65566,Murali K.,Thalluri
27592,w59399,John,Quaintance
27593,w20146, Jessica,O'Toole
27594,w1883, Amy,Rardin
27595,w44931,Adam,Cooper
27597,w27726, Mark,Perez
27599,w72544,Tamara,Berger
27600,w7448, Clement,Virgo
27601,w40550, Tamara,Berger
27602,w5942, Carrie Paupst,Shaughnessy
27603,w52863,Enzo,Barboni
27604,w11629, Enzo,Barboni
27605,w49797,Clas,Lindberg
27607,w3980, Bengt,Palmers
27608,w55822,Hella,Joof
27609,w24407, Klaus,Bondam
27610,w41029, Thomas,Gammeltoft
27611,w29124, Michael,Christoffersen
27612,w53305,Eve,Greene
27613,w35263, Richard,Macaulay
27614,w18432, James,Gunn
27616,w36385, Robin,Campillo
27617,w8508, Dany,Laferrière
27618,w37724, Sandy,Whitelaw
27619,w48578,Burt,Kennedy
27620,w70366,Sam,Hellman
27621,w14827, Gladys,Lehman
27622,w16073, Harry,Tugend
27623,w24969, Laura E.,Richards
27624,w65832,Neil,Burger
27625,w39859, Steven,Millhauser
27626,w55931,Herbert,Dalmas
27627,w14118, George,Oppenheimer
27629,w56203,Howard,Lindsay
27630,w37099, Russel,Crouse
27632,w30561, Myles,Connolly
27633,w67518,Peter,Milne
27634,w16989, Humphrey,Cobb
27635,w36219, Robert,Tasker
27636,w20978, John,Bright
27638,w66490,Olivier,Marchal
27639,w12900, Franck,Mancuso
27640,w22987, Julien,Rappeneau
27641,w10072, Dominique,Loiseau
27642,w31816, Olivier,Marchal
27643,w31819, Olivier,Marchal
27649,w47986,Bob,Dolman
27650,w41135, Thomas,Rockwell
27651,w48128,Brad,Gann
27652,w48505,Bryan,Barber
27654,w22427, Joseph,Schrank
27655,w8059, Damon,Runyon
27656,w16827, Howard,Lindsay
27657,w72230,Suha,Arraf
27658,w11658, Eran,Riklis
27659,w58061,Jeff,Stanzler
27660,w72709,Terrence,McNally
27661,w40783, Terrence,McNally
27663,w31561, Norman,Krasna
27664,w51090,David,Lean
27667,w55381,H.M.,Walker
27668,w45395,Albert,Lamorisse
27669,w56856,Jack,Jevne
27671,w6442, Charley,Rogers
27672,w12512, Felix,Adler
27673,w18598, James,Parrott
27675,w49544,Christianna,Brand
27677,w7306, Claud,Gurney
27678,w49188,Charley,Rogers
27679,w12510, Felix,Adler
27682,w12514, Felix,Adler
27684,w49187,Charley,Rogers
27685,w12509, Felix,Adler
27686,w18597, James,Parrott
27687,w16033, Harry,Langdon
27688,w3104, Arnold,Belgard
27690,w28744, Mauro,Monti
27693,w43296, Wash,Westmoreland
27694,w63511,Mark,Duplass
27695,w19118, Jay,Duplass
27696,w52989,Eric,Knight
27699,w65851,Neil,LaBute
27700,w2742, Anthony,Shaffer
27702,w44849,Abdi,Nazemian
27703,w29033, Micah,Schraft
27705,w59131,John,Gay
27706,w43227, Walter,Scott
27709,w47564,Bengt,Palmers
27710,w4513, Björn,Skifs
27711,w62930,Malin Lind,Lagerlöf
27712,w69754,Rolf,Börjlind
27713,w33165, Peter,Dalle
27714,w67084,Paul,Laverty
27715,w62258,Lillie,Hayward
27716,w15924, Harold,Shumate
27717,w26398, Luke,Short
27718,w26400, Luke,Short
27720,w40220, Suso Cecchi,D'Amico
27722,w56468,Imre,Kertész
27723,w17237, Imre,Kertész
27725,w13075, Frank,O'Rourke
27728,w43914, Wilson,Barrett
27729,w62677,Luis,Buñuel
27730,w10979, Eduardo,Ugarte
27731,w36492, Rodolfo,Usigli
27732,w49640,Christopher,Hudson
27733,w39979, Stuart,Cooper
27734,w57287,James,Moran
27735,w7120, Christopher,Smith
27736,w18569, James,Moran
27740,w66351,Nunnally,Johnson
27741,w58585,Jimmy,Larouche
27743,w13565, Gabriele,Muccino
27744,w66815,Patrice,Chéreau
27746,w22298, Joseph,Conrad
27748,w61841,Laurie,Collyer
27749,w64054,Matt,Chow
27750,w26733, Man Sing,So
27751,w43924, Wilson,Yip
27752,w65203,Mike,Judge
27754,w12079, Etan,Cohen
27757,w55584,Harold,Lamb
27762,w71763,Stephen,Geller
27763,w25914, Lorenzo Semple,Jr.
27764,w50740,Darren,Aronofsky
27766,w2992, Ari,Handel
27767,w45225,Alain,Chabat
27768,w10063, Dominique,Farrugia
27769,w6147, Chantal,Lauby
27770,w66058,Nicolas,Boukhrief
27771,w28334, Mathieu,Kassovitz
27773,w5513, C. Gardner,Sullivan
27774,w20119, Jesse Lasky,Jr.
27775,w17788, Jack,Cunningham
27776,w11961, Ernest,Haycox
27777,w49120,Charles M.,Schulz
27779,w49119,Charles M.,Schulz
27780,w73057,Tim,O'Brien
27781,w41105, Thomas Michael,Donnelly
27782,w65045,Michel,Gondry
27784,w264, Aben,Kandel
27785,w71288,Shuichi,Shigeno
27786,w12517, Felix,Chong
27787,w53047,Eric,Weiss
27788,w53263,Eugene,O'Neill
27789,w10549, Dudley,Nichols
27790,w52381,Edna,Anhalt
27791,w10990, Edward,Anhalt
27792,w30479, Morton,Thompson
27795,w51225,David,Ross
27796,w69319,Robert,Kurtz
27797,w19662, Jeff,Hand
27798,w16814, Howard,Jonas
27800,w17754, Jac,Flanders
27802,w20876, Johanna,Teicht
27803,w47616,Benoît,Delépine
27804,w15367, Gustave,Kervern
27805,w51829,Don,Hartman
27807,w33613, Philip,Rapp
27808,w17834, Jack,Jevne
27809,w10786, Eddie,Moran
27810,w3266, Arthur,Sheekman
27811,w74806,Wim,Wenders
27814,w74813,Wim,Wenders
27815,w37977, Scott,Derrickson
27816,w29454, Michael,Meredith
27818,w54792,Gilles,Marchand
27819,w10052, Dominik,Moll
27820,w61610,Lajos Parti,Nagy
27821,w15476, György,Pálfi
27822,w44629, Zsófia,Ruttkay
27823,w55062,Greg,Bennick
27824,w32452, Patrick,Shen
27826,w26756, Mani,Ratnam
27828,w72443,Tad,Friend
27829,w69448,Robert,Rudelson
27833,w46937,Arnold,Bennett
27834,w61608,Lajos,Biró
27835,w3297, Arthur,Wimperis
27836,w3294, Arthur,Wimperis
27837,w64442,Mel,Gibson
27838,w12425, Farhad,Safinia
27839,w53673,Francine,Prose
27840,w35191, Richard,Guay
27841,w30687, Nancy,Savoca
27842,w65306,Millard,Kaufman
27843,w36919, Ross Lockridge,Jr.
27844,w67654,Phil,Sears
27845,w4538, Blake T.,Evans
27847,w4539, Blake T.,Evans
27848,w58070,Jeff,Tremaine
27849,w39174, Spike,Jonze
27850,w21846, Johnny,Knoxville
27851,w19736, Jeff,Tremaine
27857,w18988, Jason 'Wee Man',Acuña
27861,w27669, Mark,Lewman
27863,w736, Al,Walker
27865,w8575, Darrin,Prescott
27866,w9344, David,Weathers
27867,w13723, Gary,Leffew
27868,w22831, Juicy,J
27870,w38042, Scott,Rogers
27873,w41176, Thor,Drake
27875,w34093, Preston,Lacy
27876,w72103,Steven,Zaillian
27877,w36102, Robert Penn,Warren
27878,w54187,Gabrielle,Zevin
27880,w21418, John,Loy
27881,w21419, John,Ludin
27885,w1491, Alexandre,Volkoff
27887,w16040, Harry,Mulisch
27888,w70275,Sacha Baron,Cohen
27889,w2701, Anthony,Hines
27890,w33104, Peter,Baynham
27891,w8146, Dan,Mazer
27892,w37349, Sacha Baron,Cohen
27893,w33105, Peter,Baynham
27894,w2702, Anthony,Hines
27896,w37346, Sacha Baron,Cohen
27899,w66573,Oscar,Millard
27900,w69828,Ron L.,Brinkerhoff
27901,w71907,Steve,Bencich
27903,w30748, Nat,Mauldin
27904,w20219, Jill,Culton
27905,w2753, Anthony,Stacchi
27906,w39731, Steve,Moore
27907,w20929, John B.,Carls
27908,w37505, Sam,Harper
27909,w8206, Dan,Wilson
27910,w8874, David,Gilbreth
27911,w73215,Todd,Phillips
27913,w69599,Robin,Schiff
27914,w36413, Robin,Schiff
27915,w47418,Bartlett,Cormack
27916,w7436, Clemence,Dane
27917,w6288, Charles,Laughton
27918,w11864, Erich,Pommer
27919,w41335, Tim,Whelan
27920,w48669,Can,Yilmaz
27921,w6080, Cem,Yilmaz
27922,w74692,William,Monahan
27923,w873, Alan,Mak
27925,w71164,Sheldon,Turner
27926,w38603, Sheldon,Turner
27927,w8950, David J.,Schow
27928,w51807,Don,Calame
27929,w6670, Chris,Conroy
27930,w15085, Greg,Coolidge
27931,w10099, Don,Calame
27932,w6671, Chris,Conroy
27933,w46671,Anthony,Horowitz
27934,w2704, Anthony,Horowitz
27935,w44755,A.I.,Bezzerides
27937,w22363, Joseph,Kessel
27938,w55559,Harald,Rosenløw-Eeg
27939,w11910, Erik,Poppe
27940,w15851, Harald,Rosenløw-Eeg
27941,w67697,Philip,Klein
27942,w36286, Robert,Yost
27943,w49491,Christian,Alvart
27944,w73310,Tom,Kilpatrick
27945,w70158,Ryan,Murphy
27946,w3448, Augusten,Burroughs
27947,w67723,Philip,Yordan
27949,w36099, Robert,Patterson
27950,w70672,Scott,Coffey
27951,w71860,Stephen,Susco
27954,w65088,Michelle,Gallagher
27955,w29804, Michelle,Gallagher
27957,w52042,Douglas,McGrath
27958,w14128, George,Plimpton
27960,w27515, Mark Andrew,Olsen
27961,w41812, Tommy,Tenney
27962,w59065,John,Dower
27963,w27698, Mark,Monroe
27964,w27699, Mark,Monroe
27965,w54719,Giacomo,Casanova
27969,w11339, Elizabeth,Page
27971,w46524,Anna,Furmanov
27972,w9942, Dimitri,Furmanov
27973,w38301, Sergey,Vasilev
27974,w14267, Georgi,Vasilyev
27975,w65052,Michel,Houellebecq
27976,w31942, Oskar,Roehler
27977,w73084,Timo,Kahilainen
27978,w16213, Heikki,Vihinen
27979,w66897,Patrick,Melton
27980,w27109, Marcus,Dunstan
27981,w57021,Jafar,Panahi
27982,w38442, Shadmehr,Rastin
27983,w73191,Todd,Field
27984,w41687, Tom,Perrotta
27985,w41686, Tom,Perrotta
27986,w46028,Amy,Berg
27990,w39320, Stefan,Zweig
27994,w45661,Alex,Kendrick
27995,w39485, Stephen,Kendrick
27997,w27621, Mark,Hellinger
27998,w67524,Peter,Morgan
28000,w14551, Giles,Foden
28001,w8850, David,Fox
28002,w51089,David,Leaf
28003,w21653, John,Scheinfeld
28004,w58987,John Cameron,Mitchell
28005,w65162,Mikaël,Ollivier
28006,w45792,Alfonso,Cuarón
28007,w41385, Timothy J.,Sexton
28009,w27584, Mark,Fergus
28010,w16145, Hawk,Ostby
28011,w32025, P.D.,James
28012,w59719,Jonathan,Nolan
28014,w7108, Christopher,Priest
28017,w18311, James,Bradley
28018,w36772, Ron,Powers
28019,w63643,Mark,Rosenthal
28021,w28136, Mary,O'Hara
28023,w64730,Michael,Gutmann
28024,w8937, David,Howard
28026,w56600,Iskander,Galiev
28027,w44443, Yuriy,Korotkov
28028,w46803,Antti-Jussi,Annila
28029,w2921, Antti-Jussi,Annila
28030,w27827, Marko,Jatkola
28031,w33466, Petri,Jokiranta
28032,w17195, Iiro,Küttner
28033,w72772,Thea von,Harbou
28035,w40909, Thea von,Harbou
28036,w51725,Dito,Montiel
28037,w9989, Dito,Montiel
28041,w55317,Géla,Babluani
28042,w61978,Leigh,Whannell
28044,w25283, Leigh,Whannell
28046,w54162,Gabriel,Range
28047,w38941, Simon,Finch
28050,w13409, Fritz,Staudte
28051,w43997, Wolfgang,Staudte
28052,w65737,Natalia,Borodin
28053,w16975, Hugo,Pratt
28054,w40976, Thierry,Thomas
28056,w24710, L.C.,Moyzisch
28057,w59108,John,Frankenheimer
28058,w29156, Michael D.,Weiss
28059,w45808,Alfred Lord,Tennyson
28060,w29343, Michael,Jacoby
28061,w29344, Michael,Jacoby
28062,w36948, Rowland,Leigh
28064,w52321,Edgar Allan,Poe
28065,w27854, Marquis de,Sade
28067,w51640,Dick,Clement
28068,w17098, Ian La,Frenais
28069,w7074, Christopher,Lloyd
28070,w20670, Joe,Keenan
28071,w43593, William,Davies
28072,w37485, Sam,Fell
28073,w33271, Peter,Lord
28074,w9846, Dick,Clement
28075,w17100, Ian La,Frenais
28077,w4151, Bernd,Eichinger
28078,w41755, Tom,Tykwer
28079,w32456, Patrick,Süskind
28081,w39270, Stanley,Price
28083,w14939, Gordon,Cotler
28084,w52247,Ed,Decter
28088,w72446,Tad,Safran
28091,w19349, Jean,Webster
28092,w56813,Jacek,Wyszomirski
28093,w35883, Robert,Glinski
28094,w64426,Mehdi,Charef
28095,w9908, Diego De,Silva
28096,w39961, Stribor,Kusturica
28097,w7222, Cinqué,Lee
28098,w21868, Joie,Lee
28099,w34162, Qiang,Li
28100,w24667, Kátia,Lund
28101,w22170, Jordan,Scott
28102,w10978, Eduardo,Tripa
28103,w39349, Stefano,Veneruso
28104,w70299,Saeko,Himuro
28105,w23763, Keiko,Niwa
28108,w25321, Lenore J.,Coffee
28109,w12409, Fannie,Hurst
28110,w49808,Claude,Binyon
28111,w7274, Clarence Budington,Kelland
28112,w65717,Narendranath,Mitra
28113,w37892, Satyajit,Ray
28115,w62807,M.P.,Shiel
28116,w12546, Ferdinand,Reyher
28120,w53572,Florence,Seidelman
28121,w8774, David,Cramer
28122,w40185, Susan,Seidelman
28123,w38612, Shelly,Gitlow
28124,w48029,Bob,Saget
28125,w62255,Lillian,Hoban
28126,w37108, Russell,Hoban
28128,w63058,Marc,Klein
28129,w33290, Peter,Mayle
28135,w35905, Robert,Harari
28136,w9256, David,Shaw
28137,w45003,Adam,Sussman
28140,w63728,Marshall,Curry
28141,w73628,Troy,Kennedy-Martin
28142,w14602, Gillian,Slovo
28144,w51317,David,Wolstencroft
28145,w35067, Richard,Alwyn
28146,w8708, David,Belton
28147,w65811,Neal,Purvis
28152,w21054, John,Collee
28154,w43263, Warren,Coleman
28155,w69075,Robert Ben,Garant
28156,w41074, Thomas,Lennon
28157,w29505, Michael Patrick,Jann
28158,w20297, Jim,Hogshire
28159,w47846,Bill,Marsilii
28162,w64058,Matt,Corman
28163,w6752, Chris,Ord
28167,w52151,Dwight,Taylor
28168,w39647, Steve,Fisher
28171,w22751, Juan Pablo,Domenech
28172,w46449,Angela,Pell
28174,w66947,Paul Andrew,Williams
28175,w49944,Clive,Saunders
28176,w7490, Clive,Saunders
28177,w8719, David,Birke
28178,w53027,Eric,Schlosser
28179,w35244, Richard,Linklater
28180,w11808, Eric,Schlosser
28181,w75398,Émile,Zola
28183,w60320,Juliet,Berto
28184,w10068, Dominique,Labourier
28185,w5425, Bulle,Ogier
28188,w10981, Eduardo de,Gregorio
28189,w16390, Henry,James
28190,w62442,Lorna,Moon
28191,w12751, Frances,Marion
28192,w27447, Marion,Jackson
28193,w62202,Lewis E.,Lawes
28194,w43923, Wilson,Mizner
28196,w7688, Courtney,Terrett
28197,w36026, Robert,Lord
28199,w62674,Luis,Buñuel
28200,w26325, Luis,Buñuel
28201,w23009, Julio,Alejandro
28202,w56819,Jack,Black
28203,w24636, Kyle,Gass
28204,w25638, Liam,Lynch
28208,w3867, Ben,Hecht
28209,w16495, Herman J.,Mankiewicz
28210,w57872,Jean-François,Halin
28211,w19210, Jean,Bruce
28212,w19417, Jean-François,Halin
28213,w29735, Michel,Hazanavicius
28214,w50809,Dave,Payne
28215,w53341,F. Hugh,Herbert
28216,w15463, Gwen,Davenport
