imdb_id,actor_id
tt0110516,a34995
tt0110516,a15872
tt0110516,a52910
tt0110527,a4834
tt0110527,a61644
tt0110527,a52843
tt0110527,a79402
tt0113808,a60759
tt0113808,a8359
tt0113808,a6333
tt0113808,a27066
tt0113896,a59471
tt0113896,a19840
tt0113896,a65051
tt0113896,a82950
tt0113870,a71681
tt0113870,a5502
tt0113870,a59380
tt0113870,a21846
tt0110684,a57863
tt0110684,a74988
tt0110684,a81103
tt0110684,a33012
tt0110638,a28650
tt0110638,a57579
tt0110638,a65545
tt0110638,a48132
tt0113967,a19739
tt0113967,a16102
tt0113967,a73155
tt0113967,a52972
tt0117169,a57204
tt0117169,a53405
tt0117169,a72405
tt0117169,a47134
tt0106402,a26750
tt0106402,a38279
tt0106402,a2064
tt0106402,a23583
tt0113948,a63413
tt0113948,a72869
tt0113948,a19955
tt0113948,a80551
tt0110671,a30962
tt0110671,a65394
tt0110671,a58968
tt0110671,a19223
tt0110632,a34954
tt0110632,a47972
tt0110632,a71535
tt0110632,a21483
tt0110737,a76386
tt0110737,a41131
tt0110737,a38193
tt0110737,a2268
tt0110729,a59966
tt0110729,a56024
tt0110729,a43000
tt0110729,a3708
tt0114151,a54368
tt0114151,a68931
tt0114151,a8995
tt0114151,a7520
tt0114069,a37071
tt0114069,a67468
tt0114069,a29082
tt0114069,a72520
tt0110413,a65182
tt0110413,a59380
tt0110413,a63029
tt0110413,a1165
tt0114113,a76386
tt0114113,a55232
tt0114113,a38340
tt0114113,a60320
tt0114210,a6107
tt0114210,a47448
tt0114210,a29307
tt0114210,a25687
tt0110912,a67002
tt0110912,a62666
tt0110912,a49261
tt0110912,a76767
tt0114084,a34796
tt0114084,a81690
tt0114084,a5902
tt0114084,a77954
tt0105652,a49624
tt0105652,a79515
tt0105652,a79491
tt0105652,a72103
tt0110889,a65954
tt0110889,a80865
tt0110889,a15534
tt0110889,a77401
tt0110932,a77322
tt0110932,a56050
tt0110932,a27674
tt0110932,a69434
tt0114129,a45312
tt0114129,a74693
tt0114129,a76396
tt0114129,a74796
tt0110963,a760
tt0110963,a5026
tt0110963,a3264
tt0110963,a61629
tt0114214,a73626
tt0114214,a33923
tt0114214,a20550
tt0114214,a23058
tt0114296,a26834
tt0114296,a74432
tt0114296,a55572
tt0114296,a14089
tt0110907,a52057
tt0110907,a49123
tt0110907,a16088
tt0110907,a7281
tt0111495,a39437
tt0111495,a76881
tt0111495,a27186
tt0111495,a49154
tt0108394,a9812
tt0108394,a67659
tt0108394,a61675
tt0108394,a79064
tt0111507,a82904
tt0111507,a22539
tt0111507,a29829
tt0111507,a73924
tt0110769,a58203
tt0110769,a81917
tt0110769,a83164
tt0110769,a30091
tt0114268,a58083
tt0114268,a48725
tt0114268,a52777
tt0114268,a54527
tt0110965,a28245
tt0110965,a57754
tt0110965,a12894
tt0110965,a20485
tt0114571,a28906
tt0114571,a30961
tt0114571,a21144
tt0114571,a44210
tt0111333,a60205
tt0111333,a52991
tt0111333,a57963
tt0111333,a14797
tt0111112,a20058
tt0111112,a71750
tt0111112,a24553
tt0111112,a34630
tt0111255,a72897
tt0111255,a73609
tt0111255,a81723
tt0111255,a73147
tt0111282,a67447
tt0111282,a72529
tt0111282,a21825
tt0111282,a48367
tt0111070,a2159
tt0111070,a65064
tt0111070,a20377
tt0111070,a48729
tt0111161,a65994
tt0111161,a29082
tt0111161,a33524
tt0111161,a67808
tt0111149,a28738
tt0111149,a25236
tt0111149,a53053
tt0111149,a73678
tt0108260,a35640
tt0108260,a35024
tt0108260,a70745
tt0108260,a53962
tt0106966,a61775
tt0106966,a20623
tt0106966,a38624
tt0106966,a30464
tt0114594,a72521
tt0114594,a80471
tt0114594,a28421
tt0114594,a76517
tt0111309,a75835
tt0111309,a20550
tt0111309,a62867
tt0111309,a42833
tt0113936,a29151
tt0113936,a50463
tt0113936,a21470
tt0113936,a17826
tt0110081,a30566
tt0110081,a31892
tt0110081,a58264
tt0110081,a40200
tt0114614,a61997
tt0114614,a38638
tt0114614,a79900
tt0114614,a35249
tt0114608,a42128
tt0114608,a82926
tt0114608,a67808
tt0114608,a71883
tt0111280,a73446
tt0111280,a28785
tt0111280,a72694
tt0111280,a14107
tt0114609,a38591
tt0114609,a76579
tt0114609,a11082
tt0114609,a41140
tt0111454,a21209
tt0111454,a65544
tt0111454,a35040
tt0111454,a24920
tt0114852,a64907
tt0114852,a2177
tt0114852,a44934
tt0114852,a60870
tt0114694,a26984
tt0114694,a72526
tt0114694,a22665
tt0114694,a22755
tt0111590,a12179
tt0111590,a18815
tt0111590,a30540
tt0111590,a52433
tt0114788,a29917
tt0114788,a25772
tt0114788,a27620
tt0114788,a76822
tt0114888,a61229
tt0114888,a32980
tt0114888,a56080
tt0114888,a74454
tt0108550,a22740
tt0108550,a23058
tt0108550,a47972
tt0108550,a73112
tt0114857,a79760
tt0114857,a49770
tt0114857,a20550
tt0114857,a72689
tt0114924,a13773
tt0114924,a63644
tt0114924,a29906
tt0114924,a11926
tt0111667,a81677
tt0111667,a19949
tt0111667,a81337
tt0111667,a64372
tt0109655,a59236
tt0109655,a16897
tt0109655,a59562
tt0109655,a28372
tt0110598,a47365
tt0110598,a34449
tt0110598,a19000
tt0110598,a39833
tt0112435,a27964
tt0112435,a10197
tt0112435,a19473
tt0112435,a59392
tt0109040,a15720
tt0109040,a20132
tt0109040,a82616
tt0109040,a48793
tt0109045,a79978
tt0109045,a61280
tt0109045,a72903
tt0109045,a61512
tt0106339,a47363
tt0106339,a23957
tt0106339,a35152
tt0106339,a5977
tt0104779,a20190
tt0104779,a69715
tt0104779,a32515
tt0104779,a75712
tt0109348,a20945
tt0109348,a80736
tt0109348,a76098
tt0109348,a60320
tt0109444,a28472
tt0109444,a21208
tt0109444,a3806
tt0109444,a2268
tt0109446,a68540
tt0109446,a40759
tt0109446,a60725
tt0109446,a45791
tt0109484,a36106
tt0109484,a79992
tt0109484,a82476
tt0109484,a50583
tt0109504,a81688
tt0109504,a48388
tt0109504,a42684
tt0109504,a35050
tt0109506,a47314
tt0109506,a21973
tt0109506,a37997
tt0109506,a81266
tt0109450,a40816
tt0109450,a81954
tt0109450,a21813
tt0109450,a8287
tt0109813,a31996
tt0109813,a61644
tt0109813,a55702
tt0109813,a58903
tt0109830,a34604
