imdb_id,actor_id
tt0844671,a56147
tt0844671,a56151
tt1149405,a13291
tt1149405,a14168
tt1149405,a17287
tt1149405,a57079
tt0430770,a67582
tt0430770,a8568
tt0430770,a53744
tt0430770,a54012
tt0098672,a64615
tt0098672,a36218
tt0098672,a21284
tt0098672,a55690
tt0392878,a16600
tt0392878,a74815
tt0392878,a69589
tt0392878,a53312
tt0054292,a38255
tt0054292,a76652
tt0054292,a13895
tt0054292,a73817
tt0804507,a3908
tt0804507,a72226
tt0804507,a39599
tt0804507,a4752
tt0831887,a43752
tt0831887,a50180
tt0831887,a30840
tt0831887,a16243
tt0472027,a30969
tt0472027,a48467
tt0472027,a24030
tt0472027,a23316
tt0034297,a32550
tt0034297,a64254
tt0034297,a76036
tt0034297,a76699
tt0064754,a2214
tt0064754,a27036
tt0064754,a52959
tt0064754,a64062
tt1068641,a75624
tt1068641,a19657
tt1068641,a82347
tt1068641,a77215
tt0037263,a76701
tt0037263,a35360
tt0037263,a20469
tt0037263,a74988
tt0814022,a14635
tt0814022,a82222
tt0814022,a82419
tt0814022,a36003
tt0790657,a39348
tt0790657,a78664
tt0790657,a41821
tt0790657,a38579
tt0077270,a70367
tt0077270,a73315
tt0077270,a15162
tt0077270,a47561
tt0490234,a28804
tt0490234,a13387
tt0490234,a67874
tt0490234,a22729
tt1020936,a16133
tt1020936,a49124
tt1020936,a7842
tt1020936,a61630
tt0992911,a82392
tt0992911,a44626
tt0992911,a17859
tt0992911,a49493
tt0492881,a82781
tt0492881,a82720
tt0492881,a64271
tt0492881,a21798
tt1087458,a44006
tt1087458,a71189
tt1087458,a41503
tt1087458,a35906
tt0791178,a49623
tt0791178,a74536
tt0791178,a13967
tt0791178,a60675
tt0472156,a19374
tt0472156,a39030
tt0472156,a21437
tt0472156,a13473
tt0401808,a17337
tt0401808,a26872
tt0401808,a30087
tt0038097,a46812
tt0038097,a20396
tt0038097,a48817
tt0038097,a13364
tt1282045,a15427
tt1282045,a33369
tt1282045,a76816
tt1282045,a14271
tt0452971,a33623
tt0452971,a26440
tt0452971,a76531
tt0452971,a19128
tt0492619,a52588
tt0492619,a11529
tt0492619,a9330
tt0492619,a55776
tt0457275,a42251
tt0457275,a50948
tt0457275,a36087
tt0457275,a80987
tt0815457,a6202
tt0815457,a77929
tt0815457,a7510
tt0815457,a41787
tt1034331,a58217
tt1034331,a60050
tt1034331,a16503
tt1034331,a33385
tt0947802,a39426
tt0947802,a81190
tt0947802,a79754
tt0947802,a31459
tt0859760,a19155
tt0859760,a78064
tt0859760,a48537
tt0859760,a55431
tt0092149,a61454
tt0092149,a59903
tt0092149,a45450
tt0092149,a58142
tt0995039,a43792
tt0995039,a15491
tt0995039,a55550
tt0995039,a41088
tt0454976,a15221
tt0454976,a16224
tt0454976,a16944
tt0454976,a18121
tt0388727,a49725
tt0388727,a33247
tt0388727,a36136
tt0388727,a54264
tt0459102,a64208
tt0459102,a68756
tt0459102,a71611
tt0459102,a29729
tt0353324,a59352
tt0353324,a17821
tt0353324,a59740
tt0353324,a65014
tt0474642,a47937
tt0474642,a77859
tt0482528,a2670
tt0482528,a10855
tt0482528,a14380
tt0482528,a18250
tt0060073,a66961
tt0060073,a42931
tt0069124,a67513
tt0069124,a8706
tt0069124,a78280
tt0069124,a50544
tt0071521,a3996
tt0071521,a14542
tt0071521,a74484
tt0071521,a45210
tt0045848,a33256
tt0045848,a2976
tt0045848,a25630
tt0045848,a25600
tt0870122,a73842
tt0870122,a6144
tt0870122,a10829
tt0870122,a55374
tt0899128,a39784
tt0899128,a15155
tt0899128,a80445
tt0899128,a60870
tt0870204,a45426
tt0870204,a71871
tt0870204,a73659
tt0870204,a57615
tt0219224,a4642
tt0219224,a79605
tt0219224,a13111
tt0219224,a53185
tt0056444,a67643
tt0056444,a39289
tt0056444,a67795
tt0056444,a59302
tt0119700,a62599
tt0119700,a69593
tt0119700,a59062
tt0119700,a29510
tt0800308,a39872
tt0800308,a38994
tt0800308,a56629
tt0800308,a64175
tt1046997,a49528
tt1046997,a25135
tt1046997,a2311
tt1046997,a54515
tt0351459,a33437
tt0351459,a76550
tt0351459,a59731
tt0351459,a53999
tt0053987,a28346
tt0053987,a82906
tt0053987,a3988
tt0053987,a862
tt1282036,a74017
tt0920461,a78142
tt0920461,a78554
tt0920461,a1130
tt0920461,a49202
tt0481254,a62376
tt0481254,a59408
tt0481254,a46999
tt0481254,a11351
tt0048918,a58807
tt0048918,a64792
tt0048918,a73274
tt0048918,a44782
tt0072231,a10821
tt0072231,a54319
tt0072231,a70163
tt0072231,a41626
tt0091759,a14368
tt0091759,a67615
tt0091759,a54326
tt0091759,a67756
tt1059786,a45768
tt1059786,a55299
tt1059786,a22078
tt1059786,a17581
tt0455538,a60421
tt0455538,a69491
tt0455538,a38341
tt0455538,a61398
tt0425458,a31510
tt0425458,a19368
tt0425458,a81129
tt0425458,a59080
tt0956038,a30798
tt0956038,a46290
tt0956038,a53706
tt0956038,a21990
tt0051879,a14124
tt0051879,a10563
tt0051879,a77665
tt0051879,a26483
tt0981227,a16512
tt0981227,a22675
tt0981227,a82489
tt0981227,a30521
tt0782867,a3839
tt0782867,a13736
tt0782867,a70922
tt0782867,a54441
tt0068924,a32185
tt0068924,a42974
tt1029234,a1495
tt1029234,a39676
tt1029234,a14479
tt1029234,a76618
tt0127310,a55029
tt0127310,a77073
tt0127310,a41738
tt0127310,a82281
tt0047682,a34728
tt0047682,a82202
tt0047682,a77482
tt0047682,a74040
tt0376873,a57602
tt0376873,a26950
tt0376873,a18191
tt0376873,a4654
tt0972883,a20162
tt0972883,a27938
tt0972883,a29948
tt0972883,a27425
tt1224448,a22986
tt1224448,a22985
tt1224448,a72460
tt0051792,a9983
tt0051792,a1346
tt0051792,a7384
tt0051792,a43135
tt0929425,a145
tt0929425,a67774
tt0929425,a67349
tt0929425,a26679
tt0089746,a82220
tt0089746,a55028
tt0089746,a74028
tt0089746,a83529
tt0809504,a75956
tt0809504,a55827
tt0809504,a27885
tt0809504,a70530
tt0460485,a28735
tt0460485,a18989
tt0460485,a56906
tt0460485,a38041
tt0864761,a44230
tt0864761,a27674
tt0864761,a64323
tt0864761,a19536
tt0913951,a82781
tt0913951,a72593
tt0913951,a36135
tt0913951,a56112
tt0307596,a27237
tt0307596,a7066
tt0307596,a9119
tt0307596,a16549
tt0439533,a82181
tt0439533,a37373
tt0439533,a55087
tt0439533,a39291
tt0108597,a4270
tt0108597,a2864
tt0108597,a48567
tt0108597,a41086
tt1084950,a72908
tt1084950,a67266
tt1084950,a35382
tt1084950,a39018
tt0758774,a23059
tt0758774,a20550
tt0758774,a73837
tt0758774,a26920
tt0970411,a66668
tt0970411,a67521
tt0970411,a76777
tt0970411,a62587
tt0841027,a80000
tt0841027,a54889
tt0841027,a33962
tt0841027,a25788
tt0006333,a34608
tt0006333,a61502
tt0006333,a8755
tt0006333,a37349
tt0064860,a79348
tt0064860,a36663
tt0064860,a61812
tt0064860,a52653
tt0481580,a49
tt0481580,a43
tt0481580,a557
tt0481580,a3090
tt0467197,a79163
tt0467197,a45425
tt0467197,a12607
tt0467197,a49464
tt0911024,a60973
tt0911024,a17189
tt0911024,a5565
tt0911024,a55184
tt1007028,a6436
tt1007028,a66441
tt1007028,a66151
tt1007028,a7999
tt1175491,a12897
tt1175491,a34598
tt1175491,a40758
tt1175491,a11735
tt1046163,a19482
tt1046163,a38003
tt1046163,a6081
tt1046163,a9665
tt0068569,a64534
tt0068569,a22294
tt0068569,a16366
tt0068569,a76039
tt0066745,a13521
tt0066745,a64843
tt0066745,a72546
tt0066745,a36363
tt0383028,a37075
tt0383028,a42547
tt0383028,a31805
tt0383028,a58401
tt0041257,a82631
tt0041257,a37254
tt0041257,a51451
tt0041257,a46200
tt0072912,a57863
tt0072912,a81754
tt0072912,a28820
tt0072912,a34389
tt0416212,a26898
tt0416212,a46615
tt0416212,a38002
tt0416212,a43083
tt1054588,a43792
tt1054588,a25279
tt1054588,a8306
tt1054588,a63558
tt1190617,a767
tt1190617,a2381
tt1190617,a3268
tt1190617,a3878
tt0488905,a46788
tt0488905,a11173
tt0488905,a6256
tt0488905,a77577
tt1063669,a78850
tt1063669,a46644
tt1063669,a65671
tt1063669,a77562
tt0808230,a62736
tt0808230,a48383
tt0808230,a24502
tt0808230,a18799
tt0090182,a67643
tt0090182,a36382
tt0090182,a4813
tt0134771,a3952
tt0134771,a79790
tt0134771,a57144
tt0134771,a82154
tt0150500,a6100
tt0150500,a82861
tt0150500,a48458
tt0150500,a77847
tt0963743,a33149
tt0963743,a75294
tt0963743,a75233
tt0963743,a21850
tt0312409,a55265
tt0312409,a28913
tt0312409,a49460
tt0312409,a13071
tt1142798,a81688
tt1142798,a46610
tt1142798,a24671
tt1142798,a73787
tt0885415,a39793
tt0885415,a10050
tt0885415,a37730
tt0885415,a78530
tt1082868,a15657
tt1082868,a35044
tt1082868,a36287
tt1082868,a68931
tt0088222,a54309
tt0088222,a45311
tt0088222,a55005
tt0088222,a8564
tt0072709,a35115
tt0072709,a31074
tt0072709,a73384
tt0072709,a21339
tt0102488,a54362
tt0102488,a57054
tt0102488,a79211
tt0102488,a34732
tt1031254,a36624
tt1031254,a74270
tt1031254,a64903
tt1031254,a66781
tt0482572,a27048
tt0482572,a58501
tt0482572,a78868
tt0482572,a25986
tt0426462,a5818
tt0426462,a8226
tt0426462,a51940
tt0426462,a11537
tt0469903,a13297
tt0469903,a63819
tt0469903,a36186
tt0469903,a54515
tt0068817,a79201
tt0068817,a42224
tt0068817,a34328
tt0068817,a82168
tt0143348,a79201
tt0143348,a35546
tt0143348,a5309
tt0143348,a76388
tt0280453,a57534
tt0280453,a42201
tt0280453,a82866
tt0280453,a71492
tt0871427,a11848
tt0871427,a69438
tt0871427,a81756
tt0871427,a68897
tt1152282,a62635
tt1152282,a66701
tt1152282,a13821
tt1152282,a11247
tt1032755,a14282
tt1032755,a80865
tt1032755,a57880
tt1032755,a73837
tt0407337,a70296
tt0407337,a16779
tt0407337,a54470
tt0407337,a14339
tt0962726,a25427
tt0962726,a37989
tt0962726,a76165
tt0962726,a32325
tt0038250,a48834
tt0038250,a51963
tt0038250,a66233
tt0038250,a40678
tt0043663,a35651
tt0043663,a21262
tt0043663,a68295
tt0043663,a39542
tt0031020,a66699
tt0031020,a19323
tt0031020,a29006
tt0031020,a38876
tt0306011,a61205
tt0306011,a59681
tt0306011,a78916
tt0306011,a11151
tt1054486,a80389
tt1054486,a67845
tt1054486,a23075
tt1054486,a50118
tt0910812,a22835
tt0910812,a20759
tt0910812,a52896
tt0910812,a66097
tt0409572,a51609
tt0409572,a7962
tt0409572,a9881
tt0409572,a75480
tt0029844,a42750
tt0029844,a66224
tt0029844,a12469
tt0029844,a40890
tt0479952,a73479
tt0479952,a66275
tt0479952,a69379
tt0479952,a71883
tt1101026,a43098
tt1101026,a11855
tt1101026,a9451
tt1101026,a78443
tt0011909,a65023
tt0011909,a74404
tt0011909,a35505
tt0011909,a66061
tt0861689,a39065
tt0861689,a9056
tt0861689,a69817
tt0861689,a53160
tt0824747,a40607
tt0824747,a33007
tt0824747,a33501
tt0824747,a22934
tt0161635,a74934
tt0161635,a82807
tt0898367,a56067
tt0898367,a71811
tt0898367,a24930
tt0898367,a61280
tt1010048,a60985
tt1010048,a70940
tt1010048,a41842
tt1010048,a83414
tt0830515,a20231
tt0830515,a45533
tt0830515,a2518
tt0830515,a22620
tt1042499,a38393
tt1042499,a80430
tt1042499,a52714
tt1042499,a32525
tt0052270,a10808
tt0052270,a77332
tt0052270,a60703
tt0052270,a56674
tt0430922,a69547
tt0430922,a67222
tt0430922,a54758
tt0430922,a75779
tt0016939,a55014
tt0016939,a37578
tt0016939,a24954
tt0016939,a79369
tt0038033,a73634
tt0038033,a37768
tt0038033,a27781
tt0038033,a37750
tt0976060,a29440
tt0976060,a42089
tt0976060,a39186
tt0976060,a59255
tt1183732,a70689
tt1183732,a39167
tt1183732,a8676
tt1183732,a14519
tt0055059,a72428
tt0055059,a83312
tt0055059,a24295
tt0055059,a51411
tt1124394,a78729
tt1124394,a26257
tt1124394,a44126
tt1124394,a76341
tt0456340,a78245
tt0456340,a64323
tt0456340,a7837
tt0456340,a16405
tt1130988,a21413
tt1130988,a10772
tt1130988,a72156
tt1130988,a17304
tt0043801,a77484
tt0043801,a34723
tt0043801,a70722
tt0043801,a74040
tt0977611,a5155
tt0977611,a8109
tt0977611,a25265
tt0977611,a29966
tt0099733,a4614
tt0099733,a15308
tt0099733,a16924
tt0099733,a22216
tt0128996,a58519
tt0128996,a61810
tt0128996,a20158
tt0128996,a65006
tt0043591,a58809
tt0043591,a37768
tt0043591,a37777
tt0043591,a27781
tt0850669,a55631
tt0850669,a78159
tt0850669,a59707
tt0850669,a25147
tt1016290,a59224
tt1016290,a82098
tt1016290,a45497
tt1016290,a82158
tt0933033,a60276
tt0933033,a1735
tt0933033,a26818
tt0933033,a47565
tt0017567,a19116
tt0017567,a14459
tt0017567,a19541
tt0017567,a46287
tt0027214,a66194
tt0027214,a4334
tt0027214,a37130
tt0027214,a23849
tt0059896,a36412
tt0059896,a11236
tt0059896,a28561
tt0059896,a26499
tt0772181,a45177
tt0772181,a13551
tt0772181,a64802
tt0772181,a72847
tt0803080,a39591
tt0803080,a28957
tt0803080,a21845
tt0803080,a67894
tt0772176,a10051
tt0772176,a33593
tt0772176,a65774
tt0772176,a79059
tt1064953,a18052
tt1064953,a17715
tt1064953,a47306
tt1064953,a17717
tt0293654,a16023
tt0293654,a67206
tt0293654,a23445
tt0293654,a7346
tt0064387,a57145
tt0064387,a74980
tt0064387,a77097
tt0064387,a4438
tt1055366,a49229
tt1055366,a40618
tt1055366,a51698
tt1055366,a15116
tt0387736,a13088
tt0387736,a10066
tt0387736,a71239
tt0387736,a25311
tt1132626,a8269
tt1132626,a50930
tt1132626,a61073
tt1132626,a67403
tt0993789,a22628
tt0993789,a67070
tt0993789,a19375
tt0993789,a2518
tt0101628,a59615
tt0101628,a51003
tt0101628,a80669
tt0101628,a37731
tt0152176,a12869
tt0152176,a57526
tt0152176,a56111
tt0152176,a5937
tt1135985,a83389
tt1135985,a20370
tt1135985,a24605
tt1135985,a51540
tt1111948,a39426
tt1111948,a49994
tt1111948,a47000
tt1111948,a36353
tt0887971,a7282
tt0887971,a33872
tt0887971,a70437
tt0887971,a73007
tt0851577,a50869
tt0851577,a74071
tt0851577,a25043
tt0851577,a45621
tt1014775,a61579
tt1014775,a15374
tt1014775,a20909
tt1014775,a82347
tt0847050,a30908
tt0847050,a64497
tt0847050,a67763
tt0847050,a4310
tt0491109,a4192
tt0491109,a5918
tt0491109,a10212
tt0491109,a9569
tt0363240,a24388
tt0363240,a20187
tt0363240,a14034
tt0363240,a4050
tt0899137,a24149
tt0899137,a13848
tt0899137,a23339
tt0899137,a30230
tt0054866,a15627
tt0054866,a13602
tt0054866,a17500
tt0054866,a11909
tt0499101,a78850
tt0499101,a76126
tt0499101,a36114
tt0499101,a82956
tt0068650,a42197
tt0068650,a4439
tt0068650,a4810
tt0068650,a58234
tt0202682,a46654
tt0202682,a81608
tt0202682,a45995
tt0202682,a46082
tt0061065,a57145
tt0061065,a36805
tt0061065,a43936
tt0061065,a38979
tt0017918,a78232
tt0017918,a6616
tt0017918,a72476
tt0017918,a70062
tt0015758,a4696
tt0015758,a52872
tt0015758,a20396
tt0015758,a46432
tt1233381,a9799
tt1233381,a4607
tt1233381,a74210
tt1233381,a43027
tt0059015,a52057
tt0059015,a48541
tt0059015,a53673
tt0059015,a68046
tt0043332,a50419
tt0043332,a17546
tt0043332,a3608
tt0043332,a65194
tt0059320,a74759
tt0059320,a39313
tt0059320,a82211
tt0059320,a44380
tt0043363,a72841
tt0043363,a60108
tt0043363,a66550
tt0043363,a32935
tt0113676,a73760
tt0113676,a19330
tt0113676,a34452
tt0113676,a35599
tt0089026,a51869
tt0089026,a11369
tt0089026,a79157
tt0089026,a80784
tt0092891,a68723
tt0092891,a11369
tt0092891,a25388
tt0092891,a74362
tt0043117,a40538
tt0043117,a24391
tt0043117,a41072
tt0043117,a11061
tt0372803,a6549
tt0372803,a51763
tt0372803,a39379
tt0372803,a73015
tt1068646,a14478
tt1068646,a50710
tt1068646,a68269
tt1068646,a28293
tt0043129,a21263
tt0043129,a14853
tt0043129,a76663
tt0043129,a22558
tt1031280,a5947
tt1031280,a79128
tt1031280,a19924
tt1031280,a80511
tt1016164,a22685
tt1016164,a2078
tt1016164,a80302
tt1016164,a53407
tt0118840,a30021
tt0118840,a62533
tt0118840,a59704
tt0118840,a2202
tt0195001,a37487
tt0195001,a65611
tt0195001,a69003
tt0195001,a62575
tt0455824,a663
tt0455824,a6888
tt0455824,a6974
tt0455824,a7073
tt0397892,a76768
tt0397892,a21012
tt0397892,a26377
tt0397892,a79469
tt0036307,a15700
tt0036307,a73653
tt0036307,a49328
tt0036307,a73090
tt1013753,a61532
tt1013753,a36851
tt1013753,a12895
tt1013753,a49571
tt0027521,a7094
tt0027521,a59086
tt0027521,a46895
tt0027521,a59867
tt1099212,a73442
tt1099212,a18389
tt1099212,a14180
tt1099212,a13896
tt1172571,a9900
tt1172571,a55606
tt1172571,a70440
tt1172571,a70482
tt1129442,a73040
tt1129442,a67220
tt1129442,a9039
tt1129442,a44184
tt0369436,a78138
tt0369436,a81450
tt0369436,a24930
tt0369436,a72518
tt0914798,a14298
tt0914798,a58801
tt0914798,a58745
tt0914798,a43772
tt0409345,a47
tt0409345,a23333
tt0409345,a30052
tt0409345,a30535
tt0289320,a60485
tt0289320,a13646
tt0289320,a28190
tt0289320,a30925
tt1129423,a14932
tt1129423,a9352
tt1129423,a9399
tt1129423,a22799
tt0465502,a20945
tt0465502,a44039
tt0465502,a37773
tt0465502,a53173
tt0837791,a37786
tt0837791,a66795
tt0837791,a36653
tt0837791,a12170
tt0233044,a75634
tt0233044,a15676
tt0233044,a15859
tt0233044,a45097
tt0986233,a32435
tt0986233,a53556
tt0986233,a54585
tt0986233,a53305
tt1042877,a2354
tt1042877,a8358
tt1042877,a8749
tt1042877,a10327
tt0450314,a73378
tt0450314,a80363
tt0450314,a38369
tt0450314,a68112
tt0101988,a60156
tt0101988,a79276
tt0101988,a72615
tt0101988,a9208
tt1037218,a66005
tt1037218,a49300
tt1037218,a20215
tt1037218,a59644
tt0057935,a17149
tt0057935,a56368
tt0057935,a56370
tt0057935,a30945
tt0053746,a68770
tt0053746,a7398
tt0053746,a1958
tt0053746,a45226
tt0008874,a3789
tt0008874,a42474
tt0008874,a40368
tt0008874,a46028
tt0897387,a56821
tt0897387,a56608
tt0897387,a23138
tt0897387,a6333
tt0052556,a55735
tt0052556,a11455
tt0052556,a50439
tt0052556,a78574
tt0022694,a65656
tt0022694,a80724
tt0022694,a29659
tt0022694,a37353
tt0828154,a83316
tt0065853,a29214
tt0065853,a29210
tt0065853,a69339
tt0040980,a74973
tt0040980,a74793
tt0040980,a77109
tt0040980,a57059
tt1118511,a68091
tt1118511,a48409
tt1118511,a19014
tt1118511,a45835
tt1032746,a14667
tt1032746,a53211
tt1032746,a23931
tt1032746,a22214
tt0441762,a13553
tt0441762,a78844
tt0441762,a76126
tt0441762,a45513
tt0039581,a28360
tt0039581,a30588
tt0039581,a63403
tt0039581,a24948
tt0067109,a73439
tt0067109,a42838
tt0067109,a7598
tt0067109,a51715
tt0107065,a54251
tt0107065,a65663
tt0107065,a31004
tt0107065,a4613
tt0041622,a76701
tt0041622,a73401
tt0041622,a19848
tt0041622,a32812
tt0087805,a44804
tt0087805,a23195
tt0087805,a8626
tt0087805,a18060
tt1068634,a14390
tt1068634,a65201
tt1068634,a71833
tt1068634,a82603
tt0046384,a81336
tt0046384,a80501
tt0046384,a67423
tt0046384,a27592
tt0030150,a82631
tt0030150,a32786
tt0030150,a68295
tt0030150,a58272
tt0878134,a29325
tt0145605,a24566
tt0145605,a32626
tt0145605,a34032
tt0145605,a40496
tt0298072,a67181
tt0298072,a13334
tt0298072,a7411
tt0298072,a54194
tt0970416,a64924
tt0970416,a19299
tt0970416,a7433
tt0970416,a71884
tt0892255,a59682
tt0892255,a76517
tt0892255,a39030
tt0892255,a33377
tt0374569,a9580
tt0374569,a68462
tt0374569,a76517
tt0374569,a55764
tt0844760,a23245
tt0844760,a10291
tt0844760,a37113
tt0844760,a44387
tt1135968,a58493
tt1135968,a57626
tt1135968,a13111
tt1135968,a59091
tt0030254,a66194
tt0030254,a59021
tt0030254,a7698
tt0030254,a7004
tt0039208,a3116
tt0039208,a81964
tt0039208,a18665
tt0039208,a80919
tt0049601,a35824
tt0049601,a71731
tt0049601,a8070
tt0049601,a73694
tt1151915,a55245
tt1151915,a62025
tt1151915,a66382
tt1151915,a33663
tt0036715,a41994
tt0036715,a28642
tt0036715,a9415
tt0036715,a72315
tt0044078,a46674
tt0044078,a41993
tt0044078,a28534
tt0044078,a81982
tt1285130,a17245
tt1285130,a1463
tt1285130,a83582
tt1285130,a5120
tt0918927,a73760
tt0918927,a37064
tt0918927,a573
tt0918927,a21990
tt0929860,a5177
tt0929860,a44451
tt0929860,a1156
tt0929860,a21259
tt0099601,a59054
tt0099601,a53384
tt0099601,a60700
tt0099601,a12975
tt1205489,a25189
tt1205489,a15460
tt1205489,a77982
tt1205489,a36221
tt0870111,a46377
tt0870111,a70431
tt0870111,a66291
tt0870111,a5502
tt0976051,a27676
tt0976051,a34070
tt0976051,a45174
tt0976051,a81342
tt0065225,a51726
tt0065225,a72293
tt0065225,a75133
tt0065225,a45643
tt1182937,a43178
tt1182937,a70254
tt1182937,a61002
tt1182937,a64158
tt0361500,a41166
tt0361500,a42213
tt0361500,a36440
tt0361500,a6309
tt0990361,a46706
tt0990361,a15326
tt0990361,a47549
tt0990361,a82836
tt0476681,a79662
tt0476681,a69077
tt0476681,a72683
tt0476681,a65678
tt1121794,a57056
tt1121794,a17632
tt1121794,a82166
tt1121794,a83536
tt1068649,a75751
tt1068649,a83425
tt1068649,a35659
tt1068649,a33252
tt0143323,a75344
tt0143323,a44638
tt0143323,a10527
tt0143323,a51916
tt0814314,a72020
tt0814314,a22078
tt0814314,a34953
tt0814314,a25135
tt0478207,a23245
tt0478207,a29856
tt0478207,a62051
tt0478207,a75501
tt0095871,a36455
tt0095871,a63356
tt0095871,a59053
tt0095871,a51095
tt0450363,a76860
tt0450363,a47058
tt0450363,a30899
tt0450363,a28045
tt0022628,a34793
tt0022628,a37763
tt0022628,a49344
tt0022628,a30246
tt0278781,a4351
tt0278781,a73577
tt0278781,a45232
tt0278781,a78911
tt1125849,a67053
tt1125849,a76385
tt1125849,a81647
tt1125849,a51287
tt0955298,a79884
tt0955298,a56457
tt0955298,a75794
tt0955298,a57440
tt0024262,a66194
tt0024262,a4693
tt0024262,a78698
tt0024262,a37502
tt0018179,a16866
tt0018179,a24316
tt0018179,a828
tt0018179,a36228
tt0100625,a17492
tt0100625,a79511
tt0100625,a65084
tt0100625,a17471
tt0184773,a8531
tt0184773,a16706
tt0184773,a18090
tt0184773,a18096
tt0182766,a5536
tt0182766,a12434
tt0182766,a18096
tt0182766,a33794
tt0304547,a75751
tt0304547,a5026
tt0304547,a14207
tt0304547,a67874
tt0034465,a34251
tt0034465,a55442
tt0034465,a67767
tt0034465,a26201
tt0016655,a16866
tt0016655,a55591
tt0016655,a828
tt0016655,a48727
tt0036629,a3473
tt0036629,a17412
tt0036629,a25294
tt0036629,a33794
tt0036172,a4342
tt0036172,a52799
tt0036172,a18687
tt0036172,a29809
tt0949564,a82709
tt0949564,a5343
tt0949564,a69843
tt0949564,a6478
tt0052794,a50110
tt0052794,a52655
tt0052794,a32705
tt0052794,a7596
tt0095022,a68723
tt0095022,a11369
tt0095022,a10506
tt0095022,a14108
tt0421715,a10337
tt0421715,a62541
tt0421715,a59681
tt0421715,a79835
tt0173769,a8913
tt0173769,a12218
tt0173769,a18096
tt0173769,a18475
tt1068680,a15720
tt1068680,a22834
tt1068680,a19533
tt1068680,a36573
tt0107107,a33169
tt0107107,a17938
tt0107107,a70486
tt0107107,a5926
tt1241326,a44523
tt1241326,a41437
tt1241326,a56226
tt1241326,a56481
tt0985699,a20585
tt0985699,a12151
tt0985699,a58115
tt0985699,a80865
tt1029134,a61736
tt1029134,a28615
tt1029134,a32018
tt1029134,a32409
tt1003116,a5631
tt1003116,a16043
tt1003116,a18571
tt1003116,a25018
tt0983213,a55067
tt0983213,a44570
tt0983213,a34534
tt0983213,a59584
tt0449040,a37824
tt0449040,a31157
tt0449040,a46668
tt0449040,a49060
tt1183733,a37824
tt1183733,a64993
tt1183733,a48580
tt1183733,a47903
tt0902270,a69237
tt0902270,a11482
tt0902270,a65545
tt0902270,a79346
tt1078899,a50160
tt1078899,a28465
tt1078899,a55278
tt1078899,a69797
tt0326449,a16565
tt0326449,a64039
tt0326449,a58154
tt0326449,a24295
tt0043476,a67445
tt0043476,a51874
tt0043476,a71372
tt0043476,a53070
tt0023935,a51024
tt0023935,a2628
tt0023935,a49488
tt0023935,a81831
tt1028539,a56972
tt0953318,a62437
tt0953318,a76118
tt0953318,a74281
tt0953318,a69262
tt0996979,a9081
tt0996979,a61031
tt0996979,a24671
tt0996979,a28439
tt0783601,a69547
tt0783601,a55214
tt0783601,a58837
tt0783601,a19421
tt1110272,a40363
tt1110272,a40354
tt1110272,a73052
tt1110272,a58672
tt0080945,a7607
tt0080945,a63166
tt0080945,a79114
tt0080945,a17736
tt0960731,a68325
tt0960731,a67425
tt0960731,a61280
tt0960731,a12174
tt0025464,a29700
tt0025464,a63168
tt0025464,a49344
tt0025464,a15734
tt0320668,a69530
tt0320668,a80721
tt0320668,a62181
tt0320668,a67222
tt1024715,a1819
tt1024715,a8347
tt1024715,a10632
tt1024715,a10704
tt0959337,a81343
tt0959337,a23058
tt0959337,a27983
tt0959337,a67047
tt0212579,a4798
tt0212579,a66185
tt0212579,a29322
tt0212579,a46720
tt0094754,a4798
tt0094754,a66185
tt0094754,a65544
tt0094754,a29322
tt0926762,a11742
tt0926762,a61395
tt0926762,a69188
tt0926762,a12874
tt0976247,a52735
tt0976247,a31251
tt0976247,a58426
tt0976247,a34953
tt0471019,a15893
tt0471019,a64786
tt0471019,a60774
tt0471019,a75961
tt0483756,a65617
tt0483756,a32756
tt0483756,a35390
tt0483756,a73112
tt1152758,a45315
tt1152758,a5642
tt1152758,a5643
tt1152758,a5644
tt1024255,a66072
tt1024255,a1213
tt1024255,a82618
tt1024255,a60030
tt0022753,a49311
tt0022753,a79644
tt0022753,a49488
tt0022753,a56488
tt1034303,a20231
tt1034303,a69235
tt1034303,a8214
tt1034303,a21758
tt1332128,a29141
tt1332128,a53460
tt1332128,a61646
tt1332128,a15465
tt0013075,a48746
tt0013075,a21964
tt0013075,a63437
tt0013075,a52452
tt0822832,a81237
tt0822832,a3302
tt0822832,a21468
tt0822832,a77287
tt0864770,a16406
tt0864770,a36392
tt0864770,a24925
tt0864770,a32278
tt0038462,a31227
tt0038462,a58465
tt0038462,a4084
tt0038462,a67231
tt1180333,a74146
tt1180333,a6365
tt1180333,a10047
tt1180333,a41606
tt0498360,a69784
tt0498360,a67195
tt0498360,a21990
tt0498360,a74011
tt1232826,a10052
tt1232826,a15830
tt1232826,a25317
tt1232826,a26225
tt0876563,a82183
tt0876563,a57057
tt0876563,a2520
tt0876563,a76318
tt0011293,a48746
tt0011293,a13006
tt0011293,a21964
tt0011293,a37810
tt0012512,a48746
tt0012512,a21964
tt0012512,a9760
tt0064379,a54963
tt0064379,a42838
tt0064379,a6239
tt0064379,a15693
tt0059565,a3176
tt0059565,a4909
tt0059565,a6217
tt0059565,a16598
tt0762133,a8245
tt0762133,a46190
tt0762133,a24370
tt0762133,a61466
tt0028219,a21997
tt0028219,a80897
tt0028219,a71599
