first_name,last_name,actor_id
 Leonora,Ruffo,a67277
Tom,Hiddleston,a36543
 Jillian,Bell,a8219
Julián Larquier,Tellarini,a75375
 Alessio Rigo de,Righi,a65703
 Mauricio,Minetti,a54714
Yôko,Tani,a75013
 Oldrich,Lukes,a49532
 Julius,Ongewe,a59564
 Ian,Short,a70881
 Matthew,Kennedy,a42856
Joey,McIntyre,a53126
 Ang Phula,Sherpa,a70604
 Yuka,Ohnishi,a59258
 Yuma,Nakamura,a57194
 Kosuke,Toyohara,a76681
Pili,Groyne,a33208
Lana,Baric,a6682
 Goran,Hajdukovic,a34102
 Jessica De,Gouw,a32296
 Megan,Holloway,a37236
Hülya,Koçyigit,a44943
 Savas,Basar,a7239
 Dogan,Bavli,a7591
 Oktar,Durukan,a24869
Zhong,Lü,a49933
Emanuel,Bettencourt,a9366
 Hasan Ali,Mete,a54042
 Thees,Uhlmann,a77515
Heike,Makatsch,a50604
 Liya,Tong,a76440
 Hsiao-chuan,Chang,a16875
Truman,Capote,a15271
 Marshall,Chess,a17454
 Chris,Collins,a19031
 Luis Alberto,García,a30176
 Héctor,Medina,a53507
 Laura,Alemán,a1724
Géza,Röhrig,a67676
 Levente,Molnár,a55272
 Urs,Rechn,a64745
 Todd,Charmont,a17059
Janine,Duvitski,a24938
 Frank,Mills,a54601
 Paul,Copley,a19606
 Dee,Anderson,a2822
Tim,Preece,a63299
 Allan,Surtees,a74247
 Bernard,Severn,a70033
 Michael,Bilton,a9764
Natalie,Zea,a83022
 Graham,Cuthbertson,a20964
 Leticia,Jimenez,a40222
 Timothy,McKinney,a53223
 Ben,Cardinal,a15359
Tom,Bauer,a7536
 Edward,Bosco,a11478
 Griffin,Burns,a14016
 Robbie,Daymond,a22143
 Yilmaz,Atadeniz,a4716
 Çetin,Inanç,a38839
 Canan,Perver,a61777
 Laila,Berzins,a9287
 Kira,Buckland,a13622
 Kimberley Anne,Campbell,a15007
Joachim,Fuchsberger,a29376
 Paul,Bösiger,a14509
 Emmerich,Schrenk,a69240
Geraldine,Farrar,a27032
 Wallace,Reid,a65016
 Pedro de,Cordoba,a19705
Karoline,Schuch,a69275
 Doron,Amit,a2668
 Leah,Koenig,a44406
 Max,Mauff,a52311
Unax,Ugalde,a77494
David Phillip,Carollo,a15621
 Melissa,LaMartina,a45789
 Dave,Gamble,a29998
Roger,Waters,a79822
 Dave,Kilminster,a43419
 Snowy,White,a80586
 G.E.,Smith,a71866
 Diego Le,Martret,a51817
John,Arcilla,a3831
 Mon,Confiado,a19248
 Arron,Villaflor,a78604
 Jeffrey,Quizon,a63957
 Bellan,Roos,a66707
 Gus,Dahlström,a21248
 Gunnar,Strååt,a73876
 Ben,Hiura,a36904
 Kôjun,Itô,a39193
Eric,Kot,a44812
 Diana,Pang,a60391
Sven,Martinek,a51757
 Thomas,Anzenhofer,a3545
Myriam,Muller,a56438
 Didier,Bienaimé,a9629
 Eric,Jakobiak,a39582
 Jean-Pierre,Germain,a30818
Catherine,Robbe-Grillet,a65978
 Beverly,Charpentier,a17065
 Dominique,Corringer,a19815
 Claude,Helleu,a35946
Yasuhi,Nakamura,a57205
 Reika,Kirishima,a43869
 Sô,Yamanaka,a82203
Erica,Lindbeck,a48344
Ayesha,Takia,a74835
 Gul,Panag,a60360
Kyle,Massey,a52012
 Carter,Jenkins,a39997
Jesse,Carere,a15401
Daniel,Quinn,a63918
 Richard,Grove,a33198
 Mark,Caven,a16371
 William,Gaunt,a30477
Randy,Clemens,a18504
 Jordan,Crowder,a20545
 Harold,Dieterle,a23262
 Oz du,Soleil,a72208
 Jason,Horst,a37583
 Joshua,Miller,a54493
Laurel,Casillo,a16057
 Morgan,Hooper,a37432
 Torrey,Weiss,a80169
 Ryan,Maslyn,a51956
Juliana,Harkavy,a34873
 Joshua,Mikel,a54314
 Lyriq,Bent,a8730
Jae-ho,Baek,a5596
 Seo-wu,Choi,a17773
 Seo-eun,Han,a34506
 Matt,Hodgkinson,a37010
Vasco,Santana,a68412
 Beatriz,Costa,a19899
 António,Silva,a71148
 Teresa,Gomes,a31847
Samuel,Galiardo,a29868
 Rocío,Peláez,a61475
 Juanfra,Juárez,a41358
Sameena Jabeen,Ahmed,a1110
 Conor,McCarron,a52636
 Barry,Nunney,a58657
Hiromi,Nagasaku,a57049
 Nozomi,Sasaki,a68615
 Hiyori,Sakurada,a67986
Kasumi,Arimura,a3958
 Nanami,Abe,a196
 Morio,Agata,a932
 Phillip,Reed,a64861
Joanne,Clendining,a18526
 Brian,Fifield,a27685
 Nick,Grock,a33119
 Mark,Kochanowicz,a44370
Jessica,Tuck,a77142
 Myeong-hun,Cheon,a17395
 Jun-ha,Jeong,a40080
 Gerd,Baltus,a6253
Klaudia,Koronel,a44722
 Elizabeth,Oropesa,a59691
 Isabel,Granada,a32462
 Sebastian,Gregory,a32877
Yoshiki,Kanahashi,a41699
 Hôka,Kinoshita,a43808
N/A,Kotono,a44838
 Ini,Kusano,a45545
Mateus,Almada,a2248
 Maurício,Barcellos,a6609
 Elisa,Brittes,a12753
 Fernando,Hart,a35150
Richie,Benaud,a8454
 Ian,Botham,a11565
 Geoffrey,Boycott,a11867
 Brian,Close,a18595
 Emma,Lahana,a45978
 Cole,Heppell,a36215
Ronald L.,Marchini,a51220
 Michael,Chong,a17822
 Joshua,Johnson,a40477
 Mari,Honjo,a37398
Christian,Cooke,a19502
 Victoria,Gold,a31743
 Dan,Gill,a31176
 Anne,Gregory,a32863
Ryan,McCoy,a52788
 Brett,Rosenberg,a66839
 Ashley,Bracken,a11997
 Toby,Bryant,a13495
Jennifer,Armour,a4056
 Dmytro,Bazayev,a7661
 Inna,Belikova,a8182
 Alina,Golovlyova,a31832
 Nolan,Gould,a32262
 C.J.,Wilson,a81142
 Daniel,Manche,a50886
David,Denman,a22662
Adam,Huss,a38323
 Kathryn,Michelle,a54200
 Dayton,Knoll,a44239
 Cassie,Self,a69769
 Erik,Hell,a35933
Grant,Bowler,a11816
 Evalena,Marie,a51315
 Tawny,Cypress,a21005
Donald,Buka,a13726
 Joan,Camden,a14905
 Adrienne,Gessner,a30870
Michelle,Argyris,a3921
 Shantelle,Canzanese,a15229
 Vanessa,Broze,a13349
 Kevin,Walker,a79283
 Cathy Lee,Crosby,a20483
Silke,Silke,a71138
 Omar,Muñoz,a56787
 Pepo,Oliva,a59405
 Carola,Manzanares,a51121
 Joseph J.,Clark,a18306
 Dixie,Kiefer,a43332
Marc,Senter,a69872
 Megan,Henning,a36122
 Evelyn,Dumo,a24649
 Raymond,Bloomer,a10588
 Fred,Thomson,a75854
 Jesse,Plemons,a62632
Priscilla,Bonner,a11169
 Nellie Bly,Baker,a5921
Gabriel,Diani,a23127
 Etta,Devine,a22955
Tina,Louise,a49217
 Antonio,Battistella,a7491
Ami,Dolenz,a23689
 Christopher Michael,Moore,a55540
 Timothy,Gibbs,a31018
Rae-won,Kim,a43624
 Sun-yeong,Ahn,a1122
 Arline,Judge,a41229
Emma Sehested,Høeg,a38526
 Gustav,Hintze,a36790
 Victoria Carmen,Sonne,a72353
 Anton,Honik,a37397
Nick,Krause,a45024
 Todd,McLaren,a53262
 Sam,Trammell,a76711
 Kelcy,Baker,a5907
Won-Hee,Go,a31615
 Ryun,Jo,a40296
 Bo-Bi,Joo,a40841
 Dong-Hyun,Kim,a43442
Jung-hyun,Lee,a47340
 Hae-yeong,Lee,a47175
 Young-hwa,Seo,a69886
 Ho-bin,Jeong,a40075
 Sarah Yan,Li,a48084
 Johanna,Black,a10080
 Tiffany,Amiot,a2661
Bobbie,Phillips,a62164
Ana,Golja,a31822
 Sarah,Fisher,a27939
 Asha,Bromfield,a12906
 Stuart,Stone,a73610
 Ayub,Khan,a43134
Nazriya,Nazim,a57502
 Nivin,Pauly,a61156
 Dulquer,Salmaan,a68095
 Fahadh,Faasil,a26653
 Aju,Varghese,a78041
 Vineeth,Sreenivasan,a72807
 Rakhee,Gulzar,a33476
 Sudha,Chopra,a17847
 Mohan,Gokhale,a31714
N/A,Shalini,a70175
N/A,Swarnamalya,a74418
 V.,Natarajan,a57394
 Rimi,Sen,a69835
 Neha,Dhupia,a23050
Govinda,Govinda,a32301
 Anil,Dhawan,a23036
N/A,Ramya,a64343
Anushka,Shetty,a70629
 Manoj Kumar,Manchu,a50888
 Allu,Arjun,a3980
Megumi,Han,a34520
 Michiyo,Murase,a56546
Tom,Flynn,a28272
 Satoshi,Hino,a36771
 Will,Prescott,a63331
 Hiroshi,Tsuchida,a77065
Dániel,Czupi,a21038
 Adrienn,Mórocz,a56920
Ane Dahl,Torp,a76525
 Stein,Winge,a81304
Yasmin,Raeis,a64066
 Salwa,Khattab,a43220
 Salwa Mohamed,Ali,a1913
Jenjira,Pongpas,a62893
 Banlop,Lomnoi,a48966
 Jarinpattra,Rueangram,a67256
 Petcharat,Chaiburi,a16647
Daniel,Tadesse,a74684
 Quino,Piñero,a62582
 Selam,Tesfayie,a75506
 Mengistu,Berhanu,a8983
Loubna,Abidar,a270
 Asmaa,Lazrak,a46932
 Halima,Karaouane,a41927
 Sara Elhamdi,Elalaoui,a25647
 Langley,Kirkwood,a43906
 Francisco,Ribeiro,a65415
 Leonor,Maia,a50516
 Barroso,Lopes,a49063
Maria das,Neves,a57788
 Vasco,Santana,a68410
 Laura,Alves,a2482
N/A,Costinha,a19948
 Erico,Braga,a12096
Tinatin,Dalakishvili,a21291
 Severija,Janusauskaite,a39796
 Pavel,Tabakov,a74661
 James,Browne,a13317
 Brittany,Ishibashi,a39069
 Brandon Soo,Hoo,a37409
 Victoria,Park,a60681
Peter,Plaugborg,a62617
 Jimmy,Ahrens,a1141
 Jordan,Prentice,a63318
Angelica,Domröse,a23768
 Winfried,Glatzeder,a31470
 Heidemarie,Wenzel,a80311
 Fred,Delmare,a22517
 Patrick,Duffy,a24560
 Kenny,Johnson,a40484
Lyès,Salem,a68041
 Khaled,Benaïssa,a8459
 Amal,Kateb,a42169
Alban,Lenoir,a47629
 Samuel,Jouy,a40969
 Olivier,Chenille,a17388
John,Corbett,a19663
Kirk,Barker,a6728
 Stefan,Butler,a14272
 Nigel,Cooke,a19500
 Charlotte,Brimble,a12689
Kelly,Overton,a59933
 James,Haven,a35445
Freya,Mavor,a52365
Jack,Turner,a77299
 Teri,Reeves,a64922
 Moronai,Kanekoa,a41745
Maria,Ylipää,a82463
 Johannes,Brotherus,a13067
 Anu,Sinisalo,a71449
Ulrich,Noethen,a58336
 Christine,Urspruch,a77685
 Aglaia,Szyszkowitz,a74583
Julie,Juristová,a41329
 Katrin,Martin,a51690
 Bodo,Wolf,a81504
 Ross,Boatman,a10690
 Megan,Lockhurst,a48823
 Valentina,Forte,a28576
 Rob,Archer,a3814
 Zoé De Grand,Maison,a50559
 Uta,Franz,a28950
Johan,Rudebeck,a67229
 Olof,Rhodin,a65383
 Camela,Leierth,a47486
Nirup,Bhandari,a9465
 Radhika,Chetan,a17462
 Avantika,Shetty,a70623
 Sai,Kumar,a45392
Don Michael,Paul,a61123
 James,Staley,a72885
 Kyle,Howard,a37762
 James,Tolkan,a76344
 James,Lew,a47932
Kim,Milford,a54402
 Gianni,Russo,a67461
 Ron,Masak,a51905
Felix,Ward,a79625
 Maria,Pechukas,a61326
 Dan,Scott,a69478
 Alec,Nemser,a57711
Tom,Griffith,a33027
 Jamie,Zemarel,a83076
 Karin,Kardian,a41944
Michael,Gwisdek,a33696
 Traugott,Buhre,a13711
 Matthias,Brenner,a12484
Kevin,Cheetham,a17229
 Anthony,Reed,a64838
 Gavon,Laessig,a45919
 Jessica,Testa,a75516
Xuebing,Wang,a79561
 Chuan,Chao,a16940
 Eleanore,Pienta,a62280
 Willy,Birgel,a9855
 Edwin,Jürgensen,a41417
 Carola,Höhn,a38510
Gunnar,Jónsson,a41401
 Ilmur,Kristjánsdóttir,a45130
 Sigurjón,Kjartansson,a44016
 Margrét Helga,Jóhannsdóttir,a41391
Felice,Jankell,a39741
 Jessica,Raita,a64183
 Rasmus,Luthander,a49680
 Sven,Boräng,a11458
Claude,Lorius,a49156
 Michel,Papineschi,a60537
 Rick,Fox,a28724
 Chad,Lail,a46001
Peter,Ascoli,a4469
 Stephanie,Deutsch,a22907
 Richard J.,Powell,a63165
Hsiao-chuan,Chang,a16909
 Regina,Wan,a79481
 Yann Yann,Yeo,a82397
Jonas,Hartmann,a35218
 Julia,Jeker,a39973
 Herbert,Leiser,a47532
 Carmen,Young,a82576
Jakub,Seifert,a69713
 Karel,Kolár,a44534
 Eva,Vrchlická,a78988
Helen,Fisher,a27950
 Michael,Hariton,a34867
 Rosey La,Rouge,a67040
 Alley,Scott,a69461
Koudous,Seihon,a69722
 Alassane,Sy,a74491
 Adam,Gnegne,a31602
 Mary Elizabeth,Innocence,a38900
 Roberto,Farías,a27081
 Marcelo,Alonso,a2313
Carlos,Clavijo,a18444
 Anderson,Gomez,a31851
 Carmenza,González,a31929
 Lola,Lagos,a45967
 Steven,Elliot,a25765
Gregg,Sulkin,a74094
 Meghan,Markle,a51400
 Josh,Myers,a56809
Sienna,Guillory,a33428
 Marama,Corlett,a19736
 Nicholas,Galitzine,a29882
 Verity,Pinter,a62443
 Mandalynn,Carlson,a15509
 Josephine,Bauer,a7525
Danièle,Barraud,a6927
George,Griffith,a33022
 Jeffrey,Doornbos,a23925
 Samantha,Lemole,a47585
 Andrew,Johnson,a40415
 Kieron,Elliott,a25784
 Kristine,Sullivan,a74112
Emma,Leth,a47798
 Cathrine,Bjørn,a10059
 Amalie,Lindegård,a48353
Armin,Armani,a4028
 Christa,Armstrong,a4066
 Terry,Elsworth,a25908
Norodom,Sirivudh,a71490
 Norodom,Sihanouk,a71102
 Sisowath,Kossamak,a44780
 Samley,Hong,a37386
Babu,Santana,a68411
 Robson,Nunes,a58650
 Amanda,Shaw,a70334
 CiCi,Hedgpeth,a35791
 David,Reivers,a65096
 Shanica,Knowles,a44258
 Brandon,Tyler,a77381
Jason,Dolley,a23709
 Camille,Guaty,a33296
Noah,Bastian,a7368
 Michael,Cuccione,a20683
 Kevin P.,Farley,a26981
Nina,Dobrev,a23566
 Frank,Schorpion,a69217
Abed,Abest,a262
 Mona,Ahmadi,a1084
 Ainaz,Azarhoush,a5257
 Nazanin,Babaei,a5359
 Predrag,Ejdus,a25594
 Meto,Jovanovski,a40977
 Zafir,Hadzimanov,a33970
Vanessa,Ray,a64648
 Megan,Guinan,a33438
 Scott,Bryce,a13507
 Coco Jack,Gillies,a31229
Lee Thompson,Young,a82630
 Nigel Shawn,Williams,a80992
 Ryan Sommers,Baum,a7543
 Anders,Ekborg,a25612
 Leandro,Stivelman,a73498
 Mónica,Galán,a29987
Jeannie,Berlin,a9025
 Rebecca Dianna,Smith,a71935
 Janet,Brandt,a12217
Oja,Kodar,a44383
 Michael,Bryant,a13488
K.K.,Downing,a24188
 Rob,Halford,a34173
 Ian,Hill,a36641
 Glenn,Tipton,a76154
Thomas,Bangalter,a6385
 Guy-Manuel De,Homem-Christo,a37366
N/A,Skrillex,a71642
 Jean-Daniel,Beauvallet,a7822
Symba,Symba,a74517
 Thea,Trinidad,a76879
 Hilary,Greer,a32835
 Mikael,Birkkjær,a9878
Craig,Conway,a19428
 Alan,Ford,a28431
Sidney,Fullmer,a29528
 Alexandra,Peters,a61807
 Alana,Gordillo,a32061
 Mika,Abdalla,a147
George,Shevtsov,a70640
 Bob,Newman,a57844
 Baz,McAlister,a52543
Rena,Tanaka,a74976
 Mitsuru,Hirata,a36829
 Rena,Komine,a44550
N.N.,Pillai,a62374
N/A,Mukesh,a56358
N/A,Kanaka,a41701
N/A,Philomina,a62178
Ajith,Kumar,a45396
N/A,Kaniha,a41783
N/A,Vijayan,a78564
 Trish,Stewart,a73430
 Lynsey,Bartilson,a7155
 Russell,Hardie,a34779
Frank,Novak,a58559
 Donald,Agnelli,a966
 Julia,Deane,a22317
James,Booth,a11281
Raymond,Laine,a46011
 Judith,Ridley,a65647
 Johanna,Lawrence,a46844
 Richard,Ricci,a65435
 Yoshie,Minami,a54690
 Tadahiko,Sugano,a74030
 Shigako,Shimegi,a70724
Adil,Hussain,a38326
 Gulnaaz,Ansari,a3379
 Komal,Gupta,a33538
 David,Gastou,a30433
 Sofiane,Neveu,a57789
 Fernando,López,a49887
Ashley,Chin,a17624
 Ashley,Madekwe,a50294
 Jason,Maza,a52480
 Anna,Nightingale,a58113
Laurel,Barnett,a6856
 Rosalie,Cole,a18920
 Frank,Janson,a39774
 Richard,Hanners,a34627
 Floy,Dean,a22298
Simone,Aubin,a4881
 Jacqueline,Auzellaud,a5041
 Élodie,Avenel,a5076
 Anne-Marie,Bacquié,a5509
Lise,Danvers,a21586
 Charlotte,Alexandra,a1830
 Sharon,Alexander,a1793
 Yoel,Ben-Simhon,a8439
 Oded,Kimhi,a43652
 Reedy,Gibbs,a31017
 Alexandra,Brandl,a12197
Indiana,Adams,a638
 Kurt,Cole,a18910
 Madi,Goff,a31692
 Niko Red,Star,a72986
 Adair,Tishler,a76169
Brandon,Auret,a4982
 Natalie,Becker,a7917
Poppi,Monroe,a55379
 Annie,McElwain,a52927
 Teal,Redmann,a64813
 Susan,Walters,a79447
 Amandine,Dewasmes,a22993
Erick,Bowen,a11782
 Rodecoe,Dunlow,a24723
 Kerron,Hayes,a35592
Leslie,Barany,a6524
 Sandra,Beretta,a8836
 Mia,Bonzanigo,a11200
 Tom Gabriel,Fischer,a27905
Frank,Molina,a55246
 Maite,Bonilla,a11136
 Bobby,DeJesus,a22190
Eve,Ensler,a26122
 Barry,Estabrook,a26381
 Dolores,Huerta,a38034
 Robert F. Kennedy,Jr.,a41132
James,Callis,a14813
 Kerry,Shale,a70169
 Silverio,Blasi,a10387
Jesuthasan,Antonythasan,a3505
 Kalieaswari,Srinivasan,a72817
 Claudine,Vinasithamby,a78659
Martin,Armstrong,a4109
 Vicky,Armstrong,a4093
 Oliver,Brown,a13201
 Michael,Campbell,a15014
Dolores,Aveiro,a5065
 Hugo,Aveiro,a5064
 Georgie,Bingham,a9795
 Adrian,Clarke,a18352
Svend,Auken,a4954
 Göran,Stangertz,a72930
 Eva von,Hanno,a34634
Ingvar,Carlsson,a15526
 Tage,Erlander,a26239
 Rollo,May,a52406
 Timo,Nilsson,a58179
 Aldo,Berti,a9236
Annie,Albers,a1549
 Bernard,Hall,a34188
 Gertrud,Bald,a6056
 Jane,Tilden,a76073
Mónika,Balsai,a6238
 Szabolcs Bede,Fazekas,a27164
 David,Sakurai,a67987
 Zoltán,Schmied,a69111
 Kit,Connor,a19333
 Hindi,Zahra,a82875
 Zachary,Charles,a17041
 Luis Van,Rooten,a66720
 Connie,Russell,a67410
Milo,Addica,a694
 Nick,Cave,a16367
 Olegar,Fedoro,a27197
Berta,Socuéllamos,a72130
 Jose Antonio Valdelomar,González,a31935
 Jesús,Arias,a3930
 José María Hervás,Roldán,a66557
Andrew,Cheney,a17357
 Kara,Killmer,a43411
 Alan,Madlane,a50328
Gal,Gadot,a29748
No Data,No Data,a58304
Ian James,Corlett,a19737
 Chris,Murphy,a56602
 Matt,Olsen,a59485
Lara,Rossi,a66954
 Kit,Dale,a21305
 Volker,Michalowski,a54173
 Ellar,Coltrane,a19143
 Gastón,Cocchiarale,a18696
 Peter,Lanzani,a46443
 Stefanía,Koessl,a44411
Cindel,Chartrand,a17080
 William,Jarand,a39811
 Suzi,Lorraine,a49161
Glen,Campbell,a15047
 Kim,Campbell,a15006
 Ronald,Petersen,a61862
 Dave,Kaplan,a41828
Pitchanart,Sakakorn,a67955
 Apasiri,Nitibhon,a58257
 Penpak,Sirikul,a71487
 Chokchai,Charoensuk,a17063
 Shao-Hung,Chan,a16797
 Pei-Shan,Chang,a16888
Florian,Stetter,a73307
 Andreas,Tobias,a76223
 Mark,Fichera,a27619
 Anna,Camp,a14951
Alfie,Boe,a10776
 Norm,Lewis,a47987
 Matt,Lucas,a49412
 Sammi,Hanratty,a34639
Stephanie,Jones,a40811
 Anthony,Nicosia,a58055
 Gilad,Kahana,a41501
 Amir,Tessler,a75514
Rafael,Morais,a55666
 Anabela,Moreira,a55742
Kiki of,Montparnasse,a55491
 Allan,Hawco,a35471
 David,Richmond-Peck,a65584
 Karl,Campbell,a15002
Irdens,Exantus,a26620
 Caroline,Trudel,a76961
 Clémence,Dufresne-Deslières,a24570
 Aaron,Orr,a59699
 Ariadne,Shaffer,a70109
 Joel,Bryant,a13480
Christos,Loulis,a49220
 Fay,Ksila,a45259
 Vladimiros,Kiriakidis,a43858
 Haris,Mavroudis,a52371
Dusan,Dukic,a24619
 Tyler,Hall,a34239
 Derek,Lebrero,a47050
 Maurizio,Terrazzano,a75468
Alexandros,Parisis,a60625
 Makis,Papadimitratos,a60480
 Anastasis,Kolovos,a44524
 Jenny,Theona,a75618
Xristos,Delidimos,a22493
 Nikos,Dragonas,a24235
 K.,Giannakopoulos,a30980
 Altin,Huta,a38354
 Jared,Padalecki,a60062
 Scarlett,Pomers,a62881
J.J.,North,a58490
 Ted,Monte,a55414
 Raelyn,Saalman,a67708
 Tammy,Parks,a60785
 Jesse Lee,Soffer,a72145
 Robert,Madrid,a50338
Gwendolyn,Anslow,a3389
 Joana,Cartocci,a15911
 Leo,Vertunni,a78424
 Moose Ali,Khan,a43150
Akkineni Nageshwara,Rao,a64452
 Nagarjuna,Akkineni,a1393
 Naga Chaitanya,Akkineni,a1392
 Samantha Ruth,Prabhu,a63221
 Klaus J.,Behrendt,a8110
 Ulrike,Krumbiegel,a45201
 Sergej,Moya,a56277
 Michaël,Grégorio,a33251
 Shafik,Ahmad,a1077
Michael,Cerenzie,a16518
 Brian,Linse,a48472
Masahiko,Tsugawa,a77074
 Kayoko,Honoo,a37405
 Isao,Sasaki,a68609
Hizuru,Takachiho,a74734
 Kakuko,Chino,a17648
 Eric van der,Donk,a23847
José Luis,Manzano,a51125
 Andrea,Albani,a1527
 Jaume,Valls,a77909
Shin'ichirô,Mikami,a54308
Péter,Andorai,a3004
 Attila C.,Arpa,a4255
 Andrea,Balázs,a6262
 Tsogbaatar,Batzorig,a7507
Jing,Hu,a37901
 Zhong,Lü,a49932
 David Yao-Qing,Wang,a79495
 Harry,Peacock,a61272
 Lexi,Strauss,a73750
 Lee,Blakemore,a10284
Carl,Apfel,a3603
 Harold,Koda,a44378
 Dries Van,Noten,a58535
 Inez,Bailey,a5745
 David,DeSanctis,a22243
 McKaley,Miller,a54511
 Michael,Grant,a32522
 Alison,Guh,a33389
Ruth,Bondi,a11079
 Danny,Chanoch,a16929
 Ayal,Gelles,a30654
 Gita,Kalderon,a41577
Maas,Bronkhuyzen,a12921
 Joes,Brauers,a12300
 Michael,Nierse,a58100
 Tonko,Bossen,a11515
 Johnny,Fancelli,a26878
 Christina,Fancelli,a26877
 Lorena,Lardini,a46478
Jean-Benoît,Dunckel,a24700
 Nicolas,Godin,a31653
 Justin,Meldal-Johnsen,a53651
Petrus Andreas,Christensen,a17934
 Jørgen,Foss,a28604
 Robert Lindahl,Haug,a35416
 Vetle,Næss,a58738
The Baby,Stars,a73023
 Georgie,Smith,a71868
 Eugene,Butler,a14254
 Philip,Hurlic,a38282
 Deborah,Valente,a77835
Shehzad,Sheikh,a70457
 Ayesha,Omar,a59534
 Yasir,Hussain,a38325
 Ahmed Ali,Akbar,a1305
 Garance,Clavel,a18436
Luis,Cancu,a15119
N/A,Atman,a4804
N/A,Berthony,a9235
N/A,Bruno,a13445
Elmer,Bäck,a14469
 Luis,Alberti,a1573
 José,Montini,a55484
 Cristina Velasco,Lozano,a49353
Julija,Steponaityte,a73261
 Aiste,Dirziute,a23438
 Jurate,Sodyte,a72138
 Martynas,Budraitis,a13670
Martín,Calderón,a14727
N/A,Cristina,a20415
 Patricio,Guzmán,a33665
 Ema,Malig,a50736
Cheryl,Campbell,a15042
Jackson,Martin,a51734
 Nick,Serino,a69932
 Reece,Moffett,a55152
 Katelyn,McKerracher,a53203
 Ito,Ohno,a59261
 Eva,Klemets,a44111
 Lauri,Lagle,a45961
 Mirtel,Pohla,a62755
 Yi,Zhang,a83138
 Zijian,Dong,a23835
Jonathan,Adams,a643
 Christopher,Davino,a21894
 James P.,Delgado,a22484
 David,Gallo,a29952
 Bob,Amacker,a2515
 Baron,Bingen,a9791
 Charlotte,Blob,a10496
Ramin,Karimloo,a41970
 Sierra,Boggess,a10837
 Hadley,Fraser,a28974
 Wendy,Ferguson,a27393
Matt,Dallas,a21332
 Alison,Haislip,a34089
Eleanor,Bron,a12912
 Jonathan,David,a21796
 Merelina,Kendall,a42802
 Martin,Belmana,a8369
 Christiane,Kroll,a45157
 Abigail,Wright,a81839
 Timothy Woodward,Jr.,a41144
 Felissa,Rose,a66780
Maureen,Sullivan,a74133
 Warren Robert,Jason,a39859
 Noreen,Hennesey,a36101
Adrián,Lastra,a46602
 Hannah,New,a57815
Peter,Paige,a60153
Jonathan,Bray,a12359
 Giovanni,Ortega,a59720
 Manu,Payet,a61210
 Nader,Boussandel,a11723
 Dominic,Cuzzocrea,a20988
 Go-eun,Kim,a43454
 Bo-Gum,Park,a60630
 Rae-Hyung,Cha,a16578
 Riccardo,Reim,a65047
 Domenico,Fortunato,a28592
 Sara,D'Amario,a21086
 Pierluigi,Aprà,a3671
 Giancarlo,Badessi,a5539
Alberto,Tomba,a76381
 Michelle,Hunziker,a38270
 Gabriella,Boccardo,a10717
 Joe,Sentieri,a69874
 Sarah,Ferrati,a27494
François,Damiens,a21406
Tye,Alexander,a1827
 Henree,Alyse,a2503
 Kenneth Dale,Borill,a11378
Shelby Lee,Adams,a664
 Chad,Baker,a5878
 Donnie,Benton,a8757
 Burley,Childers,a17590
Ernest,Shackleton,a70098
 Frank,Worsley,a81803
 J.,Stenhouse,a73211
 L.,Hussey,a38331
Ronnie,Barker,a6732
 Richard,Beckinsale,a7939
 Brian,Wilde,a80795
Sophie,Rundle,a67339
 Lucy,Chappell,a17013
Misael,Saavedra,a67730
 Humberto,Estrada,a26410
 Rafael,Estrada,a26411
 Omar,Didino,a23224
Arthur,Abraham,a325
 Andreas,Adam,a541
 Sascha,Alexander,a1790
Lotfi,Abdelli,a155
 Jimi,Busuttil,a14228
 Sékouba,Doucouré,a24059
 Chrysander,Agius,a963
Logan,Marshall-Green,a51620
 Emayatzy,Corinealdi,a19728
 Misa,Koprova,a44668
Audrey,Walker,a79302
 Ricky,Crawford,a20307
 Chris,Witherspoon,a81446
 Jo,Black-Jacob,a10113
 Blandine,Ebinger,a25217
Derek,Brandon,a12211
 Francesca,Derosa,a22782
 Hyo-jin,Kim,a43473
Carlyle,Blackwell,a10159
 Edgar,Norton,a58500
 Fraunie,Fraunholz,a29001
Joseph W.,Girard,a31353
 Leo,Pierson,a62320
 William,Dyer,a24999
 Mattie,Witting,a81469
 Brenda,Forbes,a28416
 Joel,Higgins,a36572
Robert,Elston,a25906
 Anitra,Walsh,a79390
 Darryl,Wells,a80250
 Jack,Gardner,a30213
Gary,Kent,a42925
 John,Parker,a60719
 Suzanne,Lund,a49585
Priscilla,Alden,a1659
 Michael,Flood,a28187
 Jane,Lambert,a46112
 Robert,Copple,a19626
Warren,Stevens,a73360
 Jillian,Kesner,a43038
 June,Fairchild,a26751
Nick,Ferrucci,a27569
 Benjamin,Farmer,a26989
 Brian J. Saville,Allard,a1998
 Quinn,Allan,a1992
 Kim,Christianson,a17969
 Ray,Erlenborn,a26241
 Adhir,Kalyan,a41628
 Clayton,Watson,a79856
 Steady,Eddy,a25282
 Chloe,Maxwell,a52384
Ethan,Peck,a61341
 Eugene,Simon,a71287
 Dan,Payne,a61217
 Laura,Soltis,a72262
 Susan,Ward,a79616
Shaun,Evans,a26536
David,Aylward,a5209
 Eden,Kotting,a44843
 Giulia,Lazzarini,a46934
 Emma,Gilmour,a31261
