first_name,last_name,actor_id
Jonathan,Frid,a29171
 Grayson,Hall,a34200
 Kathryn Leigh,Scott,a69495
 Roger,Davis,a21974
Ann-Sofie,Kylin,a45692
 Rolf,Sohlman,a72162
 Anita,Lindblom,a48351
 Bertil,Norström,a58479
 Larry,Blyden,a10657
James,Fox,a28736
 Michèle,Breton,a12522
 Jolanta,Lothe,a49174
 Wanda,Stanislawska-Lothe,a72935
 Jerzy,Dobrowolski,a23577
Anouk,Ferjac,a27401
 Núria,Espert,a26337
 Mahdi,Chaouch,a16955
 Ivan,Henriques,a36145
Anatoliy,Kuznetsov,a45622
 Spartak,Mishulin,a54858
 Kakhi,Kavsadze,a42293
 Pavel,Luspekayev,a49670
Mark,Frechette,a29027
 Daria,Halprin,a34309
 G.D.,Spradlin,a72738
 Dudley,Sutton,a74283
 Max,Adrian,a844
Dennis,Weaver,a79970
 Eddie,Firestone,a27874
 Lou,Frizzell,a29273
 Dick,Shawn,a70374
 Kathy,Fields,a27660
Zohra,Lampert,a46164
 Barton,Heyman,a36470
 Kevin,O'Connor,a58861
 Gretchen,Corbett,a19654
 Steffen,Zacharias,a82843
 Dan,Sturkie,a73945
Jacques,Gagnon,a29790
 Lyne,Champagne,a16745
 Jean,Duceppe,a24500
 Olivette,Thibault,a75638
 Elaine,May,a52397
 George,Rose,a66782
Michael,Jayston,a39907
 Roderic,Noble,a58321
 Ania,Marson,a51628
 Dennis,Waterman,a79808
 Jenny,Hanley,a34605
 Christopher,Matthews,a52252
Simon,Chuckster,a18032
 Melvin Van,Peebles,a61380
 Hubert,Scales,a68872
 John,Dullaghan,a24624
Alejandro,Jodorowsky,a40325
 Brontis,Jodorowsky,a40323
 José,Legarreta,a47422
 Eddie,Axberg,a5149
 Sven-Olof,Bern,a9057
 Kent,Taylor,a75234
 Regina,Carrol,a15747
 Robert,Quarry,a63841
 Valli,Kemp,a42771
Tom,Smothers,a72052
 Mireille,Darc,a21615
 Gô,Katô,a42224
 Tomoko,Mayama,a52421
 Akiji,Kobayashi,a44304
 James T.,Callahan,a14781
 Elayne,Heilveil,a35857
 Michael C.,Gwynne,a33702
 Marcel,Fraval,a29003
 Honoré,Bostel,a11528
 François,Maisongrosse,a50560
 Claude,Giraud,a31364
Brian,Narelle,a57320
 Cal,Kuniholm,a45419
 Dre,Pahich,a60142
 Dan,O'Bannon,a58762
 Charles,Tyner,a77394
 Gilbert,Green,a32709
 Jean,Martin,a51687
 Victoria,Vetri,a78441
 Cliff,Osmond,a59795
Lesley,Taplin,a75055
 Cheryl,Smith,a71838
 William,Whitton,a80672
 Hy,Pyke,a63733
Nigel,Davenport,a21777
 Lynne,Frederick,a29041
 Alan,Gifford,a31090
 Laurie,Heineman,a35867
 Dorothy,Tristan,a76903
Margot,Kidder,a43327
 Jennifer,Salt,a68127
 William,Finley,a27814
Lawrence,Cook,a19485
 Janet,League,a46991
Lieh,Lo,a48771
 Ping,Wang,a79528
 Hsiung,Chao,a16943
 Chin-Feng,Wang,a79493
 Tonny,Huurdeman,a38395
 Wim van den,Brink,a12705
 Dawn,Lyn,a49751
 Georgina,Hale,a34142
 Michael,Byrne,a14404
 Ann,Prentiss,a63321
 Gwen,Welles,a80223
John,Meillon,a53600
 Kevin,Miles,a54387
 Rick,Scully,a69577
 Madge,Sinclair,a71382
 Tina,Andrews,a3110
Cristina,Galbó,a29849
 Aldo,Massasso,a51995
Alain,Cuny,a20832
 Daniel,Sarky,a68577
Adriana,Asti,a4674
 Monique van,Vooren,a78934
 Arno,Jürging,a41418
Idi,Amin,a2654
H.B.,Halicki,a34174
 Marion,Busia,a14187
 Jerry,Daugirda,a21748
 James,McIntyre,a53122
Ken,Shapiro,a70236
 Buzzy,Linhart,a48445
 René,Enríquez,a26118
 Herbert,Berghof,a8925
 Michael,McCleery,a52690
Tin,Chan,a16817
 Chau,Diem,a23241
 Ngo Dinh,Diem,a23242
 John Foster,Dulles,a24627
 Horacio,Salinas,a68065
 Zamira,Saunders,a68694
 Juan,Ferrara,a27476
Steven,Warner,a79686
Robert,Logan,a48886
 Susan,Damante,a21388
 Hollye,Holmes,a37275
 Ham,Larsen,a46522
Marie-France,Pisier,a62507
 Victor,Lanoux,a46417
Rudy Ray,Moore,a55635
 Jerry,Jones,a40694
 Lady,Reed,a64854
 Henri,Labussière,a45846
 Frédéric,Lagache,a45947
 Catherine,Rivet,a65926
 Ian,Wolfe,a81522
 Bernard,Fresson,a29148
 Bo,Svenson,a74362
 Bo,Brundin,a13407
 Bruce,Robinson,a66145
 Sylvia,Marriott,a51517
 Joseph,Blatchley,a10401
Liya,Akhedzhakova,a1337
 Aleksandr,Belyavskiy,a8426
 Barbara,Brylska,a13514
 Georgiy,Burkov,a13948
 Jenny,Runacre,a67336
Tao-Liang,Tan,a74950
 Ching,Chu,a18013
Etsuko,Shiomi,a70790
 Shin'ichi,Chiba,a17556
 Asao,Uchida,a77454
 Sanae,Ôhori,a83508
Shari,Eubank,a26447
 Uschi,Digard,a23293
 Charles,Pitts,a62558
 Robert,Burton,a14111
 Francesca,Bertini,a9247
Nicole,Félix,a29651
 Chantal,Mercier,a53870
 Virginie,Thévenet,a75974
 Lyudmila,Gurchenko,a33549
 Angelina,Stepanova,a73225
 Douglas,Fowley,a28694
 Stan,Haze,a35665
Norman,Yarborough,a82299
 Houston,Elmore,a25868
 Phil,Sparks,a72569
 John,Corcoran,a19675
Mary,Woronov,a81797
 Paul,Bartel,a7124
 George,Wagner,a79125
 Jonathan,Kaplan,a41831
Edith,Clever,a18546
 Edda,Seippel,a69735
 Peter,Lühr,a49937
 André,Rouyer,a67092
 Nathalie,Keryan,a43026
 Johnny,Sekka,a69755
 Kathleen,Lloyd,a48734
Elena,Solovey,a72252
 Rodion,Nahapetov,a57099
 Aleksandr,Kalyagin,a41626
 Oleg,Basilashvili,a7273
Edward,Schaaf,a68913
 Robert,McLane,a53255
 Elaine,Collins,a19038
 Candy,Samples,a68211
Lewis,Fiander,a27616
 Prunella,Ransome,a64438
 Antonio,Iranzo,a38962
 Miguel,Narros,a57336
Anni-Frid,Lyngstad,a49795
 Benny,Andersson,a2971
 Björn,Ulvaeus,a77573
 Agnetha,Fältskog,a29645
Charles,Denner,a22671
 Geneviève,Fontanel,a28395
Lucha,Villa,a78600
 Ana,Martín,a51828
 Gonzalo,Vega,a78169
 Julián,Pastor,a60939
N/A,Amidou,a2651
Eric,Idle,a38666
 John,Halsey,a34312
 Ricky,Fataar,a27093
 Neil,Innes,a38897
Sheng,Chiang,a17540
 Chien,Sun,a74173
 Phillip Chung-Fung,Kwok,a45662
 Meng,Lo,a48765
Lucille,Billingsley,a9739
 Zella,Graham,a32423
 Cal,Harberts,a34753
 Dan,Harberts,a34754
Pai,Wei,a80105
 Damian,Lau,a46642
 Kong,Lau,a46648
 Chiu-Hua,Wei,a80093
Barbara,Eden,a25301
 Louis,Nye,a58710
Orson,Bean,a7728
 Rick,DiAngelo,a23056
 Eugene Robert,Glazer,a31485
 Eileen,Dietz,a23275
Marie-Georges,Pascal,a60884
 Félix,Marten,a51650
 Serge,Marquand,a51482
 Mirella,Rancelot,a64362
 Amy,Stryker,a73870
Philip,Wohl,a81489
 Christine,O'Connor,a58852
 Frances,Reiss,a65091
 Denise,Gence,a30677
 Michel,Albertini,a1579
 Roland,Amstutz,a2713
 Jean-Pierre,Bagot,a5689
 Nancy,Dussault,a24892
Jill,Clayburgh,a18459
 Matthew,Barry,a7060
 Veronica,Lazar,a46909
Leroy 'Horsemouth',Wallace,a79343
 Richard 'Dirty Harry',Hall,a34231
 Monica,Craig,a20221
 Marjorie,Norman,a58444
Tomas,Fryk,a29339
 Anita,Ekström,a25638
 Ingvar,Hirdwall,a36835
Peter,Jones,a40800
 Simon,Jones,a40749
 David,Dixon,a23485
 Sandra,Dickinson,a23205
 Simon,Wiesenthal,a80732
 Neville,Chamberlain,a16706
Mats,Åhlfeldt,a83477
 Ewa,Fröling,a29354
 Carl,Billquist,a9747
 Vladek,Sheybal,a70642
Anthony,Andrews,a3114
 James,Villiers,a78654
 Jim,Moody,a55507
 Eric,Gurry,a33563
Issei,Miyazaki,a55046
 Catherine,Battistone,a7499
 Yoshie,Shimamura,a70718
 Iona,Morris,a55991
Max,Gail,a29800
 Lydia,Lei,a47479
 James,Argiro,a3911
 David,Villalpando,a78616
 Zaide Silvia,Gutiérrez,a33620
 Alicia del,Lago,a45963
Linda,Griffiths,a33039
 Jane,Hallaren,a34267
 Jon,DeVries,a22260
 Jo,Henderson,a36033
 Ryuichi,Sakamoto,a67960
 Linda,Ronstadt,a66686
 Gioia,Scola,a69442
 Stefano,Mingardo,a54721
Maruschka,Detmers,a22890
 Myriem,Roussel,a67065
 Christophe,Odent,a59169
 Gregory,Salata,a68016
 Samantha,Langevin,a46383
Garry,Cadenat,a14604
 Darling,Légitimus,a49872
 Douta,Seck,a69636
 Joby,Bernabé,a9058
Yoshiko,Sakuma,a67983
 Sayuri,Yoshinaga,a82535
 Yûko,Kotegawa,a44826
 Jûzô,Itami,a39166
 Sharon,Gless,a31535
 Jim,Nabors,a56987
 Parker,Stevenson,a73369
Ronny,Graham,a32433
 Estelle,Reiner,a65055
 Zale,Kessler,a43050
 Doug,McGrath,a53034
Jeroen,Krabbé,a44949
 Thom,Hoffman,a37068
 Dolf de,Vries,a78997
Chris,Pedersen,a61362
 Bill,Coyne,a20182
 Jennifer,Clay,a18452
 Timothy,O'Brien,a58799
 Alain,Souchon,a72445
 Jenny,Clève,a18637
 Michael,Jenn,a40022
 Robert,Addie,a696
 Mireille,Perrier,a61689
 Carroll,Brooks,a12971
 Maïté,Nahyr,a57107
 Angela,Pleasence,a62625
 Christina,Nigra,a58118
Bill,Paterson,a60996
 Alex,Norton,a58498
 Alexandre,Arbatt,a3780
Lenny von,Dohlen,a23661
Eric,Walker,a79309
 Guy,Boyd,a11877
Freddie,Stuart,a73897
 A.J.,Clarke,a18351
 Michael D.,Roberts,a66045
Patrick,Tierney,a76045
 Berj,Fazlian,a27169
 Sirvart,Fazlian,a27170
Pascale,Ogier,a59210
Lilyan,Chauvin,a17187
 Gilmer,McCormick,a52763
 Toni,Nero,a57729
 Robert Brian,Wilson,a81201
Harvey,Milk,a54424
 Anne,Kronenberg,a45164
 Tory,Hartmann,a35217
Donnie,Yen,a82392
 Cheung-Yan,Yuen,a82735
 Lydia,Shum,a70951
 Shun-Yee,Yuen,a82741
 Luis,Hostalot,a37660
 Ryo,Hiruma,a36870
Megan,Follows,a28339
 Patricia,Hamilton,a34391
 Pierre,Mondy,a55321
 Serge,Sauvion,a68707
Lana,Clarkson,a18413
 Katt,Shea,a70403
 Frank,Zagarino,a82861
 Dawn,Dunlap,a24719
Loretta,Swit,a74485
Barry,Otto,a59873
 Helen,Jones,a40685
 Miles,Buchanan,a13588
Urbano,Barberini,a6573
 Natasha,Hovey,a37737
 Karl,Zinny,a83291
Wilford,Brimley,a12694
 Aubree,Miller,a54452
Ching-Ying,Lam,a46084
 Siu-Ho,Chin,a17620
 Ricky,Hui,a38109
 Moon,Lee,a47241
 Brigitte,Lin,a48282
 Kwok-Hung,Lam,a46079
 Masayuki,Shionoya,a70791
 Hiroshi,Mikami,a54305
 Junya,Fukuda,a29469
Shô,Kosugi,a44804
 Brent,Huff,a38044
 Emilia,Crow,a20536
 Blackie,Dammett,a21414
Erik,Lindgren,a48374
Bruno,Lawrence,a46862
 Alison,Routledge,a67076
 Pete,Smith,a71932
 Anzac,Wallace,a79323
Mark,Stewart,a73443
 Sean,Daniel,a21492
 Randy,Moore,a55596
Risto,Tuorila,a77224
 Pirkka-Pekka,Petelius,a61800
 Paavo,Liski,a48545
 Mika,Mäkelä,a56873
 Jerzy,Skolimowski,a71619
Dexter,Gordon,a32115
 Gabrielle,Haker,a34116
 Sandra,Reaves-Phillips,a64723
 Graham,Bushnell,a14183
 Holly,Palance,a60203
 Jimmy,Cliff,a18551
Ned,Manning,a51043
 Natalie,McCurry,a52824
 Peter,Whitford,a80631
 Wilbur,Wilde,a80801
Nelly,Frijda,a29249
 Huub,Stapel,a72970
 René van 't,Hof,a37039
 Tatjana,Simic,a71246
 Friedrich von,Ledebur,a47071
 Jim,Youngs,a82655
 Allan,Edwall,a25335
 Guðrún,Gísladóttir,a33756
Ross,McElwee,a52931
 Dede,McElwee,a52928
 Ross McElwee,Jr.,a41137
 Patricia,Rendleman,a65149
Richard,Jordan,a40876
Lung,Ti,a75979
 Emily,Chu,a18014
 Sammo Kam-Bo,Hung,a38182
 Pauline,Yeung,a82423
Charlie,Adler,a791
 Shuko,Akune,a1425
Julius,LeFlore,a46964
N/A,RCB,a63962
Babek Ahmed,Poor,a62934
 Ahmed Ahmed,Poor,a62933
 Khodabakhsh,Defaei,a22397
 Iran,Outari,a59899
Anders,Eriksson,a26226
 Kerstin,Granlund,a32501
 Claes,Eriksson,a26222
 Knut,Agnred,a977
Eusebio,Poncela,a62889
 Miguel,Molina,a55240
Mikkel,Gaup,a30480
 Ingvald,Guttorm,a33634
 Nils,Utsi,a77711
 Henrik H.,Buljo,a13753
 Joey,Wang,a79511
 Wu,Ma,a49961
 Wai,Lam,a46083
 Jay,Patterson,a61062
 Rita,Taggart,a74696
Yuri,Mgoyan,a54126
 Sofiko,Chiaureli,a17551
 Ramaz,Chkhikvadze,a17703
 Konstantin,Stepankov,a73220
 Jaclyn,Smith,a71881
Shannon,Tweed,a77351
 King,Ampaw,a2694
 Salvatore,Basile,a7278
Lynda,Barry,a7078
 Charles,Burns,a14010
 Sue,Coe,a18750
 Robert,Crumb,a20590
 Robert,Levine,a47888
 Robert,Picardo,a62225
Grant,Cramer,a20248
 Suzanne,Snyder,a72108
 John Allen,Nelson,a57658
Michael,Jackson,a39424
 Sean,Lennon,a47620
 Kelley,Parker,a60720
Kristýna,Kohoutová,a44446
 Kevork,Malikyan,a50744
 George,Murcell,a56561
 Lincoln,Kilpatrick,a43423
 John,McLiam,a53294
 Michael,Gottli,a32223
 Angela,Heck,a35768
 Margaret Anne,MacLeod,a50093
Michalis,Zeke,a83050
 Tania,Palaiologou,a60201
 Stratos,Tzortzoglou,a77417
 Eva,Kotamanidou,a44816
Benoît,Magimel,a50412
 Valérie,Lalande,a46054
 Tara,Römer,a67678
 Jérôme,Floch,a28173
Jodhi,May,a52410
 Nadine,Chalmers,a16694
Sara,Lewinstein,a47938
 David,Mandell,a50909
 Suzi,Mandell,a50910
 Sallie,Perryman,a61741
Minami,Takayama,a74799
 Rei,Sakuma,a67980
 Kappei,Yamaguchi,a82173
 Keiko,Toda,a76241
 Dean,Devlin,a22965
 Brian,Thompson,a75780
 Yoshiko,Mita,a54873
Michael,McManus,a53318
 Tony,Nardi,a57314
 Jack,Ellis,a25820
 Yûrei,Yanagi,a82229
 Yuriko,Ishida,a39085
 Doreen,Lang,a46324
Tony Chiu-Wai,Leung,a47839
 Waise,Lee,a47291
James,Lorinz,a49152
 Joanne,Ritchie,a65847
 Patty,Mullen,a56425
 J.J.,Clark,a18300
 Johnny,Mills,a54604
 Philip,MacDonald,a50029
 Pete,Lee-Wilson,a47376
 Kimberly,Russell,a67426
Stian,Smestad,a71781
 Louisa,Milwood-Haigh,a54668
 Trond Peter Stamsø,Munch,a56482
 Margi,Clarke,a18378
 Kenneth,Colley,a19006
 T.R.,Bowen,a11778
Ma,Chong,a17831
 Zhijun,Cong,a19254
 Wu,Fa,a26650
Billie,Whitelaw,a80617
 Deborah,Rennard,a65168
Hossain,Sabzian,a67771
 Mohsen,Makhmalbaf,a50620
 Abolfazl,Ahankhah,a1048
 Mehrdad,Ahankhah,a1049
Toshio,Furukawa,a29605
 David,Jarvis,a39841
 Doug,Erholtz,a26194
 Mîna,Tominaga,a76389
 Jeremy,Cooper,a19553
 Sheila,Moore,a55600
 Emer,McCourt,a52770
 Jim R.,Coleman,a18949
 George,Moss,a56155
Tsilla,Chelton,a17245
 Isabelle,Nanty,a57287
 Neige,Dolsky,a23719
 Ricky,Tognazzi,a76288
 Patrice-Flora,Praxo,a63291
 Gianluca,Favilla,a27130
 Thomas Wilson,Brown,a13237
 Carina,Lau,a46639
Ricky,Schroder,a69246
Brian,Salzberg,a68149
 Donna,Dempsey,a22600
 Stephen Charles,Barry,a7069
 James,Gandia,a30044
Zhongyuan,Liu,a48655
 Lei,Huang,a37921
 Qing,Xu,a82084
 Ling,Ma,a49956
 Tom,McBeath,a52577
Tim,Thomerson,a75769
 Humberto,Ortiz,a59735
Ed,O'Neill,a59049
Francis Ford,Coppola,a19633
 Eleanor,Coppola,a19629
 John,Milius,a54419
 Vincent,Guastaferro,a33295
 Franco,Volpi,a78915
James,Bonfanti,a11106
 Sarah,Keller,a42627
Siu-Wong,Fan,a26874
 Mei Sheng,Fan,a26868
 Ka-Kui,Ho,a36934
 Yukari,Ôshima,a83524
 Meshach,Taylor,a75244
Miki,Imai,a38802
 Toshirô,Yanagiba,a82231
 Yoko,Honna,a37402
 Jo,Champa,a16742
 Michael,Clark,a18316
 Jamie,Walters,a79439
 Peter,Rangmar,a64418
Brian,Bosworth,a11550
 Arabella,Holzbog,a37354
Alice,Diabo,a23093
 Beth,Webber,a80001
 Catherine,Roche,a66256
 Cissy,Meddings,a53487
 Julie,Kessler,a43047
Jean-Pierre,Marielle,a51320
 Guillaume,Depardieu,a22727
 Armen,Dzhigarkhanyan,a25051
 Yuriy,Sherstnyov,a70614
Gabrielle,Anwar,a3533
 Dylan,Kussman,a45560
 Colin,Salmon,a68112
Jesse 'The Human Bomb',Aviles,a5110
N/A,Cannonball,a15176
 Steve,Glazer,a31488
 Greg,Wrangler,a81829
 Rebecca,Wood,a81664
 Elizabeth A.,Jaeger,a39526
Matt,Salinger,a68078
 Kumiko,Goto,a32218
 Chingmy,Yau,a82338
Maia,Morgenstern,a55877
 Razvan,Vasilescu,a78083
 Victor,Rebengiuc,a64733
 Dorel,Visan,a78733
 Cheryl,Costa,a19900
 Michael,Luciano,a49444
Shûichirô,Moriyama,a55943
 Tokiko,Katô,a42238
 Bunshi Katsura,Vi,a78447
 Tsunehiko,Kamijô,a41661
 Valentina,Scalici,a68877
 Giuseppe,Ieracitano,a38671
 Jackée,Harry,a35133
 Ilene,Graff,a32385
Pablo,Calogero,a14831
 Scott,Cohen,a18826
 Mario,Grillo,a33051
 Ralph,Irizarry,a38990
 Liuchun,Yang,a82247
 Kesheng,Lei,a47477
Dimitrije,Vojnov,a78874
 Elizabeth,Bourgine,a11698
Ernest R.,Dickerson,a23192
 Michael,Chapman,a17000
 Allen,Daviau,a21785
 Caleb,Deschanel,a22832
Farhad,Kheradmand,a43241
 Buba,Bayour,a7645
 Hocine,Rifahi,a65681
 Ferhendeh,Feydi,a27608
Helena,Bergström,a8973
 Rikard,Wolff,a81538
 Lee,Reyes,a65284
 Anne,Dupont,a24790
 Philip,Stone,a73607
 Jonathan,Lacey,a45858
Nicholas,Hope,a37454
 Claire,Benito,a8573
 Ralph,Cotterill,a19969
 Syd,Brisbane,a12724
 Francis,Ng,a57902
 Elaine,Lui,a49491
Arsinée,Khanjian,a43188
 Ashot,Adamyan,a677
 Atom,Egoyan,a25486
 Michelle,Bellerose,a8323
Jane,Horrocks,a37572
 Adam,Cheng,a17361
Tien-Lu,Li,a48104
 Giong,Lim,a48243
 Kuei-Chung,Cheng,a17369
 Chien-ru,Huang,a37911
La,Caita,a14679
Twist-Twist,Erkinharju,a26236
 Ben,Granfelt,a32486
 Jore,Marjaranta,a51382
Afa,Anoai,a3361
 Ed,Leslie,a47757
 Butch,Brickell,a12596
 James,Coffey,a18766
 Michelle,Hurst,a38291
Brad,Johnson,a40539
 Marjean,Holden,a37156
 John Christian,Graas,a32323
 Elizabeth,Ruscio,a67369
 Tina,Kellegher,a42615
 Eanna,MacLiam,a50096
 Aya,Kokumai,a44487
 Tetsu,Watanabe,a79799
 Masanobu,Katsumura,a42203
 Fennie,Yuen,a82737
Gabriel Cosmin,Urdes,a77663
 Lukas,Miko,a54351
 Otto,Grünmandl,a33269
 Anne,Bennent,a8596
Chingmy,Yau,a82339
 Carrie,Ng,a57901
 Madoka,Sugawara,a74036
Constantin,Draganescu,a24226
 Angela,Featherstone,a27180
 Cristina,Stoica,a73533
 Valentin,Teodesiu,a75432
Larry,Drake,a24271
 Renée,O'Connor,a58869
Martin,Kemp,a42775
 Alyssa,Milano,a54366
 Rebecca,Ferratti,a27495
 Glori,Gold,a31736
Ulrich,Tukur,a77183
 Helge,Schneider,a69143
 Wolfgang,Hess,a36401
N/A,Shaka,a70156
 Zander,Schloss,a69072
 Eduardo,Ricard,a65422
 Henry,Carbo,a15332
 Shinobu,Nakayama,a57222
 Billy,Chow,a17882
Gia,Carides,a15444
 Rebecca,Gibney,a31023
 Robyn,Nevin,a57801
Beau,Billingslea,a9734
 Richard,Epcar,a26145
 Melora,Harte,a35182
 Riva,Spier,a72678
 Dalton,James,a39613
Kati,Outinen,a59904
 Kirsi,Tykkyläinen,a77375
 Mato,Valtonen,a77925
 Soleil Moon,Frye,a29335
 Sergio,Rubini,a67197
 Nicola Di,Pinto,a62447
Martin,Clunes,a18626
 Michele,Winstanley,a81349
 Collin,Chou,a17859
Tom,Holland,a37200
 Kate,Maberly,a49982
 Mark Lindsay,Chapman,a16999
 Helene,Clarkson,a18406
 Fiona,Reid,a64999
Kôichi,Satô,a68668
 Masahiro,Motoki,a56197
 Kippei,Shîna,a70982
Martti,Suosalo,a74224
 Henrika,Andersson,a2977
 Matti,Varjo,a78045
 Tanja,Kortelainen,a44738
 Steve,Reevis,a64926
Yoko,Honna,a37403
 Issey,Takahashi,a74750
 Takashi,Tachibana,a74678
 Shigeru,Muroi,a56592
Kôjiro,Shimizu,a70738
 Kenji,Haga,a33981
 Miki,Fujitani,a29439
 Masane,Tsukayama,a77098
 Edward,Teller,a75377
 Frank H.,Shelton,a70493
Jane,Jensen,a40049
 Will,Keenan,a42541
 Valentine,Miele,a54263
 William,Beckwith,a7953
Dian,Bachar,a5444
 Stephen,Blackpool,a10142
 Dan,Brother,a13055
Melvil,Poupaud,a63136
 Amanda,Langlet,a46390
 Gwenaëlle,Simon,a71289
 Aurelia,Nolin,a58377
Mistress,Beatrice,a7760
 Mistress,Catherine,a16276
 Mistress,Delilah,a22495
 Nancy,Sit,a71513
Scott,MacDonald,a50041
 Christopher,Allport,a2220
 Stephen,Mendel,a53735
 F. William,Parker,a60710
Rolf,Lassgård,a46596
 Lennart,Jähkel,a41369
 Jarmo,Mäkinen,a56882
 Elina,Salo,a68116
 Sakari,Kuosmanen,a45450
 John Michael,Higgins,a36573
Dragan,Bjelogrlic,a10027
 Nikola,Kojo,a44470
 Dragan,Maksimovic,a50655
 Zoran,Cvijanovic,a20993
 Gérard,Lanvin,a46436
 Etsushi,Toyokawa,a76683
 Joseph,Ragno,a64104
 Zlatko,Buric,a13888
 Laura,Drasbæk,a24290
 Slavko,Labovic,a45840
 William,Takaku,a74768
Joonas,Bragge,a12112
 Arttu,Kapulainen,a41890
 Pihla,Penttinen,a61555
 Ilkka,Koivula,a44458
Rick,Gianasi,a30975
 Susan,Byun,a14448
 Bill,Weeden,a80064
 Thomas,Crnkovich,a20426
 Emma,Suárez,a74339
 Bernard,Hepton,a36218
 Samantha,Bond,a11057
Heather Elizabeth,Parkhurst,a60766
 Tonya,Goodson,a32006
 Tiffany,Turner,a77292
 Rolando,Millet,a54577
 Daragh,Donnelly,a23860
 Frank,Coughlan,a19997
 Sean,Kearns,a42462
Ursula,Andress,a3058
 Matthew,Barney,a6862
 Joanne,Rha,a65348
 Susan,Rha,a65349
 Steve,Sweeney,a74440
 Gerry,Conlon,a19278
 Taryn,Davis,a21985
Jacob,Sewell,a70054
 Nick,Sutton,a74286
 Lara,Tosh,a76596
 Jacob,Reynolds,a65311
Peter,Stormare,a73660
 Mats,Långbacka,a49866
Paul,Dillon,a23346
 Tim,Gamble,a30005
 Olivia,Trevino,a76831
 Moira,Sinise,a71454
Tiffany,Peters,a61842
 Julie,Wood,a81657
Nour,El-Sherif,a25645
 Hani,Salama,a68003
 Laila,Eloui,a25884
 Mahmood,Hemaidah,a35988
 Michael,Halsey,a34313
 Deborah Van,Valkenburgh,a77876
 Damián,Delgado,a22480
 Dan Rivera,González,a31930
 Tania,Cruz,a20618
 Diego,Abatantuono,a96
 Javier,Bardem,a6630
 Aimee,Graham,a32391
Toby,Stephens,a73247
Shin'ichi,Tsutsumi,a77123
 Keisuke,Horibe,a37521
 Kyôko,Tôyama,a77431
 Missy,Crider,a20384
 Joy,Kilpatrick,a43422
Kathe,Burkhart,a13944
 Kirby,Dick,a23181
 Bob,Flanagan,a28050
 Sheree,Rose,a66801
 Götz,Otto,a59869
 Tony,Martin,a51716
 Aaron,Jeffery,a39954
 Paul,Sonkkila,a72352
Robert,Patrick,a61040
 Duane,Whitaker,a80526
 Muse,Watson,a79870
 Javier,Cámara,a21045
 Neus,Asensi,a4473
 Chus,Lampreave,a46170
Urbanus,Urbanus,a77657
 Bea Van Der,Maet,a50372
 Herbert,Flack,a28031
Shôsuke,Tanihara,a75018
 Miho,Nomoto,a58386
 Tamaki,Kenmochi,a42823
 Marie,Jinno,a40267
 Eric Michael,Cole,a18901
Silje,Storstein,a73666
Hollis,Frampton,a28790
 Lyne,Grossman,a33181
 Naoto,Nakazawa,a57227
 Roswell,Rudd,a67224
 Michelle,Ferre,a27497
 Mirai,Yamamoto,a82193
 Yves,Beneyton,a8536
 Emily,Procter,a63487
Oliver,Korittke,a44697
 Markus,Knüfken,a44280
 Ralf,Richter,a65595
 Diether,Krebs,a45048
 Loren,Lester,a47788
Rafael Sebastián Guillén,Vicente,a78469
 Samuel Ruiz,García,a30186
 Nicole,Fugere,a29391
 Jerry,Messing,a54013
 Cecil 'Shuckey Duckey',Armstrong,a4065
Karine,Vanasse,a77951
 Alexandre,Mérineau,a56914
 Patrick,Husted,a38337
Shigeru,Amachi,a2514
 Utako,Mitsuya,a54989
 Hiroshi,Hayashi,a35534
Jimmy,Chamberlin,a16712
 Billy,Corgan,a19727
 James,Iha,a38706
 Butch,Vig,a78535
Clément van den,Bergh,a8922
 Lokman,Nalcakan,a57235
 François,Roy,a67138
 Yves,Verhoeven,a78356
 Michiko,Hada,a33933
Kuei-Mei,Yang,a82261
 Hui-Chin,Lin,a48288
Sergey,Makovetskiy,a50646
Cosma Shiva,Hagen,a33999
 Bernd,Tauber,a75160
 Christoph,Waltz,a79473
 Ann-Kathrin,Kramer,a44968
Sakari,Kuosmanen,a45452
 Markku,Peltola,a61461
Meiko,Kaji,a41553
 Toshio,Kurosawa,a45504
 Masaaki,Daimon,a21269
 Miyoko,Akaza,a1298
Samuli,Edelmann,a25291
 Juha,Veijonen,a78190
 Teemu,Lehtilä,a47468
 Kalevi,Haapoja,a33862
 Donal,Logue,a48893
 Rikke Louise,Andersson,a2984
 Liv,Corfixen,a19724
 Manisha,Koirala,a44457
 Jirô,Yabuki,a82099
 Aaron,Banks,a6411
 Ling,Chia,a17527
 Guillaume,Canet,a15143
Keanu,Kapuni-Szasz,a41892
 Jan,Kleinejan,a44098
 Michael W.,Perry,a61722
 Donna,D'Errico,a21133
 Wade,Williams,a81023
Unto,Helo,a35974
 Hanna-Mari,Karhinen,a41958
 Mikko,Hakola,a34124
 Jimi,Pääkallo,a63756
 Kevin,Conroy,a19367
Megumi,Ogata,a59200
 Yûko,Miyamura,a55030
 Kotono,Mitsuishi,a54984
Marko,Tiusanen,a76191
 Jari,Salmi,a68103
 Karoliina,Kudjoi,a45302
 Margit,Lindeman,a48355
 Emily,Hamilton,a34372
 Alex,Menglet,a53792
N/A,Kajol,a41559
 Sana,Saeed,a67822
Susan,Tyrrell,a77399
 Nicole,Potter,a63091
 George A.,Romero,a66637
